N	2gram	Bakhtin_Fr	TeoriaLi
1	в качестве	2	33
2	в мире	6	26
3	не только	21	24
4	и в	68	24
5	в частности	4	23
6	то есть	31	22
7	может быть	10	22
8	при этом	5	20
9	в том	12	20
10	и не	25	17
11	а в	3	15
12	но и	17	14
13	а не	6	14
14	так и	8	14
15	в себе	5	14
16	представляет собой	1	13
17	такого рода	5	13
18	но не	4	13
19	в этом	28	12
20	но в	20	12
21	в его	21	12
22	то же	14	12
23	своего рода	5	11
24	литературного произведения	1	11
25	том что	6	11
26	точки зрения	8	11
27	и его	26	11
28	что в	14	10
29	по отношению	3	10
30	как это	1	10
31	лишь в	3	10
32	отношению к	2	10
33	только в	9	9
34	в данном	5	9
35	с другой	8	9
36	не в	2	9
37	в то	14	9
38	в своей	11	8
39	же время	13	8
40	как бы	7	8
41	по своей	4	8
42	не может	5	8
43	в самом	6	7
44	или иной	2	7
45	и т.п	17	7
46	в отличие	3	7
47	в своем	11	7
48	себя в	2	7
49	мы имеем	2	7
50	а также	6	7
51	отличие от	3	7
52	во второй	2	7
53	отношение к	11	7
54	в области	5	7
55	в нем	12	7
56	другой стороны	5	6
57	более или	1	6
58	конечном счете	1	6
59	как и	17	6
60	не менее	2	6
61	еще не	3	6
62	в основе	7	6
63	то что	11	6
64	со стороны	2	6
65	уже не	2	6
66	с его	6	6
67	в ее	5	6
68	с другими	1	6
69	в конечном	1	6
70	между ними	4	6
71	или менее	1	6
72	тем самым	1	6
73	в первой	3	6
74	художественного творчества	1	5
75	ни в	6	5
76	в виду	8	5
77	мыслится как	1	5
78	и одновременно	3	5
79	как в	4	5
80	в художественном	3	5
81	можно сказать	2	5
82	того чтобы	6	5
83	для того	5	5
84	жизни как	2	5
85	за пределами	1	5
86	на почве	1	5
87	как к	1	5
88	по преимуществу	3	5
89	данном случае	3	5
90	для него	7	5
91	того что	3	5
92	в себя	2	5
93	между тем	3	5
94	он не	11	5
95	и тем	1	5
96	в пределах	1	5
97	и о	5	5
98	художественного произведения	1	5
99	не случайно	1	5
100	без исключения	1	4
101	в отношении	3	4
102	не на	2	4
103	и сам	5	4
104	в этих	8	4
105	отношения к	2	4
106	что он	7	4
107	в слове	2	4
108	входит в	2	4
109	в другом	3	4
110	сказать что	3	4
111	в нашем	5	4
112	этого слова	3	4
113	никогда не	2	4
114	и того	1	4
115	это не	5	4
116	хотя и	2	4
117	в литературе	10	4
118	слова в	3	4
119	в их	6	4
120	его в	7	4
121	но он	9	4
122	не знает	1	4
123	или даже	1	4
124	так в	4	4
125	мира и	4	4
126	по своему	3	4
127	со своей	1	4
128	речи и	2	4
129	в свою	3	4
130	и что	2	4
131	в форме	3	4
132	далеко не	3	4
133	того же	4	4
134	одного и	1	4
135	с ее	1	4
136	в целом	3	4
137	и ее	3	4
138	и к	4	3
139	к действительности	1	3
140	во втором	1	3
141	в таком	2	3
142	даже в	4	3
143	о чем	3	3
144	только не	1	3
145	подобно тому	2	3
146	если бы	3	3
147	все эти	16	3
148	а именно	1	3
149	в романе	24	3
150	именно в	5	3
151	например в	2	3
152	в жизни	1	3
153	к его	1	3
154	их в	7	3
155	никто не	1	3
156	художественного мышления	1	3
157	роль в	7	3
158	культуры в	3	3
159	перед нами	4	3
160	свою очередь	2	3
161	между собой	1	3
162	в противоположность	2	3
163	потому что	3	3
164	одной стороны	4	3
165	причастности к	1	3
166	или иных	2	3
167	в одном	7	3
168	имеем в	2	3
169	известной степени	1	3
170	во всей	3	3
171	из этих	2	3
172	и для	6	3
173	таким образом	22	3
174	и то	2	3
175	на языке	2	3
176	в эпизоде	1	3
177	с одной	5	3
178	и вот	4	3
179	том числе	4	3
180	в произведении	3	3
181	и потому	6	3
182	с точки	4	3
183	ни к	1	3
184	к которому	2	3
185	как раз	8	3
186	есть в	1	3
187	прежде всего	23	3
188	и притом	1	3
189	связи с	8	3
190	или в	3	3
191	одним из	2	3
192	в контексте	1	3
193	в связи	7	3
194	и как	5	3
195	вовсе не	18	3
196	той или	2	3
197	во всех	8	3
198	тому как	2	3
199	принадлежит к	2	3
200	в которой	6	3
201	он должен	1	3
202	не с	1	3
203	нового времени	2	3
204	говоря о	1	3
205	в этой	15	3
206	и др	9	3
207	в узком	3	3
208	и по	4	3
209	тех или	2	3
210	отнюдь не	1	3
211	в культуре	4	3
212	мира в	2	3
213	в той	7	2
214	мире и	1	2
215	и другие	4	2
216	образом и	2	2
217	для всех	1	2
218	один из	9	2
219	и здесь	5	2
220	и на	16	2
221	если в	1	2
222	рассказ о	1	2
223	которая в	1	2
224	и который	1	2
225	в литературной	1	2
226	жить и	1	2
227	на этом	3	2
228	из которых	1	2
229	а затем	2	2
230	мы в	1	2
231	в году	11	2
232	внутреннюю свободу	1	2
233	но чтобы	1	2
234	по себе	1	2
235	не могут	1	2
236	в них	19	2
237	и даже	7	2
238	здесь мы	3	2
239	самом деле	5	2
240	на мир	2	2
241	заключается в	1	2
