N	2gram	Trubetskoy	Problema
1	и в	14	182
2	то есть	1	165
3	и не	19	152
4	вовсе не	1	145
5	то что	13	144
6	не есть	3	113
7	не только	9	104
8	потому что	5	89
9	в этом	17	88
10	может быть	9	82
11	в том	17	81
12	том что	9	81
13	не просто	2	80
14	только в	5	73
15	но и	10	70
16	в виде	3	69
17	также и	1	68
18	и даже	2	66
19	по себе	2	64
20	даже и	2	63
21	не менее	1	58
22	о том	7	57
23	тем не	1	56
24	а не	2	56
25	так и	1	56
26	но в	2	55
27	так что	2	52
28	ни в	2	51
29	для нас	2	50
30	в себе	9	48
31	отнюдь не	7	48
32	было бы	5	46
33	прежде всего	8	45
34	в своей	5	45
35	что в	4	44
36	в его	4	44
37	не в	4	43
38	все эти	2	43
39	то же	11	42
40	таким образом	11	42
41	если мы	1	42
42	и что	2	40
43	и то	4	40
44	что он	6	40
45	так как	4	40
46	во всяком	9	39
47	не может	22	39
48	и тем	2	39
49	в этой	4	39
50	как бы	4	39
51	той или	3	38
52	в данном	7	38
53	хотя бы	5	37
54	никак не	1	37
55	в нем	5	37
56	того что	3	37
57	точки зрения	11	36
58	еще не	3	36
59	и все	1	36
60	и т	3	35
61	уже не	2	34
62	и с	7	34
63	как и	4	34
64	указывает на	2	34
65	же самое	1	33
66	в таком	2	33
67	не является	1	33
68	или иной	5	33
69	в то	10	32
70	но не	4	32
71	так же	2	31
72	в своем	6	31
73	связи с	3	31
74	что такое	2	31
75	в конце	3	31
76	но это	2	31
77	все это	6	31
78	ясно что	2	30
79	и для	6	30
80	с другой	1	30
81	настоящее время	2	30
82	в настоящее	2	30
83	в связи	1	29
84	все же	4	29
85	можно сказать	1	29
86	перед нами	1	29
87	как мы	1	29
88	об этом	1	29
89	что же	4	28
90	данном случае	3	28
91	мы не	1	28
92	а в	5	28
93	есть только	1	28
94	и о	2	28
95	и это	1	27
96	и как	3	27
97	в результате	2	26
98	крайней мере	1	26
99	да и	3	26
100	как будто	2	26
101	вместе с	4	26
102	по крайней	1	26
103	еще и	1	26
104	это не	1	26
105	мы можем	2	25
106	и на	5	25
107	тем самым	2	25
108	с точки	9	25
109	всяком случае	6	25
110	с тем	6	24
111	на самом	6	24
112	тем более	1	24
113	по своему	1	23
114	на то	5	23
115	при этом	5	23
116	в качестве	3	23
117	конце концов	3	23
118	а только	1	23
119	то и	1	23
120	есть не	1	23
121	и к	6	22
122	только на	2	22
123	можно ли	3	22
124	никогда не	5	22
125	и является	2	22
126	всех этих	3	22
127	его в	4	22
128	и от	2	22
129	и есть	2	22
130	и если	7	22
131	что и	3	22
132	в самом	3	21
133	сама по	2	21
134	мы должны	7	21
135	говорить о	3	21
136	для себя	2	21
137	и без	1	21
138	и только	5	21
139	именно в	3	20
140	для того	6	20
141	но как	1	20
142	можно было	4	20
143	и потому	3	20
144	тем что	3	20
145	несмотря на	3	20
146	или в	3	20
147	с ним	2	19
148	самом деле	7	19
149	но если	3	19
150	того или	2	19
151	то это	3	19
152	то в	3	19
153	но только	1	19
154	он не	5	19
155	это есть	2	19
156	если не	2	19
157	если бы	6	19
158	жизни и	4	19
159	в этих	2	18
160	того же	1	18
161	не было	3	18
162	не будет	7	18
163	и ни	3	18
164	в ее	1	18
165	того чтобы	8	18
166	в ней	2	18
167	без всякого	1	17
168	что они	3	17
169	во всех	5	17
170	значение и	1	17
171	мы уже	2	17
172	это и	1	17
173	совершенно не	2	17
174	тех или	1	17
175	точно так	2	16
176	как это	1	16
177	для этого	3	16
178	но все	1	16
179	в одно	1	16
180	к тому	7	16
181	но даже	2	16
182	случае не	1	16
183	казалось бы	1	15
184	с этим	2	15
185	у него	2	15
186	что не	1	15
187	и более	2	15
188	в частности	2	15
189	людей и	2	14
190	что все	3	14
191	с другими	1	14
192	сих пор	5	14
193	не так	2	14
194	этом случае	3	14
195	нас не	1	14
196	а это	1	14
197	все равно	1	14
198	в котором	2	14
199	тоже является	1	14
200	до сих	5	14
201	то ни	4	14
202	иное как	1	14
203	же и	1	13
204	из них	3	13
205	тому что	2	13
206	из этого	3	13
207	ни на	1	13
208	только при	1	13
209	в их	4	13
210	или даже	1	13
211	в области	2	13
212	в других	2	13
213	или иного	2	13
214	мы в	1	13
215	те или	1	13
216	дело в	1	13
217	на земле	4	12
218	при условии	3	12
219	в другом	3	12
220	он сам	3	12
221	в которой	1	12
222	в самой	1	12
223	для них	3	12
224	на первый	1	12
225	в начале	2	12
226	не являются	1	12
227	что это	3	12
228	нисколько не	2	12
229	или иных	1	11
230	бы то	4	11
231	о которых	3	11
232	жизни в	5	11
233	в таких	2	11
234	и другое	1	11
235	оказывается что	1	11
236	никак нельзя	1	11
237	к нему	2	11
238	только не	1	11
239	не о	2	11
240	что его	1	11
241	не могут	4	11
242	и у	1	11
243	заключается в	1	11
244	в истории	1	11
245	и во	3	11
246	вообще не	1	11
247	и их	1	11
248	по этому	2	11
249	и тогда	2	11
250	более или	4	10
251	есть то	1	10
252	что у	1	10
253	на том	3	10
254	что для	3	10
255	даже если	2	10
256	один из	1	10
257	от нас	2	10
258	бы не	1	10
259	что оно	3	10
260	однако это	1	10
261	представление о	1	10
262	отличается от	2	10
263	это будет	1	10
264	и сама	1	10
265	из которых	5	10
266	или менее	4	10
267	быть и	2	10
268	только то	1	10
269	в своих	6	9
270	их в	2	9
271	вопрос о	5	9
272	нет и	1	9
273	представить себе	2	9
274	тогда когда	4	9
275	в которых	1	9
276	о котором	3	9
277	только тогда	1	9
278	она не	2	9
279	само собой	1	9
280	языка и	1	9
281	в жизни	1	9
282	только для	2	9
283	между прочим	1	9
284	на себе	1	9
285	бы в	1	9
286	не был	1	9
287	мы говорили	3	9
288	не всякий	1	9
289	здесь мы	1	9
290	с ней	1	9
291	хотелось бы	1	9
292	как же	1	9
293	идет речь	4	9
294	человеческой жизни	1	9
295	и наконец	2	9
296	во всем	4	8
297	с этой	1	8
298	является для	1	8
299	он был	1	8
300	нас и	1	8
301	и весь	1	8
302	конечно не	5	8
303	тем же	1	8
304	а наоборот	1	8
305	что при	1	8
306	но для	2	8
307	от этого	1	8
308	между собой	5	8
309	но тогда	1	8
310	иметь в	1	8
311	тот или	1	8
312	и по	3	8
313	с ее	1	8
314	и при	6	8
315	к его	1	8
316	из этих	3	8
317	только с	2	8
318	если и	1	8
319	на его	1	8
320	для всех	6	8
321	были бы	2	8
322	которые не	1	8
323	как только	1	8
324	если в	6	8
325	входит в	1	8
326	ни было	1	8
327	но ведь	1	8
328	себе и	4	8
329	если же	2	8
330	в силу	2	8
331	и этот	3	8
332	а если	1	8
333	это то	1	8
334	он есть	1	8
335	в сознании	3	8
336	для него	6	8
337	а то	1	8
338	является не	2	8
339	с самого	1	8
340	даже в	1	7
341	с самим	2	7
342	в значительной	3	7
343	ни от	2	7
344	а с	2	7
345	для чего	1	7
346	виде как	1	7
347	эта последняя	1	7
348	это только	2	7
349	одной из	3	7
350	на этот	1	7
351	была бы	1	7
352	себе но	1	7
353	в такой	1	7
354	же это	1	7
355	это в	2	7
356	не можем	2	7
357	что на	1	7
358	на этой	2	7
359	значительной мере	2	7
360	самого начала	1	7
361	есть по	1	7
362	тому же	1	7
363	же как	1	7
364	такого же	1	7
365	даже не	2	7
366	в советской	1	7
367	однако и	1	7
368	не на	1	7
369	все они	3	7
370	в основе	1	7
371	друг друга	3	7
372	ее в	2	7
373	в эпоху	1	7
374	понимать как	1	7
375	может иметь	1	7
376	что касается	1	7
377	с понятием	1	7
378	глубоко и	1	6
379	пор мы	1	6
380	или другие	1	6
381	в порядке	2	6
382	первый взгляд	1	6
383	не всегда	1	6
384	от всякого	1	6
385	на него	1	6
386	нами не	1	6
387	самое большее	1	6
388	до конца	1	6
389	от всякой	1	6
390	или не	1	6
391	но когда	1	6
392	по своей	1	6
393	в общем	1	6
394	отношения к	2	6
395	этот вопрос	2	6
396	именно на	2	6
397	природы и	1	6
398	могут быть	1	6
399	и всегда	1	6
400	необходимо чтобы	1	6
401	людей в	1	6
402	но она	2	6
403	есть и	2	6
404	к ней	1	6
405	а скорее	1	6
406	самого себя	7	6
407	если он	1	6
408	и того	1	6
409	как оно	1	6
410	как на	8	6
411	в зависимости	1	6
412	вся эта	2	6
413	же мы	1	6
414	во время	2	6
415	и ничего	1	6
416	перестанет быть	1	6
417	из тех	1	6
418	ни к	7	6
419	этого слова	1	6
420	этом отношении	1	6
421	по существу	5	6
422	только к	3	6
423	который мы	1	6
424	когда он	1	6
425	факт что	2	6
426	стороны и	1	6
427	та или	1	6
428	не к	2	6
429	если его	1	5
430	к самому	1	5
431	это же	1	5
432	и когда	1	5
433	на одну	1	5
434	к этому	1	5
435	виде и	1	5
436	на себя	2	5
437	о себе	1	5
438	оно и	1	5
439	чем больше	1	5
440	и тот	2	5
441	между тем	5	5
442	сводится к	3	5
443	и будет	1	5
444	ничем не	1	5
445	своей собственной	1	5
446	только один	1	5
447	и вся	1	5
448	если только	2	5
449	он должен	5	5
450	из отдельных	1	5
451	для всякого	1	5
452	что может	3	5
453	что с	2	5
454	что ни	1	5
455	том виде	1	5
456	которые как	1	5
457	мы теперь	1	5
458	и хочет	1	5
459	себе что	1	5
460	человека в	1	5
461	все что	4	5
462	из всех	2	5
463	в собственном	1	5
464	себя не	1	5
465	больше чем	2	5
466	которой он	4	5
467	во многих	2	5
468	с большим	1	5
469	себя в	4	5
470	свое собственное	2	5
471	том чтобы	3	5
472	должно быть	3	5
473	за то	2	5
474	от тех	1	5
475	одна из	3	5
476	в свете	1	5
477	чтобы понять	2	5
478	что эта	1	5
479	хотя в	1	5
480	бы его	2	5
481	имеет свою	1	5
482	в область	1	5
483	этих случаях	1	5
484	не должны	1	5
485	не знаем	1	5
486	нет ни	1	5
487	они не	1	5
488	том числе	1	5
489	не для	1	5
490	слова но	1	5
491	но по	1	5
492	или что	1	5
493	говорили выше	1	5
494	от того	4	5
495	лишь в	3	5
496	тот кто	1	5
497	в разные	1	5
498	и прежде	1	5
499	об этой	1	5
500	в известной	1	5
501	к другу	1	4
502	самого предмета	1	4
503	не хочет	1	4
504	в духе	1	4
505	ни одна	3	4
506	на свою	1	4
507	к другим	1	4
508	на эту	2	4
509	но мы	3	4
510	так например	1	4
511	своим собственным	1	4
512	о самой	1	4
513	и те	2	4
514	любви к	2	4
515	к ним	1	4
516	именно так	1	4
517	просто в	1	4
518	случае когда	1	4
519	время и	1	4
520	это обстоятельство	1	4
521	человек и	1	4
522	человека а	1	4
523	было только	1	4
524	должны были	1	4
525	что во	1	4
526	что только	2	4
527	в одну	1	4
528	любви и	1	4
529	друг к	1	4
530	можно назвать	1	4
531	для каждого	1	4
532	в свою	1	4
533	не быть	1	4
534	для нее	2	4
535	что такая	1	4
536	этот последний	1	4
537	но на	1	4
538	он как	1	4
539	ничего кроме	1	4
540	на отдельные	1	4
541	было говорить	1	4
542	это именно	1	4
543	от своих	1	4
544	которые являются	1	4
545	существуют в	1	4
546	можно но	1	4
547	а главное	1	4
548	числе и	1	4
549	однако для	1	4
550	он с	1	4
551	от него	2	4
552	к этой	4	4
553	он всегда	1	4
554	ни стало	3	4
555	остановиться на	1	4
556	собой разумеется	1	4
557	и просто	1	4
558	за ним	1	4
559	в корне	4	4
560	переходит в	1	4
561	нельзя было	1	4
562	всегда и	1	4
563	должен быть	1	4
564	если эта	1	4
565	ее не	1	4
566	собой и	3	4
567	сейчас в	1	4
568	она и	1	4
569	для которой	1	4
570	прийти к	1	4
571	верит в	1	4
572	там и	2	4
573	которое в	1	4
574	которой она	2	4
575	и вместе	2	4
576	следовательно и	2	4
577	могло бы	1	4
578	вопроса о	1	4
579	бы к	1	4
580	во что	3	4
581	что бы	3	4
582	с которым	1	4
583	которых мы	1	4
584	в сущности	1	4
585	он будет	4	4
586	себя и	5	4
587	друг от	2	4
588	сознании и	1	4
589	им в	1	4
590	мог бы	1	4
591	с нею	3	4
592	и за	1	4
593	бы на	1	4
594	от друга	2	4
595	что к	1	4
596	при таком	1	4
597	перед собой	1	4
598	войти в	1	4
599	другом случае	2	4
600	что эти	1	4
601	в разных	1	4
602	всю свою	2	4
603	столько же	1	4
604	другим и	1	4
605	так чтобы	3	4
606	еще на	1	4
607	на это	2	4
608	одного из	1	4
609	рабочих и	1	3
610	этого однако	1	3
