N	2gram	Vygotskiy_	Myslijsy
1	потому что	14	182
2	и в	38	121
3	может быть	25	107
4	в том	59	103
5	то что	27	83
6	в слове	3	78
7	для нас	6	75
8	что в	31	73
9	и не	16	73
10	только в	16	72
11	не только	16	67
12	а не	7	67
13	таким образом	36	64
14	в языке	3	60
15	в этом	35	59
16	но и	9	59
17	том что	44	59
18	так как	19	59
19	то же	18	56
20	не в	10	54
21	если бы	12	53
22	в себе	9	53
23	по себе	11	52
24	не может	11	52
25	того что	17	47
26	было бы	15	45
27	в нем	4	45
28	не есть	5	42
29	как и	20	42
30	так что	3	39
31	вместе с	18	39
32	что и	14	38
33	мы не	14	38
34	при этом	13	37
35	как в	14	37
36	так и	11	37
37	тогда когда	10	36
38	что мы	18	36
39	точно так	4	35
40	тем что	12	33
41	и что	15	32
42	по отношению	4	30
43	а в	7	30
44	что не	1	29
45	между тем	10	29
46	но не	7	29
47	вовсе не	5	28
48	мы можем	13	28
49	для него	6	28
50	с этим	6	27
51	могут быть	9	27
52	язык есть	1	26
53	независимо от	5	26
54	то и	5	26
55	отношению к	3	26
56	языка и	1	25
57	этого слова	13	25
58	в то	5	24
59	с тем	18	23
60	как бы	17	23
61	того как	5	23
62	от того	8	23
63	по мере	1	22
64	что слово	6	22
65	с другой	11	22
66	не имеет	3	22
67	но в	4	22
68	и потому	2	21
69	не менее	8	21
70	в одном	4	20
71	это не	5	20
72	в ней	3	20
73	и как	11	19
74	но это	7	19
75	в сознание	1	19
76	сказать что	10	19
77	с ним	4	19
78	того же	12	19
79	тем не	6	19
80	что это	8	19
81	и то	9	19
82	из этих	5	19
83	о том	6	19
84	есть уже	1	19
85	заключает в	3	19
86	тем самым	6	19
87	должно быть	3	19
88	есть не	1	19
89	в самом	8	18
90	в таком	4	18
91	для того	14	18
92	по поводу	1	18
93	не могут	5	18
94	очевидно что	1	18
95	бы не	1	18
96	в каком	3	18
97	еще не	6	18
98	точки зрения	27	17
99	со стороны	1	17
100	слова и	8	17
101	заметить что	1	17
102	что оно	8	17
103	уже в	10	17
104	в его	22	17
105	во всяком	10	17
106	слова в	8	17
107	не можем	4	17
108	только что	5	16
109	и на	9	16
110	к тому	8	16
111	так же	26	16
112	в своем	9	16
113	в которой	4	16
114	а только	1	16
115	в них	3	16
116	слово есть	1	16
117	есть нечто	1	16
118	что если	3	16
119	и наоборот	1	16
120	на то	7	16
121	быть может	2	15
122	в этих	4	15
123	уже не	3	15
124	с одной	8	15
125	с другими	3	15
126	и тем	8	15
127	и по	5	15
128	что он	13	15
129	в свою	4	15
130	прежде всего	6	15
131	в ряду	1	15
132	думать что	1	15
133	тому как	2	15
134	на деле	6	14
135	все же	11	14
136	в котором	3	14
137	в действительности	3	14
138	свою очередь	3	14
139	то в	3	14
140	связи с	14	14
141	так сказать	1	14
142	во всех	3	14
143	когда мы	2	14
144	столь же	7	14
145	бы ни	2	14
146	там где	4	14
147	сам по	2	14
148	и язык	1	14
149	в истории	9	14
150	мы должны	15	14
151	само по	3	14
152	те же	6	13
153	например в	2	13
154	языка в	1	13
155	как на	2	13
156	из них	5	13
157	что все	2	13
158	в смысле	9	13
159	и все	5	13
160	не следует	1	13
161	том смысле	3	13
162	смысле этого	10	13
163	образом в	1	13
164	и может	4	13
165	значение слова	7	13
166	и его	5	13
167	от него	1	12
168	одно из	2	12
169	другой стороны	5	12
170	до сих	3	12
171	более или	3	12
172	мысли о	1	12
173	это последнее	1	12
174	не то	1	12
175	никогда не	11	12
176	и при	3	12
177	хотя и	2	12
178	и вместе	2	12
179	в чем	2	12
180	сих пор	3	12
181	в каждом	2	12
182	оно не	3	12
183	все остальные	2	12
184	всяком случае	10	12
185	что же	1	12
186	относится к	1	12
187	друг друга	7	12
188	только потому	2	12
189	что такое	1	12
190	все это	8	12
191	есть в	1	12
192	или менее	5	12
193	тем более	2	12
194	человека и	6	12
195	как мы	14	12
196	что на	2	12
197	все что	4	11
198	имеет для	1	11
199	которые мы	3	11
200	из себя	1	11
201	только на	2	11
202	и это	7	11
203	к нему	1	11
204	в состоянии	1	11
205	его в	8	11
206	и притом	1	11
207	подобно тому	1	11
208	для человека	2	11
209	в силу	9	11
210	речи и	11	11
211	мы видели	8	11
212	сами по	4	11
213	того чтобы	15	11
214	быть не	2	11
215	к ней	2	11
216	той же	8	11
217	с нею	2	11
218	со словом	2	11
219	что для	1	11
220	если не	1	11
221	и вообще	1	11
222	к одному	10	11
223	и только	4	11
224	другими словами	3	11
225	и их	4	11
226	же что	2	11
227	указывает на	3	11
228	же в	3	11
229	но тем	2	10
230	и с	5	10
231	хотя бы	2	10
232	одной стороны	8	10
233	одной и	6	10
234	находится в	4	10
235	представить себе	3	10
236	мы видим	13	10
237	и мы	2	10
238	что при	3	10
239	это слово	1	10
240	и следовательно	1	10
241	что как	3	10
242	в других	2	10
243	бы в	5	10
244	мысль что	1	10
245	тем и	5	10
246	что только	1	10
247	и от	5	10
248	бы быть	2	10
249	он не	6	10
250	то время	5	10
251	мы говорим	1	10
252	том как	1	10
253	слово с	2	10
254	если мы	12	10
255	тем же	8	10
256	и для	4	10
257	слово в	4	10
258	согласно с	1	10
259	и другое	7	10
260	так в	1	10
261	и понимания	1	10
262	по которому	3	10
263	только по	1	10
264	тому что	3	10
265	и того	5	9
266	есть средство	1	9
267	ко всем	2	9
268	и даже	4	9
269	а вместе	1	9
270	вопрос о	2	9
271	во многих	3	9
272	об отношении	2	9
273	связь между	7	9
274	с в	2	9
275	до того	1	9
276	на него	2	9
277	что она	7	9
278	зрения и	1	9
279	что хотя	1	9
280	могли бы	16	9
281	во время	3	9
282	одного и	5	9
283	для самого	1	9
284	от нее	4	9
285	не будет	2	9
286	один из	8	9
287	известно что	2	9
288	себе не	1	9
289	самом деле	4	9
290	никто не	1	9
291	этим последним	2	9
292	с точки	11	9
293	слова для	1	9
294	не все	1	9
295	разница между	1	9
296	и других	4	9
297	далеко не	2	9
298	в целом	22	9
299	можно сказать	2	9
300	языка с	1	9
301	таким же	4	9
302	во всем	7	8
303	по тому	1	8
304	которые не	5	8
305	говорить о	1	8
