N	2gram	Vygotskiy_	FransuaR
1	и в	47	367
2	в этом	47	112
3	и не	27	101
4	таким образом	38	100
5	и его	14	99
6	в его	7	98
7	прежде всего	9	92
8	не только	36	87
9	мы уже	5	85
10	но и	19	84
11	как бы	13	82
12	все эти	7	79
13	вовсе не	3	77
14	как и	19	76
15	в нем	6	75
16	но в	9	75
17	и на	4	72
18	и др	1	72
19	в том	38	71
20	как мы	24	71
21	то же	16	66
22	и все	5	66
23	в них	3	65
24	в этой	7	65
25	так и	8	65
26	и с	5	64
27	в сущности	16	64
28	в то	10	63
29	во время	2	63
30	во всех	9	62
31	все это	5	62
32	же время	1	55
33	что в	23	52
34	в своем	3	51
35	только в	24	48
36	так как	25	46
37	и до	3	46
38	том что	28	45
39	уже говорили	2	44
40	то что	40	41
41	здесь в	2	41
42	у него	2	40
43	в самом	15	38
44	точки зрения	39	37
45	в ней	5	37
46	с его	1	36
47	о том	5	35
48	может быть	20	35
49	мы видим	10	35
50	сказать что	18	34
51	и даже	3	34
52	в себе	14	34
53	рядом с	2	32
54	мы видели	10	32
55	в конце	5	32
56	он не	5	32
57	для него	6	32
58	до конца	8	31
59	в литературе	1	31
60	в своей	4	31
61	так же	26	30
62	но он	3	30
63	один из	3	30
64	потому что	26	30
65	той же	13	30
66	и потому	3	30
67	никогда не	7	30
68	в одном	4	29
69	еще не	5	29
70	связи с	4	29
71	в этих	2	29
72	что он	13	29
73	не может	23	29
74	при этом	4	29
75	его в	7	29
76	не в	7	29
77	и к	11	28
78	из них	2	28
79	всех этих	1	28
80	также и	2	28
81	в той	7	28
82	в основе	5	28
83	и другие	1	27
84	сих пор	6	27
85	до сих	6	27
86	том числе	2	27
87	в образах	1	27
88	все же	7	27
89	по своему	11	27
90	и их	7	27
91	кроме того	1	26
92	в условиях	1	26
93	все они	1	26
94	на самом	3	25
95	в области	5	25
96	с помощью	18	25
97	но это	4	25
98	он и	1	24
99	но не	13	24
100	например в	5	24
101	в ее	7	24
102	и у	1	24
103	и от	6	24
104	как в	7	24
105	того чтобы	26	24
106	времени и	1	24
107	в частности	4	24
108	в большинстве	2	24
109	отношение к	8	24
110	большинстве случаев	2	23
111	так сказать	1	23
112	и здесь	5	23
113	с ним	5	23
114	и для	5	23
115	в их	4	23
116	есть и	1	23
117	к нему	5	23
118	это не	6	23
119	еще и	1	23
120	даже в	2	22
121	не было	1	22
122	а в	3	22
123	границы между	2	22
124	тем что	14	22
125	что и	4	22
126	и других	5	22
127	там где	7	22
128	вместе с	19	22
129	и во	5	22
130	форм и	5	22
131	связь с	1	22
132	и о	4	22
133	в своих	2	21
134	именно в	9	21
135	в отношении	9	21
136	уже в	3	21
137	и как	7	21
138	есть в	5	21
139	в качестве	9	21
140	одним из	3	21
141	в себя	4	21
142	что это	7	21
143	ни в	3	21
144	и наконец	4	21
145	в виду	5	20
146	в связи	1	20
147	и это	2	20
148	в значительной	3	20
149	одной из	4	20
150	этом отношении	7	20
151	с точки	31	20
152	как раз	6	20
153	они были	1	20
154	самом деле	6	20
155	во всем	4	19
156	их в	2	19
157	к этому	2	19
158	того же	7	19
159	за пределы	2	19
160	было бы	12	19
161	с ее	2	19
162	с другой	7	19
163	хотя и	4	19
164	в форме	1	19
165	далеко не	1	19
166	мы находим	3	18
167	со всеми	2	18
168	это и	7	18
169	здесь не	1	18
170	одна из	2	18
171	но они	1	18
172	на этом	4	18
173	связанные с	3	18
174	перед нами	3	18
175	это в	2	18
176	в большей	2	17
177	для того	24	17
178	конечно не	2	17
179	в результате	3	17
180	можно было	7	17
181	связанных с	2	17
182	на его	3	17
183	числе и	2	17
184	в плане	3	17
185	такой же	4	17
186	еще более	1	17
187	но все	2	17
188	связана с	4	17
189	и вот	1	17
190	того что	27	17
191	и образов	1	17
192	а не	7	17
193	в другом	3	16
194	с одной	7	16
195	между ними	8	16
196	между тем	2	16
197	в начале	6	16
198	начала и	1	16
199	в свете	9	16
200	ничего не	2	16
201	они не	2	16
202	дело в	1	16
203	мысли и	13	15
204	а затем	2	15
205	в которой	16	15
206	не были	1	15
207	никто не	2	15
208	из этих	6	15
209	с их	2	15
210	и вообще	3	15
211	одно из	6	15
212	как на	8	15
213	в нашем	6	15
214	не мог	2	15
215	в первой	3	15
216	еще в	3	15
217	в истории	1	15
218	в самой	3	15
219	в котором	6	14
220	в чем	5	14
221	образом в	5	14
222	и по	6	14
223	мы не	10	14
224	на них	1	14
225	все что	7	14
226	в данном	7	14
227	и он	4	14
228	несмотря на	2	14
229	слов и	6	14
230	в более	1	14
231	по существу	2	14
232	с этим	5	13
233	и еще	1	13
234	что все	6	13
235	его к	2	13
236	в основном	4	13
237	на языке	1	13
238	на все	1	13
239	в третьей	1	13
240	в одной	6	13
241	о чем	8	13
242	одновременно и	3	13
243	на этой	7	13
244	одной стороны	7	13
245	не знает	3	13
246	отличие от	4	13
247	в других	2	13
248	бы в	7	13
249	и есть	4	13
250	они и	2	13
251	только на	5	13
252	этот процесс	1	13
253	или в	2	13
254	это было	2	13
255	жизнь и	1	13
256	как он	1	13
257	в известной	1	13
258	более того	2	13
259	другой стороны	3	12
260	не был	1	12
261	во всей	3	12
262	те же	1	12
263	вещей и	1	12
264	главным образом	1	12
265	и ее	3	12
266	та же	2	12
267	мы встречаем	2	12
268	в новой	4	12
269	начиная с	1	12
270	о нем	1	12
271	у нас	3	12
272	раз в	4	12
273	менее всего	3	12
274	место в	1	12
275	с полной	1	12
276	из всех	5	12
277	только для	1	12
278	можно сказать	9	12
279	но этот	2	12
280	по своей	12	12
281	не могут	9	12
282	в приведенном	1	12
283	он в	1	12
284	все то	1	12
285	лишь в	3	12
286	но именно	3	12
287	благодаря этому	3	12
288	об этом	4	12
289	в пределах	3	12
290	мы слышим	1	12
291	из самых	1	11
292	так например	1	11
293	уже не	1	11
294	в пределе	3	11
