N	3gram	Vygotskiy_	Narrotol
1	в том что	30	18
2	в данном случае	5	17
3	не только в	1	13
4	в отличие от	3	11
5	по отношению к	11	11
6	к тому же	1	9
7	о том что	10	9
8	не может быть	8	8
9	тем не менее	1	8
10	в соответствии с	1	8
11	той или иной	2	8
12	то же время	2	8
13	в то же	2	8
14	в этом отношении	6	8
15	и тем самым	4	6
16	состоит в том	4	6
17	в известном смысле	3	6
18	можно сказать что	5	6
19	с одной стороны	14	6
20	для того чтобы	19	5
21	в свою очередь	3	5
22	но и в	1	5
23	на самом деле	3	5
24	подобно тому как	2	5
25	в конечном счете	4	4
26	к тому что	3	4
27	во всяком случае	5	4
28	между детьми и	1	3
29	заключает в себе	1	3
30	в самом деле	5	3
31	и не может	1	3
32	друг на друга	1	3
33	до сих пор	4	3
34	иметь в виду	1	3
35	речь идет о	4	3
36	в зависимости от	8	3
37	точно так же	2	3
38	по сути дела	1	3
39	в связи с	3	3
40	то же самое	4	3
41	едва ли не	1	3
42	в ответ на	1	3
43	на то что	9	3
44	с точки зрения	34	3
45	дело в том	2	3
46	как раз в	3	3
47	и то что	1	3
48	в той или	1	2
49	бы и не	1	2
50	все то что	1	2
51	и в то	1	2
52	здесь не только	1	2
53	в силу своей	1	2
54	не в том	1	2
55	и то же	2	2
56	в частности в	1	2
57	что у него	1	2
58	так и по	1	2
59	не только не	2	2
60	но и от	1	2
61	как если бы	3	2
62	не входит в	1	2
63	на этот раз	1	2
64	а с другой	6	2
65	хотя и не	1	2
66	раз в том	1	2
67	и потому что	2	2
68	не только от	1	2
69	но все же	1	2
70	об этом в	2	2
71	между тем это	1	2
72	одно и то	2	2
73	в отрыве от	1	2
74	можно было бы	6	2
75	так же как	6	2
76	тому что он	1	2
77	по своей природе	3	2
78	в самом первом	1	2
79	в этом последнем	1	2
80	к себе и	1	2
81	одной стороны и	3	1
82	то и в	1	1
83	своей точки зрения	1	1
84	и тот же	1	1
85	три группы в	1	1
86	и столь же	1	1
87	и как бы	1	1
88	не рассматривается как	1	1
89	в целом как	1	1
90	мы уже знаем	1	1
91	в одинаковой степени	1	1
92	не могло бы	1	1
93	о том как	1	1
94	то что он	2	1
95	точки зрения но	1	1
96	на том что	2	1
97	даже в самых	1	1
98	в этом смысле	3	1
99	по сравнению с	9	1
100	мы судим по	1	1
101	целый ряд других	1	1
102	в приведенном выше	1	1
103	однако и здесь	1	1
