N	2gram	Losev_Prob	Narrotol
1	не только	28	62
2	и не	29	50
3	при этом	6	47
4	но и	21	45
5	а не	7	38
6	в качестве	9	35
7	в частности	5	31
8	может быть	11	30
9	и в	48	30
10	в том	25	29
11	в этом	31	28
12	своего рода	1	28
13	том что	29	28
14	а в	8	27
15	такого рода	4	26
16	представляет собой	1	25
17	только в	21	25
18	состоит в	1	25
19	в данном	6	24
20	как и	10	24
21	не в	16	23
22	то что	26	23
23	то есть	38	22
24	не может	6	20
25	в рассказе	2	18
26	в себе	7	17
27	данном случае	5	17
28	так и	15	17
29	а также	8	17
30	со стороны	1	16
31	в его	19	16
32	к тому	7	15
33	можно сказать	10	15
34	но в	17	15
35	в жизни	4	14
36	и его	11	14
37	то же	6	13
38	в своей	29	13
39	уже не	12	13
40	о том	17	13
41	в своем	16	13
42	у него	13	13
43	времени и	1	13
44	все же	12	12
45	сводится к	1	12
46	как в	3	12
47	перед нами	14	12
48	как бы	10	12
49	прежде всего	15	12
50	по отношению	2	11
51	об этом	11	11
52	к себе	1	11
53	хотя и	10	11
54	в мире	1	11
55	если бы	2	11
56	и тем	4	11
57	в этой	14	11
58	в нем	8	11
59	жизни в	7	11
60	тем самым	2	11
61	отношению к	2	11
62	один из	2	10
63	никогда не	7	10
64	тому же	5	10
65	точки зрения	17	10
66	между тем	2	10
67	как это	5	10
68	в то	6	10
69	и все	12	10
70	не является	2	10
71	жизни и	7	10
72	с его	3	10
73	ничего не	3	10
74	того что	8	10
75	но не	12	10
76	как раз	7	9
77	тем не	8	9
78	той или	5	9
79	я в	4	9
80	столь же	1	9
81	отнюдь не	14	9
82	что в	12	9
83	с ним	4	9
84	что он	12	9
85	еще не	4	9
86	потому что	21	9
87	во времени	1	9
88	для него	2	9
89	далеко не	6	9
90	в той	5	8
91	и к	9	8
92	в самом	7	8
93	в таком	4	8
94	о чем	2	8
95	по мысли	4	8
96	не менее	8	8
97	большей части	1	8
98	не мог	5	8
99	он не	4	8
100	и он	5	8
101	самом деле	3	8
102	того чтобы	3	8
103	внимание на	4	8
104	мы имеем	3	8
105	же время	1	8
106	и для	11	8
107	этом отношении	4	8
108	в литературе	5	8
109	у нас	17	8
110	или иной	4	8
111	мира в	3	8
112	в финале	1	7
113	в котором	5	7
114	с другой	8	7
115	едва ли	13	7
116	в ее	6	7
117	на себя	2	7
118	в конце	10	7
119	в чем	3	7
120	в силу	6	7
121	и на	9	7
122	в форме	1	7
123	же в	4	7
124	и состоит	1	7
125	в свою	4	7
126	это не	8	7
127	вслед за	2	7
128	в глазах	1	7
129	человеческого я	4	7
130	или в	7	7
131	также и	21	7
132	в ней	4	7
133	одного из	1	7
134	все что	2	6
135	в результате	11	6
136	например в	1	6
137	сказать что	13	6
138	в нашем	5	6
139	на него	3	6
140	имеем дело	1	6
141	то в	4	6
142	что у	6	6
143	с одной	5	6
144	что и	8	6
145	героя и	1	6
146	на другой	1	6
147	в случае	1	6
148	известном смысле	1	6
149	однако в	4	6
150	однако и	1	6
151	во втором	2	6
152	в состав	1	6
153	таким образом	20	6
154	никак не	10	6
155	и пространстве	1	6
156	к его	5	6
157	в известном	2	6
158	то и	7	6
159	из этих	2	6
160	в сознании	3	6
161	здесь не	12	6
162	они не	3	6
163	как у	1	6
164	не по	1	6
165	одной стороны	5	6
166	на то	2	6
167	вплоть до	2	6
168	человеческой жизни	5	5
169	только что	2	5
170	дело с	1	5
171	не столько	1	5
172	в своих	3	5
173	и даже	24	5
174	и сам	5	5
175	именно в	11	5
176	а именно	12	5
177	мира и	5	5
178	свою очередь	2	5
179	в другом	6	5
180	для того	4	5
181	не всегда	5	5
182	в одном	6	5
183	он сам	3	5
184	из них	4	5
185	к нему	3	5
186	начала и	2	5
187	бы и	1	5
188	не было	4	5
189	но для	2	5
190	я не	3	5
191	человек в	1	5
192	его жизни	1	5
193	а для	1	5
194	в русской	4	5
195	по поводу	2	5
196	и от	7	5
197	с ее	1	5
198	и здесь	1	5
199	что это	4	5
200	если не	6	5
201	их в	1	5
202	и у	8	5
203	с ними	1	5
204	о любви	1	5
205	да и	5	5
206	о котором	4	5
207	том как	2	5
208	стало быть	1	5
209	было бы	12	5
210	и уже	2	5
211	для нее	1	5
212	и то	6	5
213	свидетельствует о	4	5
214	мы не	7	5
215	на самом	2	5
216	являет собой	1	5
217	в какой	5	5
218	тем более	2	5
219	в начале	6	5
220	еще в	6	5
221	не случайно	1	5
222	и о	9	5
223	говорилось выше	1	5
224	как будто	9	5
225	в душе	1	4
226	даже в	2	4
227	от этих	1	4
228	в виду	3	4
229	по себе	5	4
230	в них	5	4
231	и с	10	4
232	все его	1	4
233	не вполне	2	4
234	когда в	1	4
235	хотя бы	11	4
236	только на	2	4
237	и когда	1	4
238	который в	10	4
239	к этому	2	4
240	что они	4	4
241	на том	1	4
242	несмотря на	7	4
243	то у	2	4
244	к жизни	1	4
245	в третьем	1	4
246	и притом	8	4
247	не о	2	4
248	тому что	2	4
249	пребывания в	1	4
250	в ответ	1	4
251	не будет	4	4
252	но зато	1	4
253	из нас	1	4
254	по своей	3	4
255	и по	2	4
256	и ее	2	4
257	жизни а	1	4
258	для себя	6	4
259	это уже	4	4
260	нового времени	4	4
261	не на	1	4
262	со всеми	5	4
263	о своей	1	4
264	вместе с	15	4
265	не имеет	3	4
266	которая не	1	4
267	в москве	1	4
268	в обоих	2	4
269	мог бы	2	4
270	что я	1	4
271	но именно	2	4
272	всяком случае	6	4
273	в произведениях	1	4
274	друг друга	1	4
275	ему в	3	4
276	зависит от	1	4
277	во всяком	7	4
278	для нас	14	4
279	раз в	2	4
280	а на	1	4
281	а то	2	4
282	и как	10	4
283	или даже	4	4
284	ли не	2	4
285	по своему	3	4
286	это было	2	4
287	не все	3	4
288	в области	3	4
289	человека в	3	4
290	она не	1	4
291	быть и	1	4
292	бытия в	1	4
293	что касается	5	4
294	как он	2	4
295	к ней	2	4
296	как мы	5	4
297	что на	1	4
298	не к	3	4
299	что было	1	3
300	на одном	2	3
301	с этой	4	3
302	говорит о	9	3
303	своей истории	1	3
304	в этих	3	3
305	о своем	2	3
306	которое по	1	3
307	сердце у	1	3
308	восходит к	1	3
309	жизненный опыт	1	3
310	входит в	1	3
311	не должен	1	3
312	времени в	1	3
313	к своей	1	3
314	не встречается	1	3
315	за собой	1	3
316	точно так	4	3
317	так же	7	3
318	друг на	1	3
319	ни одного	1	3
320	к ним	3	3
321	жизни как	1	3
322	наряду с	2	3
323	все время	5	3
324	что она	2	3
325	что именно	2	3
326	глядя на	1	3
327	только не	1	3
328	по природе	1	3
329	об одном	1	3
330	она в	2	3
331	но еще	2	3
332	с точки	13	3
333	подчеркнуть что	1	3
334	и сама	4	3
335	одно из	2	3
336	в следующем	1	3
337	видит в	3	3
