N	3gram	Propp_Isto	Myshleni
1	в том что	7	133
2	с точки зрения	1	89
3	для того чтобы	1	78
4	по отношению к	3	42
5	так же как	4	39
6	с одной стороны	11	39
7	друг с другом	1	35
8	то же самое	1	31
9	можно было бы	3	28
10	в этом случае	4	27
11	вместе с тем	6	26
12	с другой стороны	17	26
13	на то что	1	25
14	о том что	9	25
15	не может быть	5	23
16	смысле этого слова	1	22
17	в то время	4	22
18	к тому что	1	22
19	в зависимости от	3	22
20	можно сказать что	1	21
21	то время как	4	20
22	в самом деле	1	19
23	и тем самым	1	19
24	состоит в том	1	18
25	во всяком случае	3	18
26	до сих пор	4	17
27	этой точки зрения	3	17
28	как мы видели	3	17
29	в связи с	1	17
30	же как и	1	17
31	с этой точки	3	16
32	и то что	1	15
33	в данном случае	7	15
34	на этот вопрос	3	14
35	мы уже говорили	1	14
36	мы видели что	4	14
37	к выводу что	1	14
38	это значит что	2	13
39	точно так же	2	13
40	а с другой	1	13
41	в другом месте	2	13
42	то и другое	2	13
43	таким образом что	1	12
44	в том чтобы	2	12
45	один и тот	1	12
46	при переходе от	1	12
47	и тот же	1	12
48	тем не менее	4	12
49	на первый план	1	12
50	как мы уже	1	11
51	видим таким образом	1	11
52	мы не можем	2	11
53	что мы знаем	1	11
54	том что в	2	11
55	мы видим таким	1	11
56	одной стороны и	1	10
57	то что в	4	10
58	в самом начале	1	10
59	но вместе с	2	10
60	друг на друга	2	10
61	не в состоянии	1	10
62	сама по себе	1	9
63	как и в	3	9
64	приводит нас к	2	9
65	с тем что	2	9
66	на вопрос о	1	9
67	более или менее	3	9
68	том что он	1	9
69	то что он	1	8
70	только в том	1	8
71	независимо от того	2	8
72	что он не	1	8
73	что и в	3	8
74	о том как	3	7
75	и вместе с	3	7
76	к тому чтобы	1	7
77	вопрос о том	1	7
78	с тем и	1	7
79	совершенно так же	1	6
80	в этом и	2	6
81	в обоих случаях	1	6
82	ситуации в которой	1	6
83	если бы мы	1	6
84	только то что	1	6
85	и не может	1	6
86	мы обратимся к	1	6
87	лежит в основе	2	6
88	все больше и	2	5
89	кроме того что	1	5
90	как если бы	1	5
91	так как это	3	5
92	но все же	3	5
93	больше и больше	2	5
94	и что в	1	5
95	как мы увидим	1	5
96	таким образом мы	3	5
97	сами по себе	1	5
98	что все эти	1	5
99	мы хотели бы	2	5
100	так как он	4	5
101	но он не	1	5
102	мы знаем что	1	5
103	в свое время	1	5
104	ответ на этот	1	5
105	только потому что	1	5
106	не только в	9	5
107	между этими двумя	1	5
108	мы видим что	4	4
109	приводят нас к	1	4
110	влечет за собой	1	4
111	так и в	3	4
112	должны были бы	1	4
113	таким образом и	3	4
114	но так как	4	4
115	в тех случаях	7	4
116	но и в	4	4
117	мы знаем об	1	4
118	и тем более	1	4
119	таким образом оказывается	1	4
120	потому что у	2	4
121	не представляет собой	3	4
122	не знает что	1	4
123	то же что	2	4
124	ни один из	1	4
125	и те же	1	4
126	мы увидим что	2	4
127	тех случаях когда	6	4
128	это означает что	1	4
129	после того как	4	4
130	но то что	1	3
131	никак не может	1	3
132	на том что	2	3
133	то ни было	1	3
134	что оно имеет	1	3
135	один из них	1	3
136	он мог бы	1	3
137	она не может	1	3
138	сказать что в	1	3
139	надо сказать что	2	3
140	к тому же	1	3
141	они представляют собой	1	3
142	ничего не может	1	3
143	что в действительности	1	3
144	но не может	1	3
145	одна и та	1	3
146	в наши задачи	1	3
147	мы имеем в	7	3
148	оно может быть	1	3
149	как это делают	1	3
150	мы таким образом	1	3
151	здесь мы видим	1	3
152	так например в	1	3
153	то что она	1	3
154	и в конце	1	3
155	совершенно то же	2	3
156	мы можем установить	2	3
157	и потому что	1	3
158	по ту сторону	1	3
159	что он может	1	3
160	совершенно очевидно что	1	3
161	бы то ни	1	3
162	той ситуации в	1	3
163	что они имеют	1	3
164	то новое что	1	3
165	в которой он	1	3
166	и та же	1	3
167	того что в	1	3
168	имеем дело с	1	3
169	он показывает что	3	3
170	в этом направлении	1	2
171	образом оказывается что	1	2
172	таким образом на	1	2
173	что в данном	1	2
174	можем заключить что	1	2
175	знаем что в	1	2
176	таким образом если	1	2
177	но как это	1	2
178	на которые ссылается	1	2
179	которую мы условно	1	2
180	не там где	1	2
181	эта связь может	1	2
182	может быть понят	2	2
183	не входит в	1	2
184	покрывают друг друга	1	2
185	в этой связи	1	2
186	у нас на	1	2
187	приводят к тому	1	2
188	по тем же	1	2
189	для объяснения этого	1	2
190	в ответ на	3	2
191	не в его	1	2
192	и может быть	1	2
193	вопрос о связи	1	2
194	в этом же	1	2
195	он делает это	1	2
196	непосредственной связи с	1	2
197	другой стороны мы	1	2
198	не только у	1	2
199	что они были	1	2
200	здесь мы имеем	8	2
201	но все это	1	2
202	все же не	1	2
203	начинается с того	3	2
204	мы уже видели	3	2
205	мы увидим в	1	2
206	как бы в	1	2
207	новые и новые	2	2
208	в непосредственной связи	1	2
209	остановимся только на	1	2
210	мы условно называем	1	2
211	знает что он	1	2
212	мы увидим ниже	1	2
213	в которой они	1	2
214	он не может	1	2
215	вне поля зрения	1	2
216	из этих двух	1	2
217	не отличается от	1	2
218	что у него	5	2
219	тому же кругу	1	2
220	как он говорит	1	2
221	это позволяет нам	1	2
222	при этом он	1	2
223	по себе не	1	2
224	казалось бы что	1	2
225	вопросу о том	1	2
226	в большинстве случаев	1	2
227	это приводит нас	1	2
228	в этих случаях	12	2
229	ответить на вопрос	1	2
230	что то что	1	2
231	тем что в	1	2
232	прийти к выводу	1	2
233	в противоречие с	1	2
234	совпадает с ним	1	2
235	ту или иную	1	2
236	с того что	3	2
237	чтобы ответить на	1	2
238	вместе с ней	1	2
239	во всем этом	1	2
240	к этой группе	1	2
241	и мн др	1	2
242	зависимости от того	1	2
243	в их основе	1	2
244	но тем не	2	2
245	по этому вопросу	1	2
246	в свете наших	1	2
247	во всех этих	6	2
248	и в области	2	2
249	к этому же	1	2
250	она никогда не	1	1
251	к самому концу	1	1
252	такое объяснение не	1	1
253	те же формы	1	1
254	те случаи когда	1	1
255	мы уже знаем	5	1
256	после этого можно	1	1
257	не говорит о	1	1
258	по вопросу о	1	1
259	но и то	1	1
260	мы можем видеть	1	1
261	в прямом смысле	1	1
262	может быть наиболее	1	1
263	но по мере	1	1
264	дело не в	3	1
265	в предыдущей главе	1	1
266	условий в которых	1	1
267	лет с другой	1	1
268	только о том	1	1
269	тем более не	1	1
270	и из его	1	1
271	в свете теории	1	1
272	однако что как	1	1
273	тем что здесь	1	1
274	новое что вносит	1	1
275	у него в	1	1
276	не могло быть	2	1
277	в качестве примера	1	1
278	как бы с	1	1
279	образом мы видим	3	1
280	так или иначе	2	1
281	что можно с	1	1
282	обычно стоит в	1	1
283	совершенно ясно что	1	1
284	во многих других	1	1
285	что под этим	1	1
286	превращается в свою	1	1
287	том что на	1	1
288	здесь не в	1	1
289	увидим дальше что	1	1
290	этот переходный характер	1	1
291	что во всех	1	1
292	не только на	1	1
293	все же эта	1	1
294	но в чем	1	1
295	в других странах	1	1
296	они имеют в	1	1
297	означало бы что	1	1
298	но мы уже	3	1
299	что это не	2	1
300	это означало бы	1	1
301	это вытекает из	1	1
302	случаях мы имеем	2	1
303	все это не	1	1
304	не прямо а	1	1
305	но никогда не	1	1
306	к нему но	2	1
307	есть и в	1	1
308	она не содержит	1	1
309	в чистом виде	1	1
310	тех случаях где	1	1
311	на передний план	2	1
312	уже очень рано	1	1
313	даже там где	2	1
314	том как эта	1	1
315	вопрос почему в	1	1
316	если мы сравним	1	1
317	в ней нет	2	1
318	мы увидим дальше	1	1
319	при ближайшем рассмотрении	1	1
320	развития начиная от	1	1
321	к другому есть	1	1
322	это не так	1	1
323	как и вся	1	1
324	отличается от того	1	1
325	для разрешения этого	1	1
326	бы для объяснения	1	1
327	как и сам	1	1
328	на вопрос почему	1	1
329	все дело в	1	1
330	к самому себе	1	1
331	никогда не осуществляется	1	1
332	в нем своего	1	1
333	самому себе и	1	1
334	с достаточной ясностью	1	1
335	у нас и	1	1
336	была сделана попытка	1	1
337	не так часто	2	1
338	становится ясным что	1	1
339	в одной из	2	1
340	что отношение между	1	1
341	прямом смысле этого	1	1
342	как у нас	2	1
343	он вступает в	1	1
344	всех этих случаях	6	1
345	одной стороны он	1	1
346	есть ли у	1	1
347	выше мы видели	2	1
348	всем этом мы	1	1
349	что наряду с	1	1
350	на другие предметы	1	1
351	отличается тем что	1	1
352	между небом и	1	1
353	очень глубокие корни	1	1
354	еще яснее это	1	1
355	в первый раз	1	1
356	до наших дней	1	1
357	все это в	1	1
358	и что эта	1	1
359	но как только	1	1
360	правильнее будет сказать	1	1
361	наступает тогда когда	1	1
362	ничего специфического в	1	1
363	хотя бы гипотетически	1	1
364	от нее к	1	1
365	и т д	25	1
366	потому что я	1	1
367	происходит потому что	1	1
368	и бросил в	1	1
369	ответ на вопрос	2	1
370	но все эти	1	1
371	с собой и	1	1
372	от них и	1	1
373	все эти черты	1	1
374	дальше мы должны	1	1
375	предстала перед нами	1	1
376	и что его	1	1
377	на более широкий	1	1
378	там где он	1	1
379	и другие авторы	1	1
380	видеть в нем	1	1
381	по его мнению	1	1
382	есть еще одна	3	1
383	на задний план	1	1
384	что между этими	1	1
385	но они же	1	1
386	к ним с	1	1
387	до того момента	1	1
388	мы можем назвать	1	1
389	но и у	1	1
390	ее в ее	1	1
391	но и на	2	1
392	он играет с	1	1
393	что уже очень	1	1
394	почву на которой	1	1
395	обстоит дело с	1	1
396	на определенной стадии	1	1
397	и вся книга	1	1
398	еще один пример	1	1
399	прямой связи с	1	1
400	не значит что	1	1
401	это происходит в	2	1
402	лежит не там	1	1
403	это указание на	1	1
404	можем установить что	2	1
405	собой и весь	1	1
406	этого может быть	1	1
407	пытался показать что	1	1
408	таким образом это	1	1
409	на которой он	1	1
410	видели также как	1	1
411	мы не видим	1	1
412	прямо или косвенно	1	1
413	мы видели также	1	1
414	при помощи которых	1	1
415	мы шли в	1	1
416	как бы он	1	1
417	вообще не существует	1	1
418	не стоят в	1	1
419	задачи связанные с	1	1
420	что они не	1	1
421	более высокой ступени	1	1
422	что между ними	1	1
423	и в других	2	1
424	в связь со	1	1
425	том что такое	1	1
426	в которых он	1	1
427	решить эту задачу	1	1
428	это не значит	1	1
429	нас к пониманию	1	1
430	но как устанавливает	1	1
431	а не в	1	1
432	и в современной	1	1
433	а именно в	1	1
434	должен быть поставлен	1	1
435	для нас особенно	1	1
436	мы видим с	1	1
437	для этой цели	1	1
438	так же в	1	1
439	склонен думать что	1	1
440	что он способен	1	1
441	этого не может	1	1
442	и перенося ее	1	1
443	не просто как	1	1
444	и эти два	1	1
445	на вопрос что	1	1
446	и даже там	1	1
447	это может быть	1	1
448	его связь с	1	1
449	может быть изучена	1	1
450	в свою противоположность	1	1
451	в борьбе с	1	1
452	одним из самых	1	1
453	сходство по существу	1	1
454	легко может быть	1	1
455	мы видели не	1	1
456	мере того как	1	1
457	так как по	1	1
458	как только мы	1	1
459	не совсем так	1	1
460	в связи со	2	1
461	не может выйти	1	1
462	другой стороны он	2	1
463	он не сумел	1	1
464	ничем не отличается	1	1
465	по мере того	1	1
466	в некоторых случаях	2	1
467	основана на том	1	1
468	перед нами как	2	1
469	связь может быть	1	1
470	не имеет никаких	1	1
471	что она при	1	1
472	будет сказать что	1	1
473	в этом мы	1	1
474	хотя и не	1	1
475	одна из этих	2	1
476	образом мы можем	1	1
477	может быть установлена	1	1
478	и здесь мы	2	1
479	с другом и	1	1
480	во второй половине	1	1
481	того как они	1	1
482	она все же	1	1
483	в совершенно другой	1	1
484	как мы видим	1	1
485	его потому что	1	1
486	но эта гипотеза	1	1
487	связь между собой	1	1
488	может быть сделан	1	1
489	это один и	1	1
490	всяком случае в	1	1
491	есть представление о	1	1
492	земли и солнца	1	1
493	и то и	2	1
494	и отношение к	1	1
495	всяком случае не	1	1
496	иначе обстоит дело	1	1
497	тому что она	1	1
498	в общих чертах	1	1
499	и не могло	1	1
500	образом связана с	1	1
501	и что он	2	1
502	мне кажется что	1	1
503	в таких случаях	1	1
504	он не мог	1	1
505	играют большую роль	1	1
506	то вместе с	1	1
507	мы не будем	2	1
508	сих пор мы	3	1
509	может быть распространено	1	1
510	небом и землей	1	1
511	то что все	1	1
512	показывает как в	2	1
513	также не вполне	1	1
514	к себе и	2	1
515	это происходит потому	1	1
516	что он как	1	1
517	как представление о	1	1
518	должно быть с	1	1
519	как производное от	1	1
520	но с другой	1	1
