N	3gram	Bakhtin_Fr	Russkaja
1	то же время	12	10
2	в то же	12	10
3	с точки зрения	4	9
4	в том что	4	7
5	на самом деле	1	6
6	во всяком случае	1	6
7	до сих пор	3	5
8	к которой он	1	4
9	более или менее	3	4
10	той или иной	1	3
11	в конце концов	5	3
12	можно было бы	2	3
13	в данном случае	1	3
14	с тем чтобы	1	3
15	и то что	1	3
16	с самим собой	1	2
17	в том и	1	2
18	и в том	1	2
19	в значительной мере	1	2
20	и во всяком	1	2
21	том и в	1	2
22	в большинстве случаев	9	2
23	и тем самым	1	2
24	и в другом	1	2
25	по самому своему	1	2
26	в самом себе	1	2
27	о том что	4	2
28	быть самими собой	1	2
29	в себе и	1	2
30	а следовательно и	2	2
31	в другом случае	1	2
32	друг от друга	1	2
33	в настоящее время	1	2
34	о том чтобы	1	2
35	подлежит никакому сомнению	1	1
36	как и при	1	1
37	в самом деле	3	1
38	так чтобы в	1	1
39	большинстве случаев это	1	1
40	за то что	4	1
41	дело в том	2	1
42	но по существу	2	1
43	смысле этого слова	1	1
44	всех людей и	1	1
45	о котором мы	4	1
46	не только для	1	1
47	но в то	3	1
48	не трудно видеть	1	1
49	речь идет о	1	1
50	в нем самом	1	1
51	мы уже знаем	1	1
52	а то которое	1	1
53	уже знаем что	1	1
54	мы не знаем	1	1
55	том числе и	2	1
56	не подлежит сомнению	1	1
57	до известной степени	1	1
58	между собой и	1	1
59	по отношению к	3	1
60	и прежде всего	2	1
61	никакому сомнению что	1	1
62	и во всем	1	1
63	во всех этих	1	1
64	ничего подобного не	1	1
65	прежде всего в	4	1
66	именно на ней	1	1
67	яркое выражение в	1	1
68	которой он считает	1	1
69	заключается в том	1	1
70	это в данном	1	1
71	с самого начала	1	1
72	содержат в себе	1	1
73	говорили в другом	1	1
74	особое значение и	1	1
75	роль в истории	1	1
76	самому своему существу	1	1
77	не может иметь	1	1
78	но на самом	1	1
79	и того же	1	1
80	что касается до	1	1
81	их в самом	1	1
82	здесь же мы	1	1
83	прежде всего с	1	1
84	о себе самом	1	1
85	в связи с	2	1
86	то же самое	1	1
87	в нем все	1	1
88	также как и	1	1
89	в том же	1	1
90	же время в	1	1
91	со спокойной совестью	1	1
92	в том числе	4	1
93	что все это	2	1
94	в результате этого	1	1
95	но все же	1	1
96	в другом месте	3	1
97	еще не было	1	1
98	с ним в	1	1
99	в этом отношении	3	1
100	в начале этой	1	1
101	в свою очередь	3	1
102	в применении к	1	1
103	но вряд ли	1	1
104	и не только	1	1
105	никогда не было	1	1
106	что он есть	1	1
107	не подлежит никакому	1	1
108	момент необходимый для	1	1
109	это и есть	1	1
110	в его целом	2	1
111	тем более что	1	1
112	в значительной степени	3	1
113	только на этой	1	1
114	во всех странах	2	1
115	в этой роли	2	1
116	на этот вопрос	1	1
117	но и для	2	1
118	к тому же	1	1
119	одного и того	1	1
120	потому что они	1	1
121	и в этом	1	1
122	друг к другу	1	1
