N	3gram	Vygotskiy_	Narrotol
1	в том что	24	18
2	в данном случае	5	17
3	не только в	2	13
4	в отличие от	4	11
5	по отношению к	9	11
6	к тому же	1	9
7	о том что	4	9
8	не может быть	6	8
9	тем не менее	4	8
10	в соответствии с	1	8
11	той или иной	2	8
12	то же время	1	8
13	в то же	2	8
14	в этом отношении	7	8
15	и тем самым	8	6
16	состоит в том	3	6
17	в известном смысле	2	6
18	мы имеем дело	2	6
19	можно сказать что	7	6
20	с одной стороны	7	6
21	для того чтобы	24	5
22	но при этом	1	5
23	в свою очередь	3	5
24	но и в	1	5
25	на самом деле	2	5
26	и вследствие этого	1	5
27	подобно тому как	2	5
28	имеем дело с	1	5
29	в конечном счете	2	4
30	к тому что	10	4
31	во всяком случае	1	4
32	заключает в себе	2	3
33	в самом деле	4	3
34	и не может	2	3
35	друг на друга	2	3
36	до сих пор	6	3
37	в этом и	2	3
38	в первом случае	5	3
39	речь идет о	1	3
40	в зависимости от	6	3
41	точно так же	3	3
42	по сути дела	1	3
43	то же самое	11	3
44	едва ли не	3	3
45	в ответ на	1	3
46	внимание на то	2	3
47	этом и состоит	1	3
48	на то что	5	3
49	с точки зрения	31	3
50	что у нее	3	3
51	как раз в	3	3
52	и то что	5	3
53	мере в какой	2	2
54	в той мере	2	2
55	они и не	1	2
56	из этих двух	1	2
57	в силу своей	1	2
58	и то же	3	2
59	одного и того	3	2
60	что у него	1	2
61	в центре внимания	1	2
62	может быть не	1	2
63	так и по	2	2
64	здесь не в	1	2
65	как и всякий	1	2
66	той мере в	2	2
67	не только не	11	2
68	чем иным как	2	2
69	и того же	3	2
70	вследствие того что	1	2
71	прежде всего на	1	2
72	смысле можно сказать	2	2
73	в том смысле	2	2
74	но все же	1	2
75	дело здесь не	1	2
76	но и не	3	2
77	одно и то	3	2
78	можно было бы	5	2
79	так же как	13	2
80	только потому что	3	2
81	по своей природе	4	2
82	что иное как	1	2
83	известном смысле можно	2	2
84	есть все же	1	1
85	не мог понять	1	1
86	в самом начале	5	1
87	с другими людьми	1	1
88	одной стороны и	4	1
89	он может и	1	1
90	еще не отделилась	1	1
91	и столь же	2	1
92	легко свести к	1	1
93	в этом направлении	1	1
94	в одинаковой степени	2	1
95	для себя и	2	1
96	о том как	1	1
97	никак не может	1	1
98	том смысле что	2	1
99	в той же	2	1
100	до известной степени	2	1
101	то что он	1	1
102	в большинстве случаев	2	1
103	в этом смысле	2	1
104	по сравнению с	20	1
105	собой один из	1	1
106	в приведенном выше	1	1
107	никак не мог	1	1
108	в предыдущей главе	1	1
109	он не может	1	1
110	в том числе	2	1
111	но для того	1	1
112	потому что в	1	1
113	друг от друга	3	1
114	не может существовать	2	1
115	как бы не	1	1
116	сам по себе	2	1
117	так и в	1	1
118	друг с другом	6	1
119	не непосредственно а	1	1
120	у нее есть	2	1
121	только к нему	1	1
122	одинаковой степени и	1	1
123	в обоих случаях	1	1
124	двух или трех	1	1
125	таким образом что	1	1
126	что все эти	1	1
127	и не по	1	1
128	по аналогии с	1	1
129	само по себе	1	1
130	том что в	3	1
131	в том или	1	1
132	имеет место слияние	1	1
133	в качестве одного	1	1
134	и всякий другой	1	1
135	что в основе	1	1
136	не может не	1	1
137	имеет место в	1	1
138	в целом и	1	1
139	свою очередь не	1	1
140	как раз и	1	1
141	по себе но	1	1
142	как первые два	1	1
143	но для него	1	1
144	что с точки	1	1
145	тем самым они	1	1
146	том числе и	2	1
147	выражается в слове	1	1
148	с другой стороны	3	1
149	из того что	5	1
150	во втором случае	5	1
151	как мы увидим	1	1
152	в равной мере	2	1
153	в значительной степени	1	1
154	обращая внимания на	1	1
155	одним и тем	2	1
156	который в свою	1	1
157	то что было	1	1
158	есть не что	1	1
159	в слове но	2	1
160	будущего она не	1	1
161	только по отношению	1	1
162	связаны между собой	4	1
163	в слове и	1	1
164	и тем же	2	1
165	их как и	1	1
166	подчиняет их себе	1	1
167	в каждой из	1	1
168	ни о каких	1	1
169	качестве одного из	1	1
170	в живой речи	1	1
171	состоит как раз	1	1
172	как и для	1	1
173	объяснения в любви	1	1
174	не до конца	2	1
175	в которой он	2	1
176	этой точки зрения	4	1
177	как и в	4	1
178	не только к	1	1
179	том что если	1	1
180	того и другого	2	1
181	слова и мысли	1	1
182	интереса к структуре	1	1
183	той же мере	2	1
184	в то время	8	1
185	тем более что	1	1
186	связанных между собой	2	1
187	на этот вопрос	1	1
188	это все равно	1	1
189	по способу своего	1	1
190	именно в этом	3	1
191	не что иное	1	1
192	как и все	1	1
193	как по своей	1	1
194	содержит в себе	4	1
195	не в сторону	1	1
196	как мы видели	7	1
197	тем же самым	2	1
198	с таким же	1	1
199	может быть общим	1	1
200	в основе этого	1	1
201	но отнюдь не	1	1
202	то время как	7	1
203	в этой фразе	1	1
204	с самого начала	13	1
205	и является в	2	1
206	том что он	2	1
207	расчленяет его на	1	1
208	в своем собственном	1	1
209	и что в	1	1
210	как это сделал	1	1
211	же как и	3	1
212	же самое происходит	1	1
213	и во второй	1	1
214	может и должен	1	1
215	представление о том	2	1
216	единство слова и	1	1
217	того что есть	1	1
218	гораздо более сложным	1	1
219	внутренней речи как	4	1
220	представляет собой один	1	1
221	не обращая внимания	1	1
222	вместо того чтобы	2	1
223	то что мы	3	1
224	оба эти момента	3	1
225	точки зрения как	1	1
226	то же слово	1	1
227	что и в	1	1
228	нет и не	3	1
229	речи хотя и	1	1
230	с этой точки	4	1
231	мы не можем	3	1
232	быть самим собой	1	1
233	но с другой	1	1
234	в сущности говоря	6	1
