N	3gram	Bakhtin_Fr	slovoVRo
1	не может быть	4	19
2	то же время	14	18
3	в то же	14	18
4	той или иной	1	15
5	с точки зрения	5	15
6	в отличие от	3	14
7	в узком смысле	1	14
8	в той или	1	13
9	в большинстве случаев	5	11
10	с одной стороны	2	11
11	более или менее	2	9
12	в зависимости от	1	8
13	зрения на мир	4	7
14	в значительной степени	1	7
15	и в особенности	1	7
16	но в то	6	7
17	так и в	1	6
18	как мы сказали	2	6
19	и в то	3	6
20	с другой стороны	2	6
21	большей или меньшей	1	6
22	в том что	8	5
23	по отношению к	1	5
24	между словом и	2	5
25	как мы уже	6	5
26	и там где	1	5
27	не только в	1	5
28	в этом отношении	7	5
29	во всех областях	1	5
30	может быть и	1	5
31	одной стороны и	1	4
32	для того чтобы	8	4
33	на первый план	3	4
34	можно прямо сказать	1	4
35	друг с другом	2	4
36	до сих пор	3	4
37	в большей или	1	4
38	слова и формы	1	4
39	точки зрения на	2	4
40	и не может	1	4
41	а также и	4	4
42	в свою очередь	1	4
43	лишь тогда когда	1	4
44	можно сказать что	4	4
45	таким образом в	3	4
46	в лучшем случае	1	4
47	или меньшей степени	1	4
48	мы уже сказали	3	4
49	прямо сказать что	1	3
50	до известной степени	4	3
51	и то же	1	3
52	быть тем чем	1	3
53	в данном случае	4	3
54	по ту сторону	1	3
55	в связи с	5	3
56	в стороне от	1	3
57	как и в	1	3
58	и не в	2	3
59	включает в себя	2	3
60	одно и то	1	3
61	как мы видели	4	3
62	в романе не	1	3
63	в истории литературы	1	3
64	в другом случае	1	3
65	той же задаче	2	2
66	рано или поздно	1	2
67	шута и дурака	2	2
68	в средние века	2	2
69	так и от	1	2
70	и во всех	3	2
71	тем не менее	1	2
72	то же слово	1	2
73	не только о	1	2
74	в первом случае	3	2
75	но как мы	1	2
76	в чем не	1	2
77	и не могут	2	2
78	в нем не	4	2
79	но и более	1	2
80	он в свою	1	2
81	нужно сказать что	4	2
82	в маленьком масштабе	1	2
83	и связанные с	2	2
84	сих пор не	1	2
85	даже там где	1	2
86	хотя и не	1	2
87	между человеком и	2	2
88	но и в	3	2
89	же время он	1	2
90	а не как	1	2
91	о том что	5	2
92	в мировой литературе	2	2
93	а следовательно и	1	2
94	в романе есть	1	2
95	в то время	3	2
96	на том же	1	2
97	мы не можем	1	2
98	один из важнейших	1	2
99	же время и	1	2
100	можно было бы	2	2
101	во всех этих	2	2
102	существенную роль в	3	2
103	с самого начала	3	2
104	же как и	2	2
105	не только и	1	2
106	между тем как	2	2
107	же время в	1	2
108	и в плане	1	2
109	и в частности	1	2
110	мы уже говорили	7	2
111	в основе их	1	2
112	ни в чем	1	2
113	мы видели что	2	1
114	романе все эти	1	1
115	к нему не	2	1
116	если они не	1	1
117	плане то есть	1	1
118	на всю последующую	1	1
119	что он не	1	1
120	в меньшей степени	1	1
121	все то что	5	1
122	этих образов но	1	1
123	это как бы	1	1
124	он еще не	1	1
125	в конечном счете	1	1
126	тем как в	1	1
127	мы видим что	2	1
128	в ту же	1	1
129	как мы говорили	1	1
130	что не может	1	1
131	здесь перед нами	3	1
132	свою связь с	1	1
133	дошедшим до нас	1	1
134	чем они были	1	1
135	из самых основных	1	1
136	до наших дней	1	1
137	что в этой	1	1
138	не отрывается от	1	1
139	и др но	1	1
140	он не может	1	1
141	и слово в	1	1
142	в нем до	1	1
143	в том числе	6	1
144	в этом споре	1	1
145	а не его	1	1
146	перед нами в	1	1
147	она во всех	1	1
148	они не только	1	1
149	то есть именно	1	1
150	с помощью которых	2	1
151	вовсе не были	1	1
152	конечно не в	1	1
153	и некоторые другие	1	1
154	на мир и	1	1
155	конечно далеко не	2	1
156	в особенности в	1	1
157	именно потому что	1	1
158	то перед нами	1	1
159	мы можем сказать	1	1
160	на самой границе	1	1
161	в особенности же	1	1
162	данном случае не	1	1
163	для правильного понимания	1	1
164	романа рядом с	1	1
165	нем не только	1	1
166	с ее методами	1	1
167	мы неоднократно подчеркивали	1	1
168	один из древнейших	1	1
169	подчеркнуть что в	1	1
170	том числе и	3	1
171	сказать что в	1	1
172	и др все	1	1
173	в нем нет	1	1
174	и прежде всего	4	1
175	мы все время	1	1
176	том что в	1	1
177	не могло быть	1	1
178	может быть конечно	1	1
179	его словесного стиля	1	1
180	со всею отчетливостью	1	1
181	и даже по	1	1
182	большинстве случаев все	1	1
183	уже наличные в	1	1
184	самом же деле	4	1
185	и в самых	1	1
186	в своей книге	1	1
187	на самом же	4	1
188	все это не	1	1
189	этих форм в	1	1
190	ту же эпоху	1	1
191	и в различных	1	1
192	мы дальше увидим	1	1
193	в поэзии и	1	1
194	для этой цели	1	1
195	в его целом	1	1
196	но это не	1	1
197	можно ли говорить	1	1
198	первый план выдвигаются	1	1
199	в скрытой форме	1	1
200	в разной степени	1	1
201	нет места для	1	1
202	века и в	1	1
203	там где он	1	1
204	в пространстве и	1	1
205	дошедшие до нас	1	1
206	как мы дальше	1	1
207	меньшей степени чем	1	1
208	особенно важное значение	1	1
209	языках и в	1	1
210	они вообще не	1	1
211	и на самом	1	1
212	то есть в	4	1
213	как у рабле	1	1
214	но кроме того	1	1
215	то есть таких	1	1
216	на своем пути	1	1
217	и до наших	1	1
218	не остается никаких	1	1
219	оставаясь в пределах	1	1
220	и вот в	1	1
221	роль в романе	1	1
222	он не только	2	1
223	выдвигает на первый	1	1
224	то есть все	1	1
225	в чем же	3	1
226	со всеми его	2	1
227	особой точки зрения	1	1
228	в одном отношении	1	1
229	и не столько	1	1
230	и во второй	1	1
231	в эту игру	1	1
232	во всех формах	1	1
233	то есть только	1	1
234	между ними и	1	1
235	но и не	1	1
236	и это отношение	1	1
237	как мы неоднократно	1	1
238	всех этих форм	1	1
239	неразрывно связанные с	1	1
240	говорить о нем	1	1
241	продолжают сохранять свое	1	1
242	и так сказать	1	1
243	да и в	1	1
244	связи с этим	3	1
245	хотя и в	1	1
246	тем чем они	1	1
247	это очень важно	2	1
248	со всеми другими	2	1
249	и специальное значение	1	1
250	одна из самых	1	1
251	но все это	1	1
252	вводит его в	1	1
253	нем до конца	1	1
254	ли говорить о	1	1
255	путем перевода их	1	1
256	мира с его	1	1
257	в основе образа	1	1
258	у нее нет	2	1
259	и с точки	2	1
260	дело в том	4	1
261	как и все	5	1
262	далеко не все	2	1
263	что одним из	1	1
264	оно ничего не	1	1
265	в романе все	1	1
266	у первых двух	1	1
267	подобно тому как	2	1
268	одной и той	1	1
269	вообще не знает	1	1
270	так же как	4	1
271	уже говорили что	1	1
272	независимо от него	1	1
273	очень важно для	1	1
274	они в той	1	1
275	то есть во	1	1
276	и все остальные	1	1
277	сказать несколько слов	1	1
278	этом отношении он	1	1
279	кажется нам в	1	1
280	и до конца	1	1
281	случаев все эти	1	1
282	при каких обстоятельствах	1	1
283	влияние и на	1	1
284	в xvii веке	3	1
285	в сущности только	2	1
286	притом в большинстве	1	1
287	пространстве и времени	1	1
288	это отношение к	1	1
289	ровно ничего не	2	1
290	то есть чисто	1	1
291	все то в	1	1
292	и в значительной	1	1
293	мы можем судить	1	1
294	произведение в целом	1	1
295	реальные исторические силы	1	1
296	также и в	2	1
297	и в известной	1	1
298	только и не	1	1
299	в мыслях в	1	1
300	нет и не	1	1
301	они вводятся как	1	1
302	и той же	1	1
303	в процессе своего	1	1
304	средние века и	1	1
305	в нем есть	2	1
306	если бы он	1	1
