N	3gram	Voloshinov	KulturaY
1	для того чтобы	1	38
2	с точки зрения	5	36
3	в том что	2	33
4	в самом деле	2	29
5	можно было бы	1	25
6	тем не менее	1	19
7	с другой стороны	2	17
8	в зависимости от	2	16
9	по отношению к	3	13
10	только потому что	1	13
11	в связи с	1	12
12	не может быть	4	11
13	в этом отношении	1	11
14	того или иного	2	9
15	само по себе	1	8
16	на самом деле	1	8
17	тех пор пока	3	7
18	до тех пор	4	7
19	чуть ли не	1	7
20	с одной стороны	2	7
21	в отличие от	1	6
22	то же время	1	6
23	этой точки зрения	1	6
24	в то же	1	6
25	то или иное	1	5
26	можно говорить о	1	5
27	с этой точки	1	5
28	более или менее	1	5
29	в данном случае	2	5
30	хотя бы в	1	5
31	в конечном счете	1	4
32	постановка вопроса о	1	4
33	к тому что	1	4
34	состоит в том	1	4
35	на то что	1	4
36	только то что	1	4
37	так же как	1	4
38	и в области	1	4
39	и вместе с	1	3
40	тех или иных	1	3
41	тех случаях когда	1	3
42	само собою разумеется	1	3
43	те или иные	1	3
44	в тех случаях	1	3
45	что в ней	1	2
46	в собственном смысле	1	2
47	говорить и о	1	2
48	и тот же	1	2
49	в своей статье	1	2
50	и то же	2	2
51	то же слово	2	2
52	выйти за пределы	1	2
53	ничего общего с	2	2
54	иметь в виду	1	2
55	между тем как	1	2
56	социального общения и	2	2
57	в пределах данной	2	2
58	не должно быть	1	2
59	и пр на	1	2
60	собственном смысле слова	1	2
61	в узком смысле	1	2
62	один и тот	1	2
63	в другом месте	1	2
64	прежде всего в	1	2
65	не что иное	2	2
66	лишь с точки	1	2
67	может быть не	1	2
68	а вовсе не	1	2
69	что иное как	2	2
70	все же остается	1	2
71	что же такое	1	2
72	потому что они	1	2
73	может быть и	1	2
74	может быть это	1	1
75	такие явления как	1	1
76	и может и	1	1
77	все то что	1	1
78	вопросы связанные с	2	1
79	на основе такого	1	1
80	смысле слова и	1	1
81	отношение к слову	1	1
82	на том основании	1	1
83	в области лингвистики	1	1
84	это особенно ясно	1	1
85	социальной борьбы и	1	1
86	все равно не	1	1
87	эту точку зрения	1	1
88	своего времени в	1	1
89	должно составить предмет	1	1
90	в языке столь	1	1
91	однако было бы	1	1
92	том что язык	1	1
93	говорить об особой	2	1
94	в особенности в	1	1
95	есть не что	2	1
96	языковых средств в	1	1
97	это конечно не	1	1
98	но может быть	1	1
99	в одном ряду	1	1
100	и пр с	1	1
101	с этим словом	1	1
102	том что в	1	1
103	и никогда не	1	1
104	роковую роль в	1	1
105	которые не только	1	1
106	в последнее время	1	1
107	что в этом	1	1
108	несмотря на все	1	1
109	то же самое	1	1
110	но что же	1	1
111	и в его	1	1
112	в одном случае	1	1
113	все же остальные	1	1
114	но не менее	1	1
115	никоим образом не	1	1
116	все же есть	1	1
117	и не может	1	1
118	а также и	1	1
119	он все равно	1	1
120	само собой разумеется	1	1
121	грамматики и стилистики	1	1
122	том основании что	1	1
123	и должно составить	1	1
124	лишь в процессе	1	1
125	если только они	1	1
126	о языке и	1	1
127	разговорного языка что	1	1
128	в чем же	1	1
129	а не как	1	1
130	истории языка и	2	1
131	в связи со	1	1
132	узком смысле слова	1	1
133	ту или иную	1	1
134	как и в	1	1
135	в г в	2	1
136	чем же объясняется	1	1
137	и к тому	1	1
138	на философию и	1	1
139	вопрос в чем	1	1
140	и тем что	1	1
141	не было бы	1	1
142	одно и то	3	1
143	языка но в	1	1
144	это и не	1	1
145	та или иная	1	1
146	есть прежде всего	3	1
147	связи с понятием	1	1
148	к слову в	1	1
149	что он называет	1	1
150	с самого начала	2	1
151	с ними и	1	1
152	в лингвистической поэтике	1	1
153	выходит за пределы	1	1
154	речи во всем	1	1
155	остановиться на нем	1	1
156	с проблемой художественной	1	1
157	в предисловии к	1	1
158	в виду что	1	1
159	далеко не всегда	1	1
160	мы не можем	1	1
