1	с точки зрения	3	5
2	не может быть	1	4
3	во всяком случае	1	2
4	друг с другом	1	2
5	в настоящее время	1	2
6	в отличие от	1	2
7	и в этом	1	1
8	подчеркнуть что дело	1	1
9	не более как	1	1
10	с одной стороны	3	1
11	заключает в себе	2	1
12	прежде всего мы	1	1
13	и именно в	1	1
14	не было бы	1	1
15	не в том	1	1
16	почва под ногами	1	1
17	в которой расположены	1	1
18	одной стороны и	2	1
19	в известном смысле	1	1
20	и в то	2	1
21	то же время	7	1
22	в том что	4	1
23	так же как	1	1
24	что дело идет	1	1
25	мы знаем что	1	1
26	и не может	1	1
27	в то же	7	1
28	тот или иной	1	1
29	уже в древней	1	1
30	сами по себе	3	1
31	в этом смысле	1	1
