N	4gram	Tiupa_Narr	Psycholo
1	и в самом деле	1	19
2	в то время как	1	13
3	с этой точки зрения	1	10
4	одно и то же	2	7
5	в том случае если	1	7
6	один и тот же	1	5
7	одним и тем же	1	4
8	одного и того же	2	4
9	состоит в том что	5	4
10	одна и та же	1	4
11	точно так же как	1	4
12	никак не может быть	1	4
13	в то же время	7	3
14	же как и в	1	3
15	ответ на этот вопрос	1	3
16	мысль о том что	1	3
17	прежде всего тем что	1	3
18	дело в том что	2	3
19	о том что искусство	1	3
20	в том или ином	1	3
21	что с точки зрения	1	2
22	и т п все	1	2
23	к тому что он	2	2
24	отнюдь не означает что	1	2
25	том случае если она	1	2
26	с одной стороны и	1	2
27	и не может быть	2	2
28	ни одна из них	1	2
29	в том что на	1	2
30	бы то ни было	1	2
31	в ней не только	1	1
32	той мере в какой	1	1
33	в той мере в	1	1
34	не для того чтобы	1	1
35	в том смысле как	1	1
36	в той же мере	1	1
37	и в известном смысле	1	1
38	сомневаться в том что	1	1
39	той степени в какой	1	1
40	на самом деле в	1	1
41	в связи с этим	1	1
42	с этой стороны может	1	1
43	не само по себе	1	1
44	как и всякий другой	1	1
45	этой стороны может быть	1	1
46	и т п не	1	1
47	на то что даже	1	1
48	из них не может	1	1
49	если бы не было	1	1
50	в той степени в	1	1
51	а в том как	1	1
52	одной стороны и в	1	1
53	но для того чтобы	1	1
54	и то же слово	1	1
55	ни в чем не	1	1
56	бросается в глаза что	1	1
57	том что с точки	1	1
58	в том что именно	1	1
59	к тому или иному	1	1
60	в том числе и	1	1
61	если бы перед нами	1	1
62	в первом случае мы	1	1
63	но то же самое	1	1
64	одна из них не	1	1
65	то же самое происходит	1	1
66	мы никак не можем	1	1
67	какой бы то ни	1	1
68	которая состоит в том	1	1
69	мы имеем дело с	4	1
