N	3gram	Propp_Isto	Morfolog
1	и т д	30	60
2	в этих случаях	13	14
3	мы видим что	6	11
4	в этом случае	8	10
5	не может быть	4	9
6	в связи с	5	9
7	таким образом мы	2	7
8	по отношению к	2	7
9	мы увидим ниже	3	6
10	с точки зрения	1	6
11	тем не менее	6	6
12	в иное царство	5	6
13	наряду с этим	2	5
14	связи с этим	1	5
15	можно наблюдать что	1	5
16	подобно тому как	3	5
17	как мы увидим	2	5
18	с другой стороны	10	5
19	в том что	8	4
20	т д как	1	4
21	независимо от того	2	4
22	в распоряжение героя	1	4
23	на самом деле	1	4
24	образом мы видим	1	4
25	к тому что	1	4
26	но все же	5	4
27	т д но	1	4
28	отправляется в поиски	1	3
29	этом случае не	1	3
30	на то что	4	3
31	в большинстве случаев	2	3
32	о том что	3	3
33	как и в	2	3
34	в то время	2	3
35	состоит в том	2	3
36	для хода действия	1	3
37	случай мы имеем	4	3
38	и пр а	1	3
39	может быть разрешен	2	3
40	в ход действия	1	3
41	в руки героя	2	3
42	то время как	2	3
43	встречается очень часто	1	2
44	в сказке о	5	2
45	в точности соответствует	2	2
46	к началу сказки	1	2
47	коня и пр	2	2
48	и пр то	1	2
49	с того что	2	2
50	способность превращаться в	1	2
51	мы увидим что	2	2
52	дело не в	1	2
53	можно заметить что	1	2
54	есть и другие	1	2
55	себя в распоряжение	1	2
56	начинается с того	2	2
57	хотя и не	1	2
58	т д в	1	2
59	не что иное	6	2
60	в обоих случаях	1	2
61	это еще не	2	2
62	живой и мертвой	1	2
63	можно было бы	2	2
64	точно так же	8	2
65	мы уже видели	3	2
66	в данном случае	6	2
67	мы имеем в	4	2
68	при помощи которой	2	2
69	и в других	3	2
70	если это так	1	2
71	то же происходит	2	2
72	тех случаях когда	2	2
73	можно показать что	1	2
74	герой прибывает домой	1	2
75	приводят к тому	1	2
76	во всяком случае	2	2
77	что иное как	6	2
78	в тех случаях	2	2
79	также может быть	1	2
80	с этого момента	1	2
81	с одной стороны	2	2
82	в таких случаях	2	2
83	во второй раз	2	2
84	на этом явлении	1	2
85	мы не будем	2	2
86	в сказке нет	1	2
87	может быть и	1	2
88	можно установить три	1	1
89	в немецкой сказке	3	1
90	на тот свет	1	1
91	при помощи которых	1	1
92	сто рублей и	1	1
93	сих пор не	1	1
94	есть не что	2	1
95	е мы опять	1	1
96	нас слишком далеко	1	1
97	для нас также	1	1
98	тому что в	1	1
99	т д здесь	1	1
