N	4gram	Vygotskiy_	Istorich
1	в то время как	3	13
2	не что иное как	1	11
3	мы уже знаем что	1	9
4	так же как и	1	9
5	образом мы видим что	2	7
6	таким образом мы видим	1	7
7	как мы увидим ниже	1	7
8	и т д все	1	6
9	с этой точки зрения	2	6
10	точно так же как	1	6
11	и вместе с тем	3	5
12	то это значит что	1	4
13	мы должны были бы	1	4
14	состоит в том что	1	4
15	то же самое что	2	4
16	раньше чем перейти к	1	4
17	в том что они	2	3
18	один и тот же	1	3
19	не то же самое	1	3
20	и целый ряд других	1	3
21	здесь мы видим что	1	3
22	до сих пор не	1	3
23	точно так же и	1	3
24	не только то что	1	2
25	в том что он	3	2
26	уже с самого начала	1	2
27	это означало бы что	1	2
28	одной и той же	3	2
29	все больше и больше	2	2
30	мы увидим ниже что	1	2
31	и здесь мы видим	1	2
32	одно и то же	3	2
33	мы видим что в	1	2
34	и то и другое	3	2
35	дело вовсе не в	1	2
36	ответ на этот вопрос	1	2
37	указывает на то что	3	2
38	то это означало бы	1	2
39	если бы она не	1	2
40	достигает своего апогея в	1	1
41	в том смысле как	1	1
42	когда он говорит что	1	1
43	можно с уверенностью сказать	1	1
44	в том что в	1	1
45	вовсе не в том	1	1
46	с этой стороны может	1	1
47	в этом все дело	1	1
48	до сих пор в	1	1
49	свидетельствует о том что	1	1
50	заключается в том что	8	1
51	о том что она	1	1
52	от начала до конца	1	1
53	то мы увидим что	1	1
54	о том что такое	1	1
55	с одной стороны жизнь	1	1
56	мы сейчас увидим что	1	1
57	она не имеет никакого	1	1
58	то или иное животное	1	1
59	этой стороны может быть	1	1
60	том смысле как это	1	1
61	он склонен думать что	1	1
62	т д все это	1	1
63	не имеет никакого действия	1	1
64	можно было бы продолжить	1	1
65	к тому что в	1	1
66	если бы мы захотели	1	1
67	не имеют ничего общего	1	1
68	и каждый из них	1	1
69	в том смысле что	1	1
70	друг с другом и	2	1
71	это знает потому что	1	1
72	в том что она	2	1
73	он ссылается на то	1	1
74	указать на то что	1	1
75	о том как в	1	1
76	одна и та же	2	1
77	и только после этого	4	1
78	как в данном случае	1	1
79	мы видим что здесь	1	1
80	с уверенностью сказать что	2	1
81	с другой стороны мы	1	1
82	к тому или иному	1	1
83	только в том что	1	1
84	с этим и в	1	1
85	а на самом деле	1	1
86	в этом случае есть	1	1
87	имеют ничего общего с	1	1
88	с тем что в	1	1
89	и т д вот	1	1
90	что они представляют собой	1	1
91	они еще не вполне	1	1
92	одна из них не	1	1
93	не нуждается ни в	1	1
94	делается для того чтобы	1	1
95	на наших глазах и	1	1
96	только для того чтобы	1	1
97	который лежит в ее	1	1
98	лежит в ее основе	1	1
99	мы увидим что она	2	1
100	ссылается на то что	1	1
101	это делается для того	1	1
