N	2gram	Voloshinov	VeschiIm
1	не есть	2	79
2	и не	34	57
3	не только	10	48
4	то что	17	48
5	не может	30	46
6	и в	28	45
7	вещи и	2	40
8	это –	22	40
9	и есть	3	40
10	и т	1	39
11	может быть	28	39
12	т д	1	38
13	а не	9	37
14	потому что	4	25
15	было бы	8	24
16	только в	11	23
17	по себе	4	23
18	что она	5	23
19	в себе	7	23
20	сказать что	11	22
21	в смысле	1	22
22	и что	6	22
23	как бы	19	20
24	что такое	6	20
25	и следовательно	3	20
26	что это	5	19
27	что же	10	19
28	с нею	1	19
29	но и	10	19
30	и ее	7	19
31	в этом	28	18
32	все же	8	18
33	есть только	3	18
34	так как	15	17
35	что мы	3	17
36	прежде всего	26	17
37	и это	1	17
38	есть не	1	17
39	таким образом	34	16
40	оно есть	1	16
41	того что	7	16
42	как раз	6	16
43	от всего	1	15
44	как и	13	15
45	уже не	9	15
46	в том	10	15
47	в ней	8	15
48	– в	17	14
49	но это	4	14
50	и то	3	14
51	сущности и	1	14
52	не в	10	14
53	в самом	12	13
54	не будет	1	13
55	том что	12	13
56	и больше	1	13
57	есть и	2	13
58	и для	7	13
59	это и	4	13
60	в себя	5	13
61	то ни	4	13
62	что в	7	12
63	и с	10	12
64	бы то	3	12
65	то же	12	12
66	и даже	3	12
67	о том	3	12
68	еще не	8	12
69	не что	1	12
70	если мы	7	12
71	точки зрения	31	12
72	но если	2	12
73	она есть	1	12
74	ничего не	5	12
75	что они	1	12
76	что иное	1	12
77	ни было	2	12
78	совершенно не	9	12
79	что и	5	12
80	между собою	2	12
81	и как	3	12
82	смысл и	2	12
83	вещей и	1	12
84	иное как	1	12
85	и их	2	11
86	не менее	6	11
87	себя в	3	11
88	и пр	29	11
89	общение с	1	11
90	тем не	4	11
91	ни в	12	11
92	вовсе не	16	11
93	– не	12	11
94	также и	2	11
95	в то	7	11
96	и только	6	11
97	по крайней	1	10
98	учение об	3	10
99	в чем	9	10
100	крайней мере	1	10
101	что оно	4	10
102	ясно что	2	10
103	с ее	4	10
104	есть ли	1	10
105	я и	7	9
106	с ним	14	9
107	в результате	3	9
108	со стороны	5	9
109	бы и	2	9
110	то и	1	9
111	хотя бы	7	9
112	нисколько не	4	9
113	говорить о	5	9
114	явление и	1	9
115	в своем	4	9
116	должно быть	2	9
117	это не	5	9
118	у нас	3	9
119	но что	1	9
120	бы в	2	9
121	ли это	2	9
122	она не	6	9
123	другими словами	5	9
124	но не	7	9
125	на то	1	9
126	и его	22	9
127	как с	4	8
128	должна быть	2	8
129	это есть	2	8
130	если бы	4	8
131	с тем	1	8
132	что он	12	8
133	себя и	4	8
134	отличается от	2	8
135	– как	6	8
136	в свете	1	8
137	по сравнению	1	8
138	но в	13	8
139	мы не	9	8
140	что значит	2	8
141	мы имеем	6	8
142	для него	12	8
143	в ее	5	8
144	все это	12	8
145	со своим	1	8
146	с другими	8	8
147	в отношении	2	8
148	его в	11	8
149	вещь как	1	8
150	и потому	12	8
151	в философии	1	8
152	не с	1	8
153	даже не	1	8
154	с другой	2	8
155	и явления	2	8
156	можно сказать	6	8
157	отнюдь не	5	8
158	оно не	3	7
159	самом деле	14	7
160	все эти	15	7
161	тем что	1	7
162	сравнению с	1	7
163	ни на	3	7
164	относится к	2	7
165	и тогда	1	7
166	слова и	4	7
167	можно ли	3	7
168	без всякого	1	7
169	мог бы	2	7
170	никак не	1	7
171	и тут	1	7
172	или не	1	7
173	вообще не	2	7
174	я не	4	7
175	есть именно	1	7
176	и тем	2	7
177	от того	5	7
178	а в	8	7
179	из них	7	7
180	можно только	1	7
181	для себя	2	6
182	в разных	1	6
183	мы говорим	1	6
184	оно –	5	6
185	их в	3	6
186	в своей	14	6
187	с собою	1	6
188	в каком	7	6
189	в данном	4	6
190	в одном	3	6
191	и до	5	6
192	момент в	1	6
193	одна из	4	6
194	вопрос о	2	6
195	в сфере	1	6
196	на почве	3	6
197	для всякого	1	6
198	с точки	15	6
199	эти две	1	6
200	как же	1	6
201	дело в	2	6
202	между ними	5	6
203	в нем	7	6
204	и вообще	4	6
205	бытие и	1	6
206	что является	1	6
207	должны быть	4	6
208	одно и	1	6
209	можно было	1	6
210	этот вопрос	4	6
211	когда мы	2	6
