N	3gram	Voloshinov	Stilisti
1	в то же	6	9
2	для того чтобы	3	7
3	в зависимости от	4	7
4	то же время	6	7
5	того или иного	1	5
6	с точки зрения	15	5
7	одно и то	1	5
8	мы никогда не	2	5
9	и то же	1	5
10	в свою очередь	4	4
11	той или иной	1	4
12	то или иное	2	4
13	обратное влияние на	2	4
14	и той же	3	4
15	одной и той	3	4
16	с самого начала	5	4
17	то же самое	2	4
18	то что мы	2	4
19	что мы называем	2	3
20	но и в	1	3
21	во внутренней речи	1	3
22	во всех своих	3	3
23	как мы уже	5	3
24	внутренней и внешней	3	3
25	на самом деле	4	3
26	в конце концов	2	3
27	как мы видели	8	3
28	в этом случае	1	3
29	но все же	1	3
30	как бы в	1	3
31	мы видели что	3	2
32	ведь если он	1	2
33	без внутренней речи	1	2
34	все больше и	1	2
35	в самом деле	10	2
36	есть не что	1	2
37	все то что	3	2
38	мы можем не	1	2
39	и те же	1	2
40	не может быть	14	2
41	больше и больше	1	2
42	по отношению к	11	2
43	о том что	3	2
44	одни и те	1	2
45	мы увидим что	4	2
46	может быть понято	1	2
47	можно сказать что	5	2
48	в каждом слове	1	2
49	и внутренняя речь	1	2
50	в голову не	1	2
51	не было бы	1	2
52	но при этом	1	2
53	не что иное	1	2
54	смысле этого слова	1	2
55	но в то	3	2
56	зависимости от того	2	2
57	мы не знаем	1	2
58	мы убедились что	1	2
59	только потому что	1	2
60	и в то	1	2
61	равно как и	2	2
62	на первый взгляд	1	2
63	к тому что	2	2
64	что иное как	1	2
65	что же такое	2	2
66	в этом отношении	4	2
67	тот или иной	1	2
68	или хотя бы	1	2
69	мы говорили что	1	1
70	за существование о	1	1
71	каждое из этих	1	1
72	в том что	9	1
73	человек не может	1	1
74	благодаря тому что	2	1
75	собственном смысле слова	1	1
76	и вот это	1	1
77	в таких словах	1	1
78	это не совсем	1	1
79	вернемся теперь к	1	1
80	но чаще всего	1	1
81	все эти высказывания	1	1
82	остановимся только на	1	1
83	о которой мы	1	1
84	это как бы	2	1
85	тесно примыкает к	1	1
86	на две группы	2	1
87	мы уже знаем	3	1
88	но вместе с	2	1
89	в конечном счете	3	1
90	от того в	1	1
91	его точка зрения	1	1
92	это сделать то	1	1
93	кризисов и упадка	1	1
94	в беседе с	1	1
95	борьбе за существование	1	1
96	мы должны перейти	1	1
97	только одна из	1	1
98	как по отношению	1	1
99	значения из одного	1	1
100	в процессе общения	1	1
101	осуществляется в процессе	1	1
102	между отдельными моментами	1	1
103	в большинстве случаев	5	1
104	здесь в сознании	1	1
105	по крайней мере	1	1
106	точку зрения на	3	1
107	социальной группы к	1	1
108	не совсем так	1	1
109	данной социальной группы	1	1
110	в нашем сознании	1	1
111	внешней речи и	1	1
112	ни в какой	2	1
113	не остается ничего	1	1
114	и в отношении	1	1
115	нам в голову	1	1
116	в другом месте	2	1
117	в собственном смысле	3	1
118	в гораздо большей	1	1
119	хотя бы и	2	1
120	в себе и	1	1
121	в жизни и	1	1
122	и внешней речи	3	1
123	и не было	1	1
124	тем не менее	4	1
125	мы конечно только	1	1
126	и уже в	1	1
127	по ту сторону	4	1
128	же останется от	1	1
129	гораздо большей степени	1	1
130	на вопрос о	1	1
131	что же является	1	1
132	по сравнению с	1	1
133	которые в последнем	1	1
134	но и его	1	1
135	их в целом	1	1
136	таким образом в	2	1
137	но даже и	1	1
138	на этот вопрос	3	1
139	тем что его	1	1
140	а не наоборот	1	1
141	каждый наш поступок	1	1
142	и отразиться в	1	1
143	в которой мы	1	1
144	не является чем-то	2	1
145	выпадает из социального	1	1
146	но не только	1	1
147	которая могла бы	1	1
148	что же останется	1	1
149	какую роль в	1	1
150	или иное отношение	1	1
151	до сих пор	3	1
152	же мы должны	1	1
153	с помощью которого	2	1
154	и каждое наше	1	1
155	и конфликты между	1	1
156	образуют то что	1	1
157	воли и сознания	1	1
