N	2gram	Vygotskiy_	Analitik
1	не только	29	71
2	и в	37	66
3	в качестве	12	61
4	но и	23	57
5	в том	47	52
6	может быть	19	52
7	в этом	32	51
8	в частности	8	51
9	как и	20	50
10	и не	15	48
11	а не	5	42
12	при этом	6	40
13	том что	42	40
14	так и	12	35
15	представляет собой	13	30
16	состоит в	4	30
17	отнюдь не	2	29
18	как бы	16	29
19	не может	16	29
20	а в	4	28
21	в его	16	27
22	и его	10	27
23	не в	9	26
24	но не	6	26
25	в себе	8	24
26	иначе говоря	4	23
27	что в	25	22
28	и даже	5	22
29	к тому	10	22
30	в этой	13	22
31	лишь в	9	21
32	о том	14	20
33	и т.п	5	20
34	в самом	16	19
35	то же	12	19
36	в своей	7	19
37	по отношению	12	19
38	с его	7	19
39	но в	9	19
40	в данном	5	18
41	в то	7	18
42	отношению к	11	18
43	тем самым	8	17
44	с другой	16	17
45	только в	8	17
46	со стороны	4	17
47	такого рода	1	17
48	или иной	3	17
49	в целом	29	17
50	что и	3	16
51	могут быть	5	16
52	то что	32	16
53	в пределах	1	16
54	и на	8	15
55	не есть	1	15
56	между тем	10	15
57	уже не	2	15
58	прежде всего	12	15
59	в сущности	13	15
60	в их	5	15
61	в принципе	1	14
62	не менее	1	14
63	того же	1	14
64	я и	1	14
65	в себя	2	14
66	той или	3	14
67	мы имеем	2	14
68	же время	2	14
69	в отличие	3	14
70	данном случае	5	14
71	столь же	8	14
72	отличие от	3	14
73	по себе	9	13
74	точки зрения	49	13
75	тому же	1	13
76	он не	11	13
77	этого слова	7	13
78	ничего не	6	13
79	как раз	8	13
80	для него	5	13
81	а также	1	13
82	в начале	2	13
83	и к	9	12
84	и сам	2	12
85	никогда не	8	12
86	внутренней речи	14	12
87	как это	6	12
88	в первой	3	12
89	сводится к	1	12
90	как в	7	12
91	еще не	1	12
92	в конечном	4	12
93	есть не	3	12
94	в той	1	11
95	даже в	4	11
96	конечном счете	4	11
97	по своей	9	11
98	в свою	4	11
99	той же	4	11
100	это не	5	11
101	можно сказать	6	11
102	и как	7	11
103	во второй	1	11
104	не с	2	11
105	не следует	1	11
106	нуждается в	2	11
107	именно в	8	10
108	все же	6	10
109	едва ли	5	10
110	с одной	14	10
111	в конце	2	10
112	было бы	12	10
113	однако в	1	10
114	подобно тому	2	10
115	отношения к	3	10
116	совпадает с	1	10
117	здесь не	1	10
118	со своей	1	10
119	того или	1	10
120	и самого	1	10
121	один из	3	10
122	говорить о	4	9
123	не столько	4	9
124	в результате	7	9
125	другой стороны	10	9
126	одной стороны	15	9
127	свою очередь	3	9
128	том чтобы	6	9
129	в своем	10	9
130	по поводу	5	9
131	крайней мере	1	9
132	таким образом	39	9
133	во всех	4	9
134	за пределы	4	9
135	только не	2	9
136	значении этого	1	9
137	вместе с	14	9
138	по крайней	1	9
139	автора и	1	9
140	вступает в	1	9
141	тому как	3	9
142	того что	28	9
143	как уже	9	9
144	что касается	1	9
145	личности в	1	9
146	о чем	2	8
147	в игре	2	8
148	не всегда	1	8
149	между двумя	2	8
150	я с	1	8
151	одной из	4	8
152	в контексте	1	8
153	в сторону	1	8
154	как известно	8	8
155	о его	1	8
156	с ним	3	8
157	если бы	10	8
158	и все	7	8
159	что он	16	8
160	перед нами	7	8
161	не является	16	8
162	в основе	9	8
163	с точки	34	8
164	хотя и	2	8
165	этом отношении	6	8
166	дело не	1	8
167	одного из	4	8
168	в ходе	9	8
169	во всяком	6	7
170	в противоположность	3	7
171	в другом	7	7
172	в одном	5	7
173	как мы	11	7
174	в нашем	3	7
175	который в	7	7
176	одна из	1	7
177	не мог	1	7
178	внимание на	1	7
179	несмотря на	6	7
180	в ее	3	7
181	у него	2	7
182	в таком	1	7
183	как говорит	2	7
184	личности и	1	7
185	и тем	8	7
186	в свое	1	7
187	и является	2	7
188	приводит к	8	7
189	свое время	1	7
190	в соответствии	1	7
191	всяком случае	5	7
192	и для	3	7
193	все это	9	7
194	со своим	1	7
195	в новом	3	7
196	на его	1	7
197	и т.д	15	7
198	место в	1	7
199	как будто	1	7
200	вплоть до	1	7
201	во всем	4	6
202	для всех	8	6
203	с самим	2	6
204	те же	2	6
205	или в	2	6
206	казалось бы	8	6
207	при всей	1	6
208	хотя бы	7	6
209	превращается в	3	6
210	вовсе не	5	6
211	из них	4	6
212	ключ к	2	6
213	то в	1	6
214	тем не	1	6
215	не знает	1	6
216	что не	2	6
217	вопроса о	3	6
218	о себе	1	6
219	могла бы	2	6
220	в силу	8	6
221	в нем	2	6
222	на этом	3	6
223	из которых	6	6
224	из того	7	6
225	самим собой	1	6
226	от своего	1	6
227	роли в	2	6
228	и более	6	6
229	из этих	6	6
230	соответствии с	1	6
231	в сознании	2	6
232	и то	3	6
233	ответ на	4	6
234	уже в	8	6
235	в равной	2	6
236	ли не	1	6
237	по его	2	6
238	должен быть	6	6
239	тем более	7	6
240	что на	2	6
241	все что	4	5
242	которая в	2	5
243	без исключения	1	5
244	по выражению	2	5
245	а затем	5	5
246	в этих	3	5
247	в них	5	5
248	по пути	2	5
249	в первом	2	5
250	тем что	7	5
251	в один	4	5
252	ведет к	1	5
253	речь идет	4	5
254	исходя из	1	5
255	в противовес	1	5
256	в котором	6	5
257	входит в	1	5
258	при рассмотрении	2	5
259	для того	19	5
260	для себя	7	5
261	в слове	2	5
262	может служить	1	5
263	в эту	4	5
264	к этому	7	5
265	и он	1	5
266	с другими	5	5
267	к жизни	1	5
268	ни в	6	5
269	я не	4	5
270	и до	5	5
271	того и	1	5
272	но как	1	5
273	а с	8	5
274	так что	2	5
275	бы быть	1	5
276	и по	3	5
277	и потому	3	5
278	с ее	3	5
279	в особенности	1	5
280	и здесь	1	5
281	говорит и	1	5
282	не могут	1	5
283	самом деле	8	5
284	с таким	8	5
285	как о	2	5
286	к его	3	5
287	жизни в	1	5
288	да и	1	5
289	в итоге	1	5
290	совершенно не	1	5
291	что мы	9	5
292	на примере	3	5
293	он в	6	5
294	а и	1	5
295	тот же	7	5
296	принадлежит к	2	5
297	ни с	1	5
298	на вопрос	6	5
299	мы не	13	5
300	с той	3	5
301	в заключительной	3	5
302	с их	2	5
303	в общем	5	5
304	все эти	6	5
305	одно из	3	5
306	внешнего мира	2	5
307	человека к	4	5
308	одну из	4	5
309	и их	5	5
310	еще в	1	5
311	такой же	3	5
312	и особенно	1	5
313	таким же	4	5
314	однако и	1	4
315	строго говоря	2	4
316	говоря словами	5	4
317	его от	1	4
318	связь с	2	4
319	в своих	6	4
320	в борьбе	2	4
321	по мысли	1	4
322	в собственном	8	4
323	большей или	1	4
324	отличается от	1	4
325	нам представляется	1	4
326	с этим	8	4
327	во внешнем	1	4
328	реальности и	1	4
329	в действительности	1	4
330	только на	1	4
331	для данного	2	4
332	значительной степени	2	4
333	что же	3	4
334	из виду	2	4
335	сказать что	16	4
336	жизни как	1	4
337	на него	3	4
338	что она	6	4
339	из трех	1	4
340	не удивительно	5	4
341	к нему	1	4
342	ни было	1	4
343	в ситуации	1	4
344	все прочие	2	4
345	не было	1	4
346	в которой	6	4
347	одним из	1	4
348	смысла но	1	4
349	между ними	2	4
350	в двух	3	4
351	в чем	5	4
352	бы в	5	4
353	могли бы	10	4
354	мы уже	7	4
355	то ни	1	4
356	в ответ	1	4
357	и что	11	4
358	этом смысле	3	4
359	или меньшей	1	4
360	известном смысле	3	4
361	силу своей	1	4
362	и от	4	4
363	и есть	2	4
364	его к	3	4
365	были бы	2	4
366	не позволяет	1	4
367	представляют собой	2	4
368	как он	7	4
369	в отношении	14	4
370	оказывается в	2	4
371	а именно	2	4
372	который не	2	4
373	игры и	1	4
374	в известном	4	4
375	и т	1	4
376	потому что	11	4
377	того чтобы	23	4
378	и если	4	4
379	целого как	1	4
380	и тогда	1	4
381	вслед за	3	4
382	на две	3	4
383	и во	1	4
384	здесь и	3	4
385	обратиться к	4	4
386	как к	1	4
387	как у	1	4
388	от которого	1	4
389	ее в	3	4
390	в полном	3	4
391	из своих	1	4
392	здесь в	1	4
393	бы и	4	4
394	на которой	4	4
395	в присутствии	1	4
396	указывает на	4	4
397	сама по	3	4
398	нас к	10	4
399	или даже	2	4
400	по своему	1	4
401	об этом	6	4
402	и другого	1	4
403	высказывания и	1	4
404	его не	3	4
405	в значительной	2	4
406	наконец в	2	4
407	на основе	7	4
408	и ее	9	4
409	и о	1	4
410	в области	4	4
411	сознания в	3	4
412	более того	2	4
413	от него	1	3
414	и составляет	3	3
415	отвечает на	1	3
416	к этой	4	3
417	с этой	7	3
418	его за	1	3
419	оказывается не	1	3
420	случае не	2	3
421	какой бы	1	3
422	сам автор	2	3
423	в виду	5	3
424	быть может	1	3
425	с действительностью	6	3
426	вопрос об	8	3
427	и с	10	3
428	в речи	3	3
429	в жизни	2	3
430	с тем	8	3
431	и внутренне	1	3
432	только для	6	3
433	в момент	1	3
434	тем в	1	3
435	в такой	4	3
436	в центр	1	3
437	вопрос о	11	3
438	раз и	1	3
439	на самом	4	3
440	это было	1	3
441	этой связи	1	3
442	и той	2	3
443	одной и	2	3
444	и те	2	3
445	себе в	1	3
446	то его	1	3
447	следует оговориться	1	3
448	как на	5	3
449	что все	8	3
450	в зависимости	8	3
451	и внешней	1	3
452	на котором	1	3
453	к ее	2	3
454	научного мышления	2	3
455	гораздо более	1	3
456	всего в	3	3
457	бы то	1	3
458	что у	3	3
459	должно быть	4	3
460	в единое	2	3
461	в состоянии	2	3
462	связи с	7	3
463	всякий раз	2	3
464	не говорит	1	3
465	с двумя	2	3
466	очевидно что	4	3
467	во внутренней	1	3
468	в связи	3	3
469	в ряду	1	3
470	так сказать	1	3
471	и оказывается	1	3
472	между собой	5	3
473	представляется нам	1	3
474	что как	4	3
475	но к	1	3
476	он сам	3	3
477	а для	2	3
478	остается в	2	3
479	чистом виде	1	3
480	включает в	2	3
481	речи и	41	3
482	хотя в	1	3
483	в тех	2	3
484	и тот	1	3
485	в речевом	1	3
486	тот или	1	3
487	из этого	6	3
488	на место	2	3
489	слова как	3	3
490	во время	1	3
491	всех этих	2	3
492	нам кажется	1	3
493	например в	1	3
494	тогда когда	8	3
495	на первом	2	3
496	что они	5	3
497	содержит в	1	3
498	в наиболее	1	3
499	никак не	1	3
500	первых двух	1	3
501	поэтому в	3	3
502	себе не	1	3
503	можно было	6	3
504	быть сведено	2	3
505	оно не	1	3
506	не случайна	1	3
507	если не	3	3
508	до этого	1	3
509	мы могли	11	3
510	заключается в	12	3
511	если говорить	2	3
512	о котором	3	3
513	зависимости от	8	3
514	на каждом	2	3
515	в словах	3	3
516	человека и	6	3
517	ни к	1	3
518	то он	3	3
519	языка и	3	3
520	своей собственной	1	3
521	тех же	3	3
522	и заключается	2	3
523	и больше	1	3
524	результате чего	1	3
525	в обоих	1	3
526	и наоборот	1	3
527	для читателя	1	3
528	неотделима от	1	3
529	впервые в	1	3
530	анализа в	1	3
531	речи в	17	3
532	на этот	7	3
533	его можно	1	3
534	так как	11	3
535	нашему убеждению	1	3
536	том числе	3	3
537	возникает в	2	3
538	же мере	3	3
539	где он	1	3
540	указание на	4	3
541	дело в	3	3
542	когда же	1	3
543	оговориться что	1	3
544	ведь это	1	3
545	но с	3	3
546	в таких	1	3
547	сам по	3	3
548	не от	1	3
549	а то	1	3
550	для науки	1	3
551	и без	1	3
552	в какой	5	3
553	мира и	2	3
554	к своему	2	3
555	и я	2	3
556	полноте и	1	3
557	один и	2	3
558	этих двух	4	3
559	только лишь	1	3
560	может иметь	1	3
561	только к	1	3
562	она не	3	3
563	также и	2	3
564	в ней	2	3
565	независимо от	10	3
566	мы должны	11	3
567	его речи	1	3
568	кстати что	1	3
569	говоря о	1	3
570	человека с	3	3
571	идет о	5	3
572	и б	1	3
573	же самое	4	3
574	которые в	2	3
575	в категориях	2	3
576	когда он	5	3
577	может показаться	2	3
578	слова в	2	3
579	жизни и	2	3
580	на то	11	3
581	о своих	2	3
582	для этого	7	3
583	и наконец	3	3
584	не к	3	3
585	по нашему	2	3
586	науки о	1	2
587	является в	1	2
588	и мира	1	2
589	о будущем	1	2
590	т.е в	1	2
591	за исключением	1	2
592	еще более	1	2
593	в применении	2	2
594	тому что	6	2
595	и взаимодействие	2	2
596	следует что	1	2
597	два различных	1	2
598	не вызывает	1	2
599	не являются	1	2
600	далее в	1	2
601	этого момента	1	2
602	остается ничего	3	2
603	долгое время	1	2
604	среди других	1	2
605	мыслится как	1	2
606	от них	2	2
607	ко всем	3	2
608	мы и	3	2
609	от всего	2	2
610	она по	2	2
611	к другим	1	2
612	с не	1	2
613	их в	6	2
614	о судьбе	2	2
615	выход из	1	2
616	в одно	1	2
617	на эту	2	2
618	не вполне	1	2
619	себя к	1	2
620	собой не	1	2
621	и слово	2	2
622	целым рядом	2	2
623	он по	2	2
