N	4gram	Losev_Dial	Istorich
1	в то время как	6	13
2	не что иное как	6	11
3	так же как и	1	9
4	и т д все	1	6
5	с этой точки зрения	4	6
6	и т д в	2	5
7	и т д и	8	5
8	есть не что иное	3	5
9	то это значит что	3	4
10	мы до сих пор	1	4
11	и тем не менее	2	4
12	в том что они	1	3
13	не то же самое	1	3
14	если это так то	1	3
15	с одной стороны и	1	3
16	внимание на то что	1	3
17	бы то ни было	1	3
18	но дело не в	1	2
19	в данном случае в	1	2
20	в том отношении что	1	2
21	одной и той же	4	2
22	одно и то же	2	2
23	и то и другое	1	2
24	же как и в	1	2
25	дело вовсе не в	1	2
26	даже если бы мы	1	2
27	есть одно и то	1	2
28	о том как он	1	2
29	на самом же деле	1	2
30	это не значит что	1	2
31	что в данном случае	1	2
32	т д и наконец	1	2
33	иметь в виду что	1	2
34	ничего не говорят о	1	2
35	и т д как	1	1
36	уже не может быть	1	1
37	отличаются друг от друга	1	1
38	и т д он	1	1
39	кого бы то ни	1	1
40	легко может быть установлена	1	1
41	в том что в	1	1
42	необходимо иметь в виду	1	1
43	черт и т д	1	1
44	убежден в том что	1	1
45	и с этой стороны	1	1
46	и т д на	1	1
47	вовсе не в том	2	1
48	в связи с этим	1	1
49	сама по себе не	1	1
50	ничем не отличается от	4	1
51	заключается в том что	1	1
52	не может проникнуть в	1	1
53	сказании о граде китеже	1	1
54	сам по себе а	1	1
55	во-первых мы видим что	1	1
56	и пр но для	1	1
57	что миф не есть	1	1
58	но как только мы	1	1
59	в том смысле что	1	1
60	ничего не говорит об	1	1
61	ничего не говорит о	2	1
62	он не может быть	1	1
63	на вопрос об этом	1	1
64	можно ли сказать что	1	1
65	говоря уже о том	2	1
66	одна и та же	3	1
67	уже о том что	2	1
68	не говоря уже о	6	1
69	тем не менее в	1	1
70	о которых шла речь	1	1
71	не чем иным как	1	1
72	что мы до сих	1	1
73	животных и т д	1	1
74	т д и т	7	1
75	ничего не говорится и	1	1
76	до сих пор говорили	1	1
77	ничего не знает не	1	1
78	все это не может	1	1
79	по себе ничего не	1	1
80	не содержит в себе	1	1
81	это значит что она	1	1
82	но они же должны	1	1
83	и в этом смысле	1	1
84	не имеет своего определенного	1	1
85	уже не в состоянии	1	1
86	как только мы начинаем	1	1
87	д и т д	7	1
88	возникает вопрос о том	1	1
89	к нему и к	1	1
90	в то же время	3	1
