N	3gram	Bakhtin_Pr	slovoVRo
1	не может быть	8	19
2	с чужим словом	1	18
3	то же время	10	18
4	в то же	10	18
5	той или иной	3	15
6	и его слово	2	15
7	с точки зрения	21	15
8	в отличие от	3	14
9	в той или	2	13
10	или иной степени	2	13
11	в отношении к	1	12
12	в большинстве случаев	3	11
13	более или менее	1	9
14	в этом случае	1	9
15	в пределах одного	1	9
16	в зависимости от	5	8
17	во всяком случае	3	8
18	зрения на мир	7	7
19	в значительной степени	1	7
20	но в то	5	7
21	к своему предмету	1	6
22	так и в	1	6
23	в одной плоскости	7	6
24	как мы сказали	2	6
25	и в то	3	6
26	в нем в	1	6
27	но все же	3	6
28	с другой стороны	3	6
29	в том что	10	5
30	по отношению к	17	5
31	хотя бы и	3	5
32	как мы уже	2	5
33	не только в	2	5
34	единого и единственного	1	5
35	а вовсе не	1	5
36	в этом отношении	7	5
37	может быть и	1	5
38	точка зрения на	2	4
39	для того чтобы	3	4
40	можно прямо сказать	1	4
41	друг с другом	4	4
42	до сих пор	3	4
43	точки зрения на	2	4
44	и не может	3	4
45	истории европейского романа	1	4
46	в его романах	5	4
47	своего и чужого	1	4
48	в пределах того	1	4
49	друг о друге	2	4
50	можно сказать что	3	4
51	таким образом в	2	4
52	в лучшем случае	3	4
53	диалогическом взаимодействии с	1	4
54	у него нет	1	4
55	не могут быть	1	4
56	в новое время	1	4
57	и в сущности	2	4
58	никогда не может	1	4
59	во всех сферах	1	4
60	и вне его	1	3
61	лежат в одной	1	3
62	свое выражение в	1	3
63	прямо сказать что	1	3
64	знают друг о	1	3
65	до известной степени	1	3
66	с авторским словом	3	3
67	по всей вероятности	1	3
68	того или иного	1	3
69	может быть только	3	3
70	себя то есть	1	3
71	человека и его	2	3
72	тех или иных	1	3
73	в данном случае	3	3
74	по ту сторону	2	3
75	как если бы	1	3
76	его слово в	1	3
77	в самом предмете	1	3
78	сама по себе	3	3
79	к тому что	1	3
80	в истории европейского	1	3
81	в основе его	1	3
82	как мы видели	3	3
83	героя и его	3	3
84	выходит за пределы	2	3
85	лишь одним из	2	3
86	одной плоскости с	4	3
87	быть до конца	1	2
88	это не значит	3	2
89	в предшествующей главе	3	2
90	и наконец в	1	2
91	все это очень	1	2
92	как бы ни	1	2
93	с этой точки	1	2
94	тем не менее	1	2
95	то есть не	3	2
96	есть только в	1	2
97	между материалом и	1	2
98	перестает быть тем	1	2
99	в первом случае	1	2
100	неразрывно связан с	1	2
101	одному и единому	1	2
102	чужих слов о	1	2
103	могут быть весьма	1	2
104	себя и свою	1	2
105	со всею ясностью	1	2
106	из одного в	1	2
107	и не могут	1	2
108	значит конечно что	3	2
109	не только не	1	2
110	нужно сказать что	2	2
111	в маленьком масштабе	1	2
112	одного в другой	1	2
113	мир и на	3	2
114	в известном смысле	1	2
115	а не только	2	2
116	что он есть	3	2
117	диалогическое отношение к	1	2
118	взаимодействии с другими	1	2
119	и в том	2	2
120	в речах персонажей	1	2
121	и в этом	8	2
122	в том и	2	2
123	даже там где	2	2
124	хотя и не	1	2
125	отношение к своему	1	2
126	и в романе	3	2
127	но прежде всего	1	2
128	в этих романах	1	2
129	зависимости от характера	1	2
130	бы ни были	1	2
131	а не как	4	2
132	европейского романа в	1	2
133	там где она	2	2
134	но и само	1	2
135	о том что	5	2
136	этой точки зрения	3	2
137	а следовательно и	1	2
138	зрения а не	1	2
139	в то время	3	2
