N	3gram	Vygotskiy_	FransuaR
1	то же время	2	55
2	в то же	2	55
3	в том что	21	27
4	в том числе	1	27
5	до сих пор	8	27
6	с точки зрения	12	20
7	в этом отношении	7	20
8	для того чтобы	11	17
9	том числе и	1	17
10	о том что	9	17
11	в связи с	2	16
12	то есть в	2	15
13	но и в	1	15
14	нужно сказать что	1	14
15	начала и до	2	14
16	не может быть	14	13
17	дело в том	1	13
18	с одной стороны	6	13
19	на самом деле	6	13
20	с другой стороны	7	12
21	все то что	3	11
22	в отличие от	4	11
23	можно сказать что	2	11
24	таким образом и	3	10
25	как и в	5	10
26	до наших дней	1	10
27	в данном случае	1	10
28	в конце концов	6	10
29	не только в	1	10
30	мы видим что	4	9
31	так и в	2	9
32	в свое время	1	9
33	существенную роль в	1	9
34	таким образом в	2	8
35	более или менее	3	8
36	мы видели что	2	8
37	после того как	1	8
38	в самом деле	13	7
39	в то время	6	7
40	о том как	1	7
41	в чем же	2	7
42	в узком смысле	1	7
43	включает в себя	1	7
44	можно было бы	2	7
45	и в других	1	7
46	в настоящее время	2	7
47	подобно тому как	7	7
48	в значительной мере	1	7
49	к тому же	1	6
50	и в особенности	1	6
51	выходит за пределы	2	6
52	и во всех	2	6
53	в свою очередь	3	6
54	с самого начала	1	6
55	одной стороны и	1	5
56	в применении к	2	5
57	то же самое	8	5
58	и до наших	1	5
59	по сравнению с	3	5
60	и в частности	2	5
61	во всяком случае	7	5
62	и тот же	2	5
63	в том же	1	5
64	в первом случае	1	5
65	потому что он	2	5
66	вместо того чтобы	1	5
67	только то что	2	5
68	в это время	1	5
69	как бы в	1	5
70	и целый ряд	1	5
71	это и есть	1	5
72	в основе своей	2	5
73	то что в	1	4
74	имеет в виду	3	4
75	том что в	1	4
76	в собственном смысле	3	4
77	и той же	5	4
78	то есть с	1	4
79	сказать что в	3	4
80	по своему существу	1	4
81	точки зрения на	1	4
82	в одном из	2	4
83	таким образом все	2	4
84	связи с этим	1	4
85	на этот вопрос	1	4
86	так же как	8	4
87	и то что	3	4
88	что и в	5	4
89	точку зрения на	1	4
90	но прежде всего	1	4
91	одной и той	5	4
92	в нем не	1	4
93	и не может	2	4
94	но он не	1	4
95	и в самом	3	4
96	а следовательно и	1	4
97	один и тот	2	4
98	потому что это	1	3
99	что в эпоху	1	3
100	у него в	1	3
101	потому что в	1	3
102	друг от друга	1	3
103	леонардо да винчи	2	3
104	в искусстве и	1	3
105	в сущности не	1	3
106	те же самые	2	3
107	в его творчестве	1	3
108	смысле этого слова	2	3
109	в особенности же	1	3
110	между тем как	1	3
111	не только не	4	3
112	и того же	1	3
113	была связана с	1	3
114	всего того что	1	3
115	в области литературы	1	3
116	в этом суждении	1	3
117	вместе с тем	3	3
118	он не только	3	3
119	как мы знаем	1	3
120	в целом ряде	2	3
121	все же не	1	3
122	в вопросе о	1	3
123	прямо сказать что	1	3
124	что все это	2	3
125	в этом смысле	3	3
126	целый ряд других	1	3
127	на том же	2	3
128	одного и того	1	3
129	в одной плоскости	1	3
130	именно потому что	2	3
131	один из самых	1	3
132	тех или иных	2	3
133	а с другой	1	3
134	есть не что	1	3
135	и там где	1	3
136	бы то ни	2	3
137	и в том	2	3
138	и в этом	1	3
139	как своего рода	1	3
140	заключается в том	13	3
141	в ней и	1	3
142	не что иное	2	3
143	в связи со	1	3
144	так как они	2	3
145	в основе этого	1	3
146	еще далеко не	1	3
147	в те времена	1	3
148	что иное как	2	3
149	может быть в	1	2
150	как и всякая	1	2
151	мы все время	1	2
152	никак не может	3	2
153	в том или	1	2
154	в себя и	1	2
155	при этом что	1	2
156	в первый раз	2	2
157	в коем случае	1	2
158	совершенно так же	1	2
159	в прошлое и	1	2
160	потому что она	2	2
161	это отношение к	1	2
162	сам по себе	4	2
163	в совершенно новую	1	2
164	не потому что	2	2
165	они принадлежат к	1	2
166	в наши дни	1	2
167	и вместе с	1	2
168	ни в области	3	2
169	другой стороны в	1	2
170	мы полагаем что	1	2
171	что в основе	4	2
172	по этому поводу	3	2
173	имел в виду	1	2
174	то ни было	1	2
175	все дело в	2	2
176	какую роль играет	1	2
177	и потому не	1	2
178	то что он	1	2
179	и тем же	1	2
180	и может быть	1	2
181	в том чтобы	9	2
182	ни в одну	1	2
183	при таком подходе	1	2
184	так как он	1	2
185	узком смысле слова	1	2
186	смысл и значение	1	2
187	и в чем	1	2
188	может быть отнесена	1	2
189	там же где	2	2
190	в основе его	1	2
191	со всеми другими	1	2
192	свою природу и	1	2
193	и все его	1	2
194	очень далеких от	1	2
195	в таком же	1	2
196	не могут быть	2	2
197	никогда не может	3	2
198	в полной мере	1	2
199	том или ином	1	2
200	в конечном счете	6	2
201	же что и	1	2
202	но и на	1	2
203	может быть только	1	2
204	в различных формах	1	2
205	мы знаем что	3	2
206	таким образом это	1	2
207	а также в	1	2
208	ни в коем	1	2
209	том же самом	2	2
210	и в основе	1	2
211	в стихотворную форму	1	2
212	в известном смысле	1	2
213	только тогда когда	4	2
214	при взгляде на	1	2
215	теми или иными	1	2
216	по тому же	2	2
217	жизнь и судьба	1	2
218	к нему и	1	2
219	в живописи и	1	2
220	с помощью которых	1	2
221	что у него	3	2
222	человек как бы	1	2
223	можно определить как	1	2
224	и не было	1	2
225	мы вовсе не	1	2
226	мы встречаемся с	1	2
227	ни на что	1	2
228	быть отнесена к	1	2
229	на самой границе	1	2
230	одним и тем	1	2
231	всегда во все	1	2
232	то что было	1	2
233	на что не	1	2
234	и в целом	1	2
235	мы не знаем	1	2
236	том что он	2	2
237	же как и	2	2
238	и в сущности	1	2
239	мы не можем	2	2
240	в другом случае	1	2
241	и в области	1	2
242	к жизни и	1	2
243	друг к другу	1	2
244	что в каждом	1	1
245	материала и формы	1	1
246	он говорит что	2	1
247	искусстве и в	1	1
248	и это отношение	1	1
249	как будто бы	2	1
250	есть в конечном	1	1
251	в направлении к	1	1
252	что в книге	1	1
253	с и далее	2	1
254	явления но в	1	1
255	и так в	1	1
256	такое же значение	1	1
257	их от всех	1	1
258	в согласии с	3	1
259	как в основе	2	1
260	он в своих	1	1
261	и значение в	1	1
262	если же мы	1	1
263	они все же	1	1
264	мы не найдем	1	1
265	мы его не	1	1
266	не в большей	1	1
267	совершенно правильно указывает	1	1
268	то что обычно	1	1
269	не могут иметь	1	1
270	в особенности тогда	1	1
271	беда в том	2	1
272	этого слова то	1	1
273	было бы нелепо	1	1
274	вместе с ними	1	1
275	что в них	1	1
276	и каким образом	1	1
277	а не наоборот	1	1
278	как нечто совершенно	1	1
279	идет не о	1	1
280	так как она	2	1
281	их с точки	1	1
282	по своему содержанию	1	1
283	к другу и	1	1
284	всех форм и	1	1
285	рассказывает о том	1	1
286	выводы из этого	1	1
287	в действительности же	1	1
288	что при таком	1	1
289	совершенно ясно что	16	1
290	и свой особый	1	1
291	чтобы убедиться в	1	1
292	с тем и	1	1
293	служит для выражения	1	1
294	начинается там где	3	1
295	каждого из этих	2	1
296	одну из этих	1	1
297	во всех своих	1	1
298	жизнь и все	1	1
299	тогда когда они	1	1
300	а потому и	1	1
301	и таким образом	4	1
302	трудно провести границу	1	1
303	с новой точки	2	1
304	и мы можем	1	1
305	одного и другого	1	1
306	что в этой	2	1
307	вовсе не следует	1	1
308	найдем целый ряд	1	1
309	не только на	1	1
310	при этом он	2	1
311	но вместе с	1	1
312	в последнее время	2	1
313	как если бы	1	1
314	то есть она	1	1
315	в первой главе	1	1
316	только и может	1	1
317	имеет дело с	2	1
318	и вот эта	1	1
319	конце концов оказывается	1	1
320	на этот раз	1	1
321	какие из них	1	1
322	что даже в	1	1
323	он о себе	1	1
324	это имеет в	1	1
325	что с точки	1	1
326	как и всегда	1	1
327	самую существенную роль	1	1
328	связывает их с	1	1
329	в буквальном смысле	1	1
330	теми же самыми	2	1
331	в художественном произведении	8	1
332	так как в	3	1
333	же самое что	2	1
334	места в системе	1	1
335	который должен быть	1	1
336	в тех случаях	1	1
337	сказать что большинство	1	1
338	те времена когда	1	1
339	приводит его к	1	1
340	можно себе представить	1	1
341	не только непосредственно	1	1
342	произведения но и	1	1
343	быть определены как	1	1
344	таким образом мы	1	1
345	лишь тогда когда	1	1
346	том что у	2	1
347	в самом процессе	1	1
348	и могут быть	1	1
349	и том же	1	1
350	и др это	1	1
351	и во всяком	1	1
352	прежде всего тем	1	1
353	уже в древнейшем	1	1
354	ни на какую	1	1
355	в силу того	3	1
356	в целом не	2	1
357	эта тенденция к	2	1
358	из того факта	1	1
359	мы видим в	1	1
360	ко всем его	1	1
361	было бы однако	1	1
362	особую точку зрения	1	1
363	первом случае мы	1	1
364	проникать во все	1	1
365	с того что	1	1
366	и должна была	1	1
367	то мы увидим	1	1
368	он не может	3	1
369	с еще более	1	1
370	и без всякого	1	1
371	всего тем что	1	1
372	а между тем	1	1
373	к тому чтобы	3	1
374	точка зрения не	1	1
375	было бы сказать	1	1
376	точки зрения их	1	1
377	в результате этого	1	1
378	не отделено от	1	1
379	резко отличается от	1	1
380	деле и в	1	1
381	эпохи в том	1	1
382	не всегда можно	1	1
383	всех времен и	1	1
384	у нас есть	1	1
385	все время в	2	1
386	и для всех	1	1
387	что он должен	1	1
388	и есть в	1	1
389	том можно ли	1	1
390	с таким расчетом	3	1
391	отличает ее от	1	1
392	и что он	1	1
393	в своей основе	1	1
394	иная чем в	1	1
395	в одном случае	1	1
396	у того же	1	1
397	что на самом	1	1
398	в этом романе	1	1
399	одном и том	1	1
400	всего могут быть	1	1
401	в достаточной степени	1	1
402	и состоит что	1	1
403	здесь нет и	1	1
404	то или иное	2	1
405	так же и	1	1
406	в свете этих	1	1
407	и в полном	2	1
408	так же точно	10	1
409	узнал об этом	1	1
410	он хотел сказать	1	1
411	во всей его	1	1
412	таким расчетом чтобы	2	1
413	он все же	1	1
414	с тем чтобы	2	1
415	и в той	1	1
416	основе его лежит	1	1
417	и что в	2	1
418	тем или иным	2	1
419	оказывается вовсе не	1	1
420	же самом месте	1	1
421	с тем что	2	1
422	что вместе с	1	1
423	том случае если	2	1
424	та или иная	1	1
425	в своей поэтике	1	1
426	с собой когда	1	1
427	это и не	1	1
428	то что мы	1	1
429	то есть к	2	1
430	во всем этом	1	1
431	было написано и	1	1
432	его к жизни	1	1
433	что в этом	3	1
434	связи с новыми	1	1
435	как об особом	1	1
436	а в области	1	1
437	что он не	1	1
438	по другой линии	1	1
439	он полагает что	1	1
440	если мы обратимся	1	1
441	считает что в	1	1
442	в ее состав	1	1
443	он как и	1	1
444	и не быть	1	1
445	есть как бы	1	1
446	а не к	1	1
447	к этому вопросу	1	1
448	они и в	1	1
449	идет не только	1	1
450	новой точки зрения	2	1
451	оно может быть	1	1
452	того что они	2	1
453	ту же самую	2	1
454	том что все	1	1
455	и ничем не	1	1
456	тайны и загадки	1	1
457	времен и народов	1	1
458	в какой степени	1	1
459	она должна была	1	1
460	то есть об	1	1
461	независимо от того	1	1
462	тем не менее	6	1
463	почти ни одной	1	1
464	конечно ни в	1	1
465	правильно указывает что	1	1
466	то есть не	1	1
467	не так как	1	1
468	не в том	7	1
469	на вопрос о	1	1
470	быть в них	1	1
471	и не имеет	1	1
472	все действующие лица	1	1
473	свой особый характер	1	1
474	сами по себе	4	1
475	в сущности имеет	1	1
476	силу того что	3	1
477	но к ним	1	1
478	в основу этого	1	1
479	темных людей и	1	1
480	в том случае	3	1
481	на точку зрения	1	1
482	а и в	1	1
483	дать ни взять	1	1
484	то же что	2	1
485	же трудно как	1	1
486	только один смысл	1	1
487	что все эти	1	1
488	для художника и	1	1
489	в зависимости от	6	1
490	бросается в глаза	1	1
491	к самым ранним	1	1
492	в приложении к	1	1
493	романе и в	1	1
494	как и всякий	1	1
