N	3gram	Bakhtin_Pr	Istorich
1	в этих случаях	1	47
2	с другой стороны	3	46
3	мы видим что	1	30
4	до сих пор	8	30
5	в этом случае	1	29
6	так же как	1	27
7	в том что	6	25
8	не может быть	8	24
9	тем не менее	2	23
10	о том что	3	22
11	мы имеем в	3	19
12	не только в	1	19
13	в связи с	1	17
14	мы видели что	2	16
15	мы уже знаем	1	15
16	в данном случае	1	15
17	после того как	1	15
18	по отношению к	5	14
19	на то что	2	14
20	мы увидим что	1	13
21	но и в	2	12
22	мы не будем	2	12
23	не что иное	1	11
24	что иное как	1	11
25	как и в	4	10
26	можно было бы	2	10
27	друг с другом	6	9
28	уже знаем что	1	9
29	более или менее	3	9
30	и вместе с	1	9
31	то же самое	1	8
32	таким образом и	2	8
33	на этот вопрос	1	8
34	и то что	1	8
35	мере того как	1	8
36	по мере того	1	8
37	в исторической действительности	1	8
38	в зависимости от	3	8
39	в большинстве случаев	9	7
40	дело не в	1	7
41	смысле этого слова	2	7
42	во всяком случае	1	7
43	что он не	1	7
44	и в других	1	6
45	к тому же	1	6
46	так как он	1	6
47	все же не	1	6
48	не будем здесь	1	6
49	но тем не	1	6
50	с самого начала	4	6
51	то что он	1	5
52	для наших целей	1	5
53	в отличие от	1	5
54	так как это	1	5
55	показывает что он	1	5
56	в нем и	1	5
57	в том числе	15	5
58	до наших дней	3	5
59	другой стороны и	1	5
60	есть не что	1	5
61	так и в	2	5
62	чем перейти к	1	4
63	так или иначе	1	4
64	но мы уже	1	4
65	во всем мире	2	4
66	и может быть	1	4
67	с точки зрения	13	4
68	состоит в том	1	4
69	в одной из	1	4
70	нам кажется что	3	4
71	сами по себе	1	4
72	в свою противоположность	1	4
73	можно сказать что	6	4
74	но они не	1	4
75	все то что	2	3
76	как один из	1	3
77	не превращается в	1	3
78	все еще не	1	3
79	и то же	1	3
80	остановимся только на	1	3
81	в обоих случаях	1	3
82	и тем самым	1	3
83	к тому что	1	3
84	это своего рода	2	3
85	в одном из	1	3
86	один и тот	1	3
87	то мы не	1	3
88	что мы имеем	1	3
89	дело в том	3	3
90	мы уже говорили	3	3
91	потому что я	1	3
92	и тот же	1	3
93	знает что он	1	3
94	по сравнению с	6	3
95	в средние века	11	3
96	но далеко не	1	3
97	в загробном мире	1	3
98	и на земле	1	3
99	и др все	2	3
100	в соответствии с	2	3
101	не могло быть	1	3
102	между человеком и	1	3
103	в античности и	1	3
104	в связи со	1	3
105	а может быть	1	2
106	каждого из них	1	2
107	он как бы	1	2
108	ту роль которую	1	2
109	в себя и	1	2
110	не в этом	1	2
111	и тем более	1	2
112	но в таком	1	2
113	далеко не всегда	1	2
114	друг от друга	2	2
115	в таком случае	1	2
116	сказать что в	1	2
117	он ничего не	1	2
118	на земле в	1	2
119	том числе и	13	2
120	как если бы	1	2
121	сама по себе	2	2
122	самом же деле	2	2
123	вплоть до наших	1	2
124	на самом же	2	2
125	и по всей	1	2
126	мы имеем дело	1	2
127	и вступает в	1	2
128	во всех случаях	1	2
129	в этом и	1	2
130	и один из	1	2
131	они друг друга	1	2
132	при всем их	2	2
133	той роли которую	1	2
134	у него нет	1	2
135	и в нем	2	2
136	может быть и	2	2
137	в меньшей степени	1	2
138	для этой цели	1	2
139	почти никогда не	1	2
140	это одна из	1	2
141	здесь перед нами	2	2
142	живых и мертвых	1	2
143	здесь же мы	1	2
144	перед тем как	1	2
145	может быть только	1	2
146	и в конце	2	2
147	как мы видим	1	2
148	это конечно не	2	2
149	это один из	1	2
150	и прежде всего	5	2
151	что они не	1	2
152	а не в	1	2
153	особое место занимает	1	2
154	берет на себя	1	2
155	и не может	6	2
156	то что было	1	2
157	здесь можно только	1	2
158	и др в	3	2
159	в царстве мертвых	2	2
160	большей или меньшей	6	2
161	равно как и	1	2
162	и не могло	1	2
163	мы не знаем	1	2
164	здесь как и	1	2
165	в античности в	2	2
166	чтобы они не	1	2
167	и той же	1	2
168	в него и	1	2
169	очень близок к	1	2
170	хотя и не	3	2
171	одно и то	1	2
172	одной и той	1	2
173	мы будем называть	2	2
174	к себе и	1	2
175	имеем дело с	1	2
176	это было бы	1	2
177	но для чего	1	1
178	со второй половины	1	1
179	та же самая	1	1
180	через смерть в	1	1
181	и где он	1	1
182	в себя как	1	1
183	таким образом между	1	1
184	даже в самых	1	1
185	его роль в	1	1
186	и понимает ее	2	1
187	с большей или	1	1
188	и выходит из	1	1
189	может быть наиболее	1	1
190	мы не найдем	1	1
191	в предыдущей главе	1	1
192	и по своим	1	1
193	об этом не	1	1
194	то что есть	1	1
195	она и не	1	1
196	от него он	1	1
197	а не его	1	1
198	у него в	1	1
199	как мы уже	5	1
200	и некоторые другие	1	1
201	с этим можно	1	1
202	но при этом	1	1
203	только на некоторых	1	1
204	из них в	2	1
205	сравнению с ними	1	1
206	одно без другого	1	1
207	здесь не в	1	1
208	только один момент	1	1
209	каждого из этих	1	1
210	не согласиться с	1	1
211	этот вопрос и	1	1
212	не менее он	1	1
213	и во всем	1	1
214	том что было	1	1
215	в них нет	1	1
