N	2gram	Propp_Isto	VLabPisa
1	таким образом	15	32
2	в этом	25	29
3	не только	28	26
4	и в	43	26
5	и т	33	25
6	может быть	22	23
7	и не	16	20
8	хотя бы	3	20
9	художественного творчества	1	19
10	т е	36	18
11	не может	8	17
12	т д	30	16
13	в его	7	15
14	в том	13	15
15	в силу	2	14
16	все это	4	13
17	прежде всего	3	13
18	в качестве	4	12
19	в частности	6	12
20	как это	5	12
21	что в	29	11
22	с другой	10	11
23	из них	7	11
24	то же	11	10
25	о том	4	10
26	но и	24	10
27	по этому	2	10
28	и др	4	10
29	об этом	8	9
30	к этому	10	9
31	могут быть	9	8
32	говорит и	2	8
33	другой стороны	10	8
34	только в	8	8
35	все эти	8	8
36	вместе с	12	8
37	том что	12	8
38	ни один	2	8
39	было бы	5	8
40	не следует	2	8
41	в своем	2	8
42	в основном	1	7
43	это не	10	7
44	говорит о	1	7
45	не было	2	7
46	по отношению	2	7
47	тому что	1	7
48	как и	9	7
49	их в	6	7
50	действительности и	1	7
51	во всех	1	7
52	а не	13	7
53	этому поводу	1	7
54	то что	20	7
55	главным образом	3	7
56	отношению к	2	7
57	же в	6	7
58	в нем	11	7
59	из этих	5	7
60	один из	7	6
61	у него	4	6
62	в порядке	1	6
63	все же	13	6
64	приводит к	1	6
65	это и	4	6
66	он же	2	6
67	не в	9	6
68	между тем	2	6
69	так и	6	6
70	в себе	2	6
71	в зависимости	1	6
72	и его	10	6
73	в то	2	6
74	утверждать что	2	5
75	даже в	4	5
76	в них	6	5
77	связи с	9	5
78	одним из	4	5
79	как говорит	1	5
80	зависимости от	1	5
81	к тому	9	5
82	перед нами	4	5
83	он говорит	1	5
84	на основе	1	5
85	вот почему	3	5
86	и при	2	5
87	в одном	9	5
88	в пределах	5	5
89	как бы	5	5
90	в целом	4	5
91	сказать что	5	5
92	в плане	1	5
93	и есть	3	5
94	показывают что	1	5
95	никогда не	9	5
96	в самом	1	4
97	ее в	3	4
98	только что	3	4
99	вот как	2	4
100	в ее	1	4
101	как раз	1	4
102	можно сказать	3	4
103	в этой	7	4
104	следующим образом	3	4
105	что он	17	4
106	равно как	3	4
107	в виду	2	4
108	по существу	3	4
109	с тем	3	4
110	с ними	5	4
111	в своей	4	4
