N	3gram	Trubetskoy	Dialekti
1	с точки зрения	9	46
2	сама по себе	2	26
3	по крайней мере	1	26
4	в том что	7	25
5	не может быть	4	18
6	тем не менее	1	16
7	то же время	10	15
8	в то же	10	14
9	о том что	2	12
10	есть то что	1	11
11	на то что	4	11
12	в самом деле	1	10
13	что он есть	1	9
14	и в этом	1	9
15	и не только	1	9
16	это и есть	1	9
17	только то что	1	8
18	точно так же	2	7
19	в связи с	1	7
20	той или иной	3	7
21	и в частности	1	7
22	для того чтобы	6	6
23	более или менее	4	6
24	и прежде всего	1	6
25	во всяком случае	6	6
26	на самом деле	6	5
27	в конце концов	3	5
28	к тому что	2	5
29	то и другое	1	5
30	от того что	1	5
31	не есть только	1	5
32	до сих пор	5	5
33	от всякого другого	1	5
34	мы уже знаем	1	4
35	так же как	1	4
36	но даже и	1	4
37	и то и	1	4
38	в данном случае	3	4
39	к тому же	1	4
40	не может не	3	4
41	то же самое	1	4
42	того и другого	1	4
43	можно было бы	3	4
44	как бы ни	1	4
45	в этом отношении	1	4
46	тех или иных	1	3
47	и как бы	1	3
48	несмотря на то	1	3
49	он не может	1	3
50	в силу этого	1	3
51	на точку зрения	1	3
52	это конечно не	1	3
53	но все же	1	3
54	бы то ни	4	3
55	и не может	3	3
56	того или иного	2	3
57	в себе и	2	3
58	и ни от	1	3
59	но в то	1	3
60	речь идет о	1	3
61	с самого начала	1	3
62	и должно быть	1	3
63	что же будет	1	3
64	что он не	2	2
65	это значило бы	1	2
66	с нею в	1	2
67	во что бы	3	2
68	друг от друга	2	2
69	содержат в себе	1	2
70	того что не	1	2
71	представить себе что	1	2
72	друг с другом	14	2
73	прежде всего необходимо	1	2
74	она не может	2	2
75	но для этого	1	2
76	и вместе с	2	2
77	нечего и говорить	1	2
78	точки зрения в	1	2
79	так как это	1	2
80	уже знаем что	1	2
81	из всего этого	1	2
82	но мы уже	1	2
83	заключается не в	1	2
84	перед нами не	1	2
85	или хотя бы	1	2
86	в себе черты	1	2
87	говорить не о	1	2
88	в свою очередь	1	2
89	лишь тогда когда	1	2
90	к чему не	1	2
91	друг к другу	1	2
92	что с точки	1	2
93	должно быть и	1	2
94	потому что и	1	2
95	тот или иной	1	2
96	что бы то	3	2
97	дело в том	1	2
98	в лучшем случае	3	2
99	вопрос о том	1	2
100	что оно есть	1	2
101	ни того ни	1	2
102	и то что	3	2
103	и в том	2	2
104	на первый взгляд	1	2
105	того ни другого	1	2
106	ни к чему	2	2
107	жизни и в	1	2
108	то ни стало	3	2
109	потому что они	1	2
110	лишь в том	2	1
111	и на нем	1	1
112	о котором мы	1	1
113	каждая из них	1	1
114	он еще не	1	1
115	с тою разницей	1	1
116	что же это	1	1
117	никогда не был	1	1
118	в применении к	1	1
119	важно то что	1	1
120	до известной степени	1	1
121	и в другом	2	1
122	от церкви и	1	1
123	на том же	1	1
124	прежде всего с	1	1
125	не могут не	2	1
126	том что для	1	1
