N	2gram	Vygotskiy_	formyVre
1	и в	47	148
2	в этом	47	73
3	в нем	6	51
4	прежде всего	9	46
5	и т	1	40
6	и не	27	37
7	в его	7	36
8	и его	14	36
9	вовсе не	3	35
10	но и	19	33
11	то же	16	32
12	не только	36	32
13	в литературе	1	32
14	но в	9	31
15	так и	8	29
16	может быть	20	27
17	не в	7	26
18	как мы	24	26
19	как и	19	25
20	как бы	13	25
21	точки зрения	39	24
22	мы уже	5	24
23	только в	24	23
24	в то	10	23
25	времени и	1	23
26	человека в	1	23
27	в том	38	22
28	то что	40	22
29	связи с	4	21
30	во всех	9	21
31	же время	1	21
32	все эти	7	21
33	в своем	3	19
34	и др	1	19
35	и на	4	19
36	в основном	4	19
37	и для	5	19
38	таким образом	38	18
39	у него	2	18
40	и все	5	18
41	еще не	5	18
42	по существу	2	18
43	при этом	4	17
44	те же	1	17
45	с этим	5	17
46	так как	25	17
47	в пределах	3	17
48	все же	7	16
49	в условиях	1	16
50	в связи	1	16
51	того же	7	16
52	в основе	5	16
53	и во	5	16
54	с рядом	1	16
55	и их	7	16
56	не может	23	16
57	в разных	6	15
58	в одном	4	15
59	в них	3	15
60	никогда не	7	15
61	с точки	31	15
62	так сказать	1	15
63	с его	1	15
64	вместе с	19	15
65	лишь в	3	15
66	и как	7	14
67	и с	5	14
68	так же	26	14
69	в конце	5	14
70	всех этих	1	14
71	а не	7	14
72	как раз	6	14
73	все это	5	14
74	в самом	15	13
75	в котором	6	13
76	для того	24	13
77	друг с	6	13
78	во время	2	13
79	с ним	5	13
80	как в	7	13
81	здесь в	2	13
82	в их	4	13
83	с другом	6	13
84	в частности	4	13
85	того чтобы	26	13
86	а в	3	13
87	же в	1	13
88	и до	3	12
89	конечно не	2	12
90	время в	3	12
91	не было	1	12
92	он не	5	12
93	значение и	2	12
94	отнюдь не	2	12
95	что в	23	12
96	потому что	26	12
97	в истории	1	12
98	ничего не	2	12
99	но не	13	12
100	и наконец	4	12
101	из них	2	11
102	хотя и	4	11
103	его в	7	11
104	между ними	8	11
105	и у	1	11
106	ни в	3	11
107	уже в	3	11
108	в ней	5	11
109	и другие	1	10
110	кроме того	1	10
111	уже не	1	10
112	и того	3	10
113	входит в	3	10
114	в ее	7	10
115	вещей и	1	10
116	этого ряда	1	10
117	сих пор	6	10
118	также и	2	10
119	до сих	6	10
120	уже говорили	2	10
121	на основе	5	10
122	здесь не	1	10
123	в большинстве	2	10
124	и даже	3	9
125	но все	2	9
126	их в	2	9
127	на этой	7	9
128	с другой	7	9
129	наряду с	2	9
130	всего в	2	9
131	должно быть	3	9
132	и следовательно	8	9
133	и это	2	9
134	в других	2	9
135	могут быть	7	9
136	та же	2	9
137	отношения к	5	9
138	оно не	3	9
139	том что	28	9
140	этот ряд	1	9
141	в самой	3	9
142	для него	6	9
143	есть в	5	9
144	жизнь и	1	9
145	и других	5	9
146	одного и	3	9
147	и к	11	8
148	в результате	3	8
149	в виду	5	8
150	в этих	2	8
151	время как	7	8
152	к тому	13	8
153	но эти	2	8
154	в этот	3	8
155	все его	1	8
156	с одной	7	8
157	что и	4	8
158	рядом с	2	8
159	здесь мы	2	8
160	и по	6	8
161	один из	3	8
162	для себя	24	8
163	со всеми	2	8
164	если бы	8	8
165	связанные с	3	8
166	большинстве случаев	2	8
167	ступени развития	7	8
168	до конца	8	8
169	и то	10	8
170	значение в	3	8
171	том числе	2	8
172	во всяком	2	8
173	это не	6	8
174	на фоне	3	8
175	и потому	3	8
176	отношение к	8	8
177	отношению к	9	8
178	или иной	2	8
179	в целом	7	8
180	в той	7	7
181	для всех	2	7
182	еще более	1	7
183	не как	1	7
184	имеет место	4	7
185	между собой	15	7
186	связанных с	2	7
187	к ним	1	7
188	к этому	2	7
189	из этих	6	7
190	в себе	14	7
191	но он	3	7
192	не знает	3	7
193	в которой	16	7
194	в себя	4	7
195	в форме	1	7
196	с ее	2	7
197	в процессе	12	7
198	например в	5	7
199	и он	4	7
200	то время	8	7
201	себя и	2	7
202	было бы	12	7
203	не могло	3	7
204	в отличие	4	7
205	том же	7	7
206	в романах	1	7
207	у них	2	7
208	того что	27	7
209	этот процесс	1	7
210	этом отношении	7	7
211	ее в	11	7
212	для других	15	7
213	отличие от	4	7
214	место в	1	7
215	за счет	4	7
216	что было	2	6
217	все что	7	6
218	именно в	9	6
219	с тем	8	6
220	только для	1	6
221	на первый	1	6
222	о том	5	6
223	с помощью	18	6
224	между двумя	5	6
225	ни одного	1	6
226	поэтому все	1	6
227	сказать что	18	6
228	в основу	1	6
229	входят в	2	6
230	во всей	3	6
231	время и	1	6
232	в качестве	9	6
233	в таком	2	6
234	здесь как	2	6
235	мы можем	7	6
236	ту же	4	6
237	и речи	19	6
238	за пределы	2	6
239	одной стороны	7	6
240	а как	1	6
241	и ее	3	6
242	и самое	2	6
243	смысле слова	1	6
244	в сущности	16	6
245	в отношении	9	6
246	мы видим	10	6
247	не могут	9	6
248	в которых	3	6
249	друг от	3	6
250	не является	4	6
251	лежат в	1	6
252	слова и	10	6
253	в совершенно	3	6
254	нет и	4	6
255	одной из	4	6
256	все они	1	6
257	мы не	10	6
258	на развитие	1	6
259	мы находим	3	6
260	от друга	3	6
261	но эта	2	6
262	только и	5	6
263	не оставляет	2	6
264	есть и	1	6
265	в начале	6	6
266	по вертикали	3	6
267	есть не	3	6
268	более того	2	6
269	новое и	1	5
270	мы и	5	5
271	вообще не	6	5
272	с этой	5	5
273	о чем	8	5
274	одно из	6	5
275	тем что	14	5
276	в порядке	3	5
277	в своей	4	5
278	в это	1	5
279	понятно что	3	5
280	отсюда и	1	5
281	всем этим	3	5
282	только на	5	5
283	но они	1	5
284	всего этого	1	5
285	что все	6	5
286	точка зрения	2	5
287	и через	1	5
288	с другими	5	5
289	как его	1	5
290	следовательно и	1	5
291	от этого	3	5
292	в смысле	9	5
293	той или	2	5
294	так что	8	5
295	все основные	1	5
296	одно и	3	5
297	не были	1	5
298	и является	5	5
299	по своей	12	5
300	в этой	7	5
301	и от	6	5
302	мы будем	1	5
303	там где	7	5
304	мы встречаем	2	5
305	что они	11	5
306	далеко не	1	5
307	они не	2	5
308	не имеет	6	5
309	и уже	1	5
310	той же	13	5
311	он может	1	5
312	он должен	1	5
313	ничем не	1	5
314	мы имеем	3	5
315	но на	3	5
316	или в	2	5
317	места в	1	5
318	об этом	4	5
319	и вообще	3	5
320	первый план	1	5
321	в ряду	3	5
322	и почти	1	5
323	стороны и	6	5
324	или как	1	5
325	числе и	2	5
326	бы он	1	5
327	и только	7	5
328	во всем	4	4
329	только что	7	4
330	даже в	2	4
331	вещи и	2	4
332	а затем	2	4
333	не являются	1	4
334	его от	2	4
335	другой стороны	3	4
336	по себе	5	4
337	в своих	2	4
338	из самых	1	4
339	или на	1	4
340	его на	1	4
341	в одно	1	4
342	в данном	7	4
343	раз и	1	4
344	в другом	3	4
345	по отношению	10	4
346	и те	1	4
347	на ней	2	4
348	друг на	2	4
349	в нашем	6	4
350	момент в	3	4
351	а следовательно	1	4
352	не был	1	4
353	и становится	1	4
354	проходит через	1	4
355	несмотря на	2	4
356	иного рода	1	4
357	и сознания	1	4
358	чем в	5	4
359	прежде чем	3	4
360	что не	2	4
361	между этими	3	4
362	о которых	3	4
363	себе и	2	4
364	в чем	5	4
365	совсем не	2	4
366	за ними	1	4
367	друг другу	5	4
368	в один	1	4
369	и вот	1	4
370	по всем	1	4
371	к ряду	2	4
372	которых мы	5	4
373	оно было	1	4
374	и при	2	4
375	из того	7	4
376	для них	1	4
377	что он	13	4
378	дело идет	1	4
379	вследствие этого	1	4
380	перед нами	3	4
381	это и	7	4
382	и более	2	4
383	языка и	6	4
384	своей собственной	2	4
385	и т.д	4	4
386	стадии развития	1	4
387	на друга	2	4
388	же самое	12	4
389	по линии	1	4
390	принадлежит к	2	4
391	всяком случае	1	4
392	друг друга	9	4
393	часто и	1	4
394	во внутреннем	1	4
395	формы и	1	4
396	они были	1	4
397	этом случае	15	4
398	одних и	1	4
399	находятся в	2	4
400	не для	2	4
401	как у	1	4
402	у нас	3	4
403	все равно	2	4
404	раз в	4	4
405	неразрывно связаны	1	4
406	как она	6	4
407	на одном	1	4
408	на его	3	4
409	в одной	6	4
410	тем более	1	4
411	мы должны	7	4
412	как он	1	4
413	и вне	1	4
414	и о	4	4
415	которыми он	2	4
416	включает в	2	4
417	мы сказали	1	4
418	с которыми	3	3
419	в центре	2	3
420	к другу	4	3
421	различия в	1	3
422	и природа	1	3
423	тому что	14	3
424	из всех	5	3
425	это значит	1	3
426	в море	1	3
427	всех ее	1	3
428	нас в	4	3
429	по мере	10	3
430	отношений в	1	3
431	и которые	3	3
432	самых основных	2	3
433	можно говорить	2	3
434	в соответствии	1	3
435	в более	1	3
436	но мы	5	3
437	культуры в	1	3
438	все ее	1	3
439	во внешнем	1	3
440	не могли	5	3
441	вопрос о	9	3
442	которой он	2	3
443	от целого	1	3
444	мы увидим	1	3
445	между вещами	1	3
446	начиная от	1	3
447	вот почему	3	3
448	характер в	1	3
449	вещами и	1	3
450	самого начала	13	3
451	и еще	1	3
452	в прошлом	1	3
453	как на	8	3
454	находится в	3	3
455	с этими	1	3
456	в зависимости	6	3
457	все время	3	3
458	не мог	2	3
459	в заключение	2	3
460	нам важно	1	3
461	и весь	3	3
462	внимание на	4	3
463	как можно	1	3
464	и развития	3	3
465	же как	14	3
466	одна из	2	3
467	и характер	1	3
468	удельный вес	1	3
469	до известной	2	3
470	того и	2	3
471	и жизнь	1	3
472	в двух	2	3
473	под влиянием	1	3
474	бы в	7	3
475	я был	1	3
476	связь с	1	3
477	очень часто	2	3
478	выражение в	6	3
479	для развития	3	3
480	на этом	4	3
481	другом и	1	3
482	нет но	1	3
483	как это	7	3
484	в тех	1	3
485	но только	5	3
486	главным образом	1	3
487	не могла	2	3
488	и есть	4	3
489	его к	2	3
490	и ничего	2	3
491	над ними	2	3
492	и здесь	5	3
493	друг к	3	3
494	жизни а	1	3
495	эти особенности	4	3
496	мы в	3	3
497	она становится	1	3
498	если не	1	3
499	все то	1	3
500	почти всегда	3	3
501	он хочет	1	3
502	и затем	1	3
503	в слове	11	3
504	явлений и	1	3
505	бы не	1	3
506	по самому	2	3
507	том как	2	3
508	сравнению с	21	3
509	зависимости от	6	3
510	к другому	5	3
511	но оно	1	3
512	еще и	1	3
513	ни к	1	3
514	его и	2	3
515	что мы	14	3
516	развития человеческого	1	3
517	в свою	3	3
518	в значительной	3	3
519	наконец в	3	3
520	основе этого	1	3
521	в образах	1	3
522	значение для	2	3
523	целый ряд	6	3
524	через него	1	3
525	известной степени	2	3
526	что здесь	2	3
527	без всякого	2	3
528	в данной	1	3
529	если мы	6	3
530	тем же	8	3
531	мы говорили	3	3
532	к новой	2	3
533	но это	4	3
534	точку зрения	4	3
535	что есть	2	3
536	которые в	5	3
537	ему в	1	3
538	ряд в	1	3
539	связи между	11	3
540	он как	1	3
541	в определенном	2	3
542	этого нового	1	3
543	совершенно не	2	3
544	на одной	2	3
545	силу и	1	3
546	как нечто	1	3
547	однако не	2	3
548	без всяких	1	3
549	в другую	3	3
550	дело в	1	3
551	в сферу	3	3
552	резко и	2	3
553	есть только	3	3
554	по своему	11	3
555	зрения не	1	3
556	в новом	2	3
557	это было	2	3
558	бы совершенно	1	3
559	при виде	1	3
560	и внутреннее	1	3
561	только к	4	3
562	с самого	13	3
563	он ни	1	3
564	она не	7	3
565	но при	1	3
566	была сделана	1	3
567	но она	1	3
568	свое значение	1	3
569	самое время	1	3
570	по сравнению	23	3
571	к ней	2	3
572	можно сказать	9	3
573	происходит в	2	3
574	менее всего	3	3
575	все более	2	3
576	которой мы	2	3
577	дело здесь	1	3
578	что на	5	3
579	в чисто	2	3
580	не к	1	3
581	момент его	1	3
582	находим в	2	2
583	случае в	4	2
584	и очень	1	2
585	и лишь	1	2
586	чего не	1	2
587	только два	1	2
588	более что	1	2
589	с необходимостью	2	2
590	они у	1	2
591	она проявляется	1	2
592	жить и	2	2
593	остановиться на	4	2
594	ясно что	4	2
595	нами в	6	2
596	мы даем	1	2
597	исторического развития	3	2
598	с собой	3	2
599	приходит к	1	2
600	вопрос об	1	2
601	как они	2	2
602	рогов и	1	2
603	он утверждает	1	2
604	ступенях развития	2	2
605	вещь в	1	2
606	значения в	2	2
607	к более	3	2
608	представление о	8	2
609	для своей	1	2
610	правда в	1	2
611	движется в	1	2
612	начинается с	2	2
613	и сами	1	2
614	притом в	1	2
615	как таковой	1	2
616	всю эту	1	2
617	но очень	1	2
618	отличается от	6	2
619	как только	1	2
620	перестает быть	1	2
621	природы в	1	2
622	третий в	1	2
623	которые мы	4	2
624	новой ступени	3	2
625	в пределе	3	2
626	своей природе	8	2
627	этом мы	1	2
628	имеет в	4	2
629	процесс в	2	2
630	другом в	1	2
631	значительной мере	2	2
632	с трудом	1	2
633	к своей	1	2
634	говорить о	1	2
635	связь между	10	2
636	план выдвигается	1	2
637	и должно	1	2
638	принадлежит не	1	2
639	как оно	2	2
640	из одного	2	2
641	до того	2	2
642	свою очередь	3	2
643	что те	1	2
644	но этот	2	2
645	новых форм	1	2
646	они должны	1	2
647	причем в	1	2
648	в каждом	3	2
649	он сам	2	2
650	но повторяем	1	2
651	от них	1	2
652	на котором	4	2
653	речи в	31	2
654	но самый	1	2
655	этом же	1	2
656	к нему	5	2
657	то в	4	2
658	что у	4	2
659	по природе	2	2
660	и реальной	1	2
661	и всей	3	2
662	эта особенность	1	2
663	имеют в	1	2
664	что уже	2	2
665	на этих	2	2
666	и сама	1	2
667	для своего	1	2
668	совершенно новое	1	2
669	к определенному	2	2
670	отношения в	1	2
671	тому же	2	2
672	и притом	4	2
673	в несколько	1	2
674	как по	5	2
675	про себя	2	2
676	по аналогии	1	2
677	но для	2	2
678	и связи	1	2
679	связаны друг	1	2
680	я не	3	2
681	также в	1	2
682	и она	2	2
683	себя как	1	2
684	есть именно	1	2
685	и вместе	2	2
686	особенности в	2	2
687	больше и	2	2
688	связанный с	1	2
689	позицию для	1	2
690	а только	2	2
691	но к	1	2
692	основе единства	1	2
693	а потом	1	2
694	на другой	1	2
695	но как	3	2
696	слова то	1	2
697	того в	1	2
698	одну и	1	2
699	его развития	1	2
700	его жизнь	1	2
701	в отдельных	1	2
702	что должно	1	2
703	не связанных	1	2
704	если же	2	2
705	никто не	2	2
706	хотя в	1	2
707	чем больше	1	2
708	и тот	1	2
709	совершенно так	1	2
710	выражается в	2	2
711	этот вопрос	2	2
712	должны были	2	2
713	или наконец	1	2
714	целом и	1	2
715	между людьми	1	2
716	что во	1	2
717	его как	1	2
718	моментов в	2	2
719	в каком	2	2
720	когда они	1	2
721	о его	3	2
722	которое мы	4	2
723	человека мы	1	2
724	необходимо чтобы	2	2
725	в полном	1	2
726	единство но	1	2
727	значит что	1	2
728	момент является	1	2
729	которого мы	2	2
730	возникает в	3	2
731	и особенно	2	2
732	мы видели	10	2
733	от нее	3	2
734	во втором	5	2
735	и против	2	2
736	опирается на	2	2
737	всеми ее	1	2
738	они и	2	2
739	полноту и	1	2
740	сказано в	1	2
741	если в	6	2
742	он только	1	2
743	его с	3	2
744	на ее	2	2
745	тогда когда	12	2
746	была бы	3	2
747	самому своему	1	2
748	в большом	1	2
749	рассказывается о	1	2
750	утверждает что	1	2
751	всякой связи	1	2
752	и создает	1	2
753	здесь раскрывается	1	2
754	нам в	2	2
755	самом деле	6	2
756	самим собой	2	2
757	целого но	1	2
758	в наших	8	2
759	мы говорим	2	2
760	месте и	1	2
761	одновременно с	1	2
762	мы остановимся	4	2
763	как для	2	2
764	которые могут	1	2
765	данном случае	5	2
766	о котором	1	2
767	говорить и	1	2
768	и всех	1	2
769	в очень	1	2
770	то и	5	2
771	в иной	2	2
772	учение об	1	2
773	в зоне	2	2
774	и поэтому	1	2
775	наш анализ	1	2
776	и тогда	3	2
777	в новой	4	2
778	отношении к	4	2
779	в первых	1	2
780	от других	1	2
781	друга и	2	2
782	действительность в	2	2
783	действия и	4	2
784	образом не	1	2
785	на более	1	2
786	соответствии с	1	2
787	начиная с	1	2
788	этого слова	5	2
789	но если	5	2
790	появляется в	1	2
791	в плане	3	2
792	связей и	3	2
793	идей и	1	2
794	и после	1	2
795	какое это	1	2
796	контакта с	1	2
797	только о	3	2
798	нее и	1	2
799	и том	3	2
800	высшей степени	1	2
801	борьба и	1	2
802	ее на	1	2
803	не можем	4	2
804	и пр	1	2
805	для нас	4	2
806	идет о	3	2
807	они входят	1	2
808	для всего	2	2
809	по ту	1	2
810	с их	2	2
811	по этому	4	2
812	не существует	1	2
813	ее к	1	2
814	ведь это	2	2
815	и непосредственно	3	2
816	образом в	5	2
817	по степени	2	2
818	слова но	3	2
819	бытия и	1	2
820	и новых	1	2
821	что их	2	2
822	в стороне	1	2
823	словом и	10	2
824	за которым	1	2
825	но по	1	2
826	является не	4	2
827	к своему	1	2
828	этой стадии	2	2
829	должен быть	1	2
830	акта и	1	2
831	человека не	1	2
832	остается вне	1	2
833	на них	1	2
834	на место	1	2
835	и снова	1	2
836	но сами	1	2
837	должны быть	5	2
838	этот новый	1	2
839	такие же	1	2
840	одну из	2	2
841	и образов	1	2
842	так резко	1	2
843	и может	2	2
844	особый тип	1	2
845	оказывается что	2	2
846	еще в	3	2
847	комплекса в	1	2
848	человека с	1	2
849	как то	1	2
850	когда мы	2	2
851	него и	1	2
852	со своими	1	2
853	язык в	2	2
854	само собой	2	2
855	быть названы	1	2
856	значение но	1	2
857	мы также	1	2
858	степени и	1	2
859	специфические для	1	1
860	это на	1	1
861	объединения в	1	1
862	они являются	1	1
863	могут слиться	1	1
864	рода и	2	1
865	является в	7	1
866	и составляет	2	1
867	ребенка и	10	1
868	более общим	2	1
869	этих вопросов	1	1
870	его связей	1	1
871	еще раз	1	1
872	мы найдем	1	1
873	другом но	1	1
874	место слияние	1	1
875	выводу что	3	1
876	и своего	2	1
877	в момент	4	1
878	два существенных	1	1
879	никаких сомнений	2	1
880	самого себя	1	1
881	исходя из	1	1
882	в неразрывном	1	1
883	внимательно к	1	1
884	некоторой степени	1	1
885	есть прежде	1	1
886	социального целого	1	1
887	что один	1	1
888	дело с	3	1
889	связанных между	2	1
890	речи и	36	1
891	пределах одного	1	1
892	эта новая	1	1
893	скорее к	1	1
894	в большей	2	1
895	это обычно	2	1
896	психологическое значение	1	1
897	что то	4	1
898	и лучше	1	1
899	с более	2	1
900	и высшей	1	1
901	язык как	1	1
902	осознания и	3	1
903	это противоречие	2	1
904	не годится	1	1
905	случае он	1	1
906	них совершенно	1	1
907	до последнего	1	1
908	как таковых	1	1
909	и само	1	1
910	но что	2	1
911	каждой отдельной	3	1
912	этим объясняется	1	1
913	и непосредственным	1	1
914	ко всем	6	1
915	это делают	1	1
916	по пути	1	1
917	конца так	2	1
918	различные по	1	1
919	с аналогичной	1	1
920	в первом	6	1
921	в отсутствии	1	1
922	им и	1	1
923	случаях когда	1	1
924	все дело	1	1
925	особенности этой	1	1
926	и конкретности	1	1
927	новой формы	1	1
928	у людей	1	1
929	где они	4	1
930	из всего	1	1
931	конечном счете	2	1
932	является выражением	1	1
933	развития но	1	1
934	специфические особенности	2	1
935	и должен	1	1
936	когда это	1	1
937	к самому	2	1
938	только через	1	1
939	и внутренне	1	1
940	всегда в	2	1
941	что по	2	1
942	выражения и	2	1
943	одновременно и	3	1
944	не менее	6	1
945	мы только	1	1
946	как высшая	1	1
947	почти без	1	1
948	начала не	1	1
949	эти аспекты	1	1
950	и слово	4	1
951	именно этого	1	1
952	поставить вопрос	1	1
953	всей цепи	1	1
954	словесном выражении	1	1
955	так например	1	1
956	обращение к	1	1
957	все их	1	1
958	всем его	2	1
959	соединение в	1	1
960	эта точка	1	1
961	нас этот	1	1
962	легкомыслие и	1	1
963	действительности в	3	1
964	был на	1	1
965	нам не	1	1
966	совершенно ином	1	1
967	на природу	1	1
968	нами выше	2	1
969	это с	2	1
970	к этой	2	1
971	как обстоит	1	1
972	при условии	1	1
973	что этот	6	1
974	всего ряда	1	1
975	показано в	1	1
976	эта связь	2	1
977	к типу	1	1
978	и мысли	1	1
979	нас и	2	1
980	два момента	1	1
981	что всякое	2	1
982	служит только	1	1
983	представления о	2	1
984	было показать	2	1
985	в нескольких	1	1
986	других и	1	1
987	объясняется и	1	1
988	другу и	2	1
989	в каких	1	1
990	еще одного	1	1
991	поэтому если	1	1
992	бы поставить	1	1
993	остается неизменным	1	1
994	оно как	1	1
995	как частного	1	1
996	с нашим	1	1
997	и научные	2	1
998	того почему	2	1
999	могут не	4	1
1000	поэтому мы	5	1
1001	это же	2	1
1002	развития что	1	1
1003	одной и	5	1
1004	и стали	1	1
1005	не отделена	2	1
1006	представлением о	1	1
1007	не имеем	1	1
1008	возможность видеть	1	1
1009	нет поэтому	1	1
1010	и бросил	1	1
1011	более сложных	2	1
1012	для данного	3	1
1013	значение чем	1	1
1014	и значение	5	1
1015	первейшей задачей	1	1
1016	в ранних	1	1
1017	привела к	1	1
1018	в каждой	4	1
1019	что еще	1	1
1020	рассказывает о	1	1
1021	вынуждены были	1	1
1022	от своей	1	1
1023	существовать и	1	1
1024	отношений с	2	1
1025	к третьему	1	1
1026	это значило	2	1
1027	последнего времени	1	1
1028	себе в	5	1
1029	изменяются в	1	1
1030	так мы	1	1
1031	это единство	2	1
1032	процессе развития	1	1
1033	учению о	1	1
1034	слову и	1	1
1035	с другим	3	1
1036	весь эпизод	1	1
1037	отношений и	2	1
1038	самом начале	5	1
1039	ее но	1	1
1040	этих типов	1	1
1041	обзор основных	1	1
1042	для всей	2	1
1043	ключ к	3	1
1044	ее как	2	1
1045	как правило	2	1
1046	гораздо существеннее	1	1
1047	следовательно по	1	1
1048	такая же	1	1
1049	в самое	1	1
1050	на него	1	1
1051	этих положений	1	1
1052	и решающее	1	1
1053	это отношение	3	1
1054	параллельно с	1	1
1055	есть скорее	1	1
1056	мы взяли	1	1
1057	его потому	1	1
1058	ибо она	1	1
1059	в непосредственной	1	1
1060	не переставая	1	1
1061	связи со	1	1
1062	котором совершается	1	1
1063	который в	1	1
1064	речь о	1	1
1065	без которой	1	1
1066	и внутренняя	1	1
1067	стадии в	3	1
1068	развитие и	1	1
1069	другому но	1	1
1070	эти по	1	1
1071	к этим	1	1
1072	благодаря чему	1	1
1073	она есть	2	1
1074	создает возможность	1	1
1075	не просто	1	1
1076	к языку	1	1
1077	и иной	2	1
1078	едва ли	5	1
1079	но сама	1	1
1080	все перечисленные	1	1
1081	эта работа	1	1
1082	видов и	1	1
1083	связей в	1	1
1084	всех прежних	2	1
1085	от ее	3	1
1086	не имеющих	1	1
1087	гораздо более	4	1
1088	ближе к	2	1
1089	и которое	3	1
1090	и представляет	1	1
1091	не возникает	2	1
1092	при котором	2	1
1093	в научной	1	1
1094	мы как	2	1
1095	и тождества	1	1
1096	как такового	2	1
1097	от его	2	1
1098	и функции	2	1
1099	самый характер	1	1
1100	своему содержанию	1	1
1101	на том	2	1
1102	бы друг	1	1
1103	этом ее	1	1
1104	она в	2	1
1105	и той	5	1
1106	нашей работы	3	1
1107	в состоянии	4	1
1108	быть тем	1	1
1109	образовался из	1	1
1110	мы знаем	5	1
1111	говоря это	1	1
1112	при переходе	9	1
1113	начала и	1	1
1114	условные и	1	1
1115	и иного	2	1
1116	и свой	2	1
1117	к которому	3	1
1118	место по	1	1
1119	от всякой	2	1
1120	сохраняются и	1	1
1121	указанных выше	1	1
1122	тем не	4	1
1123	значительной степени	1	1
1124	аналогии с	1	1
1125	что самая	1	1
1126	представлена в	2	1
1127	и решающим	1	1
1128	конкретного и	2	1
1129	они в	1	1
1130	это слово	1	1
1131	которого и	1	1
1132	по типу	2	1
1133	то только	1	1
1134	противоречие между	3	1
1135	на данной	4	1
1136	этих проявлений	1	1
1137	не путем	2	1
1138	тем больше	1	1
1139	может жить	1	1
1140	в конечном	2	1
1141	в будущем	1	1
1142	например при	1	1
1143	как же	1	1
1144	и сочетания	1	1
1145	до крайности	3	1
1146	пути и	3	1
1147	реальным значением	1	1
1148	полной ясностью	1	1
1149	но совершенно	2	1
1150	случай имеет	1	1
1151	в представлении	1	1
1152	это мы	6	1
1153	одним из	3	1
1154	наконец не	1	1
1155	но значение	1	1
1156	и отношение	1	1
1157	основу нашего	1	1
1158	изменения и	2	1
1159	как новый	1	1
1160	интереса для	1	1
1161	все последующее	1	1
1162	свой особый	1	1
1163	так много	1	1
1164	отношениях между	1	1
1165	как говорит	6	1
1166	своей структуре	3	1
1167	учение о	3	1
1168	их положение	1	1
1169	ясным и	2	1
1170	в изображении	1	1
1171	эти три	2	1
1172	и старого	1	1
1173	в развернутом	1	1
1174	этом и	2	1
1175	он для	1	1
1176	мышление следовательно	1	1
1177	должно было	2	1
1178	роли которую	1	1
1179	возможности для	1	1
1180	м б	1	1
1181	пародии на	1	1
1182	по своим	2	1
1183	на себе	1	1
1184	что как	2	1
1185	действительности и	1	1
1186	и крайне	1	1
1187	чтобы понять	1	1
1188	по поводу	3	1
1189	выступает с	1	1
1190	понятий и	11	1
1191	точкой зрения	1	1
1192	могли бы	10	1
1193	которая является	3	1
1194	для его	2	1
1195	проявляется не	2	1
1196	неотделимыми от	1	1
1197	и специфическую	1	1
1198	границы между	2	1
1199	как факт	1	1
1200	действия в	1	1
1201	они же	1	1
1202	чтобы в	1	1
1203	данный момент	1	1
1204	в целях	1	1
1205	что происходит	1	1
1206	где проявляется	1	1
1207	в лучшем	3	1
1208	звучащую речь	1	1
1209	от этих	1	1
1210	нашего сознания	1	1
1211	как материал	1	1
1212	между тем	2	1
1213	не из	2	1
1214	мы всегда	3	1
1215	тот момент	1	1
1216	уже к	1	1
1217	и продолжается	1	1
1218	соответствует и	1	1
1219	в случае	5	1
1220	из ряда	1	1
1221	и тем	10	1
1222	бы они	1	1
1223	оказывается в	1	1
1224	новых и	2	1
1225	случайное совпадение	1	1
1226	в системе	3	1
1227	но зато	1	1
1228	надо сказать	1	1
1229	ничего нового	3	1
1230	всех других	1	1
1231	не приходится	1	1
1232	все те	2	1
1233	и что	14	1
1234	время когда	1	1
1235	потребность в	1	1
1236	к ее	1	1
1237	тем и	2	1
1238	содержание но	1	1
1239	проблем в	2	1
1240	по кругу	1	1
1241	но отнюдь	1	1
1242	этом смысле	2	1
1243	проникнуть в	1	1
1244	к существенным	1	1
1245	в нее	1	1
1246	но ей	1	1
1247	не оставляют	1	1
1248	самому существу	1	1
1249	свой путь	1	1
1250	в специфических	1	1
1251	вопрос в	1	1
1252	он в	1	1
1253	к новым	1	1
1254	особая форма	1	1
1255	особенностей и	1	1
1256	иногда в	1	1
1257	все вообще	1	1
1258	это делает	1	1
1259	рассматривать не	1	1
1260	единство их	1	1
1261	на отдельные	1	1
1262	даже если	2	1
1263	в первой	3	1
1264	все остальное	1	1
1265	с которым	1	1
1266	по направлению	1	1
1267	различным явлениям	1	1
1268	ней в	1	1
1269	есть все	1	1
1270	слова как	5	1
