N	2gram	Vygotskiy_	DiskursI
1	в качестве	9	72
2	а не	7	60
3	может быть	20	56
4	не только	36	49
5	и в	47	49
6	как и	19	47
7	при этом	4	46
8	и не	27	44
9	в том	38	44
10	представляет собой	23	41
11	в прозе	1	41
12	том что	28	40
13	в этом	47	38
14	в себе	14	37
15	состоит в	3	37
16	в частности	4	36
17	но и	19	35
18	но не	13	31
19	отличие от	4	28
20	но в	9	28
21	так и	8	28
22	в отличие	4	27
23	не может	23	27
24	по своей	12	26
25	как в	7	25
26	отнюдь не	2	23
27	еще не	5	23
28	в своей	4	19
29	все же	7	19
30	в нем	6	19
31	прежде всего	9	19
32	далеко не	1	18
33	в основе	5	18
34	то же	16	17
35	в данном	7	17
36	с другой	7	17
37	по отношению	10	17
38	отношению к	9	17
39	точки зрения	39	16
40	только в	24	16
41	о том	5	15
42	то что	40	15
43	в его	7	15
44	не менее	6	14
45	можно сказать	9	14
46	одной стороны	7	14
47	с одной	7	14
48	не в	7	14
49	ни к	1	14
50	не является	4	14
51	это не	6	14
52	или иной	2	14
53	как бы	13	13
54	для него	6	13
55	в целом	7	13
56	в своих	2	12
57	в своем	3	12
58	того же	7	12
59	и на	4	12
60	и все	5	12
61	данном случае	5	12
62	как правило	2	11
63	по природе	2	11
64	не было	1	11
65	столь же	2	11
66	что в	23	11
67	с его	1	11
68	и как	7	11
69	той или	2	10
70	а с	3	10
71	для себя	24	10
72	вследствие этого	1	10
73	по сути	1	10
74	а в	3	10
75	же время	1	10
76	также и	2	10
77	и т.д	4	10
78	в них	3	9
79	уже не	1	9
80	внимание на	4	9
81	между тем	2	9
82	в силу	21	9
83	в то	10	9
84	еще в	3	9
85	тем самым	14	9
86	в этих	2	8
87	и даже	3	8
88	в соответствии	1	8
89	к тому	13	8
90	в котором	6	8
91	в противоположность	1	8
92	в одном	4	8
93	в басне	1	8
94	из них	2	8
95	хотя и	4	8
96	в себя	4	8
97	он не	5	8
98	если в	6	8
99	совпадает с	5	8
100	потому что	26	8
101	соответствии с	1	8
102	этом отношении	7	8
103	человека в	1	8
104	не с	3	8
105	и о	4	8
106	о чем	8	7
107	другой стороны	3	7
108	таким образом	38	7
109	иначе говоря	3	7
