N	2gram	Bakhtin_Pr	PoTuStor
1	может быть	38	17
2	и в	59	16
3	и пр	3	12
4	таким образом	22	9
5	в этом	40	9
6	прежде всего	17	9
7	мы можем	3	9
8	и только	2	9
9	совершенно не	2	8
10	точки зрения	36	8
11	и с	10	8
12	не может	31	8
13	и его	21	8
14	не только	26	7
15	в сознание	1	7
16	сказать что	9	7
17	с его	14	7
18	и к	5	6
19	при этом	5	6
20	для него	23	6
21	самом деле	9	6
22	я и	2	6
23	и это	5	6
24	конечно не	7	6
25	с точки	21	6
26	что такое	1	5
27	ни в	5	5
28	все эти	12	5
29	только для	2	5
30	в чем	2	5
31	еще не	11	5
32	сознание и	7	5
33	как бы	40	5
34	ту сторону	2	5
35	отношение к	4	5
36	до сознания	1	5
37	а потому	4	4
38	все что	6	4
39	и на	15	4
40	так как	11	4
41	все позволено	1	4
42	все это	12	4
43	в его	44	4
44	жизни человека	1	4
45	художественного творчества	3	4
46	мысли и	5	4
47	так и	13	4
48	на самом	5	4
49	по ту	2	4
50	его в	6	4
51	и даже	4	4
52	и все	4	4
53	с ними	3	4
54	только в	15	4
55	и не	66	4
56	можно сказать	3	4
57	с самого	3	4
58	но и	22	4
59	хотя бы	5	4
60	и их	7	4
61	самого начала	4	4
62	в этой	5	4
63	как мы	10	4
64	в нем	38	4
65	с ее	5	4
66	в один	2	4
67	и ее	5	4
68	и наконец	5	4
69	но в	7	4
70	и вот	4	3
71	если б	1	3
72	до сих	3	3
73	на язык	1	3
74	в основном	2	3
75	к себе	2	3
76	в том	17	3
77	те же	3	3
78	с другими	11	3
79	с их	9	3
80	между ними	4	3
81	их в	8	3
82	отношения к	4	3
83	этом смысле	12	3
84	для сознания	1	3
85	и как	10	3
86	что в	14	3
87	и она	1	3
88	том что	15	3
89	большинстве случаев	3	3
90	вместе с	2	3
91	на этом	1	3
92	в этих	5	3
93	мира и	8	3
94	и художественного	1	3
95	сравнению с	2	3
96	и оно	2	3
97	во всех	8	3
98	быть это	1	3
99	во всяком	5	3
100	и потому	9	3
101	в основе	6	3
102	и притом	3	3
103	только как	1	3
104	по сравнению	2	3
105	по крайней	3	3
106	и теперь	1	3
107	как это	2	3
108	только на	1	3
109	в одном	14	3
110	и значение	1	3
111	даже не	1	3
112	чем не	1	3
113	а в	9	3
114	в большинстве	3	3
115	то что	21	3
116	на две	1	3
117	и др	1	3
118	могут быть	5	3
119	и есть	6	3
120	сих пор	3	3
121	жизни и	21	3
122	в области	3	3
123	всяком случае	3	3
124	крайней мере	3	3
125	едва ли	1	3
126	в самом	19	2
127	мы видим	5	2
128	него только	1	2
129	что оно	2	2
130	это делает	2	2
131	на протяжении	3	2
132	они не	5	2
133	почти не	1	2
134	т.е в	1	2
135	мы не	3	2
136	с этой	1	2
137	по всему	1	2
138	ни было	4	2
139	что это	1	2
140	на этих	1	2
141	нашего времени	1	2
142	ее в	2	2
143	может иметь	1	2
144	для нас	3	2
145	и через	2	2
146	и этим	2	2
147	но как	4	2
148	что и	10	2
149	сознания и	9	2
150	мир по	2	2
151	у него	9	2
152	не на	6	2
153	не могут	6	2
154	со всеми	1	2
155	в душе	1	2
156	в них	5	2
157	а на	1	2
158	существует только	2	2
159	поэтому и	3	2
160	и других	8	2
161	все то	5	2
162	не знает	5	2
163	остается и	1	2
164	всех его	1	2
165	что не	6	2
166	цельного человека	1	2
167	и действительно	1	2
168	здесь же	1	2
169	вообще не	1	2
170	между собою	1	2
171	в жизни	7	2
172	из тех	3	2
173	но ведь	4	2
174	является по	1	2
175	как и	21	2
176	что он	16	2
177	есть в	10	2
178	же как	5	2
179	не есть	2	2
180	только то	3	2
181	в своей	17	2
182	и так	1	2
183	в одно	1	2
184	сознания при	1	2
185	как с	1	2
186	себя и	4	2
187	с историей	1	2
188	только и	1	2
189	войти в	2	2
190	не менее	3	2
191	в каком	2	2
192	нем нет	1	2
193	на первый	1	2
194	на них	1	2
195	с этим	2	2
196	при всей	1	2
197	всей их	1	2
198	к этому	6	2
199	оно не	2	2
200	внешний мир	2	2
201	не существует	1	2
202	что мы	2	2
203	это последнее	1	2
204	мы уже	4	2
205	другими словами	2	2
206	да еще	1	2
207	все остальные	1	2
208	из этих	2	2
209	ту же	1	2
210	совсем не	1	2
211	и содержание	1	2
212	этих трех	1	2
213	современной ему	2	2
214	а может	3	2
215	в этот	2	2
216	он не	11	2
217	он ищет	4	2
218	и т.п	8	2
219	кажется что	4	2
220	в развитии	1	2
221	с помощью	1	2
222	в частности	2	2
223	не будет	1	2
224	оно и	1	2
225	для меня	2	2
226	характерно для	2	2
227	не существовало	1	2
228	но зато	1	2
229	всей жизни	1	2
230	говорить о	3	2
231	всех других	1	2
232	есть и	2	2
233	в науке	2	2
234	за пределы	10	2
235	в начале	3	2
236	в мир	4	2
237	в пределах	13	2
238	как не	9	2
239	так же	10	2
240	и всех	2	2
241	потому и	2	2
242	было бы	10	2
243	это главное	1	2
244	к ним	3	2
245	его целом	8	2
246	нет и	4	2
247	и о	5	2
248	к следующему	1	2
249	своей жизни	2	2
250	если мы	1	2
251	с нею	1	2
252	находится в	2	2
253	что на	1	2
254	о том	5	2
255	в голову	1	2
256	во всей	2	2
257	всю жизнь	1	2
258	можем сказать	2	2
259	один из	4	2
260	и по	4	2
261	с ним	13	2
262	но это	7	2
263	существовало бы	1	2
264	и для	5	2
265	для этого	4	2
266	того же	1	2
267	начале пути	1	2
268	нам кажется	4	2
269	понятия и	1	2
270	то же	15	2
271	не можем	1	2
272	за счет	2	2
273	никогда не	19	2
274	быть даже	2	1
275	для самого	2	1
276	и ту	1	1
277	что было	4	1
278	мир не	1	1
279	хорошо и	1	1
280	во всем	1	1
281	бы то	3	1
282	они являются	1	1
283	мире и	1	1
284	на почве	5	1
285	от нее	1	1
286	что они	3	1
287	целом это	1	1
288	вспомним хотя	1	1
289	и то	1	1
290	никак нельзя	2	1
291	в другой	4	1
292	в единую	1	1
293	образом и	1	1
294	или к	2	1
295	только из	1	1
296	характерно понимание	1	1
297	в более	1	1
298	на языке	2	1
299	которая была	1	1
300	мышления в	1	1
301	и здесь	5	1
302	та же	1	1
303	не оставляет	4	1
304	зрения может	1	1
305	не позволяет	2	1
306	себя этим	1	1
307	мы и	2	1
308	этот мир	3	1
309	все оттенки	1	1
310	мир в	4	1
311	же и	2	1
312	о двух	2	1
313	конечно есть	1	1
314	со всем	2	1
315	нельзя сказать	1	1
316	это первое	1	1
317	как нам	2	1
318	ведь именно	1	1
319	и социальный	1	1
320	данном случае	3	1
321	построение не	1	1
322	в момент	4	1
323	только что	3	1
324	на вопрос	2	1
325	сознания с	3	1
326	которая в	1	1
327	время и	2	1
328	за собою	1	1
329	и того	1	1
330	него уже	1	1
331	с одной	1	1
332	уже в	9	1
333	на ее	2	1
334	ним и	4	1
