N	2gram	Propp_Isto	VrazhdaK
1	не только	30	9
2	в этом	19	8
3	и в	41	8
4	и что	15	8
5	что в	21	7
6	и все	6	7
7	но и	20	7
8	то что	12	7
9	как и	8	6
10	и даже	3	6
11	и с	4	6
12	все же	14	6
13	в котором	3	6
14	в начале	2	6
15	в нем	12	6
16	но в	7	6
17	то же	12	5
18	у него	16	5
19	и не	12	5
20	об этом	7	5
21	не было	3	5
22	на лету	1	5
23	в то	6	5
24	это не	14	4
25	при этом	7	4
26	с ним	9	4
27	для нас	8	4
28	все это	9	4
29	что он	29	4
30	уже в	4	4
31	о том	15	4
32	может быть	19	4
33	в ней	4	4
34	как бы	8	4
35	так же	6	4
36	во многом	1	4
37	что у	6	3
38	в его	4	3
39	в том	14	3
40	т е	34	3
41	его в	7	3
42	раз в	1	3
43	связи с	3	3
44	но он	4	3
45	в связи	3	3
46	я не	1	3
47	и как	3	3
48	далеко не	3	3
49	тем что	11	3
50	в чем	5	3
51	и у	3	3
52	в русской	8	3
53	человека в	1	3
54	он был	2	3
55	эти слова	1	3
56	том что	18	3
57	в этот	1	3
58	он не	8	3
59	и уже	1	3
60	в конце	4	3
61	и о	2	3
62	наряду с	2	3
63	что есть	1	3
64	одним из	1	3
65	в своем	3	3
66	на то	5	3
67	с его	4	3
68	и его	11	3
69	к этому	5	3
70	который был	1	3
71	и во	1	3
72	таким образом	15	2
73	начиная с	2	2
74	и то	3	2
75	ответ на	6	2
76	и он	8	2
77	после этого	8	2
78	людей уже	1	2
79	его с	2	2
80	к себе	4	2
81	мы знаем	4	2
82	и далее	1	2
83	с точки	1	2
84	его и	1	2
85	этот момент	1	2
86	о чем	2	2
87	же не	2	2
88	в них	4	2
89	а также	2	2
90	же в	1	2
91	отношения к	2	2
92	его на	2	2
93	там же	3	2
94	их в	3	2
95	же как	6	2
96	в своей	4	2
97	рядом с	1	2
98	вместе с	17	2
99	так в	10	2
100	в это	3	2
101	в известном	1	2
102	не менее	5	2
103	и это	9	2
104	в эту	3	2
105	и стал	4	2
106	на первый	6	2
107	еще не	13	2
108	он пишет	1	2
109	меня но	1	2
110	но как	4	2
111	а с	3	2
112	это в	3	2
113	в свою	1	2
114	в русских	3	2
115	на основе	1	2
116	после смерти	7	2
117	в этой	2	2
118	что к	1	2
119	при помощи	6	2
120	тогда как	4	2
121	а в	12	2
122	к ним	3	2
123	отношение к	6	2
124	в одну	3	2
125	уже не	8	2
126	из них	2	2
127	в себе	3	2
128	ii этот	1	2
129	что я	2	2
130	не может	19	2
131	точки зрения	4	2
132	тем более	2	2
133	одна из	7	2
134	за год	1	2
135	об этой	2	2
136	время он	1	2
137	на место	2	2
138	довольно много	2	2
139	но это	5	2
140	во время	7	2
141	не мог	1	2
142	в него	4	2
143	и ее	6	2
144	пришел к	2	2
145	никогда не	16	2
146	могли быть	2	2
147	всегда одинаково	1	1
148	в особенности	2	1
149	все в	2	1
150	нет необходимости	3	1
151	своего рода	7	1
152	в самом	2	1
153	во всем	2	1
154	то в	1	1
155	связан с	5	1
156	именно к	1	1
157	можно проследить	1	1
158	так и	8	1
159	близок к	4	1
160	что они	5	1
161	которую они	1	1
162	в свое	3	1
163	попадает в	5	1
164	в литературе	2	1
165	все что	4	1
166	это во	1	1
167	о молодом	1	1
168	до сих	4	1
169	и рассказы	1	1
170	один из	7	1
171	еще раз	1	1
172	и этот	1	1
173	ему в	1	1
174	со мной	1	1
175	этим можно	2	1
176	из которых	3	1
177	приближается к	1	1
178	они не	4	1
179	он вспоминает	1	1
180	с героем	3	1
181	ни с	2	1
182	только что	1	1
183	один пример	1	1
184	этот процесс	1	1
185	если в	3	1
186	также что	1	1
187	это будет	1	1
188	рассказ о	2	1
189	и тотчас	1	1
190	как показал	1	1
191	на три	1	1
192	того как	5	1
193	к этой	2	1
194	которая из	1	1
195	и кончая	1	1
196	ясно почему	1	1
197	в основном	2	1
198	второй половине	1	1
199	за исключением	1	1
200	собой в	1	1
201	еще до	1	1
202	героя в	3	1
203	что уже	1	1
204	вот она	1	1
205	не будем	2	1
206	он как	3	1
207	он такой	1	1
208	дает нам	3	1
209	защищал его	1	1
210	или по	1	1
211	еще более	1	1
212	все ясно	2	1
213	предположить что	6	1
214	от которого	2	1
215	возвращается в	2	1
216	что это	6	1
217	обычно не	1	1
218	хотя и	3	1
219	от нас	1	1
220	а это	1	1
221	с тех	2	1
222	он и	3	1
223	и из	2	1
224	в ее	3	1
225	того что	7	1
226	прямо в	1	1
227	этом он	1	1
228	в другой	3	1
229	говорит о	2	1
230	знаю что	3	1
231	действительно можно	1	1
232	от этой	1	1
233	в качестве	5	1
234	задолго до	1	1
235	заметим что	2	1
236	него в	1	1
237	не хочет	1	1
238	прежде всего	6	1
239	ее и	2	1
240	этот пробел	1	1
241	другой стороны	17	1
242	а другие	1	1
243	себе не	2	1
244	в этих	16	1
245	но на	1	1
246	за это	2	1
247	в их	4	1
248	о своем	1	1
249	мы находим	1	1
250	что самые	1	1
251	предстоит еще	1	1
252	тому же	1	1
253	есть еще	4	1
254	без внимания	1	1
255	за что	1	1
256	но с	2	1
257	не ясно	2	1
258	он уже	1	1
259	что ни	2	1
260	такое понимание	2	1
261	же с	2	1
262	в войне	1	1
263	а о	1	1
264	то было	1	1
265	этого не	2	1
266	из двух	1	1
267	и сам	3	1
268	как по	1	1
269	пока только	1	1
270	в одном	2	1
271	равно как	1	1
272	людей а	1	1
273	что за	3	1
274	тот кто	5	1
275	на нее	1	1
276	и будущий	1	1
277	на свою	1	1
278	не хотят	1	1
279	еще в	3	1
280	предполагать что	1	1
281	как при	1	1
282	но не	8	1
283	мальчика к	1	1
284	но вот	2	1
285	в ту	1	1
286	но для	3	1
287	если это	2	1
288	именно в	2	1
289	о смерти	5	1
290	жизни и	3	1
291	сказал ему	1	1
292	такое же	3	1
293	то время	4	1
294	представление о	9	1
295	и титул	1	1
296	можно объяснить	1	1
297	в таком	1	1
298	в литературу	1	1
299	нам не	1	1
300	пор мы	3	1
301	в жизни	2	1
302	уже давно	1	1
303	персонажа на	1	1
304	меня в	2	1
305	к царю	1	1
306	человек и	1	1
307	правда в	1	1
308	н п	1	1
309	ясно что	2	1
310	не знал	2	1
311	как о	1	1
312	также в	1	1
313	похож на	1	1
314	начинается с	4	1
315	имеет никаких	1	1
316	человек в	1	1
317	в бою	1	1
318	вряд ли	1	1
319	не есть	1	1
320	нам уже	1	1
321	между прочим	3	1
322	каким-то образом	3	1
323	не дают	2	1
324	и перед	1	1
325	город в	1	1
326	как в	17	1
327	оказалось что	1	1
328	влияния на	1	1
329	следовательно и	1	1
330	в грудь	1	1
331	по своему	1	1
332	на стол	1	1
333	как нам	1	1
334	он ее	1	1
335	за одну	1	1
336	сразу же	1	1
337	никто не	2	1
338	что им	1	1
339	отличается от	4	1
340	связь этого	2	1
341	вспоминает о	1	1
342	по его	2	1
343	широкое распространение	1	1
344	прочим и	2	1
345	ли он	5	1
346	в свете	4	1
347	ему и	1	1
348	о котором	1	1
349	том как	3	1
350	в условиях	1	1
351	из которого	1	1
352	пока не	1	1
353	европы и	1	1
354	во сне	2	1
355	не имеет	6	1
356	но мы	3	1
357	тем не	4	1
358	что тот	2	1
359	под влиянием	2	1
360	что как	1	1
361	сих пор	5	1
362	встрече с	1	1
363	ему не	1	1
364	на них	1	1
365	этому же	1	1
366	жизнь и	1	1
367	первый взгляд	5	1
368	этот мотив	8	1
369	с этим	3	1
370	еще один	3	1
371	во всех	8	1
372	до того	1	1
373	да я	1	1
374	во всяком	3	1
375	в стиле	1	1
376	искать в	1	1
377	то он	2	1
378	это конечно	2	1
379	того в	1	1
380	в полной	1	1
381	первый план	1	1
382	выше и	3	1
383	не могли	1	1
384	по которому	2	1
385	что этот	4	1
386	которой он	3	1
387	ли это	1	1
388	свое место	2	1
389	имеется в	4	1
390	свете этой	1	1
391	чем говорилось	1	1
392	это как	2	1
393	полагали что	1	1
394	типичным представителем	1	1
395	совпадает с	1	1
396	на той	2	1
397	платок и	1	1
398	но при	2	1
399	может идти	2	1
400	я ее	1	1
401	потому что	13	1
402	не знаю	3	1
403	живет в	2	1
404	д в	3	1
405	совсем не	1	1
406	нельзя не	1	1
407	только как	1	1
408	не всегда	6	1
409	из их	1	1
410	больше не	1	1
411	тех пор	1	1
412	в ответ	3	1
413	он стал	2	1
414	позволяет нам	2	1
415	пуд соли	1	1
416	быть и	1	1
417	во второй	1	1
418	в частности	3	1
419	не будет	6	1
420	никого не	1	1
421	но зато	1	1
422	не могло	2	1
423	но они	4	1
424	и их	1	1
425	он подошел	1	1
426	не с	2	1
427	что эта	1	1
428	всех этих	6	1
429	забудем что	1	1
430	точно так	2	1
431	общие черты	1	1
432	как он	11	1
433	один раз	1	1
434	просить чтобы	1	1
435	не могла	1	1
436	это была	1	1
437	из героев	1	1
438	в форме	4	1
439	людей и	1	1
440	к смерти	1	1
441	вслед за	2	1
442	доходит до	3	1
443	тем самым	3	1
444	вот в	2	1
445	по своей	1	1
446	можно найти	3	1
447	от того	4	1
448	вы не	1	1
449	в обоих	1	1
450	что из	4	1
451	а от	1	1
452	и можно	1	1
453	на свое	2	1
454	как известно	1	1
455	она правда	1	1
456	с другой	20	1
457	было бы	4	1
458	как эта	1	1
459	вопросу о	1	1
460	некоторое время	2	1
461	что же	2	1
462	не забудем	1	1
463	не самым	1	1
464	или вообще	1	1
465	взял в	1	1
466	как на	3	1
467	не совсем	3	1
468	соответствии с	1	1
469	у некоторых	2	1
470	которых он	2	1
471	он способен	1	1
472	ее не	1	1
473	однако в	2	1
474	герою с	1	1
475	и никогда	1	1
476	этой легенды	1	1
477	ключ к	1	1
478	не пускает	1	1
479	руку и	3	1
480	связь это	1	1
481	говорилось выше	3	1
