N	2gram	Nazirov_Tr	Hudozhes
1	то есть	3	26
2	в мире	3	24
3	и в	18	23
4	не только	8	20
5	в том	2	20
6	при этом	3	19
7	может быть	7	19
8	в частности	2	18
9	и не	7	16
10	тогда как	1	15
11	но и	4	14
12	а не	1	13
13	но не	1	13
14	я в	1	13
15	в себе	4	13
16	в этом	9	12
17	то же	5	12
18	так и	5	12
19	и его	6	12
20	представляет собой	1	11
21	как бы	7	11
22	в его	3	11
23	но в	6	10
24	своего рода	3	9
25	в душе	2	9
26	том что	4	9
27	не сводится	1	9
28	не в	2	9
29	не может	5	9
30	в области	1	8
31	в то	5	8
32	что в	4	7
33	в самом	2	7
34	только в	1	7
35	в своей	1	7
36	же время	6	7
37	в отличие	2	7
38	отличие от	2	7
39	я и	1	7
40	не столько	1	7
41	как это	3	7
42	по своей	1	7
43	лишь в	1	7
44	отношение к	2	7
45	уже не	2	6
46	с ее	3	6
47	с его	2	6
48	в ее	2	6
49	а также	1	6
50	в нем	4	6
51	ни в	2	5
52	в виду	1	5
53	что он	6	5
54	не менее	1	5
55	не является	1	5
56	того чтобы	1	5
57	для него	3	5
58	того что	1	5
59	прежде всего	4	5
60	а на	1	5
61	героя и	1	5
62	тем самым	3	5
63	то что	4	5
64	в ходе	2	5
65	могут быть	1	5
66	например в	1	4
67	роли в	1	4
68	еще не	4	4
69	в данном	2	4
70	в другом	1	4
71	и т.д	1	4
72	в своем	3	4
73	к тому	2	4
74	и то	2	4
75	это не	5	4
76	его в	2	4
77	и как	3	4
78	между тем	1	4
79	он не	2	4
80	и что	4	4
81	в форме	1	4
82	со своей	1	4
83	и о	1	4
84	искусства но	1	4
85	в той	1	3
86	на деле	1	3
87	и на	7	3
88	в момент	1	3
89	с этой	1	3
90	о чем	3	3
91	и сам	3	3
92	есть в	1	3
93	в романе	10	3
94	как и	5	3
95	никто не	3	3
96	в иной	1	3
97	тем не	1	3
98	люди но	1	3
99	виду не	1	3
100	к нему	3	3
101	потому что	2	3
102	в одном	2	3
103	известной степени	1	3
104	мог бы	3	3
105	таким образом	1	3
106	с одной	1	3
107	и притом	1	3
108	связи с	1	3
109	но он	1	3
110	в таком	2	3
111	как говорит	2	3
112	в связи	1	3
113	во всех	1	3
114	личности и	2	3
115	в рассказе	2	3
116	в которой	1	3
117	к области	2	3
118	человека с	1	3
119	слова в	1	3
120	не случайно	2	3
121	в целом	4	3
122	и ее	2	3
123	ведет к	1	2
124	один из	3	2
125	и который	1	2
126	о жизни	2	2
127	в финале	1	2
128	с ним	3	2
129	не как	1	2
130	а затем	1	2
131	в году	9	2
132	одно из	1	2
133	по себе	1	2
134	есть высшая	1	2
135	вещами и	1	2
136	в них	1	2
137	самом деле	1	2
138	заключается в	1	2
139	все эти	3	2
140	именно в	1	2
141	из тех	1	2
142	с ними	1	2
143	как в	3	2
144	дома и	2	2
145	роль в	1	2
146	бы не	1	2
147	жизни в	1	2
148	жизни на	1	2
149	о том	2	2
150	это и	1	2
151	полноте и	1	2
152	не могли	1	2
153	между собой	1	2
154	времени в	2	2
155	могло быть	1	2
156	говорит что	2	2
157	и это	2	2
158	не вполне	1	2
159	так же	4	2
160	в глаза	2	2
161	об этом	4	2
162	для понимания	1	2
163	который в	2	2
164	одна из	2	2
165	этого слова	1	2
