N	3gram	Vygotskiy_	formyVre
1	как мы уже	3	15
2	в связи с	8	15
3	с точки зрения	11	15
4	друг с другом	10	13
5	для того чтобы	14	12
6	но и в	1	12
7	не только в	1	11
8	до сих пор	3	10
9	и того же	5	9
10	одного и того	5	9
11	мы уже говорили	6	9
12	в том числе	3	8
13	человека и его	1	8
14	не может быть	5	7
15	в отличие от	8	7
16	в этом отношении	9	7
17	в том же	1	6
18	друг от друга	2	6
19	и в этом	2	6
20	а также и	1	6
21	во всех этих	1	6
22	пространственных и временных	1	6
23	с одной стороны	8	6
24	в том что	41	5
25	одной стороны и	1	5
26	в то время	5	5
27	том числе и	3	5
28	на первый план	5	5
29	той или иной	2	5
30	как и в	3	5
31	одно и то	6	5
32	и то же	6	5
33	и не только	1	5
34	того чтобы они	1	4
35	по отношению к	3	4
36	и во всех	1	4
37	же что и	2	4
38	одних и тех	1	4
39	как если бы	2	4
40	друг на друга	3	4
41	но все же	1	4
42	с другой стороны	5	4
43	в последнем счете	1	4
44	связи с этим	2	4
45	и тех же	1	4
46	включает в себя	2	4
47	в этом случае	4	4
48	во всяком случае	10	4
49	то время как	5	4
50	но все эти	1	3
51	и как бы	2	3
52	о том как	1	3
53	с нашей точки	2	3
54	по сравнению с	4	3
55	нашей точки зрения	2	3
56	сами по себе	4	3
57	все же в	2	3
58	в зависимости от	6	3
59	между этими двумя	1	3
60	что в этом	1	3
61	к вопросу о	1	3
62	как мы увидим	2	3
63	то же самое	9	3
64	вместе с тем	11	3
65	вверх и вниз	1	3
66	в другом месте	3	3
67	же как и	6	3
68	о том что	3	3
69	так же как	9	3
70	как бы ни	1	3
71	понятно что в	1	3
72	с самого начала	6	3
73	так и в	2	3
74	тот или иной	1	3
75	друг к другу	1	3
76	в дальнейшем мы	1	2
77	во всей ее	1	2
78	с другом мы	1	2
79	можно сказать что	1	2
80	наблюдаем и в	1	2
81	может войти в	1	2
82	совершенно так же	2	2
83	вместе с этим	2	2
84	важную роль в	1	2
85	начало и конец	1	2
86	все более и	1	2
87	и вместе с	2	2
88	в данном случае	1	2
89	все же и	1	2
90	так как он	2	2
91	это значит что	6	2
92	в буквальном смысле	1	2
93	а как бы	1	2
94	в свою очередь	3	2
95	и та же	1	2
96	развития человеческого общества	1	2
97	между собой в	1	2
98	как и для	1	2
99	со всеми его	1	2
100	здесь как и	1	2
101	в процессе его	1	2
102	и в самом	1	2
103	на этой стадии	3	2
104	то что уже	1	2
105	на новой основе	1	2
106	более и более	1	2
107	в действии и	2	2
108	мы будем говорить	1	2
109	но в отношении	1	2
110	как и все	1	2
111	и все его	1	2
112	с ним но	1	2
113	к тому что	1	2
114	и через него	1	2
115	том что они	2	2
116	оно не может	1	2
117	с тем что	4	2
118	одна и та	1	2
119	и не могло	1	2
120	по своей природе	1	2
121	что и в	6	2
122	все эти особенности	1	2
123	лежит в основе	3	2
124	в целом ряде	1	1
125	которая в свою	1	1
126	что он не	2	1
127	это имеет место	1	1
128	мы и в	1	1
129	все больше и	1	1
130	в самом начале	1	1
131	как и во	1	1
132	в него как	1	1
133	а отнюдь не	2	1
134	распадается на ряд	1	1
135	во время еды	1	1
136	он имеет в	1	1
137	о которой мы	1	1
138	он так же	2	1
139	мы наблюдаем в	1	1
140	те же слова	1	1
141	не могло бы	1	1
142	в применении к	1	1
143	больше и больше	1	1
144	которой мы говорили	1	1
145	все свое значение	1	1
146	как это делают	2	1
147	говорили в начале	1	1
148	том что в	3	1
149	снова и снова	1	1
150	и тогда когда	1	1
151	совершенно понятно что	1	1
152	как мы говорили	1	1
153	в этом смысле	7	1
154	значит что если	1	1
155	этого процесса он	1	1
156	себе не имеет	1	1
157	в которой они	1	1
158	основе его лежит	1	1
159	мы говорим о	1	1
160	не выходит за	1	1
161	только в том	4	1
162	хотя бы и	2	1
163	с этой точки	4	1
164	вовсе не в	1	1
165	в совершенно ином	1	1
166	между словом и	3	1
167	мы подходим к	1	1
168	в самом деле	4	1
169	и не имеют	1	1
170	тем не менее	6	1
171	здесь мы видим	1	1
172	когда мы говорим	1	1
173	с ним в	1	1
174	же относится и	1	1
175	могло бы быть	1	1
176	более или менее	3	1
177	более высокой ступени	1	1
178	с другом в	1	1
179	этот вопрос в	1	1
180	за то что	1	1
181	таким образом у	1	1
182	кроме того что	1	1
183	что это развитие	1	1
184	совершенно ясно что	1	1
185	новой и высшей	1	1
186	и путь к	1	1
187	мы берем его	1	1
188	мы можем сказать	1	1
189	с помощью этих	1	1
190	же в них	1	1
191	в один ряд	1	1
192	с тем и	4	1
193	все эти предметы	1	1
194	по аналогии с	1	1
195	но только в	1	1
196	если мы проследим	3	1
197	тогда когда они	2	1
198	как она была	1	1
199	и все же	1	1
200	это мы наблюдаем	1	1
201	не только на	1	1
202	при этом он	1	1
203	в своей жизни	1	1
204	в высшей степени	11	1
205	в целом и	2	1
206	одну и ту	1	1
207	и в основе	1	1
208	не входит в	1	1
209	сама по себе	1	1
210	в конечном счете	1	1
211	своем дальнейшем развитии	1	1
212	мы увидим дальше	1	1
213	новых и новых	1	1
214	время как другие	1	1
215	только то что	1	1
216	и в его	1	1
217	вопрос в положительном	1	1
218	и во всяком	2	1
219	точки зрения на	2	1
220	первый план выступает	1	1
221	или во всяком	1	1
222	одном и том	2	1
223	приведенных выше примерах	1	1
224	так же и	1	1
225	они участвуют в	1	1
226	в значительной степени	1	1
227	мышлении и в	1	1
228	и в том	1	1
229	так как в	2	1
230	с которыми они	1	1
231	эти три типа	1	1
232	между ними не	1	1
233	и к которому	1	1
234	именно в тех	1	1
235	этими двумя моментами	1	1
236	мы говорили в	1	1
237	даже там где	1	1
238	и у нас	1	1
239	которая необходима для	1	1
240	в основе этой	1	1
241	и том же	2	1
242	никогда не бывает	2	1
243	мы наблюдаем и	1	1
244	с этим мы	1	1
245	что в основе	7	1
246	в так называемом	1	1
247	раскрывает перед нами	1	1
248	а вместе с	1	1
249	мы видим в	2	1
250	и ту же	1	1
251	они даны в	2	1
252	и для других	2	1
253	в этом же	2	1
254	не имеют никаких	1	1
255	и к другому	1	1
256	в связи со	1	1
257	каковы бы они	1	1
258	связанными между собой	2	1
259	на деле и	1	1
260	всяком случае нечто	1	1
261	дня и ночи	1	1
262	эти связи в	1	1
263	этой точки зрения	4	1
264	в действительной жизни	1	1
265	как бы в	1	1
266	то что в	3	1
267	отношение его к	1	1
268	и речи в	2	1
269	тот факт что	7	1
270	он не является	1	1
271	к выводу что	2	1
272	остается тем же	1	1
273	в так называемой	1	1
274	и той же	5	1
275	другом месте как	1	1
276	сама историческая действительность	1	1
277	в этом и	2	1
278	напротив все что	1	1
279	мы встречаемся с	1	1
280	в основе его	1	1
281	связанных между собой	1	1
282	в своем дальнейшем	1	1
283	человека вместе с	1	1
284	что и у	1	1
285	с которыми он	1	1
286	все новых и	1	1
287	до последнего времени	1	1
288	и с точки	1	1
289	выступает на первый	1	1
290	никогда не могут	1	1
291	смысле этого слова	10	1
292	так и здесь	1	1
293	всех этих случаях	1	1
294	в конце концов	1	1
295	подобно тому как	1	1
296	будем говорить особо	1	1
297	так и на	1	1
298	к которому мы	1	1
299	в основе этого	4	1
300	или более точно	1	1
301	которые могут быть	1	1
302	на один день	1	1
303	бы они ни	1	1
304	как мы видели	4	1
305	по своему составу	2	1
306	они ни были	1	1
307	к этому типу	1	1
308	том что он	1	1
309	он не мог	1	1
310	со всеми своими	1	1
311	между тем как	4	1
312	не могут быть	1	1
313	выходит за пределы	1	1
314	высокой ступени развития	1	1
315	так же мало	1	1
316	на более высокой	1	1
317	в таком виде	1	1
318	и в некоторых	1	1
319	в них как	1	1
320	связей и отношений	1	1
321	не является существенным	1	1
322	уже говорили что	2	1
323	та или иная	3	1
324	другой стороны они	1	1
325	и сообщения у	1	1
326	в котором в	1	1
327	связи с тем	1	1
328	один из них	1	1
329	одной и той	5	1
330	буквальном смысле слова	1	1
331	слова связанные с	1	1
332	все это в	1	1
333	вне связи с	1	1
334	во всем этом	1	1
335	то увидим что	4	1
336	с помощью которого	5	1
337	в себе и	2	1
338	и в результате	3	1
339	в основе их	3	1
340	и находятся в	1	1
341	имеет место уже	1	1
342	является определяющим и	1	1
343	того же типа	2	1
344	и связанные с	1	1
