N	3gram	Vygotskiy_	Freidism
1	с точки зрения	5	15
2	не может быть	4	14
3	по отношению к	2	11
4	в самом деле	8	10
5	в том что	30	9
6	во всяком случае	1	8
7	и прежде всего	1	7
8	в то же	1	6
9	мы знаем что	3	6
10	в высшей степени	1	6
11	то же время	1	6
12	может быть и	2	6
13	с самого начала	5	5
14	можно сказать что	3	5
15	в свою очередь	1	4
16	мы увидим что	7	4
17	во внешнем мире	1	4
18	мы уже указывали	1	4
19	сам по себе	4	4
20	на самом деле	8	4
21	в зависимости от	7	4
22	в данном случае	3	4
23	в чем не	1	4
24	не могут быть	1	4
25	на первый план	2	4
26	в этом отношении	3	4
27	ни в чем	1	4
28	и тот же	2	3
29	все то что	6	3
30	только то что	1	3
31	для того чтобы	41	3
32	о том что	15	3
33	один и тот	1	3
34	в собственном смысле	2	3
35	до сих пор	9	3
36	к тому чтобы	1	3
37	и той же	4	3
38	бы то ни	1	3
39	на этот вопрос	5	3
40	мы видели что	1	3
41	одной и той	4	3
42	но во всяком	1	3
43	в конечном счете	2	3
44	мы не можем	2	3
45	и есть та	1	2
46	благодаря тому что	1	2
47	это как бы	1	2
48	ни в каком	2	2
49	равно как и	2	2
50	но вместе с	1	2
51	в применении к	1	2
52	и может быть	2	2
53	может быть это	2	2
54	с объективной точки	1	2
55	ни о какой	1	2
56	в этом смысле	3	2
57	заключается в том	9	2
58	один из них	1	2
59	то или иное	1	2
60	обстоит дело и	2	2
61	вовсе не в	2	2
62	в конце концов	6	2
63	для этого нужно	1	2
64	а с другой	5	2
65	при этом совершенно	1	2
66	мы могли бы	4	2
67	по отношению ко	1	2
68	сознание и бессознательное	1	2
69	том что она	1	2
70	в узком смысле	1	2
71	в каком случае	1	2
72	мы никогда не	5	2
73	зависимости от того	4	2
74	объективной точки зрения	1	2
75	что и в	1	2
76	в отличие от	3	2
77	том что он	4	2
78	таким образом в	2	2
79	то ни было	1	2
80	то обстоятельство что	2	2
81	к тому что	8	2
82	это и есть	1	2
83	чтобы разобраться в	1	2
84	в другом месте	1	2
85	с одной стороны	15	2
86	то что мы	2	2
87	к матери и	1	2
88	мы показали что	1	2
89	то же самое	8	2
90	и т д	6	1
91	быть не может	1	1
92	он никогда не	1	1
93	что он не	3	1
94	становится уже совершенно	1	1
95	в этом случае	2	1
96	и поступки и	1	1
97	этом отношении совершенно	1	1
98	борьбе за существование	1	1
99	сих пор не	1	1
100	вне общества и	1	1
101	собственном смысле слова	2	1
102	и вот это	1	1
103	что он делает	1	1
104	он должен был	2	1
105	а может быть	1	1
106	в какой связи	1	1
107	того или иного	1	1
108	черты своего происхождения	1	1
109	из того же	1	1
110	что все те	1	1
111	и аффектов с	1	1
112	как будто бы	1	1
113	и др в	1	1
114	той или иной	2	1
115	что он умер	1	1
116	ни на чем	1	1
117	вместе с ним	1	1
118	сводится к тому	3	1
119	он объединяет в	1	1
120	этот вопрос нам	1	1
121	и на все	1	1
122	ответить на этот	1	1
123	в подтверждение этого	1	1
124	спросить в каком	1	1
125	до известной степени	1	1
126	то что он	5	1
127	и только в	1	1
128	но и за	1	1
129	мы должны перейти	1	1
130	только одна из	1	1
131	между собой в	1	1
132	от того что	1	1
133	мы видим в	2	1
134	в противоречие с	1	1
135	одна из основных	1	1
136	по крайней мере	1	1
137	других людей и	1	1
138	то что это	1	1
139	по сравнению с	4	1
140	свое отношение к	1	1
141	того что мы	1	1
142	но она не	1	1
143	в себя и	1	1
144	не имели бы	1	1
145	если же мы	1	1
146	и едва ли	1	1
147	каком случае нельзя	1	1
148	обратим внимание на	1	1
149	никогда не поймем	1	1
150	ни в каких	1	1
151	точкой опоры для	1	1
152	и вовсе не	1	1
153	этой цели и	1	1
154	и приводит к	1	1
155	мы знаем о	1	1
156	мы должны признать	2	1
157	в себе и	1	1
158	в жизни и	1	1
159	как бы в	3	1
160	в целом ряде	2	1
161	с большим правом	1	1
162	мы имели дело	2	1
163	может войти в	1	1
164	с помощью слов	1	1
165	художественной формы и	2	1
166	точки зрения которая	1	1
167	бы он не	1	1
168	сводится к следующему	1	1
169	и о которых	1	1
170	в произведение искусства	1	1
171	для объективной психологии	1	1
172	или другими словами	1	1
173	свой материал из	1	1
174	отличает его от	1	1
175	это не может	1	1
176	они не могут	1	1
177	как на первую	1	1
178	нет ни слова	1	1
179	дело и с	1	1
180	от начала до	1	1
181	в то время	4	1
182	самом деле если	2	1
183	время как бы	1	1
184	что в своих	1	1
185	там же где	1	1
186	чтобы ответить на	1	1
187	книг и статей	1	1
188	и то же	4	1
189	и во многих	1	1
190	в нашем сознании	1	1
191	общества и следовательно	1	1
192	элементов из которых	1	1
193	все же не	1	1
194	именно об этом	1	1
195	что он был	1	1
196	что если это	1	1
197	нельзя не согласиться	1	1
198	но не только	1	1
199	данном случае в	1	1
200	друг с другом	6	1
201	которая могла бы	1	1
202	в одной из	1	1
203	именно в этой	1	1
204	видим таким образом	2	1
205	да и не	1	1
206	сейчас же заметить	1	1
207	что психика человека	1	1
208	как и на	1	1
209	в особенности в	1	1
210	то это означает	1	1
211	если бы они	1	1
212	ничего общего с	1	1
213	те же самые	2	1
214	не что иное	2	1
215	а между тем	1	1
216	начала до конца	1	1
217	мысль так и	1	1
218	сказать что нет	1	1
219	дело в том	2	1
220	иметь в виду	3	1
221	и все другие	1	1
222	здесь имеет место	1	1
223	ответ на этот	2	1
224	одно и то	3	1
225	таким образом что	6	1
226	дело только с	1	1
227	не может в	1	1
228	с другом и	1	1
229	так как они	1	1
230	сказать что на	1	1
231	так же как	3	1
232	смысле слова и	1	1
233	связанное с ним	1	1
234	том что с	1	1
235	только потому что	1	1
236	смысле этого слова	1	1
237	и таким образом	3	1
238	мы все время	3	1
239	но вместо этого	1	1
240	это основано на	1	1
241	во всех этих	2	1
242	том что в	2	1
243	потому что оно	1	1
244	и никогда не	1	1
245	все эти три	1	1
246	они утверждают что	1	1
247	и в то	1	1
248	его психологическая теория	1	1
249	и культурной жизни	1	1
250	своей теории он	1	1
251	не согласиться с	1	1
252	не только не	4	1
253	так как это	6	1
254	именно в области	1	1
255	только с этими	1	1
256	что при таком	1	1
257	уже знаем что	1	1
258	но не в	1	1
259	мы видим таким	2	1
260	и что оно	2	1
261	том что даже	1	1
262	в своих основных	1	1
263	которые на место	1	1
264	мы говорили выше	2	1
265	и все же	1	1
266	деле если мы	1	1
267	по этому вопросу	1	1
268	его от других	1	1
269	действия и поступки	1	1
270	что с точки	1	1
271	что иное как	2	1
272	что это не	2	1
273	и что он	2	1
274	мы находим в	1	1
275	едва ли не	1	1
276	на этом вопросе	1	1
277	как это делает	3	1
278	все время как	1	1
279	в нормальной жизни	1	1
280	энергии и потому	1	1
281	могут быть сведены	1	1
282	если это не	1	1
283	мы имеем в	1	1
284	это сделать то	1	1
285	из того что	3	1
286	между тем как	1	1
287	одно из важнейших	1	1
288	одним из важнейших	1	1
289	не то что	3	1
290	увидим что и	2	1
291	из него все	1	1
292	оно может быть	2	1
293	это означает что	1	1
294	до конца и	2	1
295	говорит об этом	1	1
296	но так как	1	1
297	его ни в	1	1
298	в этой теории	1	1
299	можно было бы	4	1
300	в основе своей	1	1
301	нам кажется что	2	1
302	прежде всего на	1	1
303	на нескольких примерах	1	1
304	это было бы	1	1
