N	4gram	Vygotskiy_	Vvedenie
1	в то же время	1	6
2	на вопрос о том	2	4
3	и в самом деле	1	3
4	с одной стороны и	3	3
5	дело в том что	2	3
6	состоит в том что	3	2
7	с этой точки зрения	1	2
8	то же самое что	1	2
9	как мы уже знаем	1	2
10	заключается в том что	6	2
11	одно и то же	2	2
12	сомнений в том что	2	2
13	одной и той же	2	2
14	ответ на этот вопрос	3	2
15	приходит к выводу что	4	1
16	в том что такое	1	1
17	одном и том же	1	1
18	в чем же заключается	1	1
19	смысле этого слова как	1	1
20	к действительности а именно	1	1
21	именно в этом пункте	2	1
22	с другой стороны как	1	1
23	ему не остается ничего	1	1
24	в собственном смысле этого	3	1
25	в том что он	1	1
26	так как если бы	1	1
27	представление о том что	1	1
28	в одном и том	1	1
29	для того чтобы быть	1	1
30	бы то ни было	1	1
31	в зависимости от того	1	1
32	но вместе с тем	4	1
33	и до наших дней	1	1
34	собственном смысле слова в	1	1
35	в течение многих лет	1	1
36	заключается в том чтобы	3	1
37	в собственном смысле слова	4	1
38	но с точки зрения	1	1
39	его можно было бы	1	1
40	собственном смысле этого слова	3	1
41	том виде в каком	1	1
42	мы имеем в виду	1	1
43	для того чтобы сделать	1	1
44	в той или иной	1	1
45	качестве примера можно было	1	1
46	говорить о том что	1	1
47	в том виде в	1	1
48	в том что в	1	1
49	примера можно было бы	1	1
50	в качестве примера можно	1	1
51	и в этом отношении	1	1
52	можно было бы назвать	1	1
53	точно так же как	1	1
54	не может служить предметом	1	1
