N	2gram	Propp_Russ	Istorich
1	в сказке	1	252
2	и в	59	181
3	и т	13	160
4	т д	12	142
5	т е	41	133
6	может быть	14	115
7	не только	28	114
8	что он	2	111
9	мы имеем	7	102
10	что в	35	90
11	но и	20	85
12	в этом	18	81
13	так как	25	75
14	то что	10	73
15	таким образом	10	72
16	вместе с	16	71
17	в лесу	9	68
18	и не	6	67
19	мы видим	2	65
20	все же	7	65
21	в этих	3	64
22	еще не	7	63
23	не может	6	61
24	этих случаях	1	60
25	так же	7	57
26	то же	6	56
27	никогда не	1	56
28	в лес	4	53
29	в том	33	53
30	том что	33	53
31	а в	16	52
32	с другой	1	52
33	потому что	15	52
34	и что	8	51
35	и здесь	3	51
36	что и	8	51
37	мы видели	3	49
38	а не	3	48
39	о том	14	48
40	связь с	1	47
41	его в	9	47
42	не в	2	47
43	превращается в	1	45
44	и пр	4	44
45	мы должны	3	44
46	но в	5	44
47	это не	14	43
48	и его	2	43
49	мы знаем	1	42
50	этот случай	2	42
51	в нем	3	42
52	только в	4	42
53	показывает что	9	42
54	как в	10	42
55	представление о	5	41
56	или в	7	39
57	тем что	7	38
58	и на	14	38
59	в его	3	38
60	для нас	12	38
61	как и	19	37
62	уже не	9	37
63	мы уже	2	37
64	он не	1	37
65	что здесь	4	37
66	так и	8	37
67	мы увидим	8	36
68	мы можем	2	36
69	что они	8	35
70	с тем	14	35
71	мы не	11	35
72	здесь мы	3	35
73	все эти	5	35
74	не всегда	4	34
75	связи с	6	34
76	но не	7	34
77	а именно	2	34
78	у него	2	34
79	во время	23	34
80	что это	4	34
81	видим что	1	34
82	представления о	2	33
83	же как	5	33
84	там где	3	33
85	об этом	11	33
86	в качестве	5	32
87	один из	10	31
88	прежде всего	2	31
89	то это	1	31
90	так в	5	31
91	представляет собой	5	31
92	власть над	1	31
93	ничего не	4	31
94	с этим	4	30
95	с одной	1	30
96	в русской	1	30
97	в сказках	1	30
98	к нему	3	30
99	неи в	1	29
100	этом случае	9	29
101	но все	3	29
102	одной стороны	1	29
103	как мы	11	29
104	но это	5	29
105	и другие	24	28
106	в обряде	3	28
107	в иной	1	28
108	что она	4	28
109	и с	12	28
110	например в	3	28
111	так что	4	27
112	могут быть	3	27
113	в образе	3	27
114	того что	6	27
115	как он	2	27
116	как это	11	26
117	на него	1	26
118	мы здесь	2	26
119	и др	4	26
120	представляют собой	13	26
121	предположить что	5	26
122	в ней	3	26
123	вопрос о	4	25
124	в дальнейшем	2	25
125	и он	1	25
126	не менее	3	24
127	видно что	8	24
128	к этому	7	24
129	было бы	3	24
130	раньше чем	2	24
131	того как	6	24
132	в виде	10	24
133	если бы	1	24
134	что мы	1	24
135	на небо	3	24
136	их в	7	23
137	в доме	2	23
138	как бы	18	23
139	точно так	1	23
140	и это	2	23
141	показывают что	3	23
142	тем не	3	23
143	в этой	4	23
144	не будем	5	23
145	все это	12	23
146	когда он	3	23
147	в частности	2	23
148	и по	10	22
149	с ним	2	22
150	при этом	11	22
151	в некоторых	11	22
152	связано с	3	21
153	в другом	1	21
154	в одном	4	21
155	сказать что	1	21
156	в связи	4	21
157	должны были	3	21
158	здесь не	1	21
159	к тому	4	21
160	они не	1	21
161	ее в	7	21
162	это представление	1	21
163	из них	12	20
164	эти случаи	1	20
165	из этих	6	20
166	она не	4	20
167	эта связь	2	20
168	наряду с	1	20
169	одна из	12	20
170	в свете	5	20
171	в других	24	20
172	в силу	2	20
173	видели что	1	20
174	после чего	4	20
175	а затем	5	19
176	с собой	4	19
177	так например	7	19
178	мы рассмотрим	5	19
179	что у	3	19
180	на том	1	19
181	но он	3	19
182	в тех	5	19
183	в другой	1	19
184	не совсем	6	19
185	есть и	2	19
186	все еще	1	19
187	на то	2	19
188	и как	2	19
189	после того	3	19
190	живет в	1	19
191	в дом	10	18
192	после этого	6	18
193	в то	3	18
194	что этот	4	18
195	не все	4	18
196	в данном	7	18
197	в них	10	17
198	нас к	5	17
199	можно найти	1	17
200	очень много	2	17
201	и этим	1	17
202	выше мы	1	17
203	то и	4	17
204	по существу	7	17
205	дело не	2	17
206	во всех	6	16
207	этот вопрос	4	16
208	возможно что	2	16
209	всех этих	2	16
210	в котором	2	16
211	между двумя	2	16
212	не вполне	1	16
213	и действительно	2	16
214	этот обряд	7	16
215	и все	4	16
216	перед нами	2	16
217	в пределах	2	15
218	случаи когда	1	15
219	увидим что	2	15
220	что при	2	15
221	но есть	3	15
222	в особенности	3	15
223	уже знаем	2	15
224	и то	2	15
225	в своей	1	15
226	в которых	8	15
227	на коне	1	15
228	данном случае	8	15
229	его и	2	15
230	и там	2	15
231	в одной	1	15
232	и эти	1	15
233	как будто	6	15
234	и даже	1	15
235	некоторых случаях	1	15
236	и тем	1	15
237	он в	1	15
238	друг друга	3	15
239	тот кто	2	15
240	в целом	2	15
241	с этой	2	14
242	от него	1	14
243	на смену	1	14
244	но мы	1	14
245	по отношению	1	14
246	этого обряда	5	14
247	находится в	3	14
248	можно было	3	14
249	мы еще	1	14
250	в него	2	14
251	и ее	3	14
252	у нас	11	14
253	право на	2	14
254	его на	1	14
255	должна быть	1	14
256	но они	4	14
257	и есть	1	14
258	из которых	2	14
259	с ней	7	14
260	увидим ниже	3	14
261	с того	1	14
262	такое же	2	14
263	должен был	3	14
264	а также	6	14
265	отношение к	1	14
266	отношению к	1	14
267	на себя	4	14
268	и наконец	2	14
269	или на	11	13
270	в сказку	1	13
271	на ней	1	13
272	в своем	3	13
273	время как	1	13
274	то время	3	13
275	после смерти	1	13
276	тогда как	4	13
277	и для	3	13
278	эти представления	6	13
279	в себе	1	13
280	в таких	3	13
281	все что	2	13
282	своего рода	3	13
283	установить что	1	13
284	не просто	3	13
285	и у	5	13
286	на этом	6	13
287	в форме	3	13
288	и от	2	13
289	с ними	6	13
290	не имеет	9	13
291	смерти и	3	13
292	в руки	2	13
293	же можно	1	13
294	что иное	3	13
295	таким же	4	13
296	во всем	2	12
297	кроме того	3	12
298	на землю	2	12
299	к себе	1	12
300	в основном	4	12
301	с обрядом	2	12
302	ответ на	2	12
303	в их	5	12
304	на более	1	12
305	к ней	4	12
306	к этой	1	12
307	как только	2	12
308	в обрядах	1	12
309	в жертву	1	12
310	не знает	1	12
311	одним из	2	12
312	что не	1	12
313	между прочим	2	12
314	чаще всего	3	12
315	за ним	3	12
316	в более	2	12
317	случаях когда	2	12
318	в русских	1	12
319	и их	4	12
320	в этот	19	11
321	некоторое время	2	11
322	к которому	1	11
323	точки зрения	3	11
324	от этого	2	11
325	эту связь	1	11
326	должны быть	1	11
327	главным образом	5	11
328	связанные с	5	11
329	иное как	3	11
330	в очень	1	11
331	только с	2	11
332	уже в	2	11
333	на нее	5	11
334	огонь и	1	11
335	здесь еще	1	11
336	же в	5	11
337	по мере	1	11
338	если он	1	11
339	имеется в	1	11
340	из дому	1	11
341	не что	3	11
342	тех случаях	2	11
343	хотя и	3	11
344	должно было	5	11
345	д к	11	11
346	относится к	1	11
347	но оно	1	11
348	здесь имеем	2	11
349	на которой	2	11
350	и более	3	11
351	такой же	3	11
352	е в	17	11
353	далеко не	5	11
354	и к	3	10
355	не как	1	10
356	на земле	3	10
357	к ним	4	10
358	от них	4	10
359	но так	1	10
360	указать что	1	10
361	в немецкой	1	10
362	не было	3	10
363	в которой	3	10
364	а с	6	10
365	его к	3	10
366	как указывает	1	10
367	на основе	1	10
368	связанных с	2	10
369	таких случаев	1	10
370	но если	2	10
371	ее на	3	10
372	он и	1	10
373	связаны с	6	10
374	и других	9	10
375	о чем	7	10
376	говорит о	3	10
377	их не	2	10
378	там же	15	10
379	в это	4	10
380	на этой	3	10
381	в различных	3	10
382	приходит к	1	10
383	как правило	4	10
384	друг с	1	10
385	в состоянии	1	10
386	заключению что	1	10
387	известно что	1	10
388	ни в	1	10
389	если не	1	10
390	ли он	1	10
391	можно установить	2	10
392	в точности	1	10
393	только одна	1	10
394	а на	8	10
395	к заключению	2	10
396	что эти	2	10
397	в воду	9	10
398	что эта	1	10
399	под землей	3	10
400	не можем	5	10
401	более или	1	9
402	более поздняя	1	9
403	на первый	3	9
404	не представляет	1	9
405	от обряда	1	9
406	но эти	3	9
407	только на	4	9
408	себе в	1	9
409	том чтобы	3	9
410	она в	4	9
411	является и	1	9
412	но для	1	9
413	с водой	1	9
414	очень ясно	2	9
415	дома в	2	9
416	в чем	1	9
417	сюда же	2	9
418	не будет	1	9
419	также не	2	9
420	детей и	3	9
421	тогда когда	4	9
422	к зеленин	8	9
423	силу и	2	9
424	и так	2	9
425	зависимости от	1	9
426	это и	1	9
427	в течение	7	9
428	в свою	3	9
429	целый ряд	1	9
430	на этот	3	9
431	тот же	2	9
432	он должен	2	9
433	зависит от	1	9
434	из этого	1	9
435	а по	1	9
436	этого обычая	5	9
437	ты не	1	9
438	в первую	1	9
439	которой он	1	9
440	вот почему	1	9
