N	3gram	Bakhtin_Pr	Komedia
1	в том что	6	29
2	к тому же	2	21
3	в то же	13	16
4	то же время	13	16
5	до сих пор	9	16
6	в самом деле	6	13
7	о том что	2	13
8	и т п	10	11
9	для того чтобы	1	11
10	в то время	2	11
11	в свою очередь	1	10
12	по отношению к	12	9
13	с одной стороны	1	9
14	то время как	2	9
15	с другой стороны	6	8
16	так или иначе	1	7
17	бы то ни	3	7
18	в конце концов	7	7
19	то ни было	2	7
20	с самого начала	1	7
21	во всяком случае	4	7
22	в отличие от	4	6
23	в том числе	1	6
24	в связи с	1	6
25	с точки зрения	21	6
26	хоть и не	1	6
27	после того как	1	6
28	что он не	1	5
29	то же самое	1	5
30	и т д	4	5
31	в этом отношении	3	5
32	тем не менее	2	5
33	том что он	5	5
34	в одном из	2	4
35	именно потому что	2	4
36	т е в	3	4
37	к тому что	1	4
38	но все же	3	4
39	по сравнению с	1	4
40	независимо от того	1	4
41	можно было бы	3	4
42	что и в	1	4
43	в той же	3	3
44	то что он	1	3
45	в том же	1	3
46	друг от друга	1	3
47	более или менее	4	3
48	друг с другом	3	3
49	хотя и не	3	3
50	иначе обстоит дело	1	3
51	в высшей степени	1	3
52	сих пор не	1	3
53	на то что	2	3
54	но и в	1	3
55	может быть даже	1	3
56	таким образом в	1	3
57	если бы он	1	3
58	том числе и	1	3
59	одной стороны и	1	2
60	а может быть	1	2
61	с полным правом	1	2
62	как будто бы	1	2
63	и даже не	1	2
64	в известной степени	1	2
65	в большинстве случаев	10	2
66	в каждом из	1	2
67	в этом смысле	12	2
68	же что и	1	2
69	то что не	1	2
70	он и не	1	2
71	как и в	3	2
72	или может быть	1	2
73	так и в	2	2
74	у него в	2	2
75	но при этом	2	2
76	каждый из них	1	2
77	в первом случае	1	2
78	в отношении к	3	2
79	в зависимости от	5	2
80	друг за другом	2	2
81	точно так же	1	2
82	и в то	2	2
83	а затем и	1	2
84	в нем не	1	2
85	у него не	1	2
86	видеть в нем	1	2
87	и в том	1	2
88	что и на	1	2
89	как мы знаем	1	2
90	этой точки зрения	2	2
91	ни одной из	1	2
92	таким образом и	2	2
93	подобно тому как	3	2
94	так же как	1	2
95	имеем в виду	1	2
96	не только в	2	2
97	мы имеем в	1	2
98	в этом случае	1	2
99	как мы видели	1	2
100	берет на себя	1	2
101	и не удалось	1	2
102	ни в одном	3	2
103	ставит нас перед	2	2
104	строить свою речь	1	1
105	что в рамках	1	1
106	но все эти	1	1
107	точки зрения того	1	1
108	не может служить	1	1
109	но и не	2	1
110	не только их	1	1
111	ведь он не	2	1
112	что весь этот	1	1
113	что она не	3	1
114	каждая из них	1	1
115	отношения между ними	1	1
116	этого слова с	1	1
117	не пользуется для	1	1
118	сравнить его с	1	1
119	не может быть	8	1
120	можно сказать что	2	1
121	здесь не только	1	1
122	во всех его	1	1
123	о которых мы	1	1
124	отсюда и его	1	1
125	в собственном смысле	1	1
126	далеко за пределы	1	1
127	в трагедии в	1	1
128	мы подходим к	1	1
129	и независимо от	1	1
130	и во всех	1	1
131	отца с сыном	1	1
132	в еще более	1	1
133	потому что она	3	1
134	и на события	1	1
135	того или иного	1	1
136	во множественном числе	1	1
137	как мы уже	2	1
138	но и он	1	1
139	друг на друга	2	1
140	при всех возможных	1	1
141	может быть только	1	1
142	для своих целей	2	1
143	сам по себе	2	1
144	не знает что	1	1
145	но он не	1	1
146	же становится в	1	1
147	укладывается ни в	1	1
148	а между тем	1	1
149	смысле этого слова	1	1
150	благоприятные условия для	1	1
151	могут быть отнесены	1	1
152	что в нем	1	1
153	ну а что	1	1
154	чтобы убедиться в	1	1
155	вместо того чтобы	1	1
156	большей или меньшей	2	1
157	само по себе	4	1
158	в один из	1	1
159	в полной мере	1	1
160	дело таким образом	1	1
161	точки зрения ее	1	1
162	в данном случае	2	1
163	в его произведениях	2	1
164	и никогда не	1	1
165	по себе не	1	1
166	того типа который	1	1
167	может быть более	2	1
168	не приходит в	1	1
169	и у него	1	1
170	и в пределах	1	1
171	и каждый из	1	1
172	как таковой и	1	1
173	что это не	1	1
174	но в этом	1	1
175	на него в	1	1
176	и не хочет	1	1
177	в нем в	1	1
178	мы не только	1	1
179	ему не приходится	1	1
180	с ним а	1	1
181	это вовсе не	2	1
182	к сожалению не	1	1
183	в построении образов	1	1
184	в значительной степени	1	1
185	не укладывается ни	1	1
186	не мог бы	1	1
187	и не может	6	1
188	и в этом	5	1
189	с ним не	1	1
190	т е о	1	1
191	собственном смысле слова	1	1
192	тому что в	1	1
193	точек зрения на	1	1
194	в пределах того	2	1
195	той или иной	1	1
196	но прежде всего	1	1
197	человека и его	2	1
198	не давая ему	1	1
199	не в его	1	1
200	хотя он и	1	1
201	могла бы быть	1	1
202	по существу своему	1	1
203	приходится признать что	1	1
204	и во всяком	1	1
205	и к их	1	1
206	он должен быть	1	1
207	и вот в	1	1
208	он не только	2	1
209	к другому а	1	1
210	по крайней мере	2	1
211	не с точки	1	1
212	потому что он	1	1
213	приходится прибегать к	1	1
214	это не так	1	1
215	и от других	1	1
216	под определенным углом	1	1
217	их взаимоотношения в	1	1
218	но он уже	1	1
219	об этом уже	1	1
220	и на его	1	1
221	мы увидим что	1	1
222	что как раз	1	1
223	что же касается	1	1
224	как бы в	6	1
225	в целом ряде	2	1
226	то что в	1	1
227	как один из	2	1
228	друг против друга	2	1
229	от альфы до	1	1
230	ни в один	1	1
231	он не может	1	1
232	его героев и	2	1
233	как впрочем и	1	1
234	т п в	1	1
235	со всеми ее	1	1
236	в его творчестве	3	1
237	в настоящее время	3	1
238	в момент его	1	1
239	на этот вопрос	2	1
240	он может быть	2	1
241	так как его	1	1
242	в частности на	1	1
243	не было бы	1	1
244	в противном случае	1	1
245	и на западе	1	1
246	и до сих	1	1
247	всего его творчества	1	1
248	именно к этой	1	1
249	и в их	1	1
250	то мы не	1	1
251	и в частности	1	1
252	в пределах одного	6	1
253	только на то	1	1
254	в лучшем случае	2	1
255	зависимости от того	1	1
256	при всей их	1	1
257	не следует только	1	1
258	не менее в	1	1
259	сих пор остается	1	1
260	тому что он	1	1
261	же как и	2	1
262	за пределы одной	1	1
263	в книге об	1	1
264	нельзя сказать о	1	1
265	не менее и	1	1
266	пределах того же	1	1
267	тем что он	1	1
268	последнее слово в	1	1
269	в нем и	1	1
270	пор остается почти	1	1
271	нет и в	1	1
272	в виду что	1	1
273	сама по себе	5	1
274	и не знает	2	1
275	в другом случае	1	1
276	если бы не	1	1
