N	3gram	Losev_Prob	Mirosoze
1	не может быть	5	28
2	в том что	7	9
3	а не в	1	9
4	для того чтобы	9	7
5	и в этом	5	6
6	вместе с тем	2	6
7	о том что	16	6
8	в братьях карамазовых	1	6
9	есть прежде всего	3	6
10	друг к другу	2	6
11	есть не только	1	5
12	до сих пор	6	5
13	но и в	3	5
14	не было бы	1	5
15	может быть и	5	5
16	в конце концов	11	4
17	то нет и	2	4
18	от того что	1	4
19	и в самом	2	4
20	на то что	12	4
21	в то время	2	4
22	не что иное	5	4
23	можно было бы	4	4
24	то время как	2	4
25	что иное как	5	4
26	как будто бы	4	3
27	записках из подполья	1	3
28	решения вопроса о	1	3
29	потому что она	1	3
30	есть не что	5	3
31	в записках из	1	3
32	не может не	1	3
33	к тому что	1	3
34	он не был	1	3
35	а не только	2	3
36	но это не	1	3
37	так как он	2	3
38	это значит что	3	3
39	и той же	1	3
40	он остается в	1	3
41	одной и той	1	3
42	и ничего не	2	3
43	так же как	2	3
44	же как и	1	3
45	выходит за пределы	1	3
46	с тем что	2	3
47	во всяком случае	11	3
48	также и в	2	3
49	все что было	1	3
50	как и в	1	3
51	это не значит	1	2
52	что она не	1	2
53	не только в	3	2
54	начала xx века	2	2
55	а не к	1	2
56	хотя бы и	3	2
57	он не может	1	2
58	и переходит в	1	2
59	между тем как	1	2
60	но для этого	1	2
61	том что все	1	2
62	том что в	2	2
63	не будет и	1	2
64	имел в виду	2	2
65	и не может	1	2
66	есть по преимуществу	1	2
67	в этих словах	1	2
68	потому что не	1	2
69	ставить и решать	2	2
70	тем что в	2	2
71	и только в	2	2
72	что во всяком	1	2
73	может не быть	1	2
74	к тому чтобы	1	2
75	она существует для	1	2
76	тот и другой	1	2
77	тем что он	2	2
78	у нас не	2	2
79	что в нем	4	2
80	подобно тому как	2	2
81	не могут быть	1	2
82	к учению о	1	2
83	никогда не может	2	2
84	в этом отношении	2	2
85	и не знает	1	2
86	для человеческого сознания	1	2
87	но ведь это	1	1
88	в самом начале	1	1
89	решение вопроса о	1	1
90	только с одним	1	1
91	а может быть	3	1
92	есть знак того	1	1
93	все это не	1	1
94	имеет значение не	1	1
95	во многих других	1	1
96	том что это	2	1
97	это должно быть	1	1
98	гадких и глупых	1	1
99	но всегда в	1	1
100	несет с собой	3	1
101	для такого рода	1	1
102	не только соответствует	1	1
103	и в этих	1	1
104	только и возможно	1	1
105	и никак не	1	1
106	только о том	1	1
107	как же это	2	1
108	настаивать на том	1	1
109	и т п	1	1
110	на том что	3	1
111	раскольникова со свидригайловым	1	1
112	было слишком много	1	1
113	она должна быть	1	1
114	он перестает быть	1	1
115	и в подростке	1	1
116	только потому и	1	1
117	и это было	1	1
118	вот оказывается что	1	1
119	в самом деле	4	1
120	и для всякой	1	1
121	указывает на то	3	1
122	что все это	1	1
123	все еще не	1	1
124	не значит что	1	1
125	когда мы говорим	2	1
126	ни с чем	1	1
127	значит ли это	1	1
128	в этом втором	1	1
129	должно быть в	1	1
130	то в чем	1	1
131	и во многих	2	1
132	и есть то	1	1
133	только самых гадких	1	1
134	друг на друга	1	1
135	он был и	1	1
136	во многих отношениях	1	1
137	сам по себе	7	1
138	на что может	1	1
139	ли сказать что	3	1
140	есть также и	2	1
141	на заходящее солнце	1	1
142	в том случае	2	1
143	не потому что	2	1
144	а между тем	1	1
145	того что в	1	1
146	только одной впрочем	1	1
147	со всеми своими	2	1
148	хотя бы даже	2	1
149	нас прежде всего	1	1
150	самых гадких и	1	1
151	в зависимости от	1	1
152	он стоит на	1	1
153	может быть совсем	1	1
154	есть одно из	1	1
155	из людей не	1	1
156	но и не	2	1
157	и тем самым	4	1
158	даже и в	3	1
159	тому как человек	1	1
160	и в других	3	1
161	но даже и	1	1
162	иванов и в	1	1
163	самого себя и	1	1
164	мы хотели бы	1	1
165	преступление и наказание	1	1
166	нужно помнить что	1	1
167	не может существовать	1	1
168	что она есть	2	1
169	что дважды два	1	1
170	меня самого только	1	1
171	одной впрочем моей	1	1
172	от человека к	1	1
173	идея которая не	1	1
174	впрочем моей стороны	1	1
175	с другой стороны	7	1
176	точном смысле слова	2	1
177	и чувств только	1	1
178	в свои права	1	1
179	только тогда когда	4	1
180	это-то и есть	1	1
181	не то чтобы	1	1
182	и в том	1	1
183	чувств только самых	1	1
184	раз и навсегда	1	1
185	в чистом виде	3	1
186	и не быть	1	1
187	прежде всего как	2	1
188	и это есть	1	1
189	к нему и	1	1
190	мыслей и чувств	1	1
191	в них есть	1	1
192	но в конце	1	1
193	быть совсем не	1	1
194	а в конце	1	1
195	той или иной	5	1
196	и как бы	2	1
197	оставляет нас в	1	1
198	вообще не существует	2	1
199	и должно быть	1	1
200	в жизни так	1	1
201	воплощение меня самого	1	1
202	что в конце	2	1
203	не может нас	2	1
204	он должен быть	1	1
205	одним из самых	1	1
206	не только от	1	1
207	мы говорим что	2	1
208	с точки зрения	3	1
209	и чтобы стать	1	1
210	в чем же	1	1
211	ничего подобного нет	1	1
212	можно как угодно	1	1
213	ни в какой	1	1
214	имеем в виду	1	1
215	один из моментов	2	1
216	а следовательно и	1	1
217	значение и не	1	1
218	и что же	1	1
219	знак того что	1	1
220	хотя и в	1	1
221	только в этом	2	1
222	и на ней	1	1
223	в то же	4	1
224	ни на что	1	1
225	до тех пор	4	1
226	не хочет знать	1	1
227	и возможно что	1	1
228	можно ли сказать	3	1
229	отношения к самому	1	1
230	так как будто	1	1
231	как в жизни	1	1
232	не для того	1	1
233	вовсе не так	1	1
234	ли это что	1	1
235	на самом деле	6	1
236	говорит черту ты	1	1
237	может быть никакого	1	1
238	потому что ведь	1	1
239	потому что все	1	1
240	самого только одной	1	1
241	также сказать что	1	1
242	моей стороны моих	1	1
243	то на что	1	1
244	она все же	1	1
245	так как они	2	1
246	обычном смысле слова	1	1
247	но все равно	1	1
248	да и то	2	1
249	или лучше сказать	1	1
250	только потому что	3	1
251	есть то что	1	1
252	мы имеем в	1	1
253	во всех этих	2	1
254	это прежде всего	1	1
255	не сам по	1	1
256	несет в себе	1	1
257	если он не	1	1
258	хотя бы в	1	1
259	с разных сторон	1	1
260	в обычном смысле	1	1
261	не есть ни	8	1
262	сам он не	1	1
263	а белый в	1	1
264	том случае если	1	1
265	а вовсе не	1	1
266	и потому в	1	1
267	та или иная	1	1
268	которые не имеют	1	1
269	с одной стороны	4	1
270	моих мыслей и	1	1
271	что же такое	5	1
272	стороны моих мыслей	1	1
273	что это за	1	1
274	и другим и	1	1
275	он не выходит	1	1
276	действительность может быть	1	1
277	ничего не будет	1	1
278	на эту тему	2	1
279	будет ли она	1	1
280	есть по существу	1	1
281	сама по себе	6	1
282	а не о	1	1
283	это было бы	2	1
284	если бы не	3	1
