N	3gram	Vygotskiy_	Freidism
1	с точки зрения	12	15
2	не может быть	14	14
3	в самом деле	13	10
4	в том что	21	9
5	во всяком случае	7	8
6	в то же	2	6
7	мы знаем что	3	6
8	в высшей степени	1	6
9	то же время	2	6
10	с самого начала	1	5
11	можно сказать что	2	5
12	в свою очередь	3	4
13	с помощью которых	1	4
14	мы увидим что	2	4
15	в своей основе	1	4
16	тем не менее	6	4
17	сам по себе	4	4
18	на самом деле	6	4
19	в зависимости от	6	4
20	в данном случае	1	4
21	в таком случае	3	4
22	не могут быть	2	4
23	в этом отношении	7	4
24	и тот же	2	3
25	все то что	3	3
26	только то что	2	3
27	отнюдь не является	1	3
28	для того чтобы	11	3
29	точку зрения на	1	3
30	о том что	9	3
31	один и тот	2	3
32	в собственном смысле	3	3
33	до сих пор	8	3
34	что же касается	1	3
35	к тому чтобы	3	3
36	и той же	5	3
37	во всех своих	1	3
38	бы то ни	2	3
39	на этот вопрос	1	3
40	так и в	2	3
41	мы видели что	2	3
42	узком смысле слова	1	3
43	что все эти	1	3
44	одной и той	5	3
45	а потому и	1	3
46	а вовсе не	1	3
47	в конечном счете	6	3
48	мы не можем	2	3
49	и не может	2	3
50	благодаря тому что	2	2
51	и тем не	2	2
52	ни в каком	1	2
53	но вместе с	1	2
54	в применении к	2	2
55	и может быть	1	2
56	он не только	3	2
57	может быть это	1	2
58	в этом смысле	3	2
59	заключается в том	13	2
60	один из способов	1	2
61	в чем же	2	2
62	тех же самых	2	2
63	то или иное	2	2
64	ни в какой	3	2
65	в конце концов	6	2
66	а следовательно и	1	2
67	а с другой	1	2
68	в какой степени	1	2
69	при этом совершенно	1	2
70	мы могли бы	1	2
71	том что она	5	2
72	по своему содержанию	1	2
73	в узком смысле	1	2
74	что он сам	1	2
75	мы никогда не	5	2
76	и все его	1	2
77	зависимости от того	1	2
78	у нас в	1	2
79	что и в	5	2
80	в отличие от	4	2
81	мы полагаем что	1	2
82	том что он	2	2
83	таким образом в	2	2
84	то ни было	1	2
85	выходит за пределы	2	2
86	к тому что	2	2
87	это и есть	1	2
88	тот же предмет	1	2
89	с одной стороны	6	2
90	то что мы	1	2
91	смысл и значение	1	2
92	то же самое	8	2
93	и т д	10	1
94	того что он	1	1
95	он никогда не	1	1
96	что он не	1	1
97	в основу психологии	1	1
98	этом отношении совершенно	1	1
99	в вопросе о	1	1
100	и те же	3	1
101	и со всеми	1	1
102	даже тогда когда	1	1
103	собственном смысле слова	2	1
104	и вот это	2	1
105	не может служить	1	1
106	в более тонкой	1	1
107	к нему и	1	1
108	в таких словах	1	1
109	а может быть	1	1
110	того или иного	1	1
111	как будто бы	2	1
112	но прежде всего	1	1
113	психологии они утверждают	1	1
114	по аналогии с	1	1
115	жизни человека является	1	1
116	в направлении к	1	1
117	между субъективной и	1	1
118	и даже не	1	1
119	субъективной и объективной	1	1
120	себе а в	1	1
121	без всякой примеси	1	1
122	человек как бы	1	1
123	мы знаем только	1	1
124	то что он	1	1
125	больше и больше	2	1
126	утверждать что бессознательное	1	1
127	но и в	1	1
128	сказать что душевный	1	1
129	от того что	2	1
130	мы видим в	1	1
131	с того момента	1	1
132	в противоречие с	3	1
133	как мы знаем	1	1
134	расчетом чтобы вызвать	2	1
135	по крайней мере	1	1
136	все больше и	2	1
137	то что это	1	1
138	другой точки зрения	1	1
139	в данный момент	1	1
140	по сравнению с	3	1
141	же что и	1	1
142	но она не	1	1
143	в себя и	1	1
144	что бы то	1	1
145	потому не может	2	1
146	что таким путем	1	1
147	если же мы	1	1
148	может быть даже	1	1
149	фрейд полагает что	1	1
150	этой теории фрейд	1	1
151	и его школы	1	1
152	мы обратимся к	1	1
153	не остается ничего	2	1
154	форма и содержание	1	1
155	никогда не поймем	1	1
156	и чувств и	1	1
157	фрейд утверждает что	1	1
158	можно определить как	1	1
159	одни и те	3	1
160	момента в котором	1	1
161	и самый важный	1	1
162	любовь к матери	1	1
163	мы знаем о	1	1
164	и в практике	1	1
165	в жизни и	1	1
166	как бы в	1	1
167	проходят через всю	1	1
168	в целом ряде	2	1
169	в том же	1	1
170	мы различаем в	1	1
171	в коем случае	1	1
172	к выводу что	2	1
173	и не было	1	1
174	в свое время	1	1
175	для объективной психологии	2	1
176	с учением о	1	1
177	того и другого	3	1
178	в каждом слове	1	1
179	в чем состоит	1	1
180	согласиться с тем	1	1
181	достаточно указать на	1	1
182	во что бы	1	1
183	на вопрос о	1	1
184	таким образом чрезвычайно	1	1
185	в то время	6	1
186	и значение в	1	1
187	там же где	2	1
188	и то же	1	1
189	можно согласиться с	1	1
190	тем что его	2	1
191	а не наоборот	1	1
192	с таким расчетом	3	1
193	остается ничего другого	2	1
194	и в таком	1	1
195	все же не	1	1
196	и пр как	1	1
197	случае не может	2	1
198	уже не может	1	1
199	те механизмы которые	1	1
200	хотя и не	2	1
201	не было бы	3	1
202	но в такой	1	1
203	в одной плоскости	1	1
204	теория исторического материализма	1	1
205	этой психологической теории	1	1
206	как и на	1	1
207	не только из	3	1
208	могут быть изучены	1	1
209	те же самые	2	1
210	не что иное	2	1
211	а между тем	1	1
212	двух направлений в	1	1
213	то же что	2	1
214	вовсе не есть	1	1
215	дело в том	1	1
216	в такой же	1	1
217	ни в коем	1	1
218	теряет свой смысл	1	1
219	одно и то	1	1
220	при этом как	2	1
221	бросается в глаза	1	1
222	не похожи на	1	1
223	так как они	2	1
224	мы не знаем	1	1
225	иметь дело с	4	1
226	каждого из этих	2	1
227	так же как	8	1
