N	3gram	Bakhtin_Fr	Myshleni
1	в том что	2	133
2	с точки зрения	4	89
3	для того чтобы	5	78
4	заключается в том	1	51
5	по сравнению с	2	45
6	по отношению к	2	42
7	с одной стороны	4	39
8	с самого начала	1	36
9	в этом отношении	4	30
10	можно было бы	2	28
11	в этом случае	1	27
12	в собственном смысле	1	26
13	с другой стороны	5	26
14	о том что	3	25
15	не может быть	2	23
16	смысле этого слова	2	22
17	в то время	1	22
18	в высшей степени	1	22
19	можно сказать что	2	21
20	то время как	1	20
21	в отличие от	3	18
22	во всяком случае	2	18
23	до сих пор	6	17
24	и того же	1	17
25	как мы видели	4	17
26	в связи с	5	17
27	одного и того	1	17
28	и то что	1	15
29	в данном случае	3	15
30	и той же	2	15
31	одной и той	2	15
32	мы уже говорили	5	14
33	мы видели что	1	14
34	в свою очередь	2	14
35	подобно тому как	2	14
36	в другом месте	1	13
37	таким образом что	1	12
38	в том чтобы	1	12
39	один и тот	3	12
40	и тот же	3	12
41	на первый план	1	12
42	как мы уже	8	11
43	том что в	1	11
44	только тогда когда	1	11
45	одной стороны и	2	10
46	том числе и	3	10
47	то что в	1	10
48	в том числе	4	10
49	вместо того чтобы	1	10
50	так как она	1	9
51	как и в	2	9
52	с помощью которого	1	9
53	более или менее	1	9
54	в конечном счете	1	9
55	на самом деле	5	9
56	именно в этом	1	9
57	само по себе	1	9
58	то что он	1	8
59	более и более	1	8
60	что в основе	1	8
61	мы говорили выше	1	8
62	той или иной	2	8
63	в том же	3	8
64	и в отношении	1	8
65	все более и	1	8
66	в основе этого	3	8
67	что и в	1	8
68	с таким же	1	8
69	о том как	1	7
70	и вместе с	1	7
71	включает в себя	1	7
72	как раз в	3	7
73	отношение к объекту	1	7
74	в первом случае	1	7
75	имеет в виду	2	6
76	те же самые	2	6
77	и тем же	1	6
78	и в частности	1	6
79	по внешнему виду	1	6
80	только то что	2	6
81	и не может	1	6
82	не что иное	1	6
83	одним и тем	1	6
84	что иное как	1	6
85	в направлении к	1	5
86	кроме того что	1	5
87	но все же	2	5
88	так как в	1	5
89	устной речи в	1	5
90	как мы увидим	1	5
91	прежде всего в	1	5
92	речи так как	1	5
93	в той же	5	5
94	во втором случае	1	5
95	в конце концов	3	5
96	и в этом	1	5
97	мы знаем что	1	5
98	в свое время	1	5
99	в то же	13	5
100	не только в	3	5
101	все эти три	2	5
102	между этими двумя	1	5
103	мы видим что	2	4
