N	2gram	Voloshinov	FransuaR
1	и в	28	367
2	то есть	1	209
3	в этом	28	112
4	и т.п	4	108
5	и не	34	101
6	таким образом	34	100
7	и его	22	99
8	в его	25	98
9	прежде всего	26	92
10	не только	10	87
11	мы уже	10	85
12	но и	10	84
13	как бы	19	82
14	все эти	15	79
15	вовсе не	16	77
16	как и	13	76
17	в нем	7	75
18	но в	13	75
19	в эпоху	3	75
20	и на	9	72
21	и др	9	72
22	в том	10	71
23	как мы	18	71
24	то же	12	66
25	и все	13	66
26	в них	3	65
27	в этой	7	65
28	так и	14	65
29	и с	10	64
30	в то	7	63
31	во время	6	63
32	во всех	13	62
33	все это	12	62
34	же время	6	55
35	что в	7	52
36	в своем	4	51
37	только в	11	48
38	так как	15	46
39	и до	5	46
40	том что	12	45
41	то что	17	41
42	здесь в	6	41
43	у него	4	40
44	жизни и	7	40
45	в самом	12	38
46	точки зрения	31	37
47	в ней	8	37
48	с его	9	36
49	о том	3	35
50	он был	3	35
51	может быть	28	35
52	мы видим	3	35
53	сказать что	11	34
54	и даже	3	34
55	в себе	7	34
56	рядом с	2	32
57	мы видели	12	32
58	тела в	1	32
59	в конце	2	32
60	он не	10	32
61	для него	12	32
62	до конца	7	31
63	связаны с	2	31
64	в своей	14	31
65	так же	4	30
66	один из	10	30
67	потому что	4	30
68	той же	5	30
69	и потому	12	30
70	никогда не	10	30
71	тела и	1	30
72	в одном	3	29
73	еще не	8	29
74	связи с	1	29
75	в этих	5	29
76	что он	12	29
77	не может	30	29
78	в особенности	1	29
79	при этом	8	29
80	его в	11	29
81	не в	10	29
82	и к	7	28
83	из них	7	28
84	всех этих	6	28
85	также и	2	28
86	эти образы	1	28
87	в основе	6	28
88	и другие	2	27
89	сих пор	3	27
90	до сих	3	27
91	все же	8	27
92	по своему	4	27
93	роль в	7	27
94	и их	2	27
95	образов в	1	26
96	в условиях	3	26
97	все они	2	26
98	на самом	6	25
99	в области	4	25
100	с помощью	20	25
101	и образы	4	25
102	но это	4	25
103	мира и	1	25
104	он и	2	24
105	но не	7	24
106	например в	1	24
107	в ее	5	24
108	и у	7	24
109	и от	3	24
110	как в	4	24
111	того чтобы	5	24
112	времени и	1	24
113	в большинстве	5	24
114	отношение к	7	24
115	большинстве случаев	6	23
116	так сказать	7	23
117	и здесь	1	23
118	с ним	14	23
119	и для	7	23
120	в их	2	23
121	есть и	2	23
122	к нему	9	23
123	это не	5	23
124	даже в	1	22
125	не было	5	22
126	а в	8	22
127	тем что	1	22
128	что и	5	22
129	и других	1	22
130	там где	2	22
131	поэтому и	1	22
132	вместе с	5	22
133	и во	2	22
134	связь с	7	22
135	и о	6	22
136	в своих	5	21
137	именно в	4	21
138	культуры и	1	21
139	в отношении	2	21
140	уже в	3	21
141	и как	3	21
142	есть в	1	21
143	в качестве	2	21
144	одним из	3	21
145	в себя	5	21
146	что это	5	21
147	ни в	12	21
148	и наконец	12	21
149	в виду	4	20
150	и это	1	20
151	одной из	1	20
152	этом отношении	4	20
153	с точки	15	20
154	как раз	6	20
155	а также	2	20
156	самом деле	14	20
157	во всем	1	19
158	их в	3	19
159	к этому	9	19
160	в эту	2	19
161	того же	3	19
162	за пределы	10	19
163	было бы	8	19
164	с ее	4	19
165	в дальнейшем	2	19
166	с другой	2	19
167	на протяжении	7	19
168	хотя и	1	19
169	в форме	1	19
170	далеко не	5	19
171	мы находим	4	18
172	на мир	1	18
173	со всеми	5	18
174	конечно и	5	18
175	это и	4	18
176	здесь не	1	18
177	одна из	4	18
178	превращается в	2	18
179	весь мир	2	18
180	на этом	8	18
181	связанные с	4	18
182	перед нами	1	18
183	связан с	1	18
184	образы в	1	17
185	и смерти	2	17
186	для того	6	17
187	конечно не	10	17
188	в результате	3	17
189	можно было	1	17
190	человеческого тела	1	17
191	связанных с	4	17
192	такой же	3	17
193	еще более	2	17
194	но все	2	17
195	связана с	2	17
196	и вот	8	17
197	того что	7	17
198	века и	1	17
199	а не	9	17
200	в другом	4	16
201	влияние на	4	16
202	с одной	2	16
203	между ними	5	16
204	между тем	3	16
205	нужно сказать	2	16
206	тот же	10	16
207	в начале	1	16
208	начала и	1	16
209	в свете	1	16
210	он дает	3	16
211	ничего не	5	16
212	они не	3	16
213	дело в	2	16
214	мысли и	4	15
215	а затем	1	15
216	в которой	5	15
217	говорили что	1	15
218	из этих	6	15
219	мы еще	1	15
220	с их	5	15
221	от всех	3	15
222	особенно в	1	15
223	и вообще	4	15
224	одно из	6	15
225	как на	3	15
226	в нашем	3	15
227	не мог	1	15
228	телом и	1	15
229	в первой	1	15
230	еще в	1	15
231	в истории	4	15
232	страха и	1	15
233	и прежде	7	15
234	в котором	4	14
235	характер и	4	14
236	в чем	9	14
237	образом в	2	14
238	и по	5	14
239	мы не	9	14
240	на них	2	14
241	все что	10	14
242	в данном	4	14
243	все образы	1	14
244	и он	1	14
245	слов и	1	14
246	в более	5	14
247	по существу	1	14
248	и сам	3	13
249	с этим	8	13
250	во все	1	13
251	и еще	1	13
252	что все	7	13
253	его к	4	13
254	в основном	4	13
255	на языке	2	13
256	на все	3	13
257	в одной	2	13
258	мира в	2	13
259	в жизни	7	13
260	на этой	3	13
261	одной стороны	2	13
262	не знает	5	13
263	отличие от	2	13
264	в мире	2	13
265	бы в	2	13
266	и есть	3	13
267	они и	2	13
268	только на	4	13
269	не на	1	13
270	этот процесс	4	13
271	или в	1	13
272	и эта	1	13
273	это было	2	13
274	жизнь и	1	13
275	как он	1	13
276	в книге	2	13
277	более того	7	13
278	не был	1	12
279	во всей	3	12
280	те же	9	12
281	вещей и	1	12
282	главным образом	4	12
283	и ее	7	12
284	та же	1	12
285	части тела	1	12
286	жизни в	3	12
287	о нем	2	12
288	у нас	3	12
289	менее всего	1	12
290	другом месте	2	12
291	уже сказали	1	12
292	из всех	1	12
293	только для	2	12
294	можно сказать	6	12
295	но этот	1	12
296	здесь с	1	12
297	в атмосфере	1	12
298	не могут	7	12
299	века в	2	12
300	он в	2	12
301	образы и	2	12
302	все то	3	12
303	смерти и	1	12
304	но именно	2	12
305	благодаря этому	1	12
306	об этом	7	12
307	характерно для	1	12
308	в пределах	6	12
309	мы слышим	1	12
310	зрения на	6	11
311	уже не	9	11
312	отметить что	4	11
313	что они	1	11
314	той или	1	11
315	и что	6	11
316	в общем	5	11
317	и самый	1	11
318	в течение	2	11
319	наконец в	1	11
320	в отличие	2	11
321	и страха	1	11
322	из этого	2	11
323	в свое	1	11
324	на фоне	1	11
325	и т.д	1	11
326	тело и	1	11
327	все время	4	11
328	момент в	1	11
329	были в	2	11
330	время в	2	11
331	и особенно	1	11
332	это уже	3	11
333	и так	2	11
334	с ними	5	11
335	слова и	4	11
336	формы и	3	11
337	между собою	2	11
338	другими словами	5	11
339	в заключение	5	11
340	в узком	4	11
341	целый ряд	1	10
342	по отношению	13	10
343	на котором	1	10
344	все его	3	10
345	все остальные	1	10
346	поэтому в	1	10
347	и они	2	10
348	да и	2	10
349	но оно	1	10
350	в таких	4	10
351	данном случае	4	10
352	наших дней	3	10
353	человека и	6	10
354	или иной	2	10
355	конце концов	2	10
356	новое и	2	10
357	для всех	3	10
358	нас в	2	10
359	самом же	2	10
360	там же	1	10
361	к тому	6	10
362	даже и	1	10
363	на этот	3	10
364	для понимания	2	10
365	по преимуществу	2	10
366	к которому	1	10
367	выражение в	4	10
368	ту же	1	10
369	мы остановимся	2	10
370	образом и	1	10
371	в процессе	5	10
372	со смертью	1	10
