N	2gram	Potebnia_M	Marksizm
1	точки зрения	4	69
2	может быть	46	64
3	и в	48	63
4	и не	28	55
5	как бы	10	53
6	не может	18	47
7	с точки	3	46
8	и его	4	41
9	в этом	19	39
10	таким образом	24	38
11	в процессе	2	33
12	как мы	8	32
13	языка и	5	31
14	в пределах	1	31
15	лишь в	2	30
16	не только	32	29
17	речи в	1	29
18	то же	35	28
19	в нем	16	28
20	языка как	1	27
21	но и	30	27
22	в языке	19	26
23	связи с	6	25
24	самом деле	5	25
25	в самом	11	24
26	как и	22	24
27	прежде всего	6	24
28	только в	29	23
29	так и	17	23
30	и т.п	1	23
31	в том	47	22
32	то что	37	22
33	а не	22	22
34	при этом	6	20
35	так сказать	6	20
36	для него	14	20
37	если мы	2	20
38	не в	24	19
39	если бы	20	19
40	том что	28	19
41	в его	6	19
42	языка в	6	18
43	в ее	3	18
44	внутренней речи	1	18
45	в слове	41	18
46	но в	8	18
47	вовсе не	13	18
48	все же	3	17
49	в сущности	3	17
50	по отношению	12	16
51	ни было	2	16
52	слова и	8	16
53	и как	8	16
54	в то	16	16
55	во всех	1	15
56	в связи	1	15
57	что он	8	15
58	же время	8	15
59	отношению к	10	15
60	в данном	3	14
61	хотя бы	3	14
62	в смысле	4	14
63	в своей	2	13
64	так же	6	13
65	то ни	1	13
66	что в	30	13
67	и здесь	3	13
68	не является	1	13
69	во французском	1	13
70	того чтобы	5	13
71	было бы	16	13
72	ничего не	1	13
73	мы не	17	13
74	слова в	7	13
75	для того	8	12
76	того же	5	12
77	бы то	2	12
78	в результате	1	12
79	между тем	19	12
80	он не	4	12
81	а в	14	12
82	не столько	2	11
83	и того	2	11
84	к нему	7	11
85	мы уже	5	11
86	и что	13	11
87	и от	5	11
88	до сих	4	11
89	и на	5	11
90	и все	5	11
91	как в	17	11
92	еще не	9	11
93	друг друга	6	11
94	так как	20	11
95	на самом	4	11
96	все эти	1	11
97	в ней	11	11
98	сих пор	4	11
99	именно в	5	10
100	во всяком	4	10
101	с другой	8	10
102	сказать что	8	10
103	к этому	3	10
104	никогда не	2	10
105	в своем	6	10
106	его в	6	10
107	в таком	6	10
108	в каждом	6	10
109	здесь мы	1	10
110	в большинстве	2	10
111	конечно не	2	10
112	с его	1	10
113	и потому	9	10
114	с самого	1	10
115	отличие от	2	10
116	быть и	1	9
117	к тому	9	9
118	одного и	2	9
119	только на	4	9
120	в нашем	1	9
121	в себе	26	9
122	большинстве случаев	2	9
123	рядом с	2	9
124	и следовательно	3	9
125	и это	6	9
126	а как	2	9
127	мы видели	5	9
128	что это	6	9
129	ни в	2	9
130	не имеет	10	9
131	и более	4	9
132	отношении к	3	9
133	это не	2	9
134	в истории	2	9
135	одной из	3	9
136	и эта	2	9
137	же самое	3	9
138	мысли и	8	8
139	не как	3	8
140	другой стороны	4	8
141	но что	4	8
142	и даже	3	8
143	и с	4	8
144	настоящее время	1	8
145	мы знаем	1	8
146	что и	16	8
147	у него	3	8
148	не было	12	8
149	что не	12	8
150	тому что	6	8
151	ясно что	1	8
152	мы можем	13	8
153	или же	8	8
154	не будет	4	8
155	в форме	2	8
156	за пределы	2	8
157	столь же	8	8
158	сводится к	1	8
159	слове и	6	8
160	в каком	8	8
161	к другому	3	8
162	перед нами	3	8
163	чем же	1	8
164	в свою	6	8
165	этого слова	14	8
166	в настоящее	1	8
167	с этим	12	8
168	у нас	2	8
169	смысле этого	9	8
170	в их	2	8
171	в прямой	1	8
172	и их	4	8
173	в науке	3	8
174	и т.д	1	8
175	и ее	1	8
176	на то	6	8
177	от него	2	7
178	в этих	2	7
179	значения слова	1	7
180	не существует	5	7
181	в котором	7	7
182	и значение	2	7
183	свою очередь	6	7
184	и формы	1	7
185	он сам	2	7
186	те же	6	7
187	слово как	5	7
188	бы в	3	7
189	в этой	3	7
190	могут быть	6	7
191	там где	6	7
192	с ними	6	7
193	может стать	3	7
194	до настоящего	1	7
195	на основе	1	7
196	по себе	26	7
197	той же	6	7
198	о том	7	7
199	того что	24	7
200	конечно в	1	7
201	в начале	3	7
202	далеко не	5	7
203	бы он	1	7
204	место в	4	7
205	настоящего времени	3	7
206	в той	2	6
207	науки о	1	6
208	по мере	12	6
209	от одного	5	6
210	в корне	1	6
211	уже не	11	6
212	входит в	3	6
213	одной стороны	4	6
214	язык в	1	6
215	в различных	2	6
216	как оно	2	6
217	для понимания	5	6
218	и значением	2	6
219	с одной	8	6
220	с другими	9	6
221	здесь же	1	6
222	между ними	4	6
223	не есть	24	6
224	из одного	3	6
225	всяком случае	3	6
226	языка для	2	6
227	должны быть	3	6
228	то есть	53	6
229	должна быть	2	6
230	в единстве	2	6
231	говорящего и	3	6
232	от своего	2	6
233	зависимости от	1	6
234	ничего общего	2	6
235	и между	4	6
236	что же	3	6
237	тем же	6	6
238	слово и	4	6
239	тот же	2	6
240	этот процесс	1	6
241	все это	4	6
242	сознания и	2	6
243	слово в	6	6
244	в какой	3	6
245	вопрос о	2	6
246	как ее	2	6
247	мы должны	6	6
248	из этих	10	6
249	лишь как	1	6
250	же в	3	6
251	смысле совокупности	1	6
252	не к	4	6
253	еще более	1	5
254	формы в	3	5
255	в одном	4	5
256	в виду	1	5
257	что слово	13	5
258	в первом	5	5
259	значения в	1	5
260	не менее	9	5
261	связано с	2	5
262	понятно что	1	5
263	был бы	2	5
264	история языка	1	5
265	как на	6	5
266	от того	10	5
267	себя в	1	5
268	истории языка	1	5
269	по преимуществу	1	5
270	на язык	1	5
271	должно быть	9	5
272	что такое	2	5
273	xix века	1	5
274	как же	1	5
275	от этого	2	5
276	в двух	1	5
277	лишь для	1	5
278	жизни в	1	5
279	но как	2	5
280	и тем	8	5
281	язык есть	6	5
282	следовательно не	1	5
283	то в	1	5
284	для себя	3	5
285	и внешнего	1	5
286	оно ни	2	5
287	вместе с	22	5
288	да и	2	5
289	так называемая	1	5
290	тесной связи	2	5
291	существует для	4	5
292	знак и	1	5
293	и вот	1	5
294	ее в	2	5
295	связана с	1	5
296	вне его	1	5
297	хотя и	3	5
298	из него	4	5
299	формы и	2	5
300	в душе	17	5
301	этом случае	2	5
302	в более	4	5
303	связи между	1	5
304	сознания говорящего	1	5
305	этом отношении	2	5
306	таком случае	2	5
307	или в	4	5
308	но не	8	5
309	тем более	9	5
310	как слово	4	5
311	к одному	7	5
312	в данную	1	5
313	она не	4	5
314	гуманитарных наук	1	5
315	какого бы	1	4
316	и к	5	4
317	же и	3	4
318	только что	12	4
319	развития языка	1	4
320	какой бы	1	4
321	именно эти	2	4
322	в них	9	4
323	связь с	4	4
324	но все	2	4
325	тем что	13	4
326	из всего	1	4
327	выражения и	1	4
328	к другой	4	4
329	он был	1	4
330	перед ним	1	4
331	самого говорящего	1	4
332	к ее	1	4
333	к языку	1	4
334	из них	11	4
335	едва ли	1	4
336	что они	2	4
337	влияние на	3	4
338	него как	1	4
339	и он	1	4
340	она и	1	4
341	о слове	2	4
342	несмотря на	2	4
343	что все	5	4
344	не знает	4	4
345	в которой	9	4
346	из сознания	3	4
347	для говорящего	4	4
348	одним из	3	4
349	что она	4	4
350	но для	1	4
351	при чтении	2	4
352	следовательно и	2	4
353	в других	3	4
354	для его	1	4
355	в устах	1	4
356	стремится к	3	4
357	не дает	2	4
358	и речи	1	4
359	но при	1	4
360	между двумя	5	4
361	к этим	1	4
362	так что	14	4
363	если же	1	4
364	и тот	5	4
365	язык не	6	4
366	нашей точки	1	4
367	его к	2	4
368	независимо от	10	4
369	имеет свою	2	4
370	от нее	2	4
371	внутреннего и	1	4
372	мы замечаем	1	4
373	языка с	2	4
374	не могут	7	4
375	себя с	1	4
376	значения и	1	4
377	можно назвать	2	4
378	может получить	1	4
379	к его	2	4
380	эта последняя	4	4
381	нет ничего	2	4
382	первом случае	2	4
383	бы и	4	4
384	речи не	1	4
385	именно на	2	4
386	целый ряд	2	4
387	и до	2	4
388	что здесь	1	4
389	переход от	3	4
390	нет и	2	4
391	мог бы	1	4
392	но именно	1	4
393	только при	2	4
394	и то	13	4
395	нас не	1	4
396	уже в	10	4
397	не будем	1	4
398	это и	2	4
399	можно сказать	4	4
400	слова но	3	4
401	места в	1	4
402	как она	2	4
403	или даже	1	4
404	к своему	3	4
405	в одной	1	4
406	он ни	1	4
407	чужого языка	1	4
408	другими словами	3	4
409	как он	1	4
410	относится к	6	4
411	стороны и	1	4
412	как выражение	1	4
413	и вне	1	4
414	одного из	1	4
415	жизни и	3	4
416	в области	3	4
417	эти два	1	4
418	языке и	4	3
419	не могло	3	3
420	и другую	1	3
421	даже в	3	3
422	в нашу	1	3
423	в общей	1	3
424	в своих	2	3
425	границы между	1	3
426	ко всем	5	3
427	быть непосредственно	1	3
428	форму и	1	3
429	с тем	9	3
430	языка является	1	3
431	мы только	2	3
432	значение не	4	3
433	так в	4	3
434	на первый	1	3
435	себя от	2	3
436	отражается в	2	3
437	первым и	1	3
438	в действительности	7	3
439	говорящего как	1	3
440	одной и	6	3
441	но они	1	3
442	говорить о	6	3
443	на пути	2	3
444	значительной степени	2	3
445	или если	2	3
446	группы и	1	3
447	находится в	5	3
448	с ним	10	3
449	и внешней	1	3
450	а следовательно	1	3
451	друг с	1	3
452	в системе	2	3
453	не найдем	1	3
454	мы видим	3	3
455	все его	2	3
456	но более	1	3
457	от его	2	3
458	тем не	7	3
459	в тот	1	3
460	прежде чем	2	3
461	между этими	1	3
462	этом последнем	2	3
463	деле в	2	3
464	между собой	1	3
465	действительности и	3	3
466	чтобы понять	1	3
467	в живой	3	3
468	все остальные	3	3
469	более или	6	3
470	если б	9	3
471	как это	1	3
472	одним словом	3	3
473	что эта	3	3
474	одно и	7	3
475	и та	5	3
476	могла бы	2	3
477	значение и	1	3
478	общего с	1	3
479	в систему	2	3
480	и др	1	3
481	и есть	4	3
482	как знак	2	3
483	на слово	2	3
484	были бы	1	3
485	не так	1	3
486	с объективной	1	3
487	в последнем	4	3
488	речи но	1	3
489	тогда когда	20	3
490	не идет	1	3
491	и при	5	3
492	нужно прибавить	2	3
493	родного языка	1	3
494	и философии	1	3
495	в другой	3	3
496	из которых	1	3
497	знаков в	1	3
498	не на	1	3
499	можно было	1	3
500	должен был	2	3
501	от их	1	3
502	все то	3	3
503	имеет значение	6	3
504	к которым	2	3
505	в которых	5	3
506	со стороны	4	3
507	в следующей	1	3
508	слова для	4	3
509	еще и	1	3
510	его и	1	3
511	то он	2	3
512	потому что	82	3
513	более и	1	3
514	другого в	2	3
515	и той	4	3
516	к двум	1	3
517	на этот	1	3
518	он может	2	3
519	они еще	1	3
520	здесь не	1	3
521	но если	2	3
522	главным образом	1	3
523	ее содержание	1	3
524	является только	1	3
525	у них	1	3
526	но это	9	3
527	находятся в	3	3
528	ответ на	3	3
529	что оно	12	3
530	свидетельствует о	1	3
531	того как	10	3
532	и сама	2	3
533	с их	1	3
534	однако не	1	3
535	и непосредственно	1	3
536	или иначе	1	3
537	на нее	2	3
538	в бытии	1	3
539	в ту	2	3
540	есть только	9	3
541	на все	3	3
542	один и	2	3
543	по самой	1	3
544	с другом	1	3
545	в виде	3	3
546	должен быть	1	3
547	или менее	6	3
548	одним и	4	3
549	и вообще	4	3
550	мысли в	2	3
551	не все	5	3
552	на них	2	3
553	и по	5	3
554	человека в	2	3
555	и других	3	3
556	действительности но	1	3
557	с языком	3	3
558	когда он	1	3
559	а по	1	3
560	не с	4	3
561	каждый раз	3	3
562	в нашей	1	3
563	не следует	6	3
564	или как	1	3
565	и о	6	3
566	благодаря этому	1	3
567	и значения	1	3
568	и относительно	2	3
569	процессе его	1	3
570	все более	2	3
571	и только	5	3
572	в целом	5	3
573	или точнее	1	3
574	и тогда	4	3
575	мы наблюдаем	1	2
576	это восприятие	2	2
577	во всем	2	2
578	идти по	1	2
579	существует лишь	2	2
580	вообще не	1	2
581	будет никаких	1	2
582	чем сильнее	1	2
583	его за	2	2
584	есть прежде	2	2
585	с этой	2	2
586	вопросу о	1	2
587	это значит	1	2
588	в разных	4	2
589	тем как	4	2
590	и по-видимому	1	2
591	касается до	2	2
592	из нее	2	2
593	родном языке	1	2
594	от значения	1	2
595	небо и	1	2
596	слова с	4	2
597	слово может	7	2
598	к более	1	2
599	в речи	4	2
600	превращается в	3	2
601	следовательно все	1	2
602	например в	9	2
603	в жизни	1	2
604	его на	3	2
605	к самому	2	2
606	в собственном	3	2
607	их в	3	2
608	а именно	1	2
609	отличается от	1	2
610	языка то	1	2
611	так например	3	2
612	начнем с	1	2
613	г в	1	2
614	действительности в	1	2
615	перестает быть	5	2
616	восприятия и	2	2
617	находит в	2	2
618	было в	6	2
619	понято и	1	2
620	сам и	1	2
621	этом мы	1	2
622	значение то	1	2
623	и другой	1	2
624	случайных и	1	2
625	же касается	1	2
626	слова при	3	2
627	оно так	1	2
628	не об	2	2
629	и выражение	1	2
630	а между	6	2
631	тем самым	11	2
632	почти совершенно	1	2
633	принадлежит не	1	2
634	не вполне	1	2
635	не что	1	2
636	себе отчет	1	2
637	различных языках	2	2
638	чтобы показать	1	2
639	содержания в	3	2
640	отчет в	1	2
641	в прошлом	1	2
642	какие оно	1	2
643	образ и	6	2
644	из виду	4	2
645	к ним	3	2
646	явления так	1	2
647	в голове	1	2
648	по которым	1	2
649	такая же	2	2
650	на него	3	2
651	слово не	6	2
652	не умеет	1	2
653	иначе и	3	2
654	можем сказать	1	2
655	мы тем	3	2
656	как всякое	1	2
657	на предмет	2	2
658	от них	4	2
659	в противном	1	2
660	от себя	1	2
661	что само	1	2
662	они могут	2	2
663	ними в	3	2
664	крайней мере	8	2
665	и речь	1	2
666	своего развития	1	2
667	гораздо более	1	2
668	и во	1	2
669	лишь тогда	5	2
670	видели что	1	2
671	что язык	5	2
672	мы как	1	2
673	слова является	1	2
674	это будет	1	2
675	об одном	2	2
676	в состоянии	5	2
677	быть в	1	2
678	всех остальных	1	2
679	формы этого	1	2
680	отношения к	2	2
681	после этого	1	2
682	и за	1	2
683	слово на	1	2
684	тому же	1	2
685	и притом	3	2
686	языке мы	1	2
687	но он	3	2
688	ее от	2	2
689	связи со	1	2
690	что его	3	2
691	не остается	1	2
692	эти три	1	2
693	и именно	1	2
694	одно только	3	2
695	между прочим	5	2
696	которой она	1	2
697	сказанное нами	1	2
698	зрения и	2	2
699	должно было	2	2
700	его жизни	2	2
701	себе и	1	2
702	а только	7	2
703	в чем	6	2
704	звука и	4	2
705	что как	4	2
706	совершающихся в	1	2
707	в немногих	1	2
708	здесь как	3	2
709	точкой зрения	1	2
710	могли бы	3	2
711	но можно	1	2
712	о происхождении	1	2
713	а с	4	2
714	если оно	1	2
715	есть деятельность	1	2
716	только путем	1	2
717	мысль и	2	2
718	эти слова	2	2
719	другом и	1	2
720	еще только	2	2
721	связь и	2	2
722	совсем не	2	2
723	сознание не	1	2
724	не могла	2	2
725	но только	3	2
726	даже не	2	2
727	этом смысле	2	2
728	в нее	5	2
729	сравнительно с	6	2
730	мы здесь	1	2
731	когда мы	4	2
732	его так	1	2
733	ее рождения	1	2
734	этот предмет	2	2
735	с нашей	1	2
736	его как	3	2
737	найти в	1	2
738	друг другу	2	2
739	он сказал	1	2
740	всех сторон	3	2
741	в первой	1	2
742	все остальное	1	2
743	или может	1	2
744	не то	6	2
745	образом в	4	2
746	в общем	1	2
747	и законченное	1	2
748	о роли	1	2
749	во время	4	2
750	так или	2	2
751	слова до	1	2
752	и нельзя	1	2
753	различные степени	2	2
754	собственном смысле	2	2
755	а потому	8	2
756	в содержании	1	2
757	все в	3	2
758	та же	3	2
759	оно и	1	2
760	как с	1	2
761	к одной	4	2
762	следует ли	1	2
763	была бы	5	2
764	переносится в	1	2
765	языка между	1	2
766	всей совокупности	1	2
767	не успели	1	2
768	основная задача	1	2
769	способность слова	1	2
770	из сказанного	3	2
771	внешним миром	1	2
772	оно не	7	2
773	сами по	3	2
774	мы понимаем	1	2
775	то на	1	2
776	есть лишь	1	2
777	ни о	3	2
778	заключается в	2	2
779	ближайшим образом	3	2
780	прибавить еще	1	2
781	вовсе нет	1	2
782	одно слово	6	2
783	же слово	2	2
784	живой речи	3	2
785	как о	3	2
786	с собою	1	2
787	никто не	5	2
788	явлений и	3	2
789	себя и	4	2
790	бы не	6	2
791	из языка	1	2
792	по крайней	8	2
793	самое это	3	2
794	художественный образ	2	2
795	может осуществиться	1	2
796	слова которое	1	2
797	где нет	1	2
798	что мы	16	2
799	это явление	1	2
800	и реального	1	2
801	мы его	2	2
802	и если	4	2
803	явления и	2	2
804	быть не	4	2
805	если для	1	2
806	формы с	1	2
807	в непосредственном	1	2
808	тех пор	5	2
809	сам язык	2	2
810	для нее	1	2
811	эта мысль	2	2
812	к своим	1	2
813	мы получим	1	2
814	впрочем и	2	2
815	рано или	2	2
816	выражения как	2	2
817	друг от	2	2
818	в совершенно	1	2
819	каждый из	1	2
820	мы назовем	1	2
821	на которые	1	2
822	известной степени	1	2
823	или вообще	1	2
824	то для	2	2
825	принадлежит к	1	2
826	их с	1	2
827	эти категории	1	2
828	в сознании	36	2
829	притом так	1	2
830	это значение	1	2
831	или поздно	2	2
832	это одно	1	2
833	стороны эти	1	2
834	мы еще	1	2
835	в самой	1	2
836	он должен	2	2
837	самое слово	4	2
838	сознание может	1	2
839	нельзя передать	1	2
840	на языке	2	2
841	у гоголя	1	2
842	нет ни	2	2
843	данном случае	3	2
844	зависит от	7	2
845	б мы	1	2
846	в художественной	1	2
847	оно само	1	2
848	одна и	2	2
849	не без	1	2
850	исследования мы	1	2
851	к истории	1	2
852	будет ли	3	2
853	о нем	1	2
854	что с	2	2
855	нет это	1	2
856	с определенным	1	2
857	а все	1	2
858	возможно только	6	2
