1	в то же	8	15
2	то же время	8	15
3	той или иной	3	13
4	в отличие от	7	12
5	в той или	1	12
6	в большинстве случаев	1	11
7	с точки зрения	3	11
8	не может быть	5	11
9	в отношении к	2	9
10	с одной стороны	3	7
11	и в то	2	6
12	но в то	2	6
13	к чужому слову	1	6
14	в значительной степени	2	6
15	более или менее	6	5
16	с другой стороны	6	5
17	в этом случае	1	4
18	в том что	10	4
19	в зависимости от	1	4
20	и в сущности	1	4
21	в евгении онегине	1	3
22	в данном случае	5	3
23	до известной степени	2	3
24	не могут быть	2	3
25	в свою очередь	3	3
26	включает в себя	2	3
27	в лучшем случае	1	3
28	в известной степени	1	3
29	то есть как	1	3
30	между автором и	1	2
31	в то время	1	2
32	отношение к своему	1	2
33	уходит своими корнями	1	2
34	не только на	1	2
35	того или иного	6	2
36	по отношению к	10	2
37	не только не	2	2
38	своими корнями в	1	2
39	о том что	1	2
40	в связи с	3	2
41	и то же	2	2
42	сама по себе	2	2
43	тем и другим	1	2
44	тем не менее	3	2
45	то есть от	1	2
46	и тем и	1	2
47	человека и его	1	2
48	одной стороны и	1	2
49	одно и то	2	2
50	в первом случае	1	2
51	языка не может	1	2
52	может быть и	2	2
53	к тому что	2	2
54	а между тем	1	2
55	в новое время	1	2
56	в том и	1	2
57	как и в	2	2
58	то есть для	1	2
59	в известном смысле	2	2
60	жизни на основании	1	1
61	бы ни был	1	1
62	в противном случае	2	1
63	не могло быть	2	1
64	входит в эстетический	1	1
65	становления мира в	1	1
66	одним из существеннейших	1	1
67	мы имеем в	3	1
68	в свое время	1	1
69	а не с	1	1
70	и романного слова	1	1
71	точки зрения не	1	1
72	говорящего и его	1	1
73	том что он	2	1
74	или даже вовсе	1	1
75	это возможно в	1	1
76	этой точки зрения	2	1
77	оттесняет на задний	1	1
78	отношении к нему	1	1
79	и в частности	1	1
80	языка но и	1	1
81	и прежде всего	1	1
82	речь идет о	1	1
83	но прежде всего	1	1
84	и оценки и	1	1
85	точки зрения и	1	1
86	между собой в	1	1
87	для того чтобы	5	1
88	такого языка в	1	1
89	имеем в виду	3	1
90	может и не	1	1
91	являются такими же	1	1
92	на задний план	1	1
93	в его сознании	1	1
94	не на языке	1	1
95	как это может	1	1
96	не в самом	2	1
97	а также в	1	1
98	в особенности в	1	1
99	языки но и	1	1
100	как в поэзии	1	1
101	однако при этом	2	1
102	так или иначе	5	1
103	человек имеет дело	1	1
104	никогда не бывает	1	1
105	по крайней мере	1	1
106	высказывания и в	1	1
107	по себе еще	1	1
108	том числе и	2	1
109	в контексте целого	1	1
110	все то что	1	1
111	бы они ни	1	1
112	со всех сторон	1	1
113	не входит в	1	1
114	между тем это	1	1
115	перед нами не	1	1
116	к автору и	1	1
117	это было бы	1	1
118	героев и их	1	1
119	к одному из	1	1
120	своему смыслу и	1	1
121	поэт не может	1	1
122	в последние десятилетия	1	1
123	дистанции между ними	1	1
124	как бы не	1	1
125	а не только	1	1
126	то есть в	1	1
127	весь его текст	1	1
128	здесь как бы	1	1
129	в основе его	1	1
130	могли бы быть	1	1
131	в том числе	3	1
132	мы говорим о	1	1
133	иметь в виду	1	1
134	у нее нет	1	1
135	они ни были	1	1
136	тех или иных	3	1
137	а в том	1	1
138	можно сказать что	3	1
139	в эстетический объект	2	1
140	века и в	1	1
141	в этих случаях	1	1
142	в русском языке	1	1
143	иметь место в	1	1
144	поэтического слова в	1	1
145	чужой речи и	1	1
146	в виду не	3	1
147	то ни было	2	1
148	как один из	1	1
149	с этой точки	2	1
150	не в качестве	1	1
151	только в условиях	1	1
152	по себе а	1	1
153	может быть развернута	1	1
154	том что в	1	1
155	слова так и	1	1
156	бы то ни	2	1
157	и не могла	1	1
158	именно потому что	1	1
159	то или иное	1	1
160	что он не	1	1
161	с его внешними	1	1
162	при этом и	1	1
163	шире и глубже	1	1
164	и в пределах	1	1
165	тем или иным	2	1
166	имеет дело со	1	1
167	он не только	1	1
168	в целом ряде	1	1
169	дело в том	1	1
170	за ним всегда	1	1
171	рассеянной чужой речи	1	1
