N	3gram	Losev_Vesc	StatiiOP
1	в том что	9	47
2	и т д	36	32
3	о том что	4	29
4	в этом отношении	2	24
5	для того чтобы	2	19
6	до сих пор	1	19
7	с точки зрения	6	14
8	с другой стороны	3	13
9	во всяком случае	2	13
10	то обстоятельство что	1	11
11	не может быть	22	11
12	в самом деле	7	9
13	то же время	4	9
14	вместе с тем	3	9
15	на то что	7	9
16	в то же	5	9
17	дело в том	4	9
18	можно было бы	3	9
19	тем не менее	11	8
20	к тому что	2	8
21	не только в	5	8
22	не в том	1	7
23	в конце концов	2	7
24	в данном случае	2	7
25	но также и	1	7
26	но все же	2	7
27	заключается в том	3	7
28	в то время	4	7
29	и в этом	2	7
30	том что он	2	7
31	так же как	2	6
32	в этом смысле	2	6
33	не только не	4	6
34	речь идет о	1	6
35	по крайней мере	10	6
36	в том смысле	1	6
37	вопрос о том	2	6
38	что он не	1	5
39	то время как	4	5
40	нужно сказать что	2	5
41	с тем что	1	5
42	но и в	1	5
43	в том чтобы	2	5
44	как раз в	2	5
45	в свое время	2	5
46	то что в	1	5
47	в применении к	2	4
48	то что он	2	4
49	дело не в	1	4
50	так или иначе	5	4
51	сами по себе	3	4
52	с одной стороны	3	4
53	в связи с	1	4
54	и в самом	1	4
55	на вопрос о	1	4
56	не при чем	1	4
57	что и в	1	4
58	на эту тему	1	4
59	ответ на вопрос	1	3
60	это не значит	1	3
61	только потому что	1	3
62	о том как	4	3
63	том смысле что	1	3
64	в той же	1	3
65	и в и	2	3
66	что в ней	3	3
67	можно сказать что	3	3
68	то или иное	1	3
69	не значит что	1	3
70	более или менее	4	3
71	да и в	1	3
72	потому что он	1	3
73	бы то ни	12	3
74	что у него	1	3
75	что мы любим	1	3
76	и тем не	5	3
77	т е не	5	3
78	и только в	1	3
79	и не в	3	3
80	только в том	1	3
81	по меньшей мере	1	3
82	в этом случае	1	3
83	т е в	7	3
84	неизвестно кем и	1	2
85	но то что	3	2
86	ни в каком	6	2
87	и даже не	3	2
88	но если это	3	2
89	потому что это	1	2
90	т д на	1	2
91	того что именно	2	2
92	и в результате	1	2
93	в той или	2	2
94	как можно было	1	2
95	должно было бы	1	2
96	хотя бы и	2	2
97	и пр но	1	2
98	во втором случае	1	2
99	в данном месте	1	2
100	в зависимости от	1	2
101	совершенно не при	1	2
102	и вместе с	1	2
103	нельзя сказать что	2	2
104	независимо от того	1	2
105	и в то	3	2
106	а потому что	1	2
107	только в виде	1	2
108	то ни было	12	2
109	не может не	3	2
110	которая была бы	2	2
111	а не в	2	2
112	то же самое	1	2
113	то что у	2	2
114	с тех пор	1	2
115	то что я	2	2
116	вы знаете что	1	2
117	только тогда когда	2	2
118	сам по себе	4	2
119	т д и	11	2
120	в свою очередь	5	2
121	вовсе не в	1	2
122	что это есть	3	2
123	но и здесь	1	2
124	в чем же	5	2
125	в чем он	1	2
126	когда речь идет	1	2
127	и что он	1	2
128	и в конце	1	2
129	в одно целое	1	2
130	я не могу	1	2
131	что мы имеем	2	2
132	далеко не все	1	2
133	но в то	1	2
134	том что и	1	2
135	как бы ни	2	2
136	так что в	3	2
137	и то что	5	2
138	между прочим и	1	2
139	ни о каком	2	2
140	может быть и	1	2
141	что у нас	1	1
142	что я в	1	1
143	ни у кого	1	1
144	та точка зрения	1	1
145	до самого последнего	1	1
146	нельзя было бы	2	1
147	от них и	1	1
148	как будто бы	1	1
149	в последние годы	2	1
150	в то или	1	1
151	со стороны ее	1	1
152	это вовсе еще	1	1
153	но нет никакого	1	1
154	и больше ничего	12	1
155	но тот же	1	1
156	каком случае не	2	1
157	не только потому	1	1
158	еще почти не	1	1
159	в определенном направлении	2	1
160	я не стану	1	1
161	из двух или	1	1
162	но и самая	1	1
163	по сравнению с	7	1
164	почему же мы	1	1
165	я должен был	1	1
166	была бы совершенно	1	1
167	потому что оно	1	1
168	совсем другое дело	1	1
169	в самом начале	1	1
170	понимание того что	1	1
171	самом деле в	1	1
172	самого последнего времени	1	1
173	она является т	1	1
174	я бы сказал	1	1
175	нет и нет	1	1
176	того или другого	1	1
177	как и во	1	1
178	с полной определенностью	1	1
179	д и т	10	1
180	та и другая	1	1
181	в собственном смысле	3	1
182	и тут не	1	1
183	с этой точки	3	1
184	мы подходим к	1	1
185	здесь и там	1	1
186	с самого же	1	1
187	для себя и	1	1
188	она не могла	1	1
189	на почве этого	1	1
190	его отношении к	1	1
191	а в том	1	1
192	потому что она	1	1
193	в подлинном смысле	2	1
194	свидетельствует о том	3	1
195	но даже и	2	1
196	и то же	5	1
197	них и что	1	1
198	так чтобы и	1	1
199	в его абсолютной	1	1
200	на этом основании	1	1
201	является т е	3	1
202	т д в	1	1
203	в каком случае	4	1
204	то что можно	1	1
205	не потому что	5	1
206	может не быть	1	1
207	нужно было бы	2	1
208	того что в	1	1
209	с этой стороны	1	1
210	а есть только	2	1
211	хотя бы даже	2	1
212	смысле этого слова	1	1
213	в отношении к	2	1
214	что из этого	1	1
215	больше ничего а	1	1
216	его эпохи не	1	1
217	той и другой	2	1
218	вместо того чтобы	1	1
219	само по себе	4	1
220	они как раз	1	1
221	не могла бы	1	1
222	быть и речи	1	1
223	и таким образом	2	1
224	одно целое в	1	1
225	также и то	1	1
226	даже и в	1	1
227	том что я	1	1
228	и что такое	1	1
229	каждой из них	1	1
230	к этому сводится	1	1
231	никто ничего не	1	1
232	одно из двух	1	1
233	и та и	1	1
234	самого себя и	1	1
235	с душою и	1	1
236	не вдаваясь в	1	1
237	значит что мы	6	1
238	каждой из этих	1	1
239	я это делаю	1	1
240	не входя в	1	1
241	есть нечто совершенно	2	1
242	является одним из	1	1
243	но как раз	1	1
244	чтобы утверждать что	2	1
245	и говорить о	1	1
246	что с точки	1	1
247	какие бы то	1	1
248	только то что	3	1
249	это значит что	25	1
250	это однако не	1	1
251	несмотря на ее	1	1
252	на себе печать	1	1
253	не то что	1	1
254	но так как	1	1
255	и не может	1	1
256	мы имеем дело	2	1
257	быть не может	1	1
258	этого вопроса в	1	1
259	крайней мере три	1	1
260	точка зрения которая	1	1
261	и в отдельных	1	1
262	отличается от всех	1	1
263	оба эти принципа	1	1
264	т д все	1	1
265	и потому что	1	1
266	к действительности и	1	1
267	это может быть	1	1
268	что почти все	1	1
269	и во всяком	1	1
270	еще и в	1	1
271	все это покрывается	1	1
272	все что мы	1	1
273	независимо от других	1	1
274	и может быть	1	1
275	и думаю что	1	1
276	так как по	1	1
277	от того что	4	1
278	сделать хотя бы	1	1
279	самого же начала	1	1
280	приходится спорить против	1	1
281	и тому же	1	1
282	и в особенности	1	1
283	значит что в	1	1
284	ни в какой	1	1
285	бы в этом	1	1
286	ее судьба и	1	1
287	не годится в	1	1
288	может быть ни	3	1
289	и не потому	1	1
290	этой точки зрения	3	1
291	хотя это и	1	1
292	ту или иную	3	1
293	самом деле не	1	1
294	и не было	1	1
295	в результате этого	1	1
296	вообще с точки	1	1
297	то что оно	2	1
298	в этом и	2	1
299	и можно ли	1	1
300	ни на что	1	1
301	как к чему-то	1	1
302	своего читателя и	1	1
303	точка зрения на	1	1
304	не имеет никакого	2	1
305	вы говорите что	2	1
306	относится не только	1	1
307	вовсе еще не	1	1
308	указание на то	1	1
309	что бы то	1	1
310	не только к	2	1
311	если оно не	3	1
312	для него не	1	1
313	того что и	1	1
314	более для него	1	1
315	одно из самых	1	1
316	может быть никакого	1	1
317	в настоящем смысле	1	1
318	каких бы то	1	1
319	но и все	1	1
320	и в частности	2	1
321	и быть не	1	1
322	одно и то	5	1
323	и в котором	1	1
324	и во всей	1	1
325	содержит в себе	11	1
326	прежде всего к	1	1
327	но можно и	1	1
328	т е как	1	1
329	ближе к истине	1	1
330	словами не только	1	1
331	с нею и	1	1
332	в общем итоге	1	1
333	это уже не	1	1
334	д все это	1	1
335	одному и тому	1	1
336	е не только	1	1
337	то что вы	1	1
338	иначе и быть	1	1
339	же т е	3	1
340	хотя бы в	2	1
341	у него нет	1	1
342	с ним и	1	1
343	то что для	1	1
344	я позволю себе	1	1
345	ясно что и	1	1
346	то он и	1	1
347	те или иные	1	1
348	что она была	1	1
349	и все же	1	1
350	простой факт что	1	1
351	знать что именно	1	1
352	то что ему	1	1
353	об этом в	1	1
354	что несмотря на	1	1
355	думаю что в	1	1
356	тому как мы	1	1
357	и не только	6	1
