N	3gram	Losev_Prob	SlovoVZh
1	не может быть	5	7
2	можно сказать что	2	5
3	в том что	17	4
4	дело в том	4	4
5	в художественном произведении	1	3
6	то ни было	4	3
7	до сих пор	4	3
8	этой точки зрения	2	3
9	и не в	2	3
10	бы то ни	5	3
11	имеет в виду	1	3
12	тем не менее	23	3
13	бы мы ни	1	3
14	и не может	1	3
15	может быть и	3	3
16	формы и содержания	1	2
17	имеем в виду	4	2
18	да и вообще	1	2
19	на самом деле	5	2
20	художественного произведения и	1	2
21	одной стороны и	1	2
22	то же самое	17	2
23	в этих двух	1	2
24	одно и то	4	2
25	в данном случае	12	2
26	мы все время	1	2
27	в зависимости от	3	2
28	с одной стороны	2	2
29	с другой стороны	11	2
30	в ней как	1	2
31	и то же	5	2
32	но отнюдь не	2	2
33	с точки зрения	9	2
34	в настоящее время	4	2
35	все же не	1	1
36	и в своем	1	1
37	сам по себе	10	1
38	сами по себе	8	1
39	имеет бесконечное количество	1	1
40	и та общность	1	1
41	таким образом к	1	1
42	о том что	8	1
43	ни в какой	1	1
44	но несмотря на	1	1
45	вопросов о том	1	1
46	в самом деле	1	1
47	один и тот	1	1
48	герой нашего времени	1	1
49	совершенно ясно что	1	1
50	в том и	1	1
51	не есть только	1	1
52	все более и	1	1
53	относится не к	1	1
54	за пределы слова	1	1
55	хотя бы только	1	1
56	и связи с	1	1
57	ничего общего с	2	1
58	и тот же	1	1
59	в виду и	1	1
60	по себе не	1	1
61	для нас и	1	1
62	по себе в	2	1
63	и в частности	4	1
64	что не только	2	1
65	еще не вполне	1	1
66	как и в	2	1
67	какой бы то	1	1
68	сама по себе	11	1
69	наметить хотя бы	1	1
70	во всяком случае	8	1
71	в литературе и	1	1
72	самом же деле	7	1
73	и независимо от	2	1
74	но в ней	1	1
75	сказать что и	1	1
76	как на нечто	1	1
77	только в результате	3	1
78	равно как и	2	1
79	только то что	4	1
80	и тем же	1	1
81	подобно тому как	2	1
82	с большим трудом	1	1
83	на самом же	7	1
84	же как и	4	1
85	то что мы	3	1
86	произведения и его	1	1
87	но в них	1	1
88	его значение и	1	1
89	в основе своей	1	1
90	можно было бы	6	1
91	бы даже и	3	1
92	так же как	3	1
93	и к его	1	1
94	ясно что слово	1	1
95	мы убедились что	1	1
96	тех или иных	7	1
97	для нас не	4	1
98	да и всякого	1	1
99	художественном произведении как	1	1
100	и прежде всего	3	1
101	более или менее	2	1
102	но и в	2	1
103	во всех языках	1	1
104	более и более	1	1
105	но сами по	1	1
106	в то же	10	1
107	мы имеем в	1	1
108	и все элементы	1	1
109	в чем не	2	1
110	то время как	6	1
111	образом каждая вещь	1	1
112	что до сих	1	1
113	едва ли кто-нибудь	1	1
114	сих пор мы	2	1
115	мы имеем дело	2	1
116	но если бы	3	1
117	на второй план	1	1
118	и в этом	6	1
119	по крайней мере	9	1
120	ни в чем	2	1
121	того чтобы не	1	1
122	том что всякий	2	1
123	она как бы	1	1
124	уже не есть	3	1
125	в процессе живого	1	1
126	в то время	6	1
127	это один и	1	1
128	в этом смысле	5	1
129	но все это	1	1
130	или может быть	1	1
131	в виду не	1	1
132	ровно ничего не	2	1
133	но это же	1	1
134	но все же	1	1
135	со словами и	1	1
136	нам кажется что	1	1
137	не обходится без	2	1
138	при таком понимании	1	1
139	и здесь мы	2	1
140	каких бы то	1	1
141	одним и тем	1	1
142	отнюдь не является	3	1
143	к тому же	1	1
144	друг к другу	1	1
145	к вопросу о	1	1
