N	2gram	Berdyaev_M	KulturaY
1	и т	1	143
2	т е	5	102
3	т п	1	93
4	и в	61	84
5	в том	9	74
6	потому что	25	68
7	не только	42	60
8	точки зрения	6	59
9	в этом	34	57
10	было бы	11	53
11	и не	26	52
12	может быть	42	47
13	что в	12	44
14	том что	7	44
15	того чтобы	4	44
16	в самом	15	41
17	для того	4	41
18	у нас	13	38
19	хотя бы	8	37
20	самом деле	2	37
21	так как	10	36
22	с точки	1	36
23	в области	1	34
24	а не	36	33
25	если бы	5	32
26	можно было	1	32
27	не в	16	30
28	в его	10	30
29	прежде всего	18	30
30	все же	2	29
31	не менее	1	28
32	того что	13	28
33	все эти	3	28
34	уже не	8	26
35	в силу	1	26
36	то что	10	25
37	вовсе не	1	25
38	не может	39	25
39	вопрос о	7	24
40	с другой	1	24
41	еще не	1	24
42	то же	4	23
43	только в	7	23
44	так и	5	23
45	по себе	2	20
46	во всяком	1	20
47	и что	4	20
48	но и	34	20
49	тем что	7	19
50	о том	5	19
51	что он	16	19
52	зависимости от	1	19
53	что же	2	19
54	всяком случае	1	19
55	но в	12	19
56	и с	6	18
57	с тем	10	18
58	к тому	6	18
59	в сущности	2	18
60	между тем	2	18
61	вместе с	7	18
62	как бы	10	18
63	все это	6	18
64	в той	3	17
65	что это	5	17
66	это не	10	17
67	в виду	2	16
68	в зависимости	1	16
69	что и	6	16
70	что не	3	16
71	тот же	1	16
72	ничего не	4	16
73	в русском	1	16
74	но не	8	16
75	как на	1	15
76	в нашем	2	15
77	не было	25	15
78	и тем	1	15
79	один из	9	15
80	по отношению	4	15
81	ни к	2	15
82	целый ряд	2	15
83	только потому	1	15
84	того как	3	15
85	а в	4	15
86	лишь в	8	15
87	должно быть	5	15
88	в них	5	14
89	и на	9	14
90	сказать что	5	14
91	хотя и	2	14
92	что такое	2	14
93	я не	4	14
94	сих пор	5	14
95	в ней	23	14
96	до сих	5	14
97	мы имеем	1	14
98	также и	6	14
99	отношению к	4	14
100	что она	5	13
101	в этой	12	13
102	не случайно	1	13
103	не могут	6	13
104	в которых	5	13
105	той же	3	13
106	для нас	3	13
107	это и	7	13
108	в пределах	1	13
109	и его	13	13
110	с этой	4	12
111	говорить о	1	12
112	но также	2	12
113	вопроса о	1	12
114	этот вопрос	1	12
115	могут быть	2	12
116	тогда когда	2	12
117	как в	9	12
118	этого слова	1	12
119	для этого	3	12
120	те же	5	11
121	должен быть	4	11
122	в своем	17	11
123	он не	34	11
124	в нем	26	11
125	и здесь	6	11
126	должна быть	7	11
127	и то	2	11
128	и если	1	11
129	этом отношении	1	11
130	уже в	6	11
131	в их	4	11
132	в какой	1	11
133	как и	14	10
134	так же	5	10
135	конечно не	3	10
136	к этому	3	10
137	бы в	3	10
138	ту же	1	10
139	в то	2	10
140	вряд ли	3	10
141	после того	2	10
142	в каком	2	10
143	с этим	4	10
144	они не	4	10
145	бы и	8	10
146	тем более	1	10
147	тех же	1	10
148	в нашей	1	10
149	от того	4	10
150	в своей	18	9
151	что все	5	9
152	xix века	4	9
153	в которой	8	9
154	но для	2	9
155	рядом с	1	9
156	мы говорим	1	9
157	и есть	21	9
158	ни в	3	9
159	не имеет	7	9
160	что мы	1	9
161	не потому	2	9
162	но это	8	9
163	и для	7	9
164	и вот	7	9
165	то мы	1	9
166	а также	1	9
167	на то	1	9
168	в этих	6	8
169	но все	1	8
170	на практике	1	8
171	что они	4	8
172	по преимуществу	4	8
173	тому что	2	8
174	не есть	21	8
175	в чем	3	8
176	смысл и	1	8
177	в своих	4	8
178	а потому	1	8
179	был бы	11	8
180	заключается в	1	8
181	да и	1	8
182	то и	1	8
183	только тогда	1	8
184	что я	1	8
185	с его	6	8
186	на самом	2	8
187	и как	3	8
188	об этом	2	8
189	мере в	1	8
190	в частности	1	8
191	и о	1	8
192	что на	1	8
193	же и	2	7
194	стоит в	3	7
195	а именно	1	7
196	казалось бы	1	7
197	в котором	9	7
198	в одном	1	7
199	была бы	1	7
200	той мере	1	7
201	на том	3	7
202	учение о	3	7
203	а с	1	7
204	не значит	2	7
205	и должно	3	7
206	с ним	5	7
207	есть лишь	23	7
208	как о	1	7
209	и более	2	7
210	когда мы	2	7
211	в свою	5	7
212	в истории	2	7
213	до конца	16	7
214	на этот	2	7
215	в самой	8	7
216	все равно	3	7
217	смысле этого	1	7
218	лишь с	1	7
219	есть в	3	7
220	нисколько не	1	7
221	не все	3	7
222	и потому	17	7
223	том случае	1	7
224	она не	9	7
225	не знает	12	7
226	когда он	3	7
227	как он	4	7
228	были бы	1	6
229	только что	1	6
230	только для	1	6
231	отличается от	2	6
232	не всегда	1	6
233	можно ли	2	6
234	вообще и	1	6
235	что как	1	6
236	по поводу	1	6
237	она есть	3	6
238	в ее	3	6
239	не столько	1	6
240	прежде чем	2	6
241	и именно	2	6
242	от этого	4	6
243	могли бы	1	6
244	на этом	5	6
245	должны быть	3	6
246	за пределы	5	6
247	я в	1	6
248	его к	2	6
249	е в	1	6
250	не на	1	6
251	оно не	3	6
252	если не	1	6
253	роль в	2	6
254	пишет он	2	6
255	что если	1	6
256	в отличие	1	6
257	в сфере	2	6
258	же до	1	6
259	в свое	1	6
260	в себе	12	6
261	мы не	2	6
262	то это	1	6
263	если и	1	6
264	как будто	4	6
265	отличие от	1	6
266	не с	1	6
267	чтобы не	4	6
268	приводит к	2	6
269	как к	2	6
270	которые в	2	6
271	на себя	1	6
272	в каком-то	2	6
273	и к	9	5
274	еще более	3	5
275	формы в	1	5
276	не как	4	5
277	нас в	3	5
278	то не	1	5
279	но что	1	5
280	и даже	1	5
281	в духе	6	5
282	нельзя было	3	5
283	даже и	2	5
284	в другом	1	5
285	с проблемой	1	5
286	превращается в	1	5
287	и еще	3	5
288	ни одного	2	5
289	не то	1	5
290	никогда не	30	5
291	и он	21	5
292	на протяжении	2	5
293	к себе	3	5
294	чем в	3	5
295	в конце	11	5
296	я и	3	5
297	и у	3	5
298	у него	38	5
299	всего лишь	1	5
300	все те	1	5
301	бы уже	1	5
302	в иных	3	5
303	так что	3	5
304	всех этих	1	5
305	не так	6	5
306	также что	1	5
307	смысле слова	7	5
308	интерес к	5	5
309	в отношении	6	5
310	к его	1	5
311	то он	3	5
312	уже из	1	5
313	относится к	2	5
314	быть не	2	5
315	и тогда	2	5
316	на примере	1	5
317	переход от	1	5
318	но если	4	5
319	на вопрос	1	5
320	бы на	1	5
321	о нем	2	5
322	и от	3	5
323	а на	1	5
324	но с	2	5
325	кто в	1	5
326	так в	1	5
327	по своему	3	5
328	для нашей	1	5
329	это так	1	5
330	и их	3	5
331	мы должны	1	5
332	как не	1	5
333	лишь как	3	5
334	отношение к	9	5
335	и только	1	5
336	в разговоре	1	5
337	не надо	2	5
338	вопросом о	1	5
339	есть не	9	5
340	о чем	3	4
341	одно из	3	4
342	как они	1	4
343	интересно что	1	4
344	связано с	5	4
345	ответить на	2	4
346	к этой	3	4
347	мы увидим	4	4
348	увидим что	5	4
349	уже и	1	4
350	быть в	1	4
351	к которому	1	4
352	не мог	6	4
353	к нему	8	4
354	всего в	2	4
355	иных случаях	1	4
356	как можно	1	4
357	его в	6	4
358	но он	17	4
359	не о	2	4
360	будто бы	3	4
361	что за	2	4
362	это есть	4	4
363	но ведь	1	4
364	между ними	1	4
365	же как	1	4
366	в ряду	1	4
367	себе и	4	4
368	и это	16	4
