N	3gram	Tiupa_Narr	Istorich
1	и т д	1	142
2	в этих случаях	1	47
3	с другой стороны	1	46
4	до сих пор	3	30
5	с одной стороны	5	28
6	так же как	1	27
7	в том что	11	25
8	не может быть	6	24
9	но все же	1	23
10	тем не менее	6	23
11	точно так же	2	22
12	о том что	3	22
13	не только в	12	19
14	здесь мы имеем	1	17
15	в связи с	3	17
16	мы уже знаем	1	15
17	в данном случае	12	15
18	по отношению к	5	14
19	на то что	2	14
20	в то время	1	13
21	то время как	1	13
22	но и в	4	12
23	как мы видели	1	12
24	что иное как	1	11
25	как и в	1	10
26	можно было бы	1	10
27	друг с другом	1	9
28	как мы увидим	1	9
29	более или менее	2	9
30	же как и	1	9
31	то же самое	3	8
32	на этот вопрос	1	8
33	и то что	1	8
34	что у него	2	8
35	мере того как	1	8
36	по мере того	1	8
37	подобно тому как	4	8
38	в зависимости от	3	8
39	в большинстве случаев	1	7
40	с этой стороны	1	7
41	во всяком случае	2	7
42	на первый взгляд	1	7
43	на том что	1	6
44	и в других	1	6
45	и здесь мы	1	6
46	к тому же	8	6
47	этой точки зрения	1	6
48	с этой точки	1	6
49	мы не можем	1	6
50	для того чтобы	4	5
51	в отличие от	6	5
52	так как это	1	5
53	что это за	2	5
54	в том числе	1	5
55	так и в	1	5
56	же можно сказать	1	5
57	на самом деле	1	5
58	так или иначе	1	4
59	не только на	2	4
60	в этой связи	1	4
61	только то что	1	4
62	с точки зрения	2	4
63	состоит в том	5	4
64	не означает что	1	4
65	содержит в себе	1	4
66	он не может	1	4
67	друг на друга	2	4
68	иметь в виду	1	4
69	на него и	1	4
70	так же в	1	4
71	сами по себе	2	4
72	можно сказать что	5	4
73	но они не	1	4
74	одной стороны и	1	3
75	в этом направлении	1	3
76	как один из	1	3
77	никак не может	1	3
78	не превращается в	1	3
79	и то же	2	3
80	не только с	1	3
81	не только не	2	3
82	в обоих случаях	1	3
83	и тем самым	6	3
84	к тому что	4	3
85	один и тот	1	3
86	если бы она	1	3
87	дело в том	2	3
88	она может быть	1	3
89	потому что я	1	3
90	у него есть	1	3
91	и тот же	1	3
92	по сравнению с	1	3
93	дело не только	2	3
94	в ответ на	3	3
95	но и на	2	3
96	из этих двух	2	3
97	не в том	1	3
98	само по себе	1	3
99	в соответствии с	7	3
100	не могло быть	2	3
101	то ни было	1	3
102	все тех же	1	3
103	бы то ни	1	3
104	жизнью и смертью	1	3
105	но и здесь	1	3
106	в противоречие с	1	3
107	в том смысле	1	3
108	внимание на то	2	3
109	при встрече с	3	3
110	по его мнению	1	3
111	и не только	1	3
112	по себе но	1	2
113	по себе а	1	2
114	в том как	2	2
115	и т п	2	2
116	они и не	2	2
117	в самом деле	3	2
118	обращает на себя	3	2
119	далеко не всегда	1	2
120	друг от друга	1	2
121	в частности в	2	2
122	в таком случае	1	2
123	сам по себе	1	2
124	в особенности в	1	2
125	том числе и	1	2
126	а в том	2	2
127	будет сказано ниже	1	2
128	как если бы	2	2
129	из того что	1	2
130	и для нас	1	2
131	мы имеем дело	4	2
132	же обстоит дело	1	2
133	и потому что	1	2
134	что не только	1	2
135	в этом и	3	2
136	но еще не	1	2
137	порой в качестве	1	2
138	вместо того чтобы	1	2
139	одна из особенностей	1	2
140	у него нет	1	2
141	не говорится но	1	2
142	может быть и	1	2
143	в меньшей степени	1	2
144	это уже не	1	2
145	от солнца и	1	2
146	смерть и воскресение	1	2
147	может быть только	1	2
148	из них не	1	2
149	а не в	1	2
150	на то чтобы	2	2
151	в конечном итоге	1	2
152	при всей своей	1	2
153	и не может	3	2
154	восходит к обряду	1	2
155	том как он	1	2
156	в свою очередь	2	2
157	на другой день	4	2
158	большей или меньшей	1	2
159	связаны между собой	1	2
160	и не могло	1	2
161	мы не знаем	1	2
162	одна из них	1	2
163	прямо не говорится	1	2
164	ничего не говорит	1	2
165	хотя и не	2	2
166	одна из этих	1	2
167	ответ на этот	1	2
168	одно и то	2	2
169	таким образом что	1	2
170	только потому что	1	2
171	видит в нем	1	2
172	тогда как в	2	2
173	могло бы составить	1	2
174	к себе и	2	2
175	имеем дело с	4	2
176	не само по	1	1
177	но то же	1	1
178	через смерть в	1	1
179	в пределах этой	1	1
180	и она уходит	1	1
181	это не вполне	1	1
182	иного мира но	1	1
183	что в ней	1	1
184	на этом свете	1	1
185	том что искусство	1	1
186	в одном тексте	1	1
187	и в другом	1	1
188	не говорит и	1	1
189	с большей или	1	1
190	не говорит об	1	1
191	не мог говорить	1	1
192	в первый раз	1	1
193	в предыдущей главе	1	1
194	и дело не	1	1
195	то что обычно	1	1
196	и так или	1	1
197	об этом не	1	1
198	возвращения героя из	1	1
199	не сами по	1	1
200	уже никто не	1	1
201	но и с	1	1
202	и все что	1	1
203	в ней не	1	1
204	же в своих	1	1
205	но при этом	3	1
206	и откуда они	1	1
207	речь идет о	3	1
208	здесь не в	1	1
209	по аналогии с	1	1
210	каждого из этих	1	1
211	не могла бы	1	1
212	еще в году	1	1
213	мы узнаем что	1	1
214	в стране мертвых	1	1
215	и по содержанию	1	1
216	принимает на себя	1	1
217	чем иным как	2	1
218	тот ни другой	1	1
219	есть на самом	1	1
220	в первой главе	1	1
221	не исключено что	1	1
222	что все эти	1	1
223	но в этом	1	1
224	этот не может	1	1
225	до нас в	1	1
226	не входит в	1	1
227	к этому времени	1	1
228	не сливаются в	1	1
229	на которую претендует	1	1
230	сменяющие друг друга	1	1
231	пока еще не	1	1
232	и потому не	1	1
233	а также и	1	1
234	это то что	1	1
235	своего рода словесный	1	1
236	и у нас	1	1
237	он обращается к	1	1
238	и как будто	1	1
239	является не только	1	1
240	не в его	1	1
241	дело не с	1	1
242	к ней в	2	1
243	стороны может быть	1	1
244	это делает и	1	1
245	что у нее	3	1
246	из которых он	1	1
247	в другом отношении	1	1
248	случае мы имеем	1	1
249	в этом смысле	1	1
250	но и не	2	1
251	их ставят на	1	1
252	их между собой	1	1
253	связи с этим	1	1
254	что он уже	1	1
255	того что происходит	1	1
256	как и все	1	1
257	как бы от	1	1
258	а в тех	1	1
259	что с ним	1	1
260	в этом месте	2	1
261	не зависит от	1	1
262	а тот кто	1	1
263	и что в	1	1
264	в начале рассказа	1	1
265	не мог бы	1	1
266	том смысле как	1	1
267	как бы в	2	1
268	то что мы	1	1
269	не только тем	1	1
270	ответ на него	1	1
271	ночь а утром	1	1
272	еще и потому	1	1
273	что еще не	1	1
274	если бы не	1	1
275	в большей или	1	1
276	свое существование с	1	1
277	в самом начале	1	1
278	и к этому	1	1
279	именно это и	1	1
280	тем более не	1	1
281	и столь же	1	1
282	и даже не	1	1
283	до известной степени	1	1
284	муж и жена	2	1
285	и полагает что	1	1
286	он уже не	1	1
287	в силу своей	1	1
288	здесь не только	2	1
289	всем свете нет	1	1
290	ничего не доказывает	1	1
291	легко представить себе	1	1
292	все время пребывания	1	1
293	не отличается от	1	1
294	еще более дробные	1	1
295	в этом отношении	5	1
296	что один из	1	1
297	в центре внимания	2	1
298	в том случае	1	1
299	потому что в	1	1
300	с ним происходит	1	1
301	может быть не	2	1
302	но в данном	1	1
303	том что именно	1	1
304	они могут быть	1	1
305	так и по	1	1
306	этой стороны может	1	1
307	бросается в глаза	1	1
308	и не по	1	1
309	мы не видим	1	1
310	и от его	1	1
311	в то что	1	1
312	к тому или	1	1
313	тем или иным	2	1
314	это позволяет нам	1	1
315	время пребывания в	1	1
316	ничего не знает	1	1
317	не было и	2	1
318	и не мог	1	1
319	а с другой	2	1
320	то что не	1	1
321	которой он сам	1	1
322	относится и к	1	1
323	но уже не	1	1
324	в стороне от	1	1
325	с ним о	1	1
326	мы еще вернемся	1	1
327	себя не только	1	1
328	то же время	7	1
329	да и не	1	1
330	никогда не было	1	1
331	не тот кто	1	1
332	это могло бы	1	1
333	долго не может	1	1
334	в значительной степени	1	1
335	тому или иному	1	1
336	ни тот ни	1	1
337	к такого рода	1	1
338	ни один человек	1	1
339	того или иного	3	1
340	к нему в	1	1
341	обращается к нему	1	1
342	отнюдь не означает	1	1
343	обратим внимание на	2	1
344	в саду и	1	1
345	а в умении	1	1
346	он имеет право	1	1
347	на друга но	1	1
348	по большей части	5	1
349	в нее входит	1	1
350	в которой он	1	1
351	какой бы то	1	1
352	видит не только	1	1
353	но и тем	1	1
354	одна из наиболее	1	1
355	на котором он	1	1
356	века в лице	1	1
357	в то же	7	1
358	или чаще в	1	1
359	и не должен	1	1
360	может быть вполне	1	1
361	в противном случае	1	1
362	между жизнью и	1	1
363	в первом случае	3	1
364	я не могу	1	1
365	в нем своего	1	1
366	и та же	1	1
367	состоит в извлечении	1	1
368	представляет собой очень	1	1
369	мысль о том	1	1
370	том что на	1	1
371	все же далеко	1	1
372	уже не только	1	1
373	но зато в	1	1
374	это прежде всего	1	1
375	у меня в	1	1
376	уже говорилось выше	1	1
377	одна и та	1	1
378	с этого момента	1	1
379	едва ли не	2	1
380	данном случае это	1	1
381	как это делает	1	1
382	не то что	1	1
383	он говорит о	1	1
384	в следующей главе	1	1
385	в основе своей	1	1
386	один из этих	1	1
387	но с другой	1	1
388	не всегда бывает	2	1
