N	4gram	Voloshinov	Freidism
1	в то же время	7	6
2	мы можем сказать что	1	5
3	не может быть и	4	4
4	но во всяком случае	1	3
5	одной и той же	2	3
6	может быть и речи	4	3
7	один и тот же	3	3
8	но в то же	6	3
9	внутренней и внешней речи	1	3
10	и не может быть	5	3
11	– это вовсе не	1	2
12	в следующей главе глава	1	2
13	не чем иным как	1	2
14	с объективной точки зрения	3	2
15	и пр и пр	5	2
16	в том что он	3	2
17	бы то ни было	11	2
18	ни в какой степени	1	2
19	на самом же деле	5	2
20	нет и не может	2	2
21	– это и есть	2	2
22	– очень важный момент	1	1
23	на первый план выдвигается	1	1
24	далек от того чтобы	1	1
25	что она слагается из	1	1
26	жизни в ее целом	1	1
27	но тем не менее	1	1
28	процессы в нервной системе	1	1
29	ни в коем случае	2	1
30	очень важный момент в	1	1
31	но теперь мы должны	1	1
32	как мы уже знаем	2	1
33	если бы он был	2	1
34	или во всяком случае	1	1
35	с точки зрения индивидуальной	1	1
36	одни и те же	5	1
37	в большинстве случаев только	1	1
38	не может быть понято	1	1
39	в индивидуальную душу но	1	1
40	уже приходилось говорить о	1	1
41	самом деле если мы	1	1
42	не будет никаких оснований	1	1
43	идеологией нет принципиальной границы	1	1
44	– все это является	1	1
45	как мы уже сказали	1	1
46	в самом деле ведь	2	1
47	нам уже приходилось говорить	1	1
48	в свою очередь является	1	1
49	и в таком случае	1	1
50	с точки зрения этого	1	1
51	не выходит за пределы	1	1
52	может быть ничего общего	1	1
53	в жизни и в	1	1
54	точки зрения индивидуальной психологии	1	1
55	в таком случае это	2	1
56	каких бы то ни	3	1
57	не может быть ничего	2	1
58	они не могут быть	1	1
59	одно и то же	3	1
60	это и есть та	1	1
61	т.е с точки зрения	1	1
62	в коем случае не	1	1
63	итоги остается подвести итоги	1	1
64	дело в том что	1	1
65	социальной группы к которой	1	1
66	это не совсем так	1	1
67	с марксистской точки зрения	1	1
68	друг с другом и	1	1
69	– говорит он –	2	1
70	до сих пор не	1	1
71	по роду своего бытия	1	1
72	мы уже указывали что	1	1
73	только при этом условии	2	1
74	не что иное как	1	1
75	не может обойтись без	1	1
76	в собственном смысле слова	2	1
77	с которыми имеет дело	1	1
78	в какой степени не	1	1
79	той социальной группы к	1	1
80	в самом деле если	2	1
81	его не касается но	1	1
82	а может быть и	1	1
