N	2gram	Losev_Dial	Mirosoze
1	и в	35	97
2	у достоевского	1	94
3	может быть	30	64
4	не только	26	63
5	это –	38	56
6	в этом	18	55
7	но и	17	54
8	он не	5	53
9	а не	24	53
10	в нем	25	49
11	не может	16	49
12	у него	2	47
13	и не	51	39
14	никогда не	18	38
15	в ней	4	37
16	потому что	23	37
17	не было	7	36
18	не в	12	34
19	и есть	20	33
20	для него	2	31
21	не есть	67	30
22	но он	3	30
23	есть лишь	1	30
24	как и	10	29
25	прежде всего	14	29
26	и он	6	27
27	в мире	3	27
28	но в	8	27
29	человека и	2	26
30	в своей	9	25
31	он был	1	25
32	и это	6	25
33	переходит в	1	24
34	и все	11	24
35	в своем	7	23
36	что в	19	23
37	он –	22	23
38	что он	16	22
39	в самом	6	21
40	в себе	23	20
41	отношение к	5	20
42	как бы	19	19
43	в его	4	18
44	любви к	2	17
45	того что	6	17
46	и потому	6	17
47	том что	18	16
48	в том	20	16
49	на земле	3	16
50	то что	25	16
51	было бы	14	16
52	достоевского в	1	16
53	и его	6	16
54	быть может	5	15
55	духа в	1	15
56	в котором	5	15
57	не был	3	15
58	не знает	2	15
59	в этой	3	15
60	в конце	5	14
61	человек в	1	14
62	она не	10	14
63	нет ничего	1	14
64	так как	24	14
65	в глубине	1	14
66	на поверхности	1	13
67	та же	6	13
68	друг друга	1	13
69	и вот	10	13
70	в них	4	12
71	он сам	6	12
72	к нему	12	12
73	добра и	1	12
74	– не	17	12
75	и у	2	12
76	но не	9	12
77	и зла	1	12
78	смысле слова	1	12
79	это не	18	12
80	все это	14	12
81	и к	8	11
82	с тем	2	11
83	уже не	3	11
84	хотя бы	6	11
85	в которой	3	11
86	был бы	1	11
87	только в	7	11
88	как в	3	11
89	и там	1	11
90	но это	12	11
91	и для	2	11
92	менее всего	1	11
93	жизни и	9	11
94	то же	21	10
95	так же	6	10
96	всю жизнь	2	10
97	один из	3	10
98	должна быть	5	10
99	не могут	4	10
100	не имеет	15	10
101	это и	6	10
102	связана с	1	10
103	есть не	8	10
104	все что	2	9
105	из самых	1	9
106	к тому	6	9
107	должно быть	7	9
108	что и	7	9
109	человек и	2	9
110	я не	9	9
111	не будет	2	9
112	доходит до	1	9
113	то есть	1	9
114	с ним	9	9
115	вместе с	3	9
116	и во	1	9
117	образ и	5	9
118	бы и	4	9
119	есть уже	2	9
120	есть и	11	9
121	а в	8	9
122	от него	4	8
123	в этих	6	8
124	и с	10	8
125	тем что	2	8
126	о том	8	8
127	вопрос о	3	8
128	себя в	2	8
129	есть религия	1	8
130	– все	8	8
131	т е	49	8
132	что не	13	8
133	за пределы	4	8
134	жизнь в	2	8
135	что есть	2	8
136	не так	1	8
137	в отношении	5	8
138	еще в	2	8
139	не знал	1	8
140	нет в	1	8
141	того чтобы	1	8
142	во власти	1	8
143	отношении к	3	8
144	нет и	2	8
145	ничего не	19	8
146	они не	3	8
147	уже в	5	8
148	мира и	2	8
149	только и	5	8
150	для того	2	8
151	во всем	3	7
152	что человек	2	7
153	в духе	1	7
154	если он	1	7
155	не существует	8	7
156	нем есть	6	7
157	что все	2	7
158	точки зрения	25	7
159	она есть	12	7
160	все в	2	7
161	что она	18	7
162	на этом	4	7
163	от нее	1	7
164	в жизни	3	7
165	отношения к	3	7
166	жизни в	1	7
167	себя и	1	7
168	мог бы	3	7
169	но если	6	7
170	должен быть	2	7
171	не могу	9	7
172	также и	7	7
173	как он	5	7
174	не хотел	1	7
175	к другу	2	6
176	же и	11	6
177	есть прежде	1	6
178	с этой	3	6
179	не как	4	6
180	есть что-то	2	6
181	и нет	2	6
182	свободе и	1	6
183	людей и	1	6
184	– в	11	6
185	всего в	1	6
186	что у	3	6
187	его в	3	6
188	к чему	1	6
189	и она	1	6
190	веру в	1	6
191	тогда только	1	6
192	у них	3	6
193	совсем не	1	6
194	личности и	2	6
195	можно было	5	6
196	по своей	5	6
197	в глубину	1	6
198	чтобы не	6	6
199	и от	5	6
200	и здесь	1	6
201	друг к	2	6
202	что это	21	6
203	его на	1	6
204	это есть	13	6
205	если бы	12	6
206	в которых	2	6
207	бы не	1	6
208	братьях карамазовых	1	6
209	в братьях	1	6
210	в образе	1	6
211	в ее	3	6
212	того как	3	6
213	и более	7	6
214	о мировой	1	6
215	на все	2	6
216	нет у	1	6
217	тех которые	1	6
218	и человек	2	6
219	жизнь и	5	6
220	его не	7	6
221	быть и	7	6
222	к ней	4	6
223	на то	5	6
224	к богу	3	6
225	не к	2	6
226	еще не	4	5
227	бы в	3	5
228	которые не	2	5
229	мысли и	3	5
230	одно из	2	5
231	и как	14	5
232	он остается	1	5
233	мысли о	1	5
234	отличается от	3	5
235	к культуре	1	5
236	с этим	5	5
237	природы в	1	5
238	во всяком	5	5
239	для этого	2	5
240	мы увидим	2	5
241	говорит что	3	5
242	чем его	1	5
243	сказать что	19	5
244	к которому	1	5
245	все время	4	5
246	момент в	2	5
247	от человека	1	5
248	по преимуществу	1	5
249	хочет быть	2	5
250	верит в	1	5
251	личности в	2	5
252	и вместе	2	5
253	должно привести	1	5
254	есть явление	1	5
255	от этого	5	5
256	сих пор	4	5
257	которая есть	2	5
258	вопроса о	1	5
259	личность и	1	5
260	должны быть	2	5
261	человека его	1	5
262	культуры и	1	5
263	был в	2	5
264	в то	10	5
265	для чего	2	5
266	когда он	2	5
267	до сих	4	5
268	и этот	1	5
269	они и	1	5
270	оно не	2	5
271	дважды два	1	5
272	и мы	8	5
273	да и	11	5
274	тот кто	2	5
275	его и	1	5
276	то он	2	5
277	в основе	4	5
278	и если	5	5
279	той же	1	5
280	не стоит	2	5
281	– это	14	5
282	тот же	1	5
283	человека но	2	5
284	не для	1	5
285	так и	18	5
286	и тут	6	5
287	как у	3	5
288	в их	5	5
289	сознания но	2	5
290	и я	3	5
291	из глубины	1	5
292	связано с	2	5
293	думать что	3	5
294	но человек	1	5
295	него и	1	5
296	к новому	1	5
297	как будто	7	5
298	в той	4	4
299	человек может	1	4
300	человеческой жизни	2	4
301	к этой	1	4
302	то остается	1	4
303	еще более	3	4
304	в разных	6	4
305	на деле	2	4
306	в своих	1	4
307	и даже	23	4
308	небо и	2	4
309	к земле	1	4
310	нем нет	3	4
311	в такой	1	4
312	на природу	2	4
313	сам не	1	4
314	не всегда	2	4
315	в него	2	4
316	плоти и	1	4
317	не что	4	4
318	себе в	1	4
319	есть также	1	4
320	что они	8	4
321	мы видим	6	4
322	что иное	4	4
323	в каждом	4	4
324	и этим	1	4
325	не от	1	4
326	это очень	1	4
327	не была	1	4
328	и можно	3	4
329	будто бы	3	4
330	тому что	4	4
331	время как	7	4
332	черты сходства	1	4
333	века в	1	4
334	себе и	5	4
335	в чем	9	4
336	мировой процесс	1	4
337	а с	2	4
338	земле и	1	4
339	так что	21	4
340	и что	17	4
341	как человек	1	4
342	его личности	2	4
343	в идее	2	4
344	и по	5	4
345	его с	6	4
346	тогда когда	6	4
347	для них	1	4
348	ни в	20	4
349	но на	1	4
350	с ней	2	4
351	оно есть	5	4
352	то время	3	4
353	как о	2	4
354	от его	1	4
355	никто не	2	4
356	не знали	1	4
357	подлинного бытия	1	4
358	– один	1	4
359	на своем	1	4
360	к другому	1	4
361	к которой	1	4
362	же есть	3	4
363	к свету	3	4
364	по сравнению	2	4
365	человека от	2	4
366	и тогда	4	4
367	на землю	1	4
368	и до	2	4
369	ли вы	1	4
370	в истории	1	4
371	может ли	1	4
372	отречение от	1	4
373	только с	3	4
374	мы еще	2	4
375	они были	2	4
376	могут быть	6	4
377	мир в	1	4
378	может не	1	4
379	ни с	8	4
380	мы не	1	4
381	одна и	5	4
382	сознания и	8	4
383	все равно	7	4
384	в эпоху	2	4
385	если есть	1	4
386	все эти	4	4
387	есть в	2	4
388	по своему	4	4
389	путь к	1	4
390	не все	1	4
391	начинается в	1	4
392	значит что	25	4
393	и их	5	4
394	от того	2	4
395	стало быть	17	4
396	место в	1	4
397	идея и	8	4
398	и только	5	4
399	конце концов	4	4
400	иное как	4	4
401	которой все	1	3
402	в душе	8	3
403	закона и	1	3
404	который должен	1	3
405	это значит	18	3
406	о чем	4	3
407	– к	2	3
408	в виду	9	3
409	не бывает	2	3
410	стоит в	1	3
411	мысль о	2	3
412	но нельзя	2	3
413	все же	9	3
414	чем не	2	3
415	мир и	1	3
416	вл соловьев	1	3
417	этого вопроса	1	3
418	ответить на	1	3
419	то это	6	3
420	очень важное	1	3
421	даже и	3	3
422	в противоположность	6	3
423	одной и	1	3
424	в одном	4	3
425	и когда	5	3
426	превращается в	2	3
427	конечно не	9	3
428	душу и	1	3
429	можно ли	3	3
430	но этот	1	3
431	с другим	1	3
432	я никогда	3	3
433	знает только	1	3
434	к этому	2	3
435	в европе	1	3
436	дает для	1	3
437	есть выражение	4	3
438	верить в	1	3
439	не видел	2	3
440	и еще	4	3
441	на том	1	3
442	в состоянии	2	3
443	хотя и	4	3
444	от всякой	2	3
445	души и	1	3
446	и сама	1	3
447	я и	3	3
448	не остается	2	3
449	но ведь	2	3
450	и жизнь	2	3
451	есть та	2	3
452	же как	3	3
453	и перед	1	3
454	и религия	1	3
455	он чувствовал	3	3
456	во всех	3	3
457	остается в	1	3
458	о себе	1	3
459	и быть	2	3
460	нет уже	1	3
461	между тем	3	3
462	и бог	1	3
463	– он	1	3
464	и тем	2	3
465	он также	2	3
466	и та	8	3
467	истории и	1	3
468	не значит	6	3
469	с которым	2	3
470	и самый	1	3
471	были бы	3	3
472	мире и	3	3
473	и самое	1	3
474	жизни а	1	3
475	и должно	3	3
476	но также	1	3
477	на почве	2	3
478	учение о	11	3
479	это уже	2	3
480	науки и	5	3
481	его образ	1	3
482	со всеми	2	3
483	все его	3	3
484	что нет	1	3
485	их и	1	3
486	как не	4	3
487	к его	2	3
488	приводит к	1	3
489	ли он	1	3
490	сравнению с	2	3
491	в которые	1	3
492	только одно	1	3
493	сознание и	1	3
494	есть одно	1	3
495	земли и	1	3
496	это все	2	3
497	и поэтому	1	3
498	не быть	3	3
499	когда в	1	3
500	только один	2	3
501	а лишь	3	3
502	и той	1	3
503	что же	5	3
504	она может	1	3
505	тому как	1	3
506	человеческая личность	1	3
507	он может	3	3
508	всяком случае	3	3
509	из него	1	3
510	же он	2	3
511	жизни не	1	3
512	литературы и	1	3
513	из этой	1	3
514	проникает в	1	3
515	и то	15	3
516	что оно	9	3
517	и всякий	3	3
518	нет ни	4	3
519	это особенно	1	3
520	до последних	1	3
521	для нас	1	3
522	она никогда	1	3
523	– значит	1	3
524	ведь это	3	3
525	но с	4	3
526	а к	1	3
527	всегда есть	4	3
528	бытия и	1	3
529	себя а	1	3
530	и эта	3	3
531	говорят о	2	3
532	остается лишь	1	3
533	идеи и	5	3
534	на его	1	3
535	об этом	7	3
536	ему как	1	3
537	стихии в	1	3
538	в самых	1	3
539	что всякий	1	3
540	мы должны	6	3
541	есть всегда	13	3
542	но она	4	3
543	не с	5	3
544	лишь как	3	3
545	и всегда	1	3
546	человеческого сознания	2	3
547	его судьба	1	3
548	показывает как	1	3
549	и самого	1	3
550	не верит	1	3
551	ничего подобного	1	3
552	его есть	2	3
553	природой и	1	3
554	стали бы	1	3
555	и ничего	1	3
556	но для	2	3
557	мир не	1	2
558	есть гибель	1	2
559	в единую	1	2
560	что если	4	2
561	вообще не	2	2
562	и переходит	1	2
563	она всегда	1	2
564	природу в	1	2
565	них есть	2	2
566	для восприятия	1	2
567	познания добра	1	2
568	исторического процесса	2	2
569	то не	4	2
570	что наш	1	2
571	по себе	39	2
572	их не	1	2
573	и сам	1	2
574	о мире	2	2
575	на свою	1	2
576	только можно	1	2
577	уже на	1	2
578	много раз	3	2
579	более и	2	2
580	к самому	3	2
581	и любят	1	2
582	выйти из	3	2
583	есть самое	4	2
584	даже до	1	2
585	не менее	5	2
586	только для	1	2
587	есть то	2	2
588	– как	6	2
589	если в	5	2
590	– и	5	2
591	не могли	1	2
592	света и	3	2
593	все к	1	2
594	и вечно	1	2
595	в пределе	1	2
596	своей природе	1	2
597	в глаза	1	2
598	вот почему	1	2
599	во многих	1	2
600	ни образа	1	2
601	– лишь	1	2
602	сознания в	1	2
603	между двумя	1	2
604	когда она	1	2
605	но они	2	2
606	в чистом	1	2
607	всего что	1	2
608	с другой	10	2
609	в прошлом	1	2
610	я –	2	2
611	быть в	5	2
612	но к	2	2
613	ли она	1	2
614	во всей	1	2
615	глубины и	1	2
616	оказывается что	1	2
617	в идеале	1	2
618	вопрос и	1	2
619	того же	1	2
620	человек сам	1	2
621	то в	8	2
622	него как	1	2
623	есть ли	3	2
624	ни того	1	2
625	по природе	1	2
626	в жертву	1	2
627	никакого другого	1	2
628	это я	6	2
629	всего –	1	2
630	ты не	1	2
631	после этого	3	2
632	что такое	13	2
633	и нужно	1	2
634	это верно	1	2
635	убийство и	1	2
636	– вот	3	2
637	жизни она	1	2
638	как можно	2	2
639	веры а	1	2
640	связи с	3	2
641	не о	5	2
642	а за	1	2
643	человеческая жизнь	1	2
644	внутри самого	1	2
645	дано в	1	2
646	свет и	2	2
647	между ними	1	2
648	я всегда	3	2
649	и именно	1	2
650	и характер	1	2
651	если я	1	2
652	смысл но	1	2
653	бытия но	1	2
654	тут в	2	2
655	– с	1	2
656	что личность	2	2
657	нового человека	1	2
658	в смысле	5	2
659	– очень	2	2
660	что их	2	2
661	на которую	1	2
662	реальность не	1	2
663	могли бы	1	2
664	смысл и	6	2
665	человек как	1	2
666	весь мир	2	2
667	можно принять	1	2
668	опыт и	1	2
669	природе своей	1	2
670	я бы	1	2
671	что эта	5	2
672	не были	1	2
673	природу и	1	2
674	она хочет	1	2
675	когда мы	3	2
676	себя за	1	2
677	не раз	2	2
678	он переживает	2	2
679	идей –	2	2
680	и каждый	1	2
681	внутрь себя	1	2
682	на высоте	1	2
683	столь же	1	2
684	его к	1	2
685	а как	1	2
686	во время	2	2
687	и ее	1	2
688	мире как	1	2
689	лишь его	1	2
690	нее не	1	2
691	было с	1	2
692	лишь по	1	2
693	себя но	1	2
694	так всегда	1	2
695	его понимания	1	2
696	а потому	3	2
697	и возможно	1	2
698	над ними	1	2
699	которой не	3	2
700	с такой	1	2
701	и никто	1	2
702	образа и	2	2
703	все –	3	2
704	и менее	1	2
705	была бы	4	2
706	его отношении	1	2
707	в сущности	2	2
708	сам по	8	2
709	он на	2	2
710	от этой	1	2
711	находятся в	1	2
712	идеей и	2	2
713	же что	1	2
714	подобно тому	1	2
715	и они	3	2
716	если не	1	2
717	самом деле	6	2
718	сознание не	1	2
719	тут все	1	2
720	от своего	1	2
721	его собственная	1	2
722	вот человек	1	2
723	их в	2	2
724	ему в	1	2
725	же о	1	2
726	и действительно	1	2
727	оно всегда	2	2
728	том смысле	4	2
729	ему и	1	2
730	в душу	4	2
731	которая не	2	2
732	в каком	10	2
733	дальше и	2	2
734	своей жизни	1	2
735	этого движения	1	2
736	бросается в	1	2
737	самое главное	1	2
738	характер его	1	2
739	его –	1	2
740	что мы	3	2
741	своей собственной	2	2
742	тотчас же	2	2
743	относится к	2	2
744	во мне	5	2
745	и любовь	1	2
746	– да	1	2
747	личности но	1	2
748	и уже	4	2
749	то все	1	2
750	идея не	1	2
751	и об	4	2
752	теми которые	2	2
753	не потому	5	2
754	мир на	1	2
755	только это	1	2
756	чем я	1	2
757	потому и	2	2
758	в сфере	2	2
759	он все	1	2
760	что я	5	2
761	есть царство	1	2
762	слова он	1	2
763	говорил что	2	2
764	мысли не	1	2
765	он мог	2	2
766	отсюда –	1	2
767	правда в	1	2
768	только потому	4	2
769	его как	1	2
770	его мысль	1	2
771	выражения в	2	2
772	воля к	1	2
773	нас не	2	2
774	от мира	1	2
775	всего мира	1	2
776	на что	3	2
777	ни к	2	2
778	этом отношении	2	2
779	к религии	1	2
780	стать на	2	2
781	он и	2	2
782	в основании	1	2
783	тут не	5	2
784	ее в	2	2
785	– его	1	2
786	на самом	5	2
787	чтобы получить	1	2
788	на одной	1	2
789	же не	4	2
790	с их	2	2
791	основана на	1	2
792	еще увидим	1	2
793	свет –	1	2
794	что ничего	1	2
795	но эта	4	2
796	раз навсегда	2	2
797	а без	3	2
798	и тьмы	1	2
799	– то	4	2
800	и без	1	2
801	склонность к	3	2
802	к жизни	1	2
803	в какой	3	2
804	я даже	1	2
805	но я	4	2
806	им и	1	2
807	есть только	9	2
808	к своему	1	2
809	нисколько не	7	2
810	это было	4	2
811	не бывало	2	2
812	с началом	1	2
813	бы ни	3	2
814	бы это	1	2
815	о такой	1	2
816	к одному	1	2
817	ко всему	3	2
818	с чего	1	2
819	и хочет	1	2
820	и других	1	2
821	– одно	2	2
822	с какой-то	1	2
823	это совершенно	1	2
824	не по	2	2
825	истину в	1	2
826	что нужно	1	2
827	е в	3	2
828	образа в	2	2
829	этого не	1	2
830	кто не	1	2
831	тем самым	1	2
832	можно найти	2	2
833	человека с	1	2
834	на всю	6	2
835	у нее	1	2
836	как то	1	2
837	происходит от	1	2
838	и часто	3	2
839	почему не	1	2
840	и о	4	2
841	не иметь	2	2
842	что за	1	2
843	в понимании	1	2
844	них нет	2	2
845	которые в	1	2
846	сторон в	1	2
847	же можно	2	2
848	или иной	4	2
849	быть у	1	2
850	происходит в	2	2
851	каждом человеке	1	2
852	людей на	1	2
853	о своих	2	2
854	все более	1	2
855	и новые	1	2
856	она существует	1	2
857	в каком-то	5	2
858	им не	1	2
859	к идее	1	2
860	себе а	2	2
861	но потому	2	1
862	не связан	1	1
863	и учение	1	1
864	боролось с	2	1
865	никогда и	1	1
866	не нужна	1	1
867	со всем	2	1
868	только что	5	1
869	есть откровение	1	1
870	бы даже	1	1
871	вы вот	1	1
872	даже в	6	1
873	эта идея	1	1
874	она лишь	1	1
875	она уже	1	1
876	или нет	6	1
877	ничтожное и	1	1
878	говорит о	6	1
879	с утра	1	1
880	может так	1	1
881	одно дело	1	1
882	свет в	1	1
883	от этих	1	1
884	другой стороны	7	1
885	писателя эта	1	1
886	личность но	1	1
887	но что	10	1
888	не интересует	1	1
889	жизни –	1	1
890	у пушкина	6	1
891	чем тут	2	1
892	всей ее	1	1
893	основывается на	1	1
894	как они	2	1
895	и большей	1	1
896	быть названа	1	1
897	а напротив	1	1
898	в вещах	1	1
899	основ и	1	1
900	он имеет	1	1
901	ведь я	1	1
902	но все	5	1
903	и вечное	2	1
904	вот что	1	1
905	до полного	1	1
906	из нее	2	1
907	людей а	1	1
908	происходит не	1	1
909	обращения с	1	1
910	он переходит	1	1
911	что весь	1	1
912	она символична	1	1
913	еще недостаточно	1	1
914	из всего	2	1
915	бы все	2	1
916	и другим	1	1
917	общий и	1	1
918	не физического	1	1
919	похож на	1	1
920	всегда в	1	1
921	вы так	1	1
922	ведь и	1	1
923	их из	1	1
924	а именно	3	1
925	всеми его	1	1
926	пушкина –	2	1
927	того ни	1	1
928	теории он	1	1
929	дома и	1	1
930	может существовать	1	1
931	отчего это	1	1
932	и людьми	1	1
933	почему это	2	1
934	в природе	1	1
935	которая делает	2	1
936	же сам	1	1
937	и истории	1	1
938	и исторического	1	1
939	в это	1	1
940	речь идет	2	1
941	искусство и	2	1
942	рассудок и	1	1
943	для исследования	1	1
944	сам же	1	1
945	и оформления	1	1
946	тем в	1	1
947	он производит	1	1
948	еще от	1	1
949	от тех	1	1
950	всю его	2	1
951	а стало	1	1
952	эпохам в	1	1
953	я ни	2	1
954	внутри самой	1	1
955	что этот	3	1
956	всегда как	1	1
957	бытие но	2	1
958	выход к	1	1
959	раз и	2	1
960	душа и	1	1
961	другого а	1	1
962	говорим что	3	1
963	другу как	3	1
964	бытия лежит	1	1
965	этом мы	1	1
966	это нам	2	1
967	но даже	1	1
968	не должен	2	1
969	одной стороны	3	1
970	по нему	1	1
971	ничто не	3	1
972	в другом	6	1
973	двух начал	1	1
974	но эти	1	1
975	из жизни	2	1
976	есть подлинная	2	1
977	и неизбежно	1	1
978	можно встретить	1	1
979	огонь а	1	1
980	имея в	1	1
981	не сама	3	1
982	к своей	1	1
983	уже было	1	1
984	и показывает	1	1
985	пребывают в	1	1
986	над которым	1	1
987	об отношении	6	1
988	– внутреннее	1	1
989	оно было	1	1
990	мы все	1	1
991	говорить о	9	1
992	оба вместе	2	1
993	был ни	1	1
994	и при	3	1
995	мне не	2	1
996	есть ни	7	1
997	а между	1	1
998	есть очень	1	1
999	этим не	1	1
1000	уже и	5	1
1001	это ведет	1	1
1002	я буду	1	1
1003	покой не	1	1
1004	и потом	2	1
1005	и требуют	1	1
1006	– исключительно	1	1
1007	и начинает	2	1
1008	всегда и	4	1
1009	на ней	1	1
1010	наедине с	1	1
1011	но ни	1	1
1012	к ним	3	1
1013	есть совершенно	1	1
1014	как на	1	1
1015	уже более	1	1
1016	идея в	1	1
1017	еще нет	1	1
1018	в голове	1	1
1019	есть порождение	2	1
1020	наряду с	1	1
1021	организма но	1	1
1022	так совершенно	1	1
1023	с обычной	1	1
1024	еще ничего	1	1
1025	или нет?	1	1
1026	свет есть	1	1
1027	явление не	1	1
1028	за него	1	1
1029	вещи и	5	1
1030	надо только	1	1
1031	бога он	1	1
1032	он свою	1	1
1033	не иначе	1	1
1034	нигде не	1	1
1035	в зависимости	2	1
1036	не умеет	1	1
