N	2gram	Voloshinov	slovoVRo
1	и в	42	92
2	в романе	1	89
3	то есть	5	64
4	может быть	13	59
5	и его	7	59
6	в нем	6	59
7	и не	14	51
8	не только	28	44
9	не может	13	41
10	но и	16	39
11	до конца	2	37
12	в этом	10	36
13	а не	7	34
14	во всех	6	32
15	точки зрения	11	30
16	так и	7	30
17	языка и	4	29
18	в пределах	2	29
19	в его	6	27
20	слова в	6	26
21	языка в	2	25
22	все это	4	25
23	как бы	30	24
24	слова и	5	24
25	слово в	2	24
26	то же	16	23
27	чужой речи	1	23
28	и на	7	22
29	в сущности	1	21
30	как в	3	21
31	не в	6	21
32	вовсе не	2	21
33	в процессе	6	20
34	в то	9	20
35	прежде всего	22	19
36	как мы	10	19
37	с ним	2	18
38	как и	12	18
39	язык и	9	18
40	же время	7	18
41	себя в	4	18
42	или иной	6	18
43	таким образом	8	17
44	и даже	3	17
45	все же	9	17
46	в основе	3	17
47	в истории	1	17
48	все эти	3	17
49	в большинстве	1	17
50	при этом	9	16
51	к своему	4	16
52	но в	5	16
53	в той	5	15
54	и с	5	15
55	с точки	5	15
56	той или	4	15
57	там где	1	15
58	только в	7	14
59	так сказать	4	14
60	в особенности	1	13
61	в слове	4	13
62	авторской речи	1	13
63	это не	3	13
64	с другой	1	13
65	с его	8	13
66	точка зрения	4	13
67	и следовательно	5	13
68	и для	3	13
69	и к	4	12
70	в отношении	2	12
71	еще не	3	12
72	слово как	8	12
73	никогда не	7	12
74	и потому	2	12
75	или в	2	12
76	словом и	3	12
77	точек зрения	5	12
78	а в	5	12
79	отношение к	2	12
80	и наконец	5	12
81	один из	4	11
82	роман и	1	11
83	в этих	2	11
84	большинстве случаев	1	11
85	с ними	1	11
86	чужое слово	1	11
87	для него	3	11
88	языка как	1	11
89	всех его	2	11
90	язык в	6	11
91	на его	6	11
92	слова как	4	11
93	зрения на	3	10
94	в языке	2	10
95	и их	5	10
96	и все	4	10
97	уже не	4	10
98	все они	1	10
99	лишь в	4	10
100	в своем	1	10
101	может не	1	10
102	в том	3	10
103	с другими	2	10
104	она не	1	10
105	в себе	10	10
106	в него	2	10
107	всех этих	1	10
108	пределах одного	1	9
109	в основном	1	9
110	более или	1	9
111	в своей	2	9
112	конечно не	3	9
113	сказать что	3	9
114	этом случае	3	9
115	так как	8	9
116	здесь в	1	9
117	его в	4	9
118	одна из	1	9
119	в их	2	9
120	или менее	1	9
121	он не	2	9
122	языком и	3	9
123	одним из	1	9
124	и от	7	9
125	но не	2	9
126	к нему	2	9
127	в самом	5	8
128	для нас	3	8
129	не могут	1	8
130	может стать	3	8
131	зависимости от	7	8
132	в значительной	2	8
133	язык не	3	8
134	установка на	1	8
135	все время	5	8
136	с этим	2	8
137	в зависимости	7	8
138	человека в	2	8
139	и организации	1	8
140	в одной	1	8
141	человека и	2	8
142	и часто	1	8
143	в ней	8	8
144	же и	1	7
145	еще более	2	7
146	кроме того	2	7
147	язык как	1	7
148	но все	5	7
149	о нем	1	7
150	например в	1	7
151	связанные с	2	7
152	том что	3	7
153	перед нами	3	7
154	сливается с	1	7
155	значительной степени	2	7
156	слово и	3	7
157	здесь не	2	7
158	друг друга	2	7
159	того же	1	7
160	у него	1	7
161	не было	2	7
162	связи с	3	7
163	в таком	1	7
164	мы уже	11	7
165	его не	2	7
166	также и	2	7
167	ту же	2	7
168	за пределы	1	7
169	жизни и	3	7
170	в целом	4	7
171	что в	1	6
172	и здесь	3	6
173	дело с	1	6
174	даже в	1	6
175	в одном	4	6
176	ни в	1	6
177	другой стороны	1	6
178	по себе	1	6
179	именно в	1	6
180	роль в	3	6
181	можно сказать	4	6
182	в свою	6	6
183	говорить о	1	6
184	слов и	7	6
185	как к	1	6
186	связан с	1	6
187	в качестве	4	6
188	слово не	4	6
189	бы и	2	6
190	лежит в	1	6
191	мира и	1	6
192	на этом	1	6
193	хотя бы	18	6
194	между тем	3	6
195	и слова	1	6
196	к языку	1	6
197	нем и	1	6
198	он в	1	6
199	точку зрения	6	6
200	которые в	2	6
201	ничего не	8	6
202	речи героев	1	5
203	и при	2	5
204	не как	1	5
205	а затем	1	5
206	в результате	1	5
207	по отношению	2	5
208	вместе с	5	5
209	своего предмета	1	5
210	не менее	1	5
211	о том	4	5
212	но оно	1	5
213	его и	3	5
214	не является	5	5
215	вне его	1	5
216	мы не	9	5
217	для того	9	5
218	с помощью	6	5
219	только на	3	5
220	связанных с	5	5
221	слов о	1	5
222	языка не	1	5
223	речи в	1	5
224	той же	7	5
225	отношению к	2	5
226	в эпохи	1	5
227	жанра в	1	5
228	в дальнейшем	2	5
229	между этими	1	5
230	уже в	5	5
231	на протяжении	1	5
232	хотя и	3	5
233	этом отношении	2	5
234	с их	1	5
235	слова не	2	5
236	или даже	2	5
237	и проч	1	5
238	должен быть	2	5
239	в каждом	4	5
240	на слушателя	4	5
241	стилистического анализа	1	5
242	не знает	3	5
243	не с	3	5
244	почти всегда	1	5
245	и сам	2	5
246	оно может	1	5
247	и по	1	5
248	слушателя и	1	5
249	для этого	2	5
250	до сих	1	4
251	по существу	1	4
252	мы найдем	2	4
253	точном смысле	2	4
254	языке и	1	4
255	в другой	1	4
256	те же	5	4
257	его но	1	4
258	в виду	3	4
259	влияние на	4	4
260	для всех	2	4
261	и самая	1	4
262	слове в	2	4
263	если бы	4	4
264	в точном	2	4
265	где они	1	4
266	слово может	1	4
267	отношения к	3	4
268	что он	2	4
269	ли он	2	4
