N	2gram	Losev_Prob	Vladivir
1	и в	48	116
2	то что	26	71
3	и не	29	67
4	в году	9	65
5	у него	13	65
6	не только	28	65
7	в этом	31	53
8	в том	25	52
9	том что	29	51
10	соловьева в	1	50
11	что в	12	48
12	но и	21	47
13	в конце	10	41
14	в его	19	40
15	и с	10	39
16	то есть	38	37
17	и даже	24	36
18	сказать что	13	36
19	также и	21	36
20	там же	2	35
21	учение о	4	35
22	так что	18	35
23	потому что	21	33
24	что он	12	32
25	еще и	6	32
26	не может	6	31
27	о том	17	30
28	только в	21	30
29	как мы	5	29
30	никогда не	7	29
31	для него	2	29
32	вовсе не	18	27
33	а в	8	27
34	не было	4	26
35	а к	1	25
36	в себе	7	25
37	но в	17	25
38	в то	6	25
39	и то	6	25
40	и его	11	25
41	а также	8	24
42	даже и	11	24
43	философии и	1	23
44	точки зрения	17	23
45	между прочим	2	23
46	он не	4	23
47	может быть	11	23
48	кроме того	5	22
49	он был	5	22
50	ни в	17	22
51	так как	10	22
52	в виде	25	22
53	об этом	11	22
54	в своей	29	21
55	вместе с	15	21
56	а именно	12	20
57	и что	9	20
58	в своем	16	20
59	для нас	14	20
60	прежде всего	15	20
61	не менее	8	19
62	в дальнейшем	7	19
63	и вообще	11	19
64	по поводу	2	19
65	как раз	7	19
66	тем не	8	19
67	таким образом	20	19
68	в те	2	19
69	так и	15	19
70	и потому	4	19
71	как и	10	18
72	не мог	5	18
73	не в	16	18
74	не был	1	18
75	хотя и	10	18
76	как это	5	18
77	с его	3	18
78	то это	1	17
79	что и	8	17
80	в этой	14	17
81	едва ли	13	17
82	и если	2	17
83	а не	7	17
84	необходимо сказать	6	17
85	у нас	17	17
86	все же	12	16
87	уже не	12	16
88	к тому	7	16
89	не есть	3	16
90	совсем не	4	16
91	для себя	6	16
92	и все	12	16
93	было бы	12	16
94	того что	8	16
95	в котором	5	16
96	а н	3	16
97	и к	9	15
98	то же	6	15
99	в своих	3	15
100	под названием	5	15
101	к этому	2	15
102	в эти	1	15
103	несмотря на	7	15
104	в связи	11	15
105	иной раз	4	15
106	разного рода	4	15
107	до конца	4	15
108	но это	7	15
109	это было	2	15
110	того же	7	14
111	все эти	12	14
112	раз и	2	14
113	тут же	7	14
114	его жизни	1	14
115	мы уже	2	14
116	в москве	1	14
117	и на	9	14
