N	4gram	Propp_Isto	Myslijsy
1	но тем не менее	2	10
2	одной и той же	2	7
3	в то время как	2	4
4	не что иное как	6	4
5	заключается в том что	1	3
6	с этой точки зрения	1	3
7	только после того как	2	3
8	в том смысле как	1	2
9	то же самое что	1	2
10	выше мы видели что	3	2
11	в этом случае мы	1	2
12	состоит в том что	2	2
13	в силу того что	1	2
14	тем не менее они	1	2
15	в том что и	1	1
16	дает нам право предположить	1	1
17	это дает нам право	1	1
18	и т д в	1	1
19	тем не менее если	1	1
20	как мы видели выше	2	1
21	этом случае мы имеем	1	1
22	на этот вопрос можно	1	1
23	по отношению к своему	1	1
24	и в других случаях	1	1
25	что в некоторых случаях	2	1
26	все равно как если	1	1
27	таким образом мы видим	1	1
28	с другой стороны и	3	1
29	и то что как	1	1
30	мы можем предположить что	5	1
31	видно из того что	1	1
32	до сих пор не	1	1
33	смысле этого слова при	1	1
34	но и то что	1	1
35	связь с тем что	1	1
36	между человеком и животным	2	1
37	в этом случае не	1	1
38	точно так же и	1	1
39	мы видели что в	2	1
40	указывает на то что	1	1
41	и не может быть	1	1
42	тем не менее он	1	1
43	мы это увидим в	1	1
44	случае мы имеем дело	1	1
45	мы до сих пор	1	1
46	нам право предположить что	1	1
47	равно как если бы	1	1
48	это не что иное	1	1
49	но вместе с тем	1	1
50	с точки зрения нашего	1	1
51	если бы она не	1	1
52	так же как и	3	1
53	мы имеем дело с	1	1
54	подобно тому как в	1	1
55	точно так же как	2	1
56	есть не что иное	2	1
