N	3gram	Vygotskiy_	formyVre
1	и т п	23	32
2	то же время	2	21
3	в то же	2	18
4	в связи с	2	15
5	с точки зрения	12	15
6	для того чтобы	11	12
7	но и в	1	12
8	не только в	1	11
9	до сих пор	8	10
10	и того же	1	9
11	одного и того	1	9
12	в том числе	1	8
13	и т д	10	7
14	не может быть	14	7
15	в отличие от	4	7
16	в этом отношении	7	7
17	в том же	1	6
18	друг от друга	1	6
19	и в этом	1	6
20	и в особенности	1	6
21	с одной стороны	6	6
22	в том что	21	5
23	одной стороны и	1	5
24	то есть не	1	5
25	в то время	6	5
26	том числе и	1	5
27	то есть в	2	5
28	как и в	5	5
29	одно и то	1	5
30	и то же	1	5
31	в широком смысле	1	5
32	и во всех	2	4
33	же что и	1	4
34	и в других	1	4
35	как если бы	1	4
36	с другой стороны	7	4
37	связи с этим	1	4
38	включает в себя	1	4
39	во всяком случае	7	4
40	то время как	6	4
41	все то что	3	3
42	прямо сказать что	1	3
43	о том как	1	3
44	по сравнению с	3	3
45	в себя и	1	3
46	не отделено от	1	3
47	может быть только	1	3
48	сами по себе	4	3
49	в зависимости от	6	3
50	в нем не	1	3
51	что в этом	3	3
52	т п но	1	3
53	то же самое	8	3
54	вместе с тем	3	3
55	а следовательно и	1	3
56	же как и	2	3
57	узком смысле слова	1	3
58	и в частности	2	3
59	о том что	9	3
60	так же как	8	3
61	существенную роль в	1	3
62	с самого начала	1	3
63	так и в	2	3
64	и в сущности	1	3
65	друг к другу	1	3
66	у него есть	1	2
67	можно сказать что	2	2
68	совершенно так же	1	2
69	который может быть	1	2
70	но для того	1	2
71	только на почве	3	2
72	в искусстве и	1	2
73	романе и в	1	2
74	могут быть названы	1	2
75	и вместе с	1	2
76	в данном случае	1	2
77	что в таком	2	2
78	а вовсе не	1	2
79	к тому же	1	2
80	так как он	1	2
81	в буквальном смысле	1	2
82	таким образом и	3	2
83	особенно в его	1	2
84	само собой разумеется	1	2
85	то что было	1	2
86	в свою очередь	3	2
87	но он не	1	2
88	в значительной мере	1	2
89	не было бы	3	2
90	т п все	2	2
91	собой разумеется что	1	2
92	и в самом	3	2
93	и в поэзии	2	2
94	бросается в глаза	1	2
95	т п в	2	2
96	во всех своих	1	2
97	в узком смысле	1	2
98	в этом романе	1	2
99	слова то есть	2	2
100	дело в том	1	2
101	идет именно о	1	2
102	и все его	1	2
103	и ничего не	1	2
104	к тому что	2	2
105	во всей его	1	2
106	все что есть	1	2
107	оно не может	2	2
108	с тем что	2	2
109	всего того что	1	2
110	а в своей	1	2
