N	3gram	Vygotskiy_	slovoVRo
1	не может быть	5	19
2	той или иной	2	15
3	с точки зрения	11	15
4	в отличие от	8	14
5	с одной стороны	8	11
6	более или менее	3	9
7	в этом случае	4	9
8	в зависимости от	6	8
9	во всяком случае	10	8
10	в значительной степени	1	7
11	так и в	2	6
12	но все же	1	6
13	с другой стороны	5	6
14	они могут быть	1	6
15	в том что	41	5
16	по отношению к	3	5
17	хотя бы и	2	5
18	между словом и	3	5
19	как мы уже	3	5
20	не только в	1	5
21	в этом отношении	9	5
22	одной стороны и	1	4
23	для того чтобы	14	4
24	в известной степени	1	4
25	на первый план	5	4
26	друг с другом	10	4
27	до сих пор	3	4
28	точки зрения на	2	4
29	а также и	1	4
30	в свою очередь	3	4
31	можно сказать что	1	4
32	не могут быть	1	4
33	оно не может	1	4
34	в собственном смысле	12	3
35	и то же	6	3
36	того или иного	2	3
37	и в чисто	1	3
38	между этими двумя	1	3
39	не выходит за	1	3
40	человека и его	1	3
41	тех или иных	1	3
42	в данном случае	1	3
43	как если бы	2	3
44	в связи с	8	3
45	сама по себе	1	3
46	к тому что	1	3
47	и в истории	1	3
48	в процессе его	1	3
49	как и в	3	3
50	в основе его	1	3
51	включает в себя	2	3
52	одно и то	6	3
53	как мы видели	4	3
54	выходит за пределы	1	3
55	приходится иметь дело	1	2
56	в одном слове	1	2
57	и связанное с	1	2
58	как бы ни	1	2
59	с этой точки	4	2
60	вовсе не в	1	2
61	и во всех	1	2
62	тем не менее	6	2
63	далеко не всегда	1	2
64	то же слово	3	2
65	все же и	1	2
66	и не могут	1	2
67	не только на	1	2
68	не только не	1	2
69	имеет дело с	2	2
70	и связанные с	1	2
71	в известном смысле	2	2
72	и в том	1	2
73	и в этом	2	2
74	на каждом шагу	4	2
75	даже там где	1	2
76	но и в	1	2
77	о том что	3	2
78	этой точки зрения	4	2
79	до последнего времени	1	2
80	тем и другим	1	2
81	в то время	5	2
82	или во всяком	1	2
83	мы не можем	2	2
84	мы не знаем	2	2
85	можно было бы	8	2
86	в их основе	1	2
87	во всех этих	1	2
88	бы они ни	1	2
89	с самого начала	6	2
90	мышления и речи	25	2
91	они ни были	1	2
92	же как и	6	2
93	между тем как	4	2
94	в них как	1	2
95	уходит своими корнями	1	2
96	мы уже говорили	6	2
97	и не только	1	2
98	как уже сказано	7	2
99	в основе их	3	2
100	то время как	5	2
101	тот или иной	1	2
102	тот факт что	7	2
103	слова оказываются в	1	1
104	мы видели что	4	1
105	осознать и определить	1	1
106	значение для всей	1	1
107	только в процессе	1	1
108	при этом с	1	1
109	и на этот	1	1
110	что он не	2	1
111	которая не может	1	1
112	но и по	1	1
113	и даже не	1	1
114	в конечном счете	1	1
115	по себе а	1	1
116	во всей ее	1	1
117	но независимо от	1	1
118	с ними оно	1	1
119	в применении к	1	1
120	в процессе свободного	1	1
121	мы видим что	2	1
122	на задний план	1	1
123	снова и снова	1	1
124	как мы говорили	1	1
125	значение не в	1	1
126	и более или	1	1
127	в которой они	1	1
128	которые лежат в	1	1
129	при каких условиях	2	1
130	однако и здесь	1	1
131	основе его лежит	1	1
132	одни и те	3	1
133	мы говорим о	1	1
134	влечет за собой	1	1
135	в какой степени	2	1
136	глубоком отличии от	1	1
137	может войти в	1	1
138	развития все это	1	1
139	и даже там	1	1
140	в том числе	3	1
141	он имеет дело	1	1
142	с ним в	1	1
143	перед нами в	2	1
144	с целым рядом	1	1
145	она не может	1	1
146	том что она	1	1
147	с помощью которых	8	1
