N	3gram	Voloshinov	Tvorches
1	в то же	6	25
2	то же время	6	24
3	и т д	1	17
4	в том что	9	11
5	о том что	3	8
6	и в то	1	7
7	в конечном счете	3	6
8	не может быть	14	6
9	но в то	3	6
10	в самом деле	10	5
11	в том же	1	5
12	в наше время	1	5
13	по отношению к	11	5
14	до сих пор	3	4
15	по крайней мере	1	4
16	с точки зрения	15	4
17	в одной из	1	4
18	дело в том	1	4
19	с самого начала	5	4
20	это прежде всего	2	4
21	это как бы	2	3
22	в таком случае	4	3
23	том что в	1	3
24	в отличие от	2	3
25	во всяком случае	8	3
26	едва ли не	1	3
27	хотя и не	1	3
28	и все же	1	3
29	и не может	3	3
30	является одним из	1	3
31	что он не	1	2
32	а может быть	1	2
33	он еще не	1	2
34	в данном случае	4	2
35	и приводит к	1	2
36	для того чтобы	3	2
37	тем не менее	4	2
38	так и в	3	2
39	но при этом	1	2
40	что он сам	2	2
41	в глубине души	1	2
42	могут быть поняты	1	2
43	в конце концов	2	2
44	он приходит к	1	2
45	не могут быть	4	2
46	в высшей степени	6	2
47	в целом и	1	2
48	не в силах	3	2
49	да и не	1	2
50	таким образом и	1	2
51	не то что	1	2
52	в свою очередь	4	2
53	но прежде всего	1	2
54	в свою противоположность	1	2
55	заключается в том	2	2
56	только то что	3	2
57	можно сказать что	5	2
58	на этот вопрос	3	2
59	все же не	1	2
60	на самом деле	4	2
61	так же как	1	2
62	это уже не	1	2
63	как бы ни	1	2
64	нет и не	3	2
65	на этой почве	1	1
66	если можно так	1	1
67	не может служить	1	1
68	в этот период	3	1
69	как будто бы	1	1
70	себя с ним	1	1
71	ни на чем	1	1
72	том что это	1	1
73	в противоречии с	1	1
74	и даже не	1	1
75	является как бы	1	1
76	мы все время	1	1
77	в применении к	2	1
78	и наконец в	1	1
79	и со всеми	1	1
80	ничего не говорит	1	1
81	один из них	2	1
82	то или иное	2	1
83	но мы знаем	2	1
84	и когда человек	1	1
85	фрейд в своей	2	1
86	большим трудом и	1	1
87	хотя бы и	2	1
88	и не мог	1	1
89	нет ни слова	1	1
90	говорить о том	2	1
91	что в своих	1	1
92	лишь отметить что	1	1
93	друг на друга	1	1
94	человеческой психики это	1	1
95	психики как бы	1	1
96	что он был	1	1
97	мы знаем что	6	1
98	то что может	1	1
99	ничего общего с	1	1
100	никогда бы не	1	1
101	а между тем	1	1
102	в этом пункте	1	1
103	мы никогда не	2	1
104	бросается в глаза	1	1
105	об этом сам	1	1
106	здесь необходимо сказать	1	1
107	так ли это?	1	1
108	и прежде всего	7	1
109	в чем не	4	1
110	в этой борьбе	1	1
111	точно такие же	1	1
112	рядом с ним	1	1
113	в душе человека	4	1
114	а с другой	2	1
115	внешнего и внутреннего	1	1
116	приходит в голову	1	1
117	и как мы	1	1
118	об эдиповом комплексе	1	1
119	заранее обречены на	1	1
120	человека и все	1	1
121	то ни было	2	1
122	нужно сказать что	1	1
123	в беседе с	1	1
124	что это не	1	1
125	относится и к	1	1
126	то же самое	2	1
127	получает полную свободу	1	1
128	к тому что	2	1
129	что с точки	1	1
130	на самом же	2	1
131	а затем с	1	1
132	бы то ни	3	1
133	мысль о возможности	1	1
134	или во всяком	1	1
135	на себе самом	1	1
136	для сведения счетов	1	1
137	и должны быть	1	1
138	он дает им	1	1
139	на первый взгляд	1	1
140	и на себе	1	1
141	большую роль в	1	1
142	что можно сказать	1	1
143	можно так выразиться	1	1
144	для него все	1	1
145	человека к его	1	1
146	только на таком	1	1
147	а как бы	1	1
148	и тем не	2	1
149	того или иного	1	1
150	внутренний протест против	1	1
151	той или иной	1	1
152	в основе этой	1	1
153	все тот же	2	1
154	равно как и	2	1
155	не в его	3	1
156	это вовсе не	4	1
157	самом же деле	2	1
158	прежде всего на	1	1
159	в своих первых	1	1
160	все это является	1	1
161	и только в	1	1
162	он хочет быть	1	1
163	то за что	1	1
164	но и в	1	1
165	и вот в	1	1
166	только в период	1	1
167	мы видим в	1	1
168	других людей и	1	1
169	но она не	1	1
170	в чем же	2	1
171	и в дальнейшем	1	1
172	не похоже на	1	1
173	имеем в виду	1	1
174	в другом месте	2	1
175	и вовсе не	1	1
176	можно определить как	1	1
177	но в целом	1	1
178	что же касается	3	1
179	в целом ряде	1	1
180	ее связь с	1	1
181	таком случае это	1	1
182	в тех же	1	1
183	в г в	1	1
184	не видим его	1	1
185	с одной стороны	2	1
186	и не было	1	1
187	каких бы то	1	1
188	софокла царь эдип	1	1
189	форму и содержание	1	1
190	в настоящее время	1	1
191	в то время	1	1
192	все что можно	1	1
193	таким образом в	2	1
194	со всех сторон	1	1
195	то что является	1	1
196	больной прежде всего	1	1
197	ни в какую	1	1
198	как и на	1	1
199	не что иное	1	1
200	и никогда не	1	1
201	далеко не так	2	1
202	мира а не	1	1
203	ответ на этот	1	1
204	можно было бы	1	1
205	только потому что	1	1
206	мы имеем в	1	1
207	мы замечаем у	1	1
208	жизни например в	1	1
209	в этом случае	1	1
210	есть прежде всего	1	1
211	в его душе	1	1
212	что иное как	1	1
213	и до конца	4	1
214	с большим трудом	1	1
215	в нем и	1	1
216	как бы лишены	1	1
217	от начала и	1	1
218	личности и ее	1	1
219	это и есть	2	1
220	для него было	1	1
221	и нет ничего	1	1
222	до конца и	1	1
223	ни в чем	4	1
224	мы не можем	3	1
225	если бы он	3	1
226	еще ничего не	1	1
227	только в этом	1	1
228	нам кажется что	1	1
229	начала и до	1	1
