N	4gram	Tiupa_Narr	TeoriaLi
1	в то же время	7	8
2	присутствия я в мире	1	6
3	состоит в том что	5	5
4	одного и того же	2	4
5	не следует смешивать с	1	3
6	и не могло быть	1	2
7	в том числе и	1	2
8	с этой точки зрения	1	2
9	и в самом деле	1	2
10	одно и то же	2	2
11	бы то ни было	1	2
12	лишь в самом начале	1	2
13	в войне и мире	2	2
14	и в то же	2	2
15	в нем звучит один	1	1
16	временем действия и составом	1	1
17	на ее полные розовые	1	1
18	место лишь в самом	1	1
19	литература является искусством непрямого	1	1
20	времени в поле зрения	1	1
21	следует иметь в виду	1	1
22	в свою очередь членится	1	1
23	лишь поименованное в тексте	1	1
24	той мере в какой	1	1
25	специфически человеческий способ существования	1	1
26	движется один отдельный кадр	1	1
27	глядя на ее полные	1	1
28	устанавливает задаваемый читателю ракурс	1	1
29	в готовом стабильно дифференцированном	1	1
30	оно живет в готовом	1	1
31	дифференцированном и оцененном мире	1	1
32	тривиальная в общеязыковом отношении	1	1
33	поле зрения читателя находится	1	1
34	каждый малый отрезок времени	1	1
35	вступает в противоречие с	1	1
36	бы место лишь в	1	1
37	тихая добродушная жалостливая барышня	1	1
38	порядок фокусирующих восприятие определений	1	1
39	кадры читательского восприятия в	1	1
40	казалось бы место лишь	1	1
41	находится или движется один	1	1
42	в каждый малый отрезок	1	1
43	у себя в комнате	1	1
44	ощущаться завершенная и строго	1	1
45	мягким взглядом очень здоровая	1	1
46	души вдруг заслоняется крупным	1	1
47	а не все что	1	1
48	фразы устанавливает задаваемый читателю	1	1
49	креативного и рецептивного сознаний	1	1
50	малый отрезок времени в	1	1
51	такого кадра входит лишь	1	1
52	текста так и не	1	1
53	в кадры читательского восприятия	1	1
54	самая тривиальная в общеязыковом	1	1
55	в самом начале этой	1	1
56	в кадры повествования а	1	1
57	в той мере в	1	1
58	было и не могло	1	1
59	вдруг заслоняется крупным планом	1	1
60	в соответствии с его	1	1
61	живет в готовом стабильно	1	1
62	таков что душевная характеристика	1	1
63	не все что может	1	1
64	насыщенный деталями кадр внутреннего	1	1
65	в поле зрения читателя	1	1
66	поименованное в тексте а	1	1
67	свою очередь членится на	1	1
68	нем звучит один голос	1	1
69	входит лишь поименованное в	1	1
70	была тихая добродушная жалостливая	1	1
71	на мягкую белую шею	1	1
72	местом временем действия и	1	1
73	пределах кадрового единства фразы	1	1
74	единства фразы устанавливает задаваемый	1	1
75	обращает на себя внимание	3	1
76	автором в кадры повествования	1	1
77	не тот кто говорит	1	1
78	строго отграниченная система смыслов	1	1
79	все что может или	1	1
80	полные розовые щеки на	1	1
81	барышня с кротким мягким	1	1
82	с одной стороны и	1	1
83	кротким мягким взглядом очень	1	1
84	мягкую белую шею с	1	1
85	может ощущаться завершенная и	1	1
86	как раз в том	2	1
87	взглядом очень здоровая порядок	1	1
88	или пожелает представить себе	1	1
89	от друга местом временем	1	1
90	определений таков что душевная	1	1
91	очень здоровая порядок фокусирующих	1	1
92	готовом стабильно дифференцированном и	1	1
93	щеки на мягкую белую	1	1
94	характеристика душечки постепенно углубляемая	1	1
95	и строго отграниченная система	1	1
96	или движется один отдельный	1	1
97	деталями кадр внутреннего зрения	1	1
98	литературная классика xix столетия	1	1
99	в организации кадров внутреннего	1	1
100	в том случае если	1	1
101	это была тихая добродушная	1	1
102	читателю ракурс видения в	1	1
103	восприятия в каждый малый	1	1
104	может или пожелает представить	1	1
105	белую шею с темной	1	1
106	жалостливая барышня с кротким	1	1
107	фокусирующих восприятие определений таков	1	1
108	ее полные розовые щеки	1	1
109	дело в том что	2	1
110	задаваемый читателю ракурс видения	1	1
111	а в то же	1	1
112	в пределах кадрового единства	1	1
113	не несет в себе	1	1
114	раз в том что	2	1
115	действия и составом участников	1	1
116	не было и не	1	1
117	по тем или иным	1	1
118	в смерти чиновника или	1	1
119	и здесь мы имеем	1	1
120	завершенная и строго отграниченная	1	1
121	с кротким мягким взглядом	1	1
122	вводятся автором в кадры	1	1
123	во втором эпизоде в	1	1
124	заслоняется крупным планом заключительного	1	1
125	войне и мире толстого	1	1
126	кадрового единства фразы устанавливает	1	1
127	того или иного рода	1	1
128	читательского восприятия в каждый	1	1
129	деталей в пределах кадрового	1	1
130	состоит как раз в	1	1
131	в данном случае это	1	1
132	кадры повествования а читателем	1	1
133	зрения читателя находится или	1	1
134	что может или пожелает	1	1
135	в той или иной	1	1
136	позицию по отношению к	1	1
137	здоровая порядок фокусирующих восприятие	1	1
138	организации кадров внутреннего зрения	1	1
139	тексте а не все	1	1
140	одним и тем же	1	1
141	никак не может быть	1	1
142	то же время они	1	1
143	друга местом временем действия	1	1
144	еще и потому что	1	1
145	какой бы то ни	1	1
146	что душевная характеристика душечки	1	1
147	розовые щеки на мягкую	1	1
148	состав такого кадра входит	1	1
149	является искусством непрямого говорения	1	1
150	друг от друга местом	1	1
151	последовательно вводятся автором в	1	1
152	отрезок времени в поле	1	1
153	мы имеем дело с	4	1
154	в связи с этим	1	1
155	душевная характеристика душечки постепенно	1	1
156	читаем это была тихая	1	1
157	в современных гуманитарных науках	1	1
158	добродушная жалостливая барышня с	1	1
159	даже самая тривиальная в	1	1
160	кадра входит лишь поименованное	1	1
161	восприятие определений таков что	1	1
162	слова в соответствии с	1	1
163	точно так же как	1	1
164	читателя находится или движется	1	1
165	самом начале этой цепочки	1	1
166	в том или ином	1	1
167	стабильно дифференцированном и оцененном	1	1
168	в тексте а не	1	1
