N	2gram	Propp_Isto	UchenyiS
1	и в	44	14
2	не только	17	10
3	а не	5	10
4	и не	19	8
5	прежде всего	7	8
6	то что	16	7
7	вот почему	2	7
8	в этом	20	7
9	не может	10	7
10	может быть	31	6
11	в искусстве	1	6
12	перестает быть	1	5
13	хотя бы	2	5
14	то же	9	5
15	художественного творчества	1	5
16	и только	1	5
17	все это	4	5
18	с другой	11	4
19	в этой	5	4
20	конечно не	1	4
21	что такое	1	4
22	но и	16	4
23	в их	1	4
24	к сожалению	1	3
25	было бы	2	3
26	и то	5	3
27	или точнее	1	3
28	для этого	3	3
29	очевидно что	3	3
30	это не	8	3
31	как и	12	3
32	вряд ли	1	3
33	для него	2	3
34	формы в	1	3
35	в своей	3	3
36	все же	17	3
37	в области	1	3
38	в частности	9	3
39	в то	5	3
40	не как	5	3
41	у нас	1	3
42	другой стороны	10	3
43	но в	7	3
44	же время	1	3
45	все они	1	2
46	таким образом	21	2
47	в самом	1	2
48	если не	4	2
49	же не	1	2
50	его и	2	2
51	если бы	5	2
52	самом деле	2	2
53	могут быть	9	2
54	не в	11	2
55	ни от	1	2
56	это было	2	2
57	и с	8	2
58	до сих	7	2
59	же самое	1	2
60	одним из	4	2
61	еще ничего	1	2
62	как таковой	1	2
63	но не	8	2
64	по существу	2	2
65	мы и	3	2
66	тем что	12	2
67	как принцип	1	2
68	более чем	1	2
69	в себе	1	2
70	в его	16	2
71	в конце	1	2
72	даже и	2	2
73	должна быть	3	2
74	мы не	6	2
75	мы получаем	1	2
76	ничего не	4	2
77	всех этих	2	2
78	между тем	1	2
79	что она	3	2
80	не есть	1	2
81	что он	29	2
82	в широком	1	2
83	на эту	1	2
84	о чем	6	2
85	в некоторых	6	2
86	пишет он	1	2
87	наконец он	1	2
88	не могут	2	2
89	а как	3	2
90	что мы	4	2
91	сводится к	1	2
92	в том	13	2
93	это уже	2	2
94	том что	12	2
95	и через	1	2
96	или иных	1	2
97	с проблемой	1	2
98	нас в	1	2
99	но это	10	2
100	но даже	2	2
101	и для	3	2
102	что и	11	2
103	меньшей степени	1	2
104	не случайно	1	2
105	смысле этого	1	2
106	с его	3	2
107	и у	3	2
108	превращается в	10	2
109	на первый	1	2
110	сих пор	7	2
111	только в	8	2
112	формы и	3	2
113	по себе	2	2
114	что все	4	2
115	не все	1	2
116	вопроса о	1	2
117	еще один	3	1
118	и некоторыми	1	1
119	что было	1	1
120	что в	18	1
121	камня и	1	1
122	с которыми	1	1
123	иначе говоря	1	1
124	случилось с	1	1
125	не было	2	1
126	остается в	1	1
127	и даже	4	1
128	связанных с	1	1
129	первый план	1	1
130	она все	1	1
131	говорит он	2	1
132	и потому	2	1
133	и этого	1	1
134	но он	2	1
135	этом случае	13	1
136	наша задача	1	1
137	в свое	2	1
138	или просто	2	1
139	в которой	4	1
140	имеем в	2	1
141	можно сказать	2	1
142	этого не	2	1
143	мы можем	6	1
144	имеются не	1	1
145	что же	1	1
146	или иначе	1	1
147	в данном	3	1
148	и быть	2	1
149	все его	2	1
150	что под	1	1
151	свое первоначальное	1	1
152	он уже	1	1
153	только этот	1	1
154	как на	3	1
155	равно как	1	1
156	и вы	1	1
157	и случилось	1	1
158	быть не	1	1
159	со своими	3	1
160	он в	3	1
161	и все	4	1
162	слова а	1	1
163	что этот	5	1
164	к изучению	2	1
165	состоит из	4	1
166	же как	12	1
167	как таковое	2	1
168	сказать что	2	1
169	представляется не	1	1
170	к следующему	1	1
171	не исключительно	1	1
172	в процессе	1	1
173	данном случае	2	1
174	почему и	1	1
175	его как	1	1
176	но для	4	1
177	и служит	1	1
178	он ставит	1	1
179	и др	6	1
180	затем он	1	1
181	ее как	1	1
182	и действительно	6	1
183	очень часто	4	1
184	сдвиг в	1	1
185	того как	8	1
186	он знает	1	1
187	не ограничиваются	1	1
188	анализ его	1	1
189	переходит в	1	1
190	почти не	1	1
191	в таком	2	1
192	тех кто	1	1
193	то и	1	1
194	так много	2	1
195	она не	7	1
196	быть в	1	1
197	смысле и	1	1
198	в течение	2	1
199	она в	2	1
200	относятся к	1	1
201	в своем	3	1
202	тогда когда	3	1
203	с тем	9	1
204	в наиболее	1	1
205	входит в	5	1
206	стороны в	1	1
207	только как	1	1
208	его на	5	1
209	является с	1	1
210	еще одно	1	1
211	одной стороны	7	1
212	именно к	1	1
213	относится к	3	1
214	возвращается в	1	1
215	или по	1	1
216	более высокую	1	1
217	мы имеем	22	1
218	не без	1	1
219	этой же	1	1
220	гораздо больше	2	1
221	что по	1	1
222	их в	7	1
223	при более	1	1
224	же в	3	1
225	он может	4	1
226	с новой	1	1
227	в ней	8	1
228	меньшей мере	1	1
229	впрочем в	1	1
230	или даже	1	1
231	частности с	1	1
232	где же	1	1
233	на одно	1	1
234	даже не	2	1
235	и так	1	1
236	это для	2	1
237	это значит	2	1
238	а это	1	1
239	в изобразительном	2	1
240	в этот	2	1
241	идет не	1	1
242	единства и	1	1
243	связанные с	5	1
244	для тех	1	1
245	не вполне	1	1
246	уже много	1	1
247	на то	3	1
248	происходит уже	1	1
249	случайно и	1	1
250	но если	2	1
251	они до	1	1
252	в большей	1	1
253	это же	4	1
254	бы ни	1	1
255	именно такую	1	1
256	сам по	1	1
257	только для	1	1
258	сюда же	3	1
259	в которых	4	1
260	по мнению	1	1
261	к этому	5	1
262	так и	9	1
