N	3gram	Propp_Isto	Stilisti
1	для того чтобы	1	7
2	в зависимости от	3	7
3	с точки зрения	1	5
4	ту или иную	1	4
5	то же самое	1	4
6	но и в	4	3
7	как мы уже	1	3
8	как мы видели	3	3
9	мы уже видели	3	3
10	не только в	9	3
11	и тем самым	1	3
12	в этом случае	4	3
13	не забудем что	1	3
14	но все же	3	3
15	как бы в	1	3
16	мы видели что	4	2
17	что у нас	1	2
18	должны были бы	1	2
19	все больше и	2	2
20	в самом деле	1	2
21	вместе с тем	6	2
22	и те же	1	2
23	мы видим что	4	2
24	не может быть	5	2
25	больше и больше	2	2
26	по отношению к	3	2
27	о том что	9	2
28	мы увидим что	2	2
29	можно сказать что	1	2
30	для наших целей	1	2
31	смысле этого слова	1	2
32	с тем и	1	2
33	зависимости от того	1	2
34	только потому что	1	2
35	тех случаях когда	6	2
36	как мы увидим	1	2
37	на первый взгляд	5	2
38	в связи с	1	2
39	к тому что	1	2
40	и в области	2	2
41	в тех случаях	7	2
42	мы все же	1	1
43	мы должны помнить	1	1
44	и эта форма	1	1
45	в том что	7	1
46	но то что	1	1
47	происходит потому что	1	1
48	мы видели не	1	1
49	таким образом мы	3	1
50	это не совсем	1	1
51	остановимся только на	1	1
52	мы уже знаем	5	1
53	но вместе с	2	1
54	мысль о том	1	1
55	от того в	1	1
56	эту задачу выполняет	1	1
57	ситуации при которых	1	1
58	мы легко можем	1	1
59	в большинстве случаев	1	1
60	но все эти	1	1
61	должны помнить что	1	1
62	как только мы	1	1
63	мы увидим ниже	1	1
64	и в особенности	1	1
65	не совсем так	1	1
66	том что такое	1	1
67	в другом месте	2	1
68	до наших дней	1	1
69	как и в	3	1
70	он не будет	1	1
71	что это значит?	1	1
72	перед тем как	1	1
73	можно заметить что	1	1
74	тем не менее	4	1
75	только в том	1	1
76	здесь же мы	2	1
77	видим что и	1	1
78	и тем более	1	1
79	характер в этих	1	1
80	по ту сторону	1	1
81	на вопрос о	1	1
82	более или менее	3	1
83	независимо от того	2	1
84	в качестве примера	1	1
85	на этот вопрос	3	1
86	и та же	1	1
87	при разных условиях	1	1
88	этого может быть	1	1
89	до сих пор	4	1
90	как нечто оторванное	1	1
91	и здесь мы	2	1
92	то у нас	1	1
93	представления связанные с	1	1
94	как мы видим	1	1
95	между этими двумя	1	1
96	и от этого	1	1
97	мы имеем в	7	1
98	по себе не	1	1
99	для нас важнее	1	1
100	не может получить	1	1
101	у нас на	1	1
102	которое существует между	1	1
103	не только на	1	1
104	пока он не	1	1
105	того в какой	1	1
106	той роли которую	1	1
107	одна и та	1	1
108	с появлением собственности	1	1
109	может быть истолковано	1	1
110	мы увидим дальше	1	1
111	от того где	1	1
112	в нем и	1	1
113	дает ответ на	1	1
114	с другой стороны	17	1
115	вопрос о том	1	1
116	как только он	1	1
117	но как только	1	1
118	в его голове	1	1
119	это прежде всего	1	1
120	из всего предыдущего	1	1
121	это происходит потому	1	1
122	можно было бы	3	1
123	мы не можем	2	1
124	в действительности он	1	1
125	и не может	1	1
126	же самое и	1	1
127	лежит в основе	2	1
128	что эти три	2	1
