N	3gram	Propp_Isto	Tvorches
1	и т д	35	17
2	в том что	6	11
3	в соответствии с	1	8
4	о том что	5	8
5	не может быть	8	6
6	но в то	1	6
7	и т п	1	5
8	по отношению к	6	5
9	до сих пор	11	4
10	аргументом в пользу	1	4
11	в одной из	1	4
12	дело в том	3	4
13	с самого начала	4	4
14	это как бы	1	3
15	дело не в	2	3
16	сами по себе	1	3
17	точно так же	8	3
18	том что в	1	3
19	в отличие от	3	3
20	это значит что	1	3
21	едва ли не	1	3
22	с другой стороны	7	3
23	в этой связи	1	3
24	что он не	4	2
25	а может быть	2	2
26	это не значит	1	2
27	может быть назван	2	2
28	влечет за собой	2	2
29	для того чтобы	1	2
30	тем не менее	7	2
31	не значит что	1	2
32	что у него	1	2
33	и в конце	1	2
34	потому что он	2	2
35	та же самая	1	2
36	не сами по	1	2
37	к тому же	1	2
38	не могут быть	1	2
39	при этом он	1	2
40	в высшей степени	1	2
41	да и не	1	2
42	таким образом и	1	2
43	никогда не было	1	2
44	но это не	1	2
45	в связи с	5	2
46	в одном из	1	2
47	вместе с тем	7	2
48	не только для	1	2
49	вспомним хотя бы	1	2
50	только то что	1	2
51	на этот вопрос	2	2
52	в й главе	2	2
53	все же не	2	2
54	на самом деле	2	2
55	не означает что	2	2
56	содержит в себе	1	2
57	так же как	6	2
58	не только в	5	2
59	в его работе	1	1
60	в этой главе	1	1
61	мы узнаем в	1	1
62	а затем из	1	1
63	и когда он	3	1
64	представляют собой прямые	1	1
65	как будто бы	2	1
66	по себе а	2	1
67	о том как	2	1
68	дело не только	1	1
69	и многие другие	1	1
70	играет некоторую роль	1	1
71	влекут за собой	1	1
72	не содержит в	1	1
73	в ту же	1	1
74	имеет право на	1	1
75	один из них	1	1
76	о том не	1	1
77	об этом не	1	1
78	и не мог	1	1
79	так например в	5	1
80	соответствии с этим	2	1
81	так что они	1	1
82	друг на друга	1	1
83	что он был	1	1
84	мы знаем что	7	1
85	именно потому что	1	1
86	он живет в	1	1
87	особое внимание на	1	1
88	мы никогда не	1	1
89	во многих случаях	1	1
90	и прежде всего	1	1
91	все же и	1	1
92	по внешним формам	1	1
93	по себе не	1	1
94	что в современной	1	1
95	в соседней комнате	1	1
96	далеко еще не	1	1
97	то ни было	2	1
98	возникает вопрос о	1	1
99	поэтому совершенно естественно	1	1
100	относится и к	1	1
101	то же самое	3	1
102	по этому поводу	2	1
103	но очень редко	1	1
104	это все же	1	1
105	к тому что	1	1
106	в стороне от	1	1
107	на самом же	1	1
108	связанные с ними	1	1
109	не только на	2	1
110	бы то ни	2	1
111	в третий раз	2	1
112	а тем самым	1	1
113	прежде всего нужно	1	1
114	д все это	1	1
115	на первый взгляд	2	1
116	о том чтобы	1	1
117	и в этом	1	1
118	т д и	2	1
119	и тем не	2	1
120	того или иного	1	1
121	за то что	2	1
122	на другой день	1	1
123	т д все	3	1
124	он не боится	1	1
125	равно как и	1	1
126	и должно быть	2	1
127	обратить особое внимание	1	1
128	самом же деле	1	1
129	человека или его	1	1
130	отнюдь не означает	1	1
131	но и в	4	1
132	почему он не	1	1
133	это своего рода	1	1
134	ясно что это	1	1
135	в другом месте	2	1
136	в своей книге	1	1
137	но в целом	1	1
138	вместе с героем	1	1
139	то что в	2	1
140	в тех же	1	1
141	как один из	2	1
142	с одной стороны	7	1
143	и даже в	1	1
144	на точку зрения	1	1
145	в то время	3	1
146	таким образом в	1	1
147	но все это	1	1
148	тесно связан с	1	1
149	со всех сторон	4	1
150	тем что они	2	1
151	но дело не	1	1
152	один из возможных	1	1
153	но уже в	1	1
154	не что иное	3	1
155	теперь обратимся к	1	1
156	что дает нам	1	1
157	в прямом смысле	1	1
158	стоит обратить особое	1	1
159	же именно в	1	1
160	ответ на этот	1	1
161	можно было бы	5	1
162	об этом очень	1	1
163	мы имеем в	4	1
164	и между ними	1	1
165	в этом случае	3	1
166	одном из вариантов	1	1
167	не зависит от	1	1
168	была одной из	1	1
169	же как и	1	1
170	и на него	1	1
171	что если они	1	1
172	отметить что этот	1	1
173	еще не все	1	1
174	приблизительно так же	1	1
175	для него как	1	1
176	что иное как	3	1
177	в нем и	1	1
178	не только с	1	1
179	в себе ничего	1	1
180	вопрос о том	2	1
181	и не только	1	1
182	до конца и	1	1
183	в виду что	1	1
184	мы не можем	3	1
185	если бы он	1	1
186	еще ничего не	1	1
187	только в этом	1	1
188	потому что они	1	1
189	если бы не	1	1
