N	3gram	Voloshinov	StatiiOP
1	в том что	9	47
2	и т д	1	32
3	о том что	3	29
4	в этом отношении	4	24
5	для того чтобы	3	19
6	до сих пор	3	19
7	с точки зрения	15	14
8	во всяком случае	8	13
9	то обстоятельство что	2	11
10	не может быть	14	11
11	в г в	1	10
12	в самом деле	10	9
13	то же время	6	9
14	в то же	6	9
15	дело в том	1	9
16	можно было бы	1	9
17	тем не менее	4	8
18	к тому что	2	8
19	на самом деле	4	8
20	в конце концов	2	7
21	в данном случае	4	7
22	но все же	1	7
23	заключается в том	2	7
24	в то время	1	7
25	том что он	2	7
26	так же как	1	6
27	по отношению к	11	6
28	в этом смысле	2	6
29	так и в	3	6
30	том что в	1	6
31	не только не	1	6
32	по крайней мере	1	6
33	что он не	1	5
34	в том же	1	5
35	говорит о том	1	5
36	нужно сказать что	1	5
37	но и в	1	5
38	в одной из	1	5
39	в свое время	1	5
40	что же касается	3	5
41	с самого начала	5	5
42	в применении к	2	4
43	то что он	1	4
44	с одной стороны	2	4
45	ничего общего с	1	4
46	жизни и творчества	2	4
47	в другом месте	2	4
48	того или иного	1	4
49	говорит об этом	1	4
50	иметь в виду	1	4
51	на вопрос о	1	4
52	что и в	2	4
53	он должен был	1	3
54	может быть это	2	3
55	только потому что	1	3
56	из этих двух	1	3
57	можно сказать что	5	3
58	то или иное	2	3
59	таким образом в	2	3
60	а с другой	2	3
61	что это не	1	3
62	в наше время	1	3
63	бы то ни	3	3
64	так как в	1	3
65	и тем не	2	3
66	и только в	1	3
67	а иногда и	1	3
68	его времени и	1	3
69	по меньшей мере	2	3
70	во всех этих	1	3
71	в этом случае	1	3
72	всяком случае не	1	3
73	а вовсе не	3	3
74	но в целом	1	3
75	на этой почве	1	2
76	тесно связана с	1	2
77	в котором он	1	2
78	из того же	1	2
79	ни на чем	1	2
80	и в данном	1	2
81	ни в каком	2	2
82	но вместе с	2	2
83	и даже не	1	2
84	что в его	2	2
85	но вовсе не	3	2
86	в эту эпоху	1	2
87	и что поэтому	1	2
88	в целом это	1	2
89	хотя бы и	2	2
90	в жизни и	1	2
91	что мы знаем	1	2
92	и пр но	1	2
93	в какой степени	2	2
94	что он был	1	2
95	ответ на это	1	2
96	а между тем	1	2
97	в зависимости от	4	2
98	между тем как	1	2
99	и в то	1	2
100	в отличие от	2	2
101	то ни было	2	2
102	на чем не	1	2
103	том что она	2	2
104	деле вовсе не	1	2
105	само собою разумеется	1	2
106	то же самое	2	2
107	еще в г	1	2
108	вовсе не является	1	2
109	объясняется и то	1	2
110	в таком виде	2	2
111	а также и	2	2
112	сам по себе	4	2
113	а как бы	1	2
114	в свою очередь	4	2
115	и др в	1	2
116	той или иной	1	2
117	вовсе не в	2	2
118	вообще не существует	1	2
119	он не только	2	2
120	не укладывается в	2	2
121	в чем же	2	2
122	и что он	1	2
123	что как раз	1	2
124	в целом ряде	1	2
125	на протяжении всей	6	2
126	как и большинство	1	2
127	в настоящее время	1	2
128	на этот вопрос	3	2
129	данном случае в	1	2
130	тому что было	1	2
131	но в то	3	2
132	как мы видели	8	2
133	мы имеем в	1	2
134	как бы ни	1	2
135	как говорит об	1	2
136	собою разумеется что	1	2
137	всяком случае в	1	2
138	несколько слов о	1	2
139	это прежде всего	2	2
140	ни о каком	2	2
141	может быть и	6	2
142	со стороны содержания	1	1
143	он никогда не	1	1
144	переживаний связанных с	1	1
145	которая связана с	1	1
146	благодаря тому что	2	1
147	в вопросе о	1	1
148	и со всеми	1	1
149	пришли к нему	1	1
150	а может быть	1	1
151	они свидетельствуют о	1	1
152	кем иным как	1	1
153	от них и	1	1
154	как будто бы	1	1
155	таких явлениях как	1	1
156	и с его	1	1
157	начала до конца	1	1
158	каком случае не	1	1
159	плоть от плоти	1	1
160	и те же	1	1
161	и на все	1	1
162	прежде всего от	1	1
163	вот как говорит	1	1
164	для культурного сознания	1	1
165	в большинстве случаев	5	1
166	же это за	1	1
167	по сравнению с	1	1
168	точку зрения на	3	1
169	была бы совершенно	1	1
170	потому что оно	1	1
171	как видит читатель	1	1
172	что он делает	1	1
173	из наиболее ярких	1	1
174	в собственном смысле	3	1
175	одни и те	1	1
176	одной из своих	1	1
177	в таких явлениях	1	1
178	и никогда не	1	1
179	поэтому она не	1	1
180	его отношение к	2	1
181	таким образом последнее	1	1
182	мы имели дело	1	1
183	бы он не	1	1
184	по своему идеологическому	1	1
185	в первые годы	1	1
186	свою точку зрения	2	1
187	и так называемая	1	1
188	не представляет собой	1	1
189	во что бы	1	1
190	такой же степени	1	1
191	только с точки	1	1
192	на всю жизнь	2	1
193	об этом у	1	1
194	в голову не	1	1
195	но даже и	1	1
196	и то же	1	1
197	именно об этом	1	1
198	во многих отношениях	1	1
199	основное различие между	1	1
200	в каком случае	2	1
201	что он сам	2	1
202	общего с этим	1	1
203	в нем может	1	1
204	как в самом	1	1
205	в такой же	1	1
206	а есть только	1	1
207	смысле этого слова	1	1
208	в основе этой	1	1
