N	2gram	Voloshinov	Marksizm
1	точки зрения	8	69
2	может быть	17	64
3	и в	16	63
4	и не	4	55
5	как бы	5	53
6	не может	8	47
7	с точки	6	46
8	и пр	12	42
9	и его	8	41
10	в этом	9	39
11	таким образом	9	38
12	как мы	4	32
13	в пределах	2	31
14	лишь в	1	30
15	не только	7	29
16	то же	2	28
17	в нем	4	28
18	но и	4	27
19	связи с	1	25
20	самом деле	6	25
21	в самом	2	24
22	как и	2	24
23	прежде всего	9	24
24	только в	4	23
25	так и	4	23
26	и т.п	2	23
27	в том	3	22
28	то что	3	22
29	а не	1	22
30	при этом	6	20
31	для него	6	20
32	если мы	2	20
33	на почве	1	19
34	если бы	1	19
35	том что	3	19
36	в его	4	19
37	и для	2	18
38	но в	4	18
39	вовсе не	1	18
40	все же	1	17
41	в сущности	1	17
42	ни было	2	16
43	и как	3	16
44	с помощью	2	15
45	во всех	3	15
46	в связи	1	15
47	отнюдь не	4	15
48	что он	2	15
49	в русском	1	15
50	в данном	1	14
51	хотя бы	4	14
52	в смысле	1	14
53	в своей	2	13
54	так же	2	13
55	то ни	1	13
56	что в	3	13
57	и здесь	1	13
58	того чтобы	1	13
59	было бы	2	13
60	ничего не	1	13
61	мы не	2	13
62	идеологического творчества	1	12
63	для того	1	12
64	того же	2	12
65	бы то	1	12
66	он не	2	12
67	в основе	3	12
68	высшей степени	1	12
69	а в	3	12
70	в высшей	1	12
71	и того	1	11
72	к нему	1	11
73	мы уже	2	11
74	и что	1	11
75	до сих	3	11
76	и на	4	11
77	и все	4	11
78	еще не	5	11
79	так как	4	11
80	на самом	4	11
81	все эти	5	11
82	в ней	1	11
83	сих пор	3	11
84	без исключения	1	10
85	во всяком	3	10
86	самого начала	4	10
87	с другой	1	10
88	сказать что	7	10
89	к этому	2	10
90	никогда не	2	10
91	его в	4	10
92	одна из	1	10
93	функциональной психологии	1	10
94	в основном	3	10
95	в большинстве	3	10
96	совершенно не	8	10
97	конечно не	6	10
98	с его	7	10
99	здесь в	1	10
100	и потому	3	10
101	с самого	4	10
102	к тому	1	9
103	одного и	1	9
104	только на	3	9
105	в нашем	1	9
106	большинстве случаев	3	9
107	и это	6	9
108	что это	2	9
109	ни в	5	9
110	не имеет	1	9
111	и эта	1	9
112	же самое	1	9
113	мысли и	4	8
114	и даже	4	8
115	и с	8	8
116	психики и	1	8
117	на этой	3	8
118	мы знаем	3	8
119	что и	2	8
120	у него	2	8
121	что не	2	8
122	мы можем	9	8
123	не будет	2	8
124	за пределы	2	8
125	столь же	1	8
126	сводится к	2	8
127	в каком	2	8
128	в свою	1	8
129	с этим	2	8
130	у нас	1	8
131	и их	4	8
132	в науке	2	8
133	и т.д	1	8
134	и ее	4	8
135	или иной	1	8
136	следует что	1	7
137	в этих	3	7
138	не существует	2	7
139	и значение	3	7
140	те же	3	7
141	как раз	1	7
142	в качестве	1	7
143	субъективного сознания	2	7
144	в этой	4	7
145	могут быть	3	7
146	психологии и	1	7
147	с ними	4	7
148	может стать	1	7
149	на основе	2	7
150	той же	1	7
151	о том	2	7
152	конечно в	1	7
153	в начале	2	7
154	бы он	1	7
155	науки о	1	6
156	теперь мы	1	6
157	в корне	1	6
158	уже не	1	6
