N	3gram	Vygotskiy_	Analitik
1	в том что	24	25
2	не может быть	6	19
3	по отношению к	9	18
4	в то же	2	16
5	о том что	4	15
6	в данном случае	5	14
7	в отличие от	4	14
8	то же время	1	14
9	той или иной	2	14
10	к тому же	1	13
11	в конечном счете	2	11
12	мы имеем дело	2	11
13	с другой стороны	3	9
14	в свою очередь	3	9
15	в том чтобы	1	9
16	подобно тому как	2	9
17	с одной стороны	7	9
18	состоит в том	3	8
19	с точки зрения	31	8
20	как и в	4	8
21	не только в	2	8
22	в этом отношении	7	8
23	во всяком случае	1	7
24	что иное как	1	7
25	тем не менее	4	6
26	одного и того	3	6
27	и того же	3	6
28	не что иное	1	6
29	не только не	11	5
30	есть не что	1	5
31	но и в	1	5
32	но и не	3	5
33	в этом случае	15	5
34	имеем дело с	1	5
35	в самом начале	5	4
36	до известной степени	2	4
37	в том или	1	4
38	в самом деле	4	4
39	для того чтобы	24	4
40	в силу своей	1	4
41	и тем самым	8	4
42	в соответствии с	1	4
43	и не может	2	4
44	и в этом	2	4
45	в ответ на	1	4
46	не удивительно что	1	4
47	дело здесь не	1	4
48	в этом смысле	2	4
49	в известном смысле	2	4
50	из того что	5	4
51	в значительной степени	1	4
52	том что он	2	4
53	едва ли не	3	4
54	сама по себе	1	4
55	и то что	5	3
56	в том числе	2	3
57	как бы не	1	3
58	сам по себе	2	3
59	именно в этом	3	3
60	в первом случае	5	3
61	речь идет о	1	3
62	в зависимости от	6	3
63	то же самое	11	3
64	как раз и	1	3
65	можно сказать что	7	3
66	и той же	5	3
67	включает в себя	2	3
68	содержит в себе	4	3
69	одной и той	5	3
70	не могут быть	3	3
71	мере в какой	2	2
72	что он не	1	2
73	на всем протяжении	4	2
74	же самое время	1	2
75	не только к	1	2
76	в той мере	2	2
77	такой же мере	3	2
78	и тогда когда	2	2
79	собой один из	1	2
80	с этой точки	4	2
81	можно было бы	5	2
82	совершенно очевидно что	2	2
83	во втором случае	5	2
84	друг с другом	6	2
85	до сих пор	6	2
86	в обоих случаях	1	2
87	в такой же	3	2
88	смысле этого слова	4	2
89	как мы могли	1	2
90	той мере в	2	2
91	и то же	3	2
92	это означает что	1	2
93	к тому что	10	2
94	в качестве своего	1	2
95	который в свою	1	2
96	в том и	3	2
97	на то что	5	2
98	при переходе к	1	2
99	заключается в том	9	2
100	здесь как и	1	2
101	этой точки зрения	4	2
102	есть в сущности	2	2
103	не в состоянии	1	2
104	того и другого	2	2
105	тем более что	1	2
106	до тех пор	1	2
107	на этот вопрос	1	2
108	представляет собой один	1	2
109	в сущности говоря	6	2
110	в одной из	1	2
111	одно и то	3	2
112	по своей природе	4	2
113	и в своей	1	2
114	в равной мере	2	2
115	но отнюдь не	1	2
116	же время в	1	2
117	прежде всего в	2	2
118	нет и не	3	2
119	внутренней и внешней	1	2
120	что несмотря на	1	2
121	на фоне которых	1	1
122	но то что	2	1
123	у одного и	1	1
124	тех пор пока	1	1
125	ответ на вопрос	1	1
126	всей своей полноте	1	1
127	самом простом первоначальном	1	1
128	и он сам	1	1
129	расчленяющим сложное единство	1	1
130	только частный случай	1	1
131	должны были бы	1	1
132	что она не	1	1
133	себе в самом	1	1
134	к разрешению конкретных	1	1
135	это имеет место	1	1
136	не было никакой	1	1
137	в себе в	2	1
138	что по своему	1	1
139	о том как	1	1
140	никак не может	1	1
141	элементов не утрачивают	1	1
142	в той же	2	1
143	который мог бы	1	1
144	как одна из	1	1
145	в сущности анализ	1	1
146	во всех этих	1	1
147	в углу комнаты	1	1
148	несмотря на то	1	1
149	то что с	1	1
150	свою силу и	1	1
151	не утрачивают свойств	1	1
152	в ее внутренней	1	1
153	утрачивают свойств присущих	1	1
154	и заключается что	1	1
155	еще раз что	1	1
156	не имеет места	1	1
157	в целом но	1	1
158	же мере как	2	1
159	в том же	3	1
160	возникает во внутренней	1	1
161	и во всех	2	1
162	таким же образом	1	1
163	от предложения к	1	1
164	по отношению ко	1	1
165	и вследствие этого	1	1
166	друг от друга	3	1
167	на вопрос о	1	1
168	не совпадает с	4	1
169	с возвращением в	1	1
170	одно из самых	1	1
171	и наоборот в	1	1
172	нам не только	1	1
173	в качестве одного	1	1
174	собой не только	1	1
175	на первом месте	1	1
176	которых предпринимается анализ	1	1
177	для другого в	1	1
178	что у него	1	1
179	внутренней речи первое	1	1
180	присущих целому и	2	1
181	с тенденцией к	1	1
182	по своему содержанию	1	1
183	то что она	1	1
184	что при таком	1	1
185	это остается вне	1	1
186	именно потому что	1	1
187	те же самые	1	1
188	хотя и в	2	1
189	том и заключается	1	1
190	той же мере	2	1
191	смыкаются в единую	1	1
192	в конце концов	1	1
193	там и здесь	1	1
194	том что мы	1	1
195	как и всякий	1	1
196	не только для	1	1
197	но содержат в	1	1
198	само по себе	1	1
199	и вместе с	2	1
200	нельзя сказать что	1	1
201	в двух основных	1	1
202	могут быть поставлены	2	1
203	и таким образом	1	1
204	речи и к	1	1
205	по ту сторону	1	1
206	имеет место слияние	1	1
207	связей и отношений	1	1
208	в отдельности и	1	1
209	таким образом в	2	1
210	начинается с осознания	1	1
211	во всей своей	1	1
212	те свойства целого	1	1
213	целому и подлежащих	1	1
214	так же точно	6	1
215	чем иным как	2	1
216	феноменов и не	1	1
217	в первой и	1	1
218	виде те свойства	1	1
219	что как бы	1	1
220	и тем же	2	1
221	что в этом	2	1
222	его мысли и	1	1
223	как бы с	1	1
224	может быть понят	2	1
225	имеет дело с	1	1
226	имеет место в	1	1
227	исходит из того	1	1
228	по сути дела	1	1
229	нет я не	1	1
230	мы не станем	3	1
231	методом разложения на	2	1
232	связи и отношения	1	1
233	оно представляет собой	2	1
234	обращаясь к нему	1	1
235	единицы понимая под	1	1
236	отношение к предмету	2	1
237	объяснению но содержат	1	1
238	на самом же	1	1
239	том смысле что	2	1
240	а не путем	1	1
241	же самое что	3	1
242	в чем дело	3	1
243	что те же	1	1
244	возможно только в	1	1
245	может и не	1	1
246	не только по	1	1
247	элементы не есть	1	1
248	собственном смысле слова	1	1
249	такое что и	1	1
250	внимание на то	2	1
251	с тем же	1	1
252	больше и больше	2	1
253	в самом простом	2	1
254	и отношения между	1	1
255	пределах одного и	1	1
256	в иной ситуации	1	1
257	вместе с тем	6	1
258	не могли не	1	1
259	сущности анализ в	1	1
260	от них самих	1	1
261	а в начале	1	1
262	и должно быть	1	1
263	но не может	2	1
264	что то что	1	1
265	самом же деле	1	1
266	в большинстве случаев	2	1
267	качестве одного из	1	1
268	на единицы понимая	1	1
269	и может быть	1	1
270	состоит как раз	1	1
271	не может остаться	1	1
272	не по отношению	1	1
273	но при этом	1	1
274	в том смысле	2	1
275	в котором по	1	1
276	таким образом с	1	1
277	наличие или отсутствие	1	1
278	мы обратимся к	1	1
279	отличие от элементов	1	1
280	целого ради которых	1	1
281	мы знаем о	1	1
282	во внутренней речи	4	1
283	в любой другой	1	1
284	тот факт что	2	1
285	точно так же	3	1
286	его в себя	1	1
287	к выводу что	3	1
288	подлежащих объяснению но	1	1
289	сказать что в	1	1
290	свойств присущих целому	2	1
291	только в том	2	1
292	того что мы	1	1
293	от элементов не	1	1
294	опять как и	1	1
295	в то время	8	1
296	и не совпадает	2	1
297	приводит нас к	2	1
298	первоначальном виде те	1	1
299	до некоторой степени	1	1
300	то и другое	4	1
301	представляется едва ли	1	1
302	на элементы не	1	1
303	не есть в	1	1
304	вопрос о том	1	1
305	свою очередь является	1	1
306	и в разных	1	1
307	к объекту в	1	1
308	по способу своего	1	1
309	с которыми он	1	1
310	все это остается	1	1
311	друг друга а	1	1
312	приводит к тому	3	1
313	на самом деле	2	1
314	к определенному типу	1	1
315	одним и тем	2	1
316	мышления в частности	1	1
317	которого только и	1	1
318	только тогда когда	1	1
319	как раз в	3	1
320	анализ в собственном	1	1
321	и отношений между	1	1
322	самое что и	1	1
323	также и в	1	1
324	которые могут быть	1	1
325	разрешению конкретных проблем	1	1
326	все эти три	2	1
327	в пределах одного	1	1
328	включающее в себя	1	1
329	содержат в себе	4	1
330	и является в	2	1
331	в первую очередь	3	1
332	к этому же	1	1
333	ради которых предпринимается	1	1
334	же как и	3	1
335	в собственном смысле	4	1
336	свойства целого ради	1	1
337	и не могут	1	1
338	простом первоначальном виде	1	1
339	оно есть само	1	1
340	мог бы дать	1	1
341	как мы увидим	1	1
342	так и в	1	1
343	продукты анализа которые	1	1
344	должна была бы	1	1
345	из того же	1	1
346	и подлежащих объяснению	1	1
347	такие продукты анализа	1	1
348	это отнюдь не	1	1
349	последними такие продукты	1	1
350	его речи и	1	1
351	все что мы	3	1
352	этом случае в	2	1
353	то что мы	3	1
354	разложения на элементы	2	1
355	надо признать что	1	1
356	и все их	1	1
357	и на всю	1	1
358	мы уже говорили	2	1
359	как это имеет	1	1
360	по аналогии с	1	1
361	в противоположном случае	1	1
362	если в основе	1	1
363	этот факт не	1	1
364	том числе и	2	1
365	оно может быть	1	1
366	что и в	1	1
367	но и для	1	1
368	после того как	1	1
369	и там и	1	1
370	только в ситуации	1	1
371	но с другой	1	1
