N	4gram	Vygotskiy_	Literetu
1	в то же время	1	21
2	состоит в том что	2	8
3	с этой точки зрения	3	5
4	бы то ни было	1	4
5	с одной стороны и	1	3
6	до тех пор пока	2	2
7	дело в том что	2	2
8	и в самом деле	2	2
9	искусства с точки зрения	1	2
10	одно и то же	3	2
11	именно в том что	1	1
12	не что иное как	2	1
13	мысль о том что	1	1
14	речь в данном случае	1	1
15	уже в первой главе	1	1
16	видит в том что	1	1
17	то что ему нужно	1	1
18	в том что в	2	1
19	в том что при	1	1
20	означает не что иное	1	1
21	с другой стороны он	2	1
22	одного и того же	2	1
23	выразить то что ему	1	1
24	в конечном счете к	1	1
25	в каждый данный момент	1	1
26	мы никогда не можем	1	1
27	в том что он	2	1
28	не в том чтобы	1	1
29	пример в этом отношении	1	1
30	на самом деле есть	1	1
31	раз в том чтобы	1	1
32	обстоит дело и с	1	1
33	в том что для	1	1
34	приводит к тому что	1	1
35	одним и тем же	3	1
36	какой бы то ни	1	1
37	мы имеем дело с	1	1
