N	3gram	Tiupa_Hudo	KFilosof
1	по отношению к	10	22
2	не может быть	4	11
3	с точки зрения	3	10
4	отношению к нему	1	4
5	того или иного	4	3
6	в этом смысле	3	3
7	в данный момент	2	3
8	и не быть	1	2
9	в том что	8	2
10	той или иной	5	2
11	и для него	1	2
12	к чему не	1	2
13	он ни был	1	2
14	то или иное	1	2
15	имеем в виду	3	2
16	мы говорим о	1	2
17	она могла бы	1	2
18	тем не менее	3	2
19	в то же	7	2
20	включает в себя	2	2
21	в соответствии с	1	2
22	во всей его	2	2
23	то ни было	2	2
24	ни к чему	1	2
25	бы то ни	2	2
26	для меня в	1	2
27	то же время	7	2
28	быть не может	1	1
29	в свою очередь	2	1
30	и как бы	1	1
31	в данном контексте	2	1
32	этом смысле можно	1	1
33	в себе в	1	1
34	в конечном счете	5	1
35	по себе а	1	1
36	для меня эта	1	1
37	на задний план	1	1
38	для себя а	1	1
39	в противоречие с	1	1
40	позицию по отношению	1	1
41	не содержит в	1	1
42	в себя и	1	1
43	то же самое	1	1
44	не была бы	1	1
45	себя в другом	2	1
46	случае мы имеем	1	1
47	ту или иную	2	1
48	дело не в	1	1
49	в том случае	1	1
50	для себя и	1	1
51	для того чтобы	5	1
52	неслиянное и нераздельное	1	1
53	всей его полноте	1	1
54	одно из проявлений	1	1
55	в настоящее время	1	1
56	не совпадает с	1	1
57	мира и его	1	1
58	отношении к нему	1	1
59	одного и того	3	1
60	точки зрения автора	1	1
61	в противном случае	2	1
62	и по отношению	1	1
63	входит в его	1	1
64	в которой я	1	1
65	вступает в противоречие	1	1
66	в мире других	1	1
67	своей причастности к	1	1
68	по своей структуре	1	1
69	но в то	1	1
70	в лучшем случае	1	1
71	и не субъективно	1	1
72	в этом мире	2	1
73	и это существенно	1	1
74	и тем самым	1	1
75	и в то	2	1
76	не было и	1	1
77	лишь в момент	1	1
78	если он не	1	1
79	тем или иным	2	1
80	в зависимости от	1	1
81	смысле можно говорить	1	1
82	но не в	1	1
83	и того же	3	1
84	себя в своих	1	1
85	все с чем	1	1
86	не в одном	1	1
87	заключать в себе	1	1
88	возможна только в	1	1
89	но только не	1	1
90	вследствие того что	1	1
91	к тому что	2	1
92	весь мир все	1	1
93	однако по своей	1	1
94	на этом пути	1	1
95	в известном смысле	2	1
96	уже не мыслится	1	1
97	в одном случае	1	1
98	я в мире	7	1
99	это и есть	1	1
100	в значительной степени	2	1
101	ведь это не	1	1
102	в основе своей	2	1
103	может быть и	2	1
