N	4gram	Vygotskiy_	Vvedenie
1	той мере в какой	2	6
2	в той мере в	2	6
3	в то же время	1	6
4	не что иное как	1	5
5	с одной стороны и	4	3
6	для того чтобы понять	1	3
7	есть не что иное	1	3
8	состоит в том что	3	2
9	с этой точки зрения	4	2
10	то же самое что	3	2
11	заключается в том что	9	2
12	по самой своей природе	4	2
13	только после того как	1	2
14	одно и то же	3	2
15	сомнений в том что	1	2
16	одной и той же	5	2
17	одного и того же	3	2
18	только в том что	2	1
19	то же время в	1	1
20	прийти к выводу что	1	1
21	с теми или иными	1	1
22	о чем говорится в	3	1
23	одном и том же	3	1
24	ясность в этот вопрос	1	1
25	возможно только потому что	1	1
26	того что представляет собой	1	1
27	собой одно и то	1	1
28	с другой стороны как	1	1
29	для того чтобы ее	1	1
30	приводят к тому что	1	1
31	в лучшем случае она	1	1
32	в собственном смысле этого	3	1
33	представляет собой движение от	1	1
34	всегда заключает в себе	1	1
35	все же в них	1	1
36	в том что он	2	1
37	по отношению к отдельным	1	1
38	представление о том что	2	1
39	до тех пор пока	1	1
40	но с другой стороны	1	1
41	можно было бы в	1	1
42	в том смысле что	2	1
43	это в свою очередь	1	1
44	в гораздо большей мере	1	1
45	в зависимости от того	1	1
46	но вместе с тем	2	1
47	не прямо а опосредствованно	1	1
48	же самое что и	1	1
49	совершенно то же самое	1	1
50	ответить на этот вопрос	1	1
51	в собственном смысле слова	1	1
52	не может быть никакой	1	1
53	не может быть в	1	1
54	но с точки зрения	3	1
55	собственном смысле этого слова	3	1
56	по своему значению для	1	1
57	для того чтобы сделать	2	1
58	языка по сравнению с	1	1
59	в каждой из этих	1	1
60	только в одном отношении	1	1
61	в том что в	2	1
62	именно в этом смысле	2	1
63	мы имеем дело с	1	1
64	потому что в этом	1	1
65	в том что если	1	1
66	точно так же как	3	1
67	здесь как и везде	1	1
68	находящим свое выражение в	1	1
69	в том же направлении	2	1
