N	2gram	Tiupa_Teor	Psycholo
1	то что	6	193
2	и в	24	190
3	в том	20	163
4	что в	10	123
5	потому что	3	114
6	том что	11	113
7	и что	4	108
8	может быть	22	107
9	таким образом	3	102
10	в этом	12	100
11	то есть	22	97
12	в самом	7	82
13	как бы	8	80
14	для того	5	78
15	того чтобы	5	78
16	что он	4	76
17	не только	24	75
18	на то	1	73
19	и не	17	73
20	что она	2	71
21	самом деле	2	70
22	точки зрения	11	69
23	не может	8	68
24	если мы	2	66
25	так же	2	63
26	так как	1	63
27	было бы	1	56
28	если бы	3	55
29	то же	12	54
30	о том	2	54
31	при этом	20	52
32	как и	6	51
33	что и	2	50
34	а не	14	50
35	что это	1	49
36	сказать что	4	46
37	по себе	2	46
38	только в	9	46
39	в сущности	1	46
40	заключается в	2	46
41	говорит что	2	45
42	к тому	4	45
43	в искусстве	9	45
44	не в	9	45
45	искусства и	3	43
46	в этой	3	43
47	никогда не	4	42
48	вместе с	2	41
49	как это	10	40
50	но и	14	40
51	как раз	3	39
52	того что	5	39
53	же самое	1	38
54	и это	2	37
55	мы видим	1	37
56	что искусство	1	37
57	и как	3	36
58	с тем	1	35
59	вовсе не	3	34
60	и его	11	34
61	тому что	2	33
62	все же	1	33
63	что все	1	33
64	же точно	1	32
65	в себе	14	32
66	все это	2	32
67	художественного произведения	5	32
68	он не	5	31
69	в его	12	31
70	для нас	1	31
71	как будто	2	30
72	никак не	1	30
73	как в	5	30
74	с одной	3	29
75	и для	3	29
76	одной стороны	3	29
77	с точки	3	29
78	в нем	7	29
79	искусства в	5	29
80	что они	2	28
81	и то	3	28
82	в своих	1	27
83	в основе	6	27
84	на деле	2	27
85	и на	2	27
86	а в	15	27
87	с другой	9	27
88	все то	1	27
89	так что	1	26
90	совершенно не	1	26
91	произведение искусства	12	26
92	художественной формы	1	25
93	и здесь	2	25
94	жизни и	1	25
95	до конца	1	24
96	тем что	1	24
97	художественное произведение	3	24
98	указывает на	1	24
99	и совершенно	1	24
100	в целом	4	24
101	в своем	7	23
102	из этого	1	23
103	один из	2	23
104	целый ряд	1	23
105	для этого	1	23
106	могут быть	5	23
107	казалось бы	2	22
108	с этим	1	22
109	из них	1	22
110	между тем	5	22
111	и даже	2	22
112	когда мы	1	22
113	всякий раз	2	22
114	в котором	1	21
115	в двух	1	21
116	той же	1	21
117	в своей	8	21
118	искусство есть	2	21
119	ни в	5	21
120	в конце	2	21
121	но только	1	21
122	как мы	1	21
123	и вот	3	21
124	и только	1	21
125	другой стороны	6	20
126	в то	9	20
127	тот же	1	20
128	мы имеем	7	20
129	она не	1	20
130	дело с	1	20
131	несмотря на	2	20
132	на этом	2	20
133	это не	4	20
134	все эти	3	20
135	в одном	3	19
136	в какой	2	19
137	в ее	6	19
138	у него	2	19
139	с этой	3	18
140	в которой	3	18
141	можно было	1	18
142	но в	12	18
143	зависимости от	1	18
144	в каком	2	18
145	вслед за	3	18
146	но не	13	18
147	действующих лиц	1	18
148	и есть	1	18
149	перед нами	3	18
150	есть не	1	18
151	в виду	5	17
152	иначе говоря	5	17
153	что для	1	17
154	из этих	3	17
155	одна из	1	17
156	только не	3	17
157	у нас	2	17
158	и о	5	17
159	и к	3	16
160	из которых	2	16
161	сводится к	12	16
162	говорит о	1	16
163	в таком	3	16
164	же как	1	16
165	и тем	5	16
166	чувства и	1	16
167	не имеет	1	16
168	так и	14	16
169	тому как	3	16
170	в результате	1	15
171	в них	2	15
172	только на	2	15
173	во всех	3	15
174	как говорит	3	15
175	могли бы	2	15
176	не могут	2	15
177	о котором	1	15
178	на примере	1	15
179	искусства как	2	15
180	и потому	3	15
181	в зависимости	1	15
182	не просто	2	15
183	далеко не	4	15
184	еще не	6	15
185	для него	5	15
186	в частности	23	15
187	в совершенно	1	14
188	но он	4	14
189	к искусству	1	14
190	то время	1	14
191	в художественном	5	14
192	это и	2	14
193	прежде всего	3	14
194	заключает в	1	14
195	те же	1	14
196	в жизни	3	14
197	при таком	1	14
198	этих двух	2	14
199	бы в	1	14
200	столь же	3	14
201	в стихе	2	14
202	с той	1	14
203	или в	3	14
204	по существу	1	14
205	в области	7	14
206	с ним	1	14
207	именно в	3	13
208	не могли	2	13
209	а с	3	13
210	могла бы	2	13
211	отнюдь не	3	13
212	в той	2	13
213	речь идет	2	13
214	едва ли	1	13
215	искусства не	1	13
216	должен был	1	13
217	со стороны	6	13
218	и другие	2	12
219	в этих	4	12
220	их в	3	12
221	не менее	6	12
222	может служить	2	12
223	того же	4	12
224	в конечном	6	12
225	я не	2	12
226	в рассказе	2	12
227	в самой	2	12
228	в свою	4	12
229	состоит в	22	12
230	но если	1	12
231	и может	1	12
232	идет о	2	12
233	например в	3	12
234	что по	1	12
235	что его	1	12
236	что не	1	12
237	художественном произведении	1	12
238	этой точки	2	12
239	и до	1	12
240	действия и	1	12
241	в поэзии	2	12
242	об этом	2	12
243	конечном счете	6	11
244	не было	1	11
245	не будет	3	11
246	была бы	3	11
247	подобно тому	3	11
248	и заключается	1	11
249	и поэтому	1	11
250	как к	5	11
251	раз в	1	11
252	отличие от	7	11
253	он должен	3	11
254	искусства с	1	11
255	исходя из	1	11
256	есть в	3	11
257	искусство и	1	11
258	исходит из	1	11
259	по поводу	1	11
260	его в	4	11
261	образом и	2	11
262	этого слова	4	11
263	с его	6	11
264	на это	1	11
265	в другом	4	10
266	не так	1	10
267	том и	1	10
268	искусства но	4	10
269	данном случае	5	10
270	в их	4	10
271	в одной	1	10
272	от него	1	10
273	противоречие с	1	10
274	отличается от	2	10
275	в данном	9	10
276	должно быть	1	10
277	в состоянии	1	10
278	тому же	1	10
279	но как	2	10
280	совсем не	1	10
281	и от	1	10
282	представить себе	1	10
283	мы в	2	10
284	здесь мы	2	10
285	не является	5	10
286	ее в	2	10
287	материала и	1	10
288	это было	2	10
289	и их	1	10
290	не есть	1	9
291	в действительности	1	9
292	вопрос о	1	9
293	образом что	1	9
294	что даже	1	9
295	в чем	2	9
296	героя и	6	9
297	в него	1	9
298	с ее	4	9
299	бы не	1	9
300	из его	1	9
301	на основании	1	9
302	в отличие	7	9
303	по своему	4	9
304	по его	1	9
305	на его	1	9
306	и по	3	9
307	тем самым	6	9
308	и ее	4	9
309	о чем	3	9
310	точно так	1	9
311	мысль о	1	9
312	роль в	3	9
313	можно сказать	5	9
314	к чему	2	9
315	ту же	1	9
316	в силу	4	9
317	каждого из	1	9
318	по этому	1	9
319	должен быть	2	9
320	том случае	1	9
321	с совершенно	1	9
322	именно это	1	9
323	себе и	1	8
324	на сцене	1	8
325	искусство в	1	8
326	в сознании	1	8
327	одно и	2	8
328	и конечно	1	8
329	художественного творчества	5	8
330	имеет дело	2	8
331	при анализе	1	8
332	он в	1	8
333	тем же	2	8
334	такое же	1	8
335	произведения искусства	4	8
336	в такой	1	8
337	место в	7	8
338	теории искусства	1	8
339	и составляет	3	8
340	и другими	1	8
341	в собственном	1	8
342	точно и	1	8
343	по преимуществу	5	8
344	в произведении	3	8
345	из того	1	8
346	именно потому	1	8
347	кажется что	1	8
348	этом смысле	3	8
349	к нему	2	8
350	в противоречие	1	8
351	из которого	3	8
352	в драме	1	8
353	и более	1	8
354	искусства есть	1	8
355	жизнь и	1	8
356	эти два	1	8
357	стороны и	1	8
358	только то	1	8
359	эстетическая реакция	1	8
360	не как	1	7
361	к самому	1	7
362	от этого	1	7
363	представляет собой	13	7
364	и те	1	7
365	свою очередь	3	7
366	чем это	2	7
367	только при	1	7
368	связи с	3	7
369	полагал что	2	7
370	больше и	1	7
371	в каждом	1	7
372	что такое	2	7
373	в поэтической	1	7
374	в особенности	1	7
375	принадлежат к	1	7
376	имеет место	3	7
377	и дает	1	7
378	со всеми	1	7
379	они не	1	7
380	это имеет	1	7
381	к ним	1	7
382	не существует	1	7
383	действующие лица	1	7
384	того или	6	7
385	случае если	1	7
386	же в	1	7
387	все что	1	7
388	для всех	2	7
389	одно из	1	7
390	если он	1	7
391	этот закон	1	7
392	в глаза	2	7
393	в нашем	4	7
394	от себя	3	7
395	о ней	3	7
396	время в	1	7
397	в качестве	33	7
398	к жизни	2	7
399	с которым	1	7
400	за ним	1	7
401	и действительно	1	7
402	себя и	2	7
403	совпадает с	4	7
404	времени и	2	7
405	ее не	1	7
406	что автор	1	7
407	различие между	1	7
408	а на	3	7
409	отказаться от	1	7
410	дело в	2	7
411	в катарсисе	2	7
412	есть как	2	7
413	слова в	4	7
414	таком понимании	1	6
415	даже в	3	6
416	более или	6	6
417	либо в	2	6
418	области искусства	3	6
419	к этим	1	6
420	истинный смысл	1	6
421	рядом с	1	6
422	того и	1	6
423	в сторону	3	6
424	в русской	6	6
425	не могла	1	6
426	обратимся к	1	6
427	события в	2	6
428	одного и	4	6
429	в отношении	4	6
430	оно не	2	6
431	к его	3	6
432	никто не	3	6
433	приводит к	6	6
434	да и	1	6
435	в стихах	1	6
436	он же	1	6
437	каждой из	1	6
438	и вся	1	6
439	каждый из	1	6
440	на две	3	6
441	ее на	1	6
442	нуждается в	1	6
443	в русском	1	6
444	от всех	2	6
445	на нее	1	6
446	сама по	2	6
447	и без	1	6
448	не все	3	6
449	и другого	1	6
450	впечатление от	1	6
451	как ни	1	6
452	которые в	1	6
453	слова и	1	6
454	из нее	1	6
