N	2gram	Vinokur_Vv	VerxiiNi
1	и в	35	26
2	таким образом	21	22
3	с тем	6	18
4	в этом	35	15
5	вместе с	6	15
6	русской культуры	1	15
7	точки зрения	12	13
8	как бы	7	12
9	в том	38	11
10	не только	26	10
11	и с	2	10
12	может быть	30	10
13	из этих	9	10
14	после смерти	1	10
15	что в	13	9
16	так как	15	9
17	связи с	3	9
18	но и	7	9
19	в области	4	9
20	в общем	14	8
21	и у	1	8
22	и не	13	8
23	как на	12	8
24	главным образом	1	8
25	с другой	8	8
26	но не	9	8
27	с одной	4	7
28	но все	4	7
29	в эпоху	1	7
30	том что	30	7
31	потому что	18	7
32	одной стороны	4	7
33	а с	2	7
34	то что	19	7
35	но в	10	7
36	из них	4	7
37	к нему	3	7
38	так и	2	6
39	в конце	3	6
40	несмотря на	2	6
41	все это	6	6
42	что и	5	6
43	в отношении	3	6
44	представление о	1	6
45	все эти	3	6
46	все же	9	6
47	к тому	4	6
48	о том	16	6
49	во всяком	5	6
50	и потому	2	6
51	всяком случае	5	6
52	мы должны	2	6
53	и т.д	5	6
54	с точки	4	6
55	в себе	4	6
56	того же	3	6
57	и к	3	5
58	до сих	7	5
59	том числе	1	5
60	в его	12	5
61	тому же	1	5
62	более или	1	5
63	не имеет	4	5
64	или менее	1	5
65	сих пор	7	5
66	по крайней	4	5
67	того чтобы	22	5
68	для того	23	5
69	так же	3	5
70	лишь в	1	5
71	отношение к	3	5
72	одной из	4	5
73	образом в	1	5
74	в силу	3	5
75	а не	5	5
76	и для	4	5
77	крайней мере	4	5
78	никогда не	3	5
79	при жизни	2	4
80	в самом	13	4
81	что оно	2	4
82	то же	11	4
83	из которых	3	4
84	только в	16	4
85	в этих	3	4
86	должен был	4	4
87	с другими	1	4
88	учение о	2	4
89	что он	5	4
90	в которых	6	4
91	в котором	4	4
92	в течение	5	4
93	и тогда	3	4
94	и что	6	4
95	далеко не	1	4
96	а в	6	4
97	в этой	3	4
98	и от	1	4
99	не может	19	4
100	что все	1	4
101	на этот	6	4
102	в виде	4	4
103	в то	6	4
104	в нем	13	4
105	во время	1	4
106	в так	1	4
107	и другие	2	3
108	с этой	5	3
109	и при	2	3
110	при этом	3	3
111	для него	1	3
112	что это	3	3
113	тем не	9	3
114	в качестве	8	3
115	европейской культуры	1	3
116	в результате	4	3
117	так или	4	3
118	и даже	6	3
119	если бы	3	3
120	в которой	1	3
121	или иначе	4	3
122	с ней	2	3
123	на нее	3	3
124	с самого	1	3
125	в таком	1	3
126	случае не	2	3
127	в связи	2	3
128	ясно что	11	3
129	и как	9	3
130	как о	4	3
131	же как	3	3
132	не менее	9	3
133	к концу	1	3
134	путь к	1	3
135	а так	2	3
136	что эти	1	3
137	можно сказать	4	3
138	но с	5	3
139	каждая из	1	3
140	за собой	3	3
141	хотя бы	6	3
142	в значительной	3	3
143	культура в	1	3
144	представляет собой	14	3
145	так что	5	3
146	так называемые	2	3
147	у них	2	3
148	точно так	2	3
149	в одном	4	3
150	большей частью	1	3
151	и те	2	3
152	не вполне	4	3
153	всегда и	1	3
154	к ним	1	3
155	и о	1	3
156	культуры и	1	3
157	отношению к	4	3
158	в своем	3	3
159	уже не	6	3
160	с течением	7	3
161	к этому	3	3
162	конце концов	2	3
163	того что	12	3
164	течением времени	7	3
165	бы то	1	2
166	с которого	1	2
167	влечет за	2	2
168	все что	1	2
169	из человеческих	1	2
170	взгляд на	1	2
171	один из	6	2
172	и здесь	3	2
173	и на	3	2
174	смотреть на	5	2
175	по тому	1	2
176	только что	4	2
177	и сейчас	2	2
178	к одной	1	2
179	уже в	5	2
180	гораздо менее	1	2
181	тогда когда	4	2
182	или по	1	2
183	мы имеем	4	2
184	именно из	1	2
185	не с	3	2
186	ни было	1	2
187	утверждать что	1	2
188	этом отношении	4	2
189	в пользу	1	2
190	не как	3	2
191	не исчерпывается	2	2
192	прежде всего	10	2
193	требует от	1	2
194	одно из	5	2
195	его от	1	2
196	в русском	1	2
197	не могут	6	2
198	различия между	1	2
199	в них	5	2
200	похож на	1	2
201	так называемую	2	2
202	из него	2	2
203	не было	2	2
204	не потому	1	2
205	этой точки	2	2
206	не в	10	2
207	без остатка	2	2
208	а также	3	2
209	в виду	5	2
210	в россии	1	2
211	одним из	5	2
212	том виде	3	2
213	по существу	2	2
214	именно в	8	2
215	очень много	1	2
216	в среде	1	2
217	можно назвать	1	2
218	связан и	1	2
219	виде в	2	2
220	одновременно и	3	2
221	в одно	1	2
222	по своему	5	2
223	отличается от	1	2
224	должно было	1	2
225	в новом	1	2
226	о котором	8	2
227	сравнению с	4	2
228	то ясно	1	2
229	к культуре	2	2
230	в эту	1	2
231	так например	6	2
232	связано с	1	2
233	еще не	4	2
234	во всех	2	2
235	ли они	1	2
236	перестает быть	1	2
237	ко всему	1	2
238	мы можем	2	2
239	что мы	2	2
240	ли это	1	2
241	если не	1	2
242	так называемой	3	2
243	наконец в	1	2
244	надо было	2	2
245	по сравнению	4	2
246	то ни	1	2
247	между тем	10	2
248	в свою	2	2
249	не всегда	1	2
250	значительной мере	2	2
251	из себя	1	2
252	быть и	2	2
253	должна была	2	2
254	связана с	4	2
255	стадии развития	1	2
256	бы например	1	2
257	не могло	1	2
258	и является	1	2
259	так чтобы	3	2
260	заключает в	1	2
261	и это	6	2
262	ее с	1	2
263	в начале	3	2
264	этот факт	1	2
265	превращается в	1	2
266	же время	6	2
267	но вместе	2	2
268	самого начала	1	2
269	или иное	1	2
270	еще на	1	2
271	состоит в	2	2
272	же самое	3	2
273	среди них	1	2
274	может ли	2	2
275	он в	1	2
276	тех пор	1	2
277	с именем	1	2
278	духовного развития	1	2
279	общего с	1	2
280	сказать что	6	2
281	не могла	1	2
282	и другой	1	2
283	них не	2	2
284	к которому	1	2
285	или иной	3	2
286	жизни и	2	2
287	но если	6	2
288	в разных	7	2
289	иной раз	2	2
290	что именно	2	2
291	на то	2	2
292	в создании	2	2
293	без помощи	1	2
294	и после	1	2
295	и все	1	2
296	для этого	3	2
297	и из	2	2
298	то или	1	2
299	в самой	1	2
300	с идеей	1	2
301	и особенно	1	2
302	тот же	1	2
303	той или	3	2
304	нее не	1	2
305	мы видели	3	2
306	не к	2	2
307	его можно	2	2
308	можно только	2	2
309	или иным	2	1
310	в той	10	1
311	все в	1	1
312	представить себе	7	1
313	то в	1	1
314	трудно сказать	1	1
315	на почве	5	1
316	этого и	1	1
317	природы и	2	1
318	новое и	1	1
319	к общему	1	1
320	связи и	1	1
321	в свое	3	1
322	а потому	5	1
323	во втором	2	1
324	котором они	1	1
325	к лицу	1	1
326	мы видим	1	1
327	что с	3	1
328	в повседневном	1	1
329	можно говорить	3	1
330	та же	1	1
331	в прямом	4	1
332	значение в	2	1
333	нужные для	1	1
334	между этим	1	1
335	свою очередь	2	1
336	она и	1	1
337	с результатами	1	1
338	научного анализа	2	1
339	народа в	1	1
340	они не	1	1
341	может не	1	1
342	в вопросах	1	1
343	этой области	3	1
344	данном случае	5	1
345	что такое	12	1
346	ни с	2	1
347	них в	1	1
348	в момент	1	1
349	бытие не	1	1
350	жить в	1	1
351	известно что	1	1
352	воплощения в	1	1
353	первом случае	2	1
354	должно быть	2	1
355	того как	3	1
356	время и	1	1
